ID,ProfessionTraitID,LabelID
7539,3285,1495
7540,3285,1496
7541,3286,1485
7542,3286,1487
7543,3286,1490
7544,3287,1485
7545,3287,1487
7546,3287,1490
7547,3288,1485
7548,3288,1487
7549,3288,1490
7550,3289,1485
7551,3289,1487
7552,3289,1490
7553,3290,1485
7554,3290,1487
7555,3290,1490
7556,3291,1485
7557,3291,1487
7558,3291,1490
7559,3292,1485
7560,3292,1487
7561,3292,1490
7562,3293,1485
7563,3293,1487
7564,3293,1490
7565,3294,1487
7566,3295,1487
7567,3296,1487
7568,3297,1487
7569,3298,1487
7570,3299,1487
7571,3300,1487
7572,3301,1487
7573,3302,1490
7574,3303,1490
7575,3304,1490
7576,3305,1490
7577,3306,1490
7578,3307,1490
7579,3308,1490
7580,3309,1490
7581,3310,1485
7582,3311,1485
7583,3312,1485
7584,3313,1485
7585,3314,1485
7586,3315,1485
7587,3316,1485
7588,3317,1485
7589,3318,1492
7590,3318,1489
7591,3318,1488
7592,3319,1492
7593,3319,1489
7594,3319,1488
7595,3320,1492
7596,3320,1489
7597,3320,1488
7598,3321,1492
7599,3321,1489
7600,3321,1488
7601,3322,1492
7602,3322,1489
7603,3322,1488
7604,3323,1492
7605,3323,1489
7606,3323,1488
7607,3324,1492
7608,3324,1489
7609,3324,1488
7610,3325,1492
7611,3325,1489
7612,3325,1488
7613,3326,1492
7614,3327,1492
7615,3328,1492
7616,3329,1492
7617,3330,1492
7618,3331,1492
7619,3332,1492
7620,3333,1492
7621,3334,1489
7622,3335,1489
7623,3336,1489
7624,3337,1489
7625,3338,1489
7626,3339,1489
7627,3340,1489
7628,3341,1489
7629,3342,1488
7630,3343,1488
7631,3344,1488
7632,3345,1488
7633,3346,1488
7634,3347,1488
7635,3348,1488
7636,3349,1488
7637,3350,1494
7638,3350,1495
7639,3350,1496
7640,3351,1494
7641,3351,1495
7642,3351,1496
7643,3352,1494
7644,3352,1495
7645,3352,1496
7646,3353,1494
7647,3353,1495
7648,3353,1496
7649,3354,1494
7650,3354,1495
7651,3354,1496
7652,3355,1494
7653,3355,1495
7654,3355,1496
7655,3356,1494
7656,3356,1495
7657,3356,1496
7658,3357,1494
7659,3357,1495
7660,3357,1496
7661,3358,1494
7662,3359,1494
7663,3360,1494
7664,3361,1494
7665,3362,1494
7666,3363,1494
7667,3364,1494
7668,3365,1494
7669,3366,1495
7670,3367,1495
7671,3368,1495
7672,3369,1495
7673,3370,1495
7674,3371,1495
7675,3372,1495
7676,3373,1495
7677,3374,1496
7678,3375,1496
7679,3376,1496
7680,3377,1496
7681,3378,1496
7682,3379,1496
7683,3380,1496
7684,3381,1496
8697,4106,1455
8698,4106,1474
8699,4106,1521
8700,4106,1454
8701,4106,1470
8702,4106,1453
8703,4106,1472
8704,4107,1455
8705,4107,1474
8706,4107,1521
8707,4107,1454
8708,4107,1470
8709,4107,1453
8710,4107,1472
8711,4108,1455
8712,4108,1474
8713,4108,1521
8714,4108,1454
8715,4108,1470
8716,4108,1453
8717,4108,1472
8718,4109,1455
8719,4109,1474
8720,4109,1521
8721,4109,1454
8722,4109,1470
8723,4109,1453
8724,4109,1472
8725,4110,1455
8726,4110,1474
8727,4110,1521
8728,4110,1454
8729,4110,1470
8730,4110,1453
8731,4110,1472
8732,4111,1455
8733,4111,1474
8734,4111,1521
8735,4111,1454
8736,4111,1470
8737,4111,1453
8738,4111,1472
8739,4112,1455
8740,4112,1474
8741,4112,1521
8742,4112,1454
8743,4112,1470
8744,4112,1453
8745,4112,1472
8746,4113,1455
8747,4113,1474
8748,4113,1521
8749,4113,1454
8750,4113,1470
8751,4113,1453
8752,4113,1472
8753,4114,1454
8754,4115,1454
8755,4116,1454
8756,4117,1454
8757,4118,1454
8758,4119,1454
8759,4120,1454
8760,4121,1454
8761,4122,1455
8762,4123,1455
8763,4124,1455
8764,4125,1455
8765,4126,1455
8766,4127,1455
8767,4128,1455
8768,4129,1455
8769,4130,1455
8770,4130,1474
8771,4130,1521
8772,4130,1454
8773,4130,1470
8774,4130,1453
8775,4130,1472
8776,4131,1455
8777,4131,1474
8778,4131,1521
8779,4131,1454
8780,4131,1470
8781,4131,1453
8782,4131,1472
8783,4132,1455
8784,4132,1474
8785,4132,1521
8786,4132,1454
8787,4132,1470
8788,4132,1453
8789,4132,1472
8790,4133,1455
8791,4133,1474
8792,4133,1521
8793,4133,1454
8794,4133,1470
8795,4133,1453
8796,4133,1472
8797,4134,1455
8798,4134,1474
8799,4134,1521
8800,4134,1454
8801,4134,1470
8802,4134,1453
8803,4134,1472
8804,4135,1455
8805,4135,1474
8806,4135,1521
8807,4135,1454
8808,4135,1470
8809,4135,1453
8810,4135,1472
8811,4136,1455
8812,4136,1474
8813,4136,1521
8814,4136,1454
8815,4136,1470
8816,4136,1453
8817,4136,1472
8818,4143,1455
8819,4143,1474
8820,4143,1521
8821,4143,1454
8822,4143,1470
8823,4143,1453
8824,4143,1472
8825,4144,1455
8826,4144,1474
8827,4144,1521
8828,4144,1454
8829,4144,1470
8830,4144,1453
8831,4144,1472
8832,4145,1455
8833,4145,1474
8834,4145,1521
8835,4145,1454
8836,4145,1470
8837,4145,1453
8838,4145,1472
8839,4146,1455
8840,4146,1474
8841,4146,1521
8842,4146,1454
8843,4146,1470
8844,4146,1453
8845,4146,1472
8846,4147,1455
8847,4147,1474
8848,4147,1521
8849,4147,1454
8850,4147,1470
8851,4147,1453
8852,4147,1472
8853,4148,1455
8854,4148,1474
8855,4148,1521
8856,4148,1454
8857,4148,1470
8858,4148,1453
8859,4148,1472
8860,4149,1455
8861,4149,1474
8862,4149,1521
8863,4149,1454
8864,4149,1470
8865,4149,1453
8866,4149,1472
8867,4150,1455
8868,4150,1474
8869,4150,1521
8870,4150,1454
8871,4150,1470
8872,4150,1453
8873,4150,1472
8874,4151,1455
8875,4151,1474
8876,4151,1521
8877,4151,1454
8878,4151,1470
8879,4151,1453
8880,4151,1472
8881,4152,1455
8882,4152,1474
8883,4152,1521
8884,4152,1454
8885,4152,1470
8886,4152,1453
8887,4152,1472
8888,4153,1455
8889,4153,1474
8890,4153,1521
8891,4153,1454
8892,4153,1470
8893,4153,1453
8894,4153,1472
8895,4154,1455
8896,4154,1474
8897,4154,1521
8898,4154,1454
8899,4154,1470
8900,4154,1453
8901,4154,1472
8902,4155,1455
8903,4155,1474
8904,4155,1521
8905,4155,1454
8906,4155,1470
8907,4155,1453
8908,4155,1472
8909,4156,1455
8910,4156,1474
8911,4156,1521
8912,4156,1454
8913,4156,1470
8914,4156,1453
8915,4156,1472
8916,4157,1454
8917,4158,1454
8918,4159,1454
8919,4160,1454
8920,4161,1454
8921,4162,1454
8922,4163,1454
8923,4164,1454
8924,4165,1455
8925,4166,1455
8926,4167,1455
8927,4168,1455
8928,4169,1455
8929,4170,1455
8930,4171,1455
8931,4172,1455
8932,4173,1455
8933,4173,1474
8934,4173,1521
8935,4173,1454
8936,4173,1470
8937,4173,1453
8938,4173,1472
8939,4174,1455
8940,4174,1474
8941,4174,1521
8942,4174,1454
8943,4174,1470
8944,4174,1453
8945,4174,1472
8946,4175,1455
8947,4175,1474
8948,4175,1521
8949,4175,1454
8950,4175,1470
8951,4175,1453
8952,4175,1472
8953,4176,1455
8954,4176,1474
8955,4176,1521
8956,4176,1454
8957,4176,1470
8958,4176,1453
8959,4176,1472
8960,4177,1455
8961,4177,1474
8962,4177,1521
8963,4177,1454
8964,4177,1470
8965,4177,1453
8966,4177,1472
8967,4178,1455
8968,4178,1474
8969,4178,1521
8970,4178,1454
8971,4178,1470
8972,4178,1453
8973,4178,1472
8974,4179,1455
8975,4179,1474
8976,4179,1521
8977,4179,1454
8978,4179,1470
8979,4179,1453
8980,4179,1472
8981,4186,1455
8982,4186,1474
8983,4186,1521
8984,4186,1454
8985,4186,1470
8986,4186,1453
8987,4186,1472
8988,4187,1455
8989,4187,1474
8990,4187,1521
8991,4187,1454
8992,4187,1470
8993,4187,1453
8994,4187,1472
8995,4188,1455
8996,4188,1474
8997,4188,1521
8998,4188,1454
8999,4188,1470
9000,4188,1453
9001,4188,1472
9002,4189,1455
9003,4189,1474
9004,4189,1521
9005,4189,1454
9006,4189,1470
9007,4189,1453
9008,4189,1472
9009,4190,1455
9010,4190,1474
9011,4190,1521
9012,4190,1454
9013,4190,1470
9014,4190,1453
9015,4190,1472
9016,4191,1455
9017,4191,1474
9018,4191,1521
9019,4191,1454
9020,4191,1470
9021,4191,1453
9022,4191,1472
9023,4192,1455
9024,4192,1474
9025,4192,1521
9026,4192,1454
9027,4192,1470
9028,4192,1453
9029,4192,1472
9030,4193,1455
9031,4193,1474
9032,4193,1521
9033,4193,1454
9034,4193,1470
9035,4193,1453
9036,4193,1472
9037,4194,1455
9038,4194,1474
9039,4194,1521
9040,4194,1454
9041,4194,1470
9042,4194,1453
9043,4194,1472
9044,4195,1455
9045,4195,1474
9046,4195,1521
9047,4195,1454
9048,4195,1470
9049,4195,1453
9050,4195,1472
9051,4196,1455
9052,4196,1474
9053,4196,1521
9054,4196,1454
9055,4196,1470
9056,4196,1453
9057,4196,1472
9058,4197,1455
9059,4197,1474
9060,4197,1521
9061,4197,1454
9062,4197,1470
9063,4197,1453
9064,4197,1472
9065,4198,1455
9066,4198,1474
9067,4198,1521
9068,4198,1454
9069,4198,1470
9070,4198,1453
9071,4198,1472
9072,4199,1455
9073,4199,1474
9074,4199,1521
9075,4199,1454
9076,4199,1470
9077,4199,1453
9078,4199,1472
9079,4200,1454
9080,4201,1454
9081,4202,1454
9082,4203,1454
9083,4204,1454
9084,4205,1454
9085,4206,1454
9086,4207,1454
9087,4208,1455
9088,4209,1455
9089,4210,1455
9090,4211,1455
9091,4212,1455
9092,4213,1455
9093,4214,1455
9094,4215,1455
9095,4216,1455
9096,4216,1474
9097,4216,1521
9098,4216,1454
9099,4216,1470
9100,4216,1453
9101,4216,1472
9102,4217,1455
9103,4217,1474
9104,4217,1521
9105,4217,1454
9106,4217,1470
9107,4217,1453
9108,4217,1472
9109,4218,1455
9110,4218,1474
9111,4218,1521
9112,4218,1454
9113,4218,1470
9114,4218,1453
9115,4218,1472
9116,4219,1455
9117,4219,1474
9118,4219,1521
9119,4219,1454
9120,4219,1470
9121,4219,1453
9122,4219,1472
9123,4220,1455
9124,4220,1474
9125,4220,1521
9126,4220,1454
9127,4220,1470
9128,4220,1453
9129,4220,1472
9130,4221,1455
9131,4221,1474
9132,4221,1521
9133,4221,1454
9134,4221,1470
9135,4221,1453
9136,4221,1472
9137,4222,1455
9138,4222,1474
9139,4222,1521
9140,4222,1454
9141,4222,1470
9142,4222,1453
9143,4222,1472
9144,4229,1455
9145,4229,1474
9146,4229,1521
9147,4229,1454
9148,4229,1470
9149,4229,1453
9150,4229,1472
9151,4230,1455
9152,4230,1474
9153,4230,1521
9154,4230,1454
9155,4230,1470
9156,4230,1453
9157,4230,1472
9158,4231,1455
9159,4231,1474
9160,4231,1521
9161,4231,1454
9162,4231,1470
9163,4231,1453
9164,4231,1472
9165,4232,1455
9166,4232,1474
9167,4232,1521
9168,4232,1454
9169,4232,1470
9170,4232,1453
9171,4232,1472
9172,4233,1455
9173,4233,1474
9174,4233,1521
9175,4233,1454
9176,4233,1470
9177,4233,1453
9178,4233,1472
9179,4234,1455
9180,4234,1474
9181,4234,1521
9182,4234,1454
9183,4234,1470
9184,4234,1453
9185,4234,1472
9186,4235,1455
9187,4235,1474
9188,4235,1521
9189,4235,1454
9190,4235,1470
9191,4235,1453
9192,4235,1472
9193,4236,1455
9194,4236,1474
9195,4236,1521
9196,4236,1454
9197,4236,1470
9198,4236,1453
9199,4236,1472
9200,4237,1455
9201,4237,1474
9202,4237,1521
9203,4237,1454
9204,4237,1470
9205,4237,1453
9206,4237,1472
9207,4238,1455
9208,4238,1474
9209,4238,1521
9210,4238,1454
9211,4238,1470
9212,4238,1453
9213,4238,1472
9214,4239,1455
9215,4239,1474
9216,4239,1521
9217,4239,1454
9218,4239,1470
9219,4239,1453
9220,4239,1472
9221,4240,1455
9222,4240,1474
9223,4240,1521
9224,4240,1454
9225,4240,1470
9226,4240,1453
9227,4240,1472
9228,4241,1455
9229,4241,1474
9230,4241,1521
9231,4241,1454
9232,4241,1470
9233,4241,1453
9234,4241,1472
9235,4242,1455
9236,4242,1474
9237,4242,1521
9238,4242,1454
9239,4242,1470
9240,4242,1453
9241,4242,1472
9242,4243,1454
9243,4244,1454
9244,4245,1454
9245,4246,1454
9246,4247,1454
9247,4248,1454
9248,4249,1454
9249,4250,1454
9250,4251,1455
9251,4252,1455
9252,4253,1455
9253,4254,1455
9254,4255,1455
9255,4256,1455
9256,4257,1455
9257,4258,1455
9258,4259,1455
9259,4259,1474
9260,4259,1521
9261,4259,1454
9262,4259,1470
9263,4259,1453
9264,4259,1472
9265,4260,1455
9266,4260,1474
9267,4260,1521
9268,4260,1454
9269,4260,1470
9270,4260,1453
9271,4260,1472
9272,4261,1455
9273,4261,1474
9274,4261,1521
9275,4261,1454
9276,4261,1470
9277,4261,1453
9278,4261,1472
9279,4262,1455
9280,4262,1474
9281,4262,1521
9282,4262,1454
9283,4262,1470
9284,4262,1453
9285,4262,1472
9286,4263,1455
9287,4263,1474
9288,4263,1521
9289,4263,1454
9290,4263,1470
9291,4263,1453
9292,4263,1472
9293,4264,1455
9294,4264,1474
9295,4264,1521
9296,4264,1454
9297,4264,1470
9298,4264,1453
9299,4264,1472
9300,4265,1455
9301,4265,1474
9302,4265,1521
9303,4265,1454
9304,4265,1470
9305,4265,1453
9306,4265,1472
9307,4272,1455
9308,4272,1474
9309,4272,1521
9310,4272,1454
9311,4272,1470
9312,4272,1453
9313,4272,1472
9314,4273,1455
9315,4273,1474
9316,4273,1521
9317,4273,1454
9318,4273,1470
9319,4273,1453
9320,4273,1472
9321,4274,1455
9322,4274,1474
9323,4274,1521
9324,4274,1454
9325,4274,1470
9326,4274,1453
9327,4274,1472
9328,4275,1455
9329,4275,1474
9330,4275,1521
9331,4275,1454
9332,4275,1470
9333,4275,1453
9334,4275,1472
9335,4276,1455
9336,4276,1474
9337,4276,1521
9338,4276,1454
9339,4276,1470
9340,4276,1453
9341,4276,1472
9342,4277,1455
9343,4277,1474
9344,4277,1521
9345,4277,1454
9346,4277,1470
9347,4277,1453
9348,4277,1472
9349,4278,1452
9350,4278,1473
9351,4278,1475
9352,4278,1451
9353,4278,1450
9354,4278,1471
9355,4279,1452
9356,4279,1473
9357,4279,1475
9358,4279,1451
9359,4279,1450
9360,4279,1471
9361,4280,1452
9362,4280,1473
9363,4280,1475
9364,4280,1451
9365,4280,1450
9366,4280,1471
9367,4281,1452
9368,4281,1473
9369,4281,1475
9370,4281,1451
9371,4281,1450
9372,4281,1471
9373,4282,1452
9374,4282,1473
9375,4282,1475
9376,4282,1451
9377,4282,1450
9378,4282,1471
9379,4283,1452
9380,4283,1473
9381,4283,1475
9382,4283,1451
9383,4283,1450
9384,4283,1471
9385,4284,1452
9386,4284,1473
9387,4284,1475
9388,4284,1451
9389,4284,1450
9390,4284,1471
9391,4285,1452
9392,4285,1473
9393,4285,1475
9394,4285,1451
9395,4285,1450
9396,4285,1471
9397,4286,1451
9398,4287,1451
9399,4288,1451
9400,4289,1451
9401,4290,1451
9402,4291,1451
9403,4292,1451
9404,4293,1451
9405,4294,1452
9406,4295,1452
9407,4296,1452
9408,4297,1452
9409,4298,1452
9410,4299,1452
9411,4300,1452
9412,4301,1452
9413,4302,1452
9414,4302,1473
9415,4302,1475
9416,4302,1451
9417,4302,1450
9418,4302,1471
9419,4303,1452
9420,4303,1473
9421,4303,1475
9422,4303,1451
9423,4303,1450
9424,4303,1471
9425,4304,1452
9426,4304,1473
9427,4304,1475
9428,4304,1451
9429,4304,1450
9430,4304,1471
9431,4305,1452
9432,4305,1473
9433,4305,1475
9434,4305,1451
9435,4305,1450
9436,4305,1471
9437,4306,1452
9438,4306,1473
9439,4306,1475
9440,4306,1451
9441,4306,1450
9442,4306,1471
9443,4307,1452
9444,4307,1473
9445,4307,1475
9446,4307,1451
9447,4307,1450
9448,4307,1471
9449,4308,1452
9450,4308,1473
9451,4308,1475
9452,4308,1451
9453,4308,1450
9454,4308,1471
9455,4309,1650
9456,4310,1650
9457,4311,1650
9458,4312,1650
9459,4313,1650
9460,4314,1650
9461,4315,1452
9462,4315,1473
9463,4315,1475
9464,4315,1451
9465,4315,1450
9466,4315,1471
9467,4316,1452
9468,4316,1473
9469,4316,1475
9470,4316,1451
9471,4316,1450
9472,4316,1471
9473,4317,1452
9474,4317,1473
9475,4317,1475
9476,4317,1451
9477,4317,1450
9478,4317,1471
9479,4318,1452
9480,4318,1473
9481,4318,1475
9482,4318,1451
9483,4318,1450
9484,4318,1471
9485,4319,1452
9486,4319,1473
9487,4319,1475
9488,4319,1451
9489,4319,1450
9490,4319,1471
9491,4320,1452
9492,4320,1473
9493,4320,1475
9494,4320,1451
9495,4320,1450
9496,4320,1471
9497,4321,1531
9498,4322,1531
9499,4324,1531
9500,4326,1531
9501,4328,1531
9502,4330,1531
9503,4332,1531
9504,4333,1457
9505,4334,1457
9506,4335,1457
9507,4336,1457
9508,4337,1457
9509,4338,1457
9510,4339,1458
9511,4340,1458
9512,4341,1458
9513,4342,1458
9514,4343,1458
9515,4344,1458
9516,4345,1458
9517,4346,1458
9518,4347,1458
9519,4348,1458
9520,4349,1459
9521,4350,1459
9522,4351,1459
9523,4352,1459
9524,4353,1459
9525,4354,1459
9526,4355,1459
9527,4356,1459
9528,4357,1531
9529,4358,1531
9530,4359,1531
9531,4360,1531
9532,4361,1531
9533,4362,1531
9534,4363,1531
9535,4364,1531
9536,4365,1531
9537,4366,1531
9538,4367,1531
9539,4368,1531
9540,4369,1531
9541,4370,1531
9542,4371,1531
9543,4372,1531
9544,4373,1531
9545,4374,1531
9546,4376,1531
9547,4378,1531
9548,4380,1531
9549,4382,1531
9550,4384,1531
9551,4385,1457
9552,4386,1457
9553,4387,1457
9554,4388,1457
9555,4389,1457
9556,4390,1457
9557,4391,1458
9558,4392,1458
9559,4393,1458
9560,4394,1458
9561,4395,1458
9562,4396,1458
9563,4397,1458
9564,4398,1458
9565,4399,1458
9566,4400,1458
9567,4401,1459
9568,4402,1459
9569,4403,1459
9570,4404,1459
9571,4405,1459
9572,4406,1459
9573,4407,1459
9574,4408,1459
9575,4409,1531
9576,4410,1531
9577,4411,1531
9578,4412,1531
9579,4413,1531
9580,4414,1531
9581,4415,1531
9582,4416,1531
9583,4417,1531
9584,4418,1531
9585,4419,1531
9586,4420,1531
9587,4421,1531
9588,4422,1531
9589,4423,1531
9590,4424,1531
10250,5004,1500
10251,5004,1502
10252,5004,1485
10253,5004,1499
10254,5004,1503
10255,5005,1500
10256,5005,1502
10257,5005,1485
10258,5005,1499
10259,5005,1503
10260,5006,1500
10261,5006,1502
10262,5006,1485
10263,5006,1499
10264,5006,1503
10265,5007,1500
10266,5007,1502
10267,5007,1485
10268,5007,1499
10269,5007,1503
10270,5008,1500
10271,5008,1502
10272,5008,1485
10273,5008,1499
10274,5008,1503
10275,5009,1500
10276,5009,1502
10277,5009,1485
10278,5009,1499
10279,5009,1503
10280,5010,1500
10281,5010,1502
10282,5010,1485
10283,5010,1499
10284,5010,1503
10285,5011,1500
10286,5011,1502
10287,5011,1485
10288,5011,1499
10289,5011,1503
10290,5012,1500
10291,5012,1499
10292,5013,1500
10293,5013,1499
10294,5014,1500
10295,5014,1499
10296,5015,1500
10297,5015,1499
10298,5016,1500
10299,5016,1499
10300,5017,1500
10301,5017,1499
10302,5018,1500
10303,5018,1499
10304,5019,1500
10305,5019,1499
10306,5020,1499
10307,5021,1499
10308,5022,1499
10309,5024,1499
10310,5025,1499
10311,5026,1499
10312,5027,1499
10313,5028,1500
10314,5029,1500
10315,5030,1500
10316,5032,1500
10317,5033,1500
10318,5034,1500
10319,5035,1500
10320,5036,1503
10321,5036,1502
10322,5037,1503
10323,5037,1502
10324,5038,1503
10325,5038,1502
10326,5039,1503
10327,5039,1502
10328,5040,1503
10329,5040,1502
10330,5042,1503
10331,5042,1502
10332,5043,1503
10333,5043,1502
10334,5044,1502
10335,5045,1502
10336,5046,1502
10337,5047,1502
10338,5048,1502
10339,5049,1502
10340,5050,1502
10341,5051,1502
10342,5052,1503
10343,5053,1503
10344,5054,1503
10345,5055,1503
10346,5056,1503
10347,5057,1503
10348,5058,1503
10349,5059,1503
10350,5060,1506
10351,5060,1505
10352,5060,1508
10353,5060,1507
10354,5061,1506
10355,5061,1505
10356,5061,1508
10357,5061,1507
10358,5062,1506
10359,5062,1505
10360,5062,1508
10361,5062,1507
10362,5063,1506
10363,5063,1505
10364,5063,1508
10365,5063,1507
10366,5064,1506
10367,5064,1505
10368,5064,1508
10369,5064,1507
10370,5065,1506
10371,5065,1505
10372,5065,1508
10373,5065,1507
10374,5066,1506
10375,5066,1505
10376,5066,1508
10377,5066,1507
10378,5067,1506
10379,5067,1505
10380,5067,1508
10381,5067,1507
10382,5068,1506
10383,5068,1505
10384,5068,1508
10385,5068,1507
10386,5069,1506
10387,5069,1505
10388,5069,1508
10389,5069,1507
10390,5070,1505
10391,5071,1505
10392,5072,1505
10393,5074,1505
10394,5075,1505
10395,5076,1505
10396,5077,1505
10397,5078,1506
10398,5079,1506
10399,5080,1506
10400,5081,1506
10401,5083,1506
10402,5084,1506
10403,5085,1506
10404,5086,1507
10405,5087,1507
10406,5088,1507
10407,5089,1507
10408,5090,1507
10409,5091,1507
10410,5092,1508
10411,5093,1508
10412,5094,1508
10413,5095,1508
10414,5096,1508
10415,5097,1508
10482,5141,1485
10483,5141,1487
10484,5141,1490
10485,5141,1492
10486,5141,1489
10487,5141,1488
10488,5141,1494
10489,5141,1495
10490,5141,1496
10491,5142,1485
10492,5142,1487
10493,5142,1490
10494,5142,1492
10495,5142,1489
10496,5142,1488
10497,5142,1494
10498,5142,1495
10499,5142,1496
10500,5143,1485
10501,5143,1487
10502,5143,1490
10503,5143,1492
10504,5143,1489
10505,5143,1488
10506,5143,1494
10507,5143,1495
10508,5143,1496
10509,5144,1485
10510,5144,1487
10511,5144,1490
10512,5144,1492
10513,5144,1489
10514,5144,1488
10515,5144,1494
10516,5144,1495
10517,5144,1496
10518,5145,1485
10519,5145,1487
10520,5145,1490
10521,5145,1492
10522,5145,1489
10523,5145,1488
10524,5145,1494
10525,5145,1495
10526,5145,1496
10527,5146,1485
10528,5146,1487
10529,5146,1490
10530,5146,1492
10531,5146,1489
10532,5146,1488
10533,5146,1494
10534,5146,1495
10535,5146,1496
10536,5147,1485
10537,5147,1487
10538,5147,1490
10539,5147,1492
10540,5147,1489
10541,5147,1488
10542,5147,1494
10543,5147,1495
10544,5147,1496
10545,5148,1485
10546,5148,1487
10547,5148,1490
10548,5148,1492
10549,5148,1489
10550,5148,1488
10551,5148,1494
10552,5148,1495
10553,5148,1496
10554,5149,1485
10555,5149,1487
10556,5149,1490
10557,5150,1485
10558,5150,1487
10559,5150,1490
10560,5151,1485
10561,5151,1487
10562,5151,1490
10563,5152,1485
10564,5152,1487
10565,5152,1490
10566,5153,1485
10567,5153,1487
10568,5153,1490
10569,5154,1485
10570,5154,1487
10571,5154,1490
10572,5155,1485
10573,5155,1487
10574,5155,1490
10575,5156,1485
10576,5156,1487
10577,5156,1490
10578,5157,1487
10579,5158,1487
10580,5159,1487
10581,5160,1487
10582,5161,1487
10583,5162,1487
10584,5163,1487
10585,5164,1487
10586,5165,1490
10587,5166,1490
10588,5167,1490
10589,5168,1490
10590,5169,1490
10591,5170,1490
10592,5171,1490
10593,5172,1490
10594,5173,1485
10595,5174,1485
10596,5175,1485
10597,5176,1485
10598,5177,1485
10599,5178,1485
10600,5179,1485
10601,5180,1485
10602,5181,1492
10603,5181,1489
10604,5181,1488
10605,5182,1492
10606,5182,1489
10607,5182,1488
10608,5183,1492
10609,5183,1489
10610,5183,1488
10611,5184,1492
10612,5184,1489
10613,5184,1488
10614,5185,1492
10615,5185,1489
10616,5185,1488
10617,5186,1492
10618,5186,1489
10619,5186,1488
10620,5187,1492
10621,5187,1489
10622,5187,1488
10623,5188,1492
10624,5188,1489
10625,5188,1488
10626,5189,1492
10627,5190,1492
10628,5191,1492
10629,5192,1492
10630,5193,1492
10631,5194,1492
10632,5195,1492
10633,5196,1492
10634,5197,1489
10635,5198,1489
10636,5199,1489
10637,5200,1489
10638,5201,1489
10639,5202,1489
10640,5203,1489
10641,5204,1489
10642,5205,1488
10643,5206,1488
10644,5207,1488
10645,5208,1488
10646,5209,1488
10647,5210,1488
10648,5211,1488
10649,5212,1488
10650,5213,1494
10651,5213,1495
10652,5213,1496
10653,5214,1494
10654,5214,1495
10655,5214,1496
10656,5215,1494
10657,5215,1495
10658,5215,1496
10659,5216,1494
10660,5216,1495
10661,5216,1496
10662,5217,1494
10663,5217,1495
10664,5217,1496
10665,5218,1494
10666,5218,1495
10667,5218,1496
10668,5219,1494
10669,5219,1495
10670,5219,1496
10671,5220,1494
10672,5220,1495
10673,5220,1496
10674,5221,1494
10675,5222,1494
10676,5223,1494
10677,5224,1494
10678,5225,1494
10679,5226,1494
10680,5227,1494
10681,5228,1494
10682,5229,1495
10683,5230,1495
10684,5231,1495
10685,5232,1495
10686,5233,1495
10687,5234,1495
10688,5235,1495
10689,5236,1495
10690,5237,1496
10691,5238,1496
10692,5239,1496
10693,5240,1496
10694,5241,1496
10695,5242,1496
10696,5243,1496
10697,5244,1496
10698,5245,1482
10699,5246,1482
10700,5247,1482
10701,5248,1482
10702,5249,1482
10703,5250,1482
10704,5251,1482
10705,5252,1482
10706,5253,1482
10707,5254,1482
10708,5255,1482
10709,5256,1482
10710,5257,1482
10711,5258,1482
10712,5259,1482
10713,5260,1482
10714,5261,1482
10715,5262,1482
10716,5263,1482
10717,5264,1482
10718,5265,1482
10719,5266,1482
10720,5267,1482
11419,5677,1500
11420,5677,1502
11421,5677,1485
11422,5677,1499
11423,5677,1503
11424,5678,1500
11425,5678,1502
11426,5678,1485
11427,5678,1499
11428,5678,1503
11429,5679,1500
11430,5679,1502
11431,5679,1485
11432,5679,1499
11433,5679,1503
11434,5680,1500
11435,5680,1502
11436,5680,1485
11437,5680,1499
11438,5680,1503
11439,5681,1500
11440,5681,1502
11441,5681,1485
11442,5681,1499
11443,5681,1503
11444,5682,1500
11445,5682,1502
11446,5682,1485
11447,5682,1499
11448,5682,1503
11449,5683,1500
11450,5683,1502
11451,5683,1485
11452,5683,1499
11453,5683,1503
11454,5684,1500
11455,5684,1502
11456,5684,1485
11457,5684,1499
11458,5684,1503
11459,5685,1500
11460,5685,1499
11461,5686,1500
11462,5686,1499
11463,5687,1500
11464,5687,1499
11465,5688,1500
11466,5688,1499
11467,5689,1500
11468,5689,1499
11469,5690,1500
11470,5690,1499
11471,5691,1500
11472,5691,1499
11473,5692,1500
11474,5692,1499
11475,5693,1499
11476,5694,1499
11477,5695,1499
11478,5697,1499
11479,5698,1499
11480,5699,1499
11481,5700,1499
11482,5701,1500
11483,5702,1500
11484,5703,1500
11485,5705,1500
11486,5706,1500
11487,5707,1500
11488,5708,1500
11489,5709,1503
11490,5709,1502
11491,5710,1503
11492,5710,1502
11493,5711,1503
11494,5711,1502
11495,5712,1503
11496,5712,1502
11497,5713,1503
11498,5713,1502
11499,5715,1503
11500,5715,1502
11501,5716,1503
11502,5716,1502
11503,5717,1502
11504,5718,1502
11505,5719,1502
11506,5720,1502
11507,5721,1502
11508,5722,1502
11509,5723,1502
11510,5724,1502
11511,5725,1503
11512,5726,1503
11513,5727,1503
11514,5728,1503
11515,5729,1503
11516,5730,1503
11517,5731,1503
11518,5732,1503
11519,5733,1580
11520,5733,1581
11521,5733,1582
11522,5734,1580
11523,5734,1581
11524,5734,1582
11525,5735,1580
11526,5735,1581
