ID,TraitDefinitionID,MaxRanks,NodeEntryType
28159,28584,1,9
28160,28585,1,9
28161,28586,1,9
28162,28587,1,8
28163,28588,1,8
28164,28589,1,8
28165,28590,1,8
28166,28591,1,8
28167,28592,20,7
28168,28593,1,8
28169,28594,1,8
28170,28595,1,8
28171,28596,1,8
28172,28597,1,8
28173,28598,20,7
28174,28599,1,8
28175,28600,1,8
28176,28601,1,8
28177,28602,1,8
28178,28603,1,8
28179,28604,1,8
28180,28605,25,7
28181,28606,1,8
28182,28607,1,8
28183,28608,1,8
28184,28609,1,8
28185,28610,1,8
28186,28611,1,8
28187,28612,1,8
28188,28613,30,7
28189,28614,1,8
28190,28615,1,8
28191,28616,1,8
28192,28617,1,8
28193,28618,1,8
28194,28619,1,8
28195,28620,1,8
28196,28621,30,7
28197,28622,1,8
28198,28623,1,8
28199,28624,1,8
28200,28625,1,8
28201,28626,1,8
28202,28627,1,8
28203,28628,1,8
28204,28629,30,7
28205,28630,1,9
28206,28631,1,9
28207,28632,1,9
28208,28633,1,9
28209,28634,1,9
28210,28635,1,9
28211,28636,1,8
28212,28637,1,8
28213,28638,1,8
28214,28639,1,8
28215,28640,1,8
28216,28641,1,8
28217,28642,1,8
28218,28643,30,7
28219,28644,1,8
28220,28645,1,8
28221,28646,1,8
28222,28647,1,8
28223,28648,1,8
28224,28649,1,8
28225,28650,1,8
28226,28651,30,7
28227,28652,1,8
28228,28653,1,8
28229,28654,1,8
28230,28655,1,8
28231,28656,1,8
28232,28657,1,8
28233,28658,1,8
28234,28659,30,7
28235,28660,1,8
28236,28661,1,8
28237,28662,1,8
28238,28663,1,8
28239,28664,1,8
28240,28665,1,8
28241,28666,1,8
28242,28667,1,8
28243,28668,1,8
28244,28669,40,7
28245,28670,1,8
28246,28671,1,8
28247,28672,1,8
28248,28673,1,8
28249,28674,1,8
28250,28675,20,7
28251,28676,1,8
28252,28677,1,8
28253,28678,1,8
28254,28679,1,8
28255,28680,1,8
28256,28681,1,8
28257,28682,1,8
28258,28683,1,8
28259,28684,1,8
28260,28685,1,8
28261,28686,1,8
28262,28687,50,7
28263,28688,1,9
28264,28689,1,9
28265,28690,1,9
28266,28691,1,9
28267,28692,1,9
28268,28693,1,9
28269,28694,1,8
28270,28695,1,8
28271,28696,1,8
28272,28697,1,8
28273,28698,1,8
28274,28699,1,8
28275,28700,1,8
28276,28701,30,7
28277,28702,1,8
28278,28703,1,8
28279,28704,1,8
28280,28705,1,8
28281,28706,1,8
28282,28707,1,8
28283,28708,1,8
28284,28709,30,7
28285,28710,1,8
28286,28711,1,8
28287,28712,1,8
28288,28713,1,8
28289,28714,1,8
28290,28715,1,8
28291,28716,1,8
28292,28717,30,7
28293,28718,1,8
28294,28719,1,8
28295,28720,1,8
28296,28721,1,8
28297,28722,1,8
28298,28723,1,8
28299,28724,1,8
28300,28725,1,8
28301,28726,1,8
28302,28727,40,7
28303,28728,1,8
28304,28729,1,8
28305,28730,1,8
28306,28731,1,8
28307,28732,1,8
28308,28733,20,7
28309,28734,1,8
28310,28735,1,8
28311,28736,1,8
28312,28737,1,8
28313,28738,1,8
28314,28739,1,8
28315,28740,1,8
28316,28741,1,8
28317,28742,1,8
28318,28743,1,8
28319,28744,1,8
28320,28745,50,7
28321,28746,1,9
28322,28747,1,9
28323,28748,1,9
28324,28749,1,9
28325,28750,1,9
28326,28751,1,9
28541,28966,2,2
28542,28967,1,2
28543,28968,1,2
28544,28969,2,2
28545,28970,1,1
28546,28971,2,2
28547,28972,1,2
28548,28973,1,1
28549,28974,1,1
28550,28975,1,2
28551,28976,1,2
28552,28977,2,2
28553,28978,2,2
28554,28979,1,1
28555,28980,1,1
28556,28981,1,1
28557,28982,1,1
28558,28983,1,2
28559,28984,1,2
28560,28985,2,2
28561,28986,2,2
28562,28987,1,2
28563,28988,1,2
28564,28989,1,2
28565,28990,1,2
28566,28991,1,2
28567,28992,2,2
28568,28993,1,2
28569,28994,1,2
28570,28995,2,2
28571,28996,1,2
28572,28997,1,2
28573,28998,1,2
28574,28999,1,2
28575,29000,1,2
28576,29001,1,2
28577,29002,1,2
28578,29003,1,1
28579,29004,1,2
28580,29005,1,2
28581,29006,1,2
28582,29007,1,1
28583,29008,1,2
28584,29009,1,2
28585,29010,1,1
28586,29011,1,2
28587,29012,1,2
28588,29013,3,2
28589,29014,1,2
28590,29015,1,1
28591,29016,1,2
28592,29017,1,2
28593,29018,1,1
28594,29019,1,1
28595,29020,1,2
28596,29021,1,1
28597,29022,1,1
28598,29023,2,2
28599,29024,1,2
28600,29025,1,2
28601,29026,2,2
28602,29027,2,2
28603,29028,1,1
28604,29029,3,2
28605,29030,1,1
28606,29031,1,1
28607,29032,2,2
28608,29033,1,2
28609,29034,1,1
28610,29035,1,1
28611,29036,1,2
28612,29037,1,1
28613,29038,1,1
28614,29039,2,2
28615,29040,1,1
28616,29041,3,2
28617,29042,1,1
28618,29043,1,1
28619,29044,1,1
28620,29045,1,1
28621,29046,1,1
28622,29047,1,1
28623,29048,1,1
28624,29049,1,1
28625,29050,1,2
28626,29051,1,1
28627,29052,1,1
28628,29053,1,1
28629,29054,2,2
28630,29055,1,1
28631,29056,1,1
28632,29057,1,1
28633,29058,1,1
28634,29059,1,1
28635,29060,1,1
28636,29061,1,1
28637,29062,1,1
28638,29063,1,1
28639,29064,3,2
28640,29065,1,2
28641,29066,1,2
28642,29067,1,1
28643,29068,2,2
28644,29069,1,2
28645,29070,1,1
28646,29071,1,2
28647,29072,1,2
28648,29073,1,1
28649,29074,1,1
28650,29075,2,2
28651,29076,1,2
28652,29077,1,1
28653,29078,1,1
28654,29079,1,1
28655,29080,1,1
28656,29081,1,2
28657,29082,1,1
28658,29083,1,1
28659,29084,2,2
28660,29085,1,2
28661,29086,1,2
28662,29087,1,2
28663,29088,1,1
28664,29089,1,2
28665,29090,1,2
28666,29091,1,2
28667,29092,1,2
28668,29093,2,2
28669,29094,2,2
28670,29095,1,1
28671,29096,1,1
28672,29097,2,2
28673,29098,2,2
28674,29099,1,1
28675,29100,1,1
28676,29101,1,2
28677,29102,1,2
28678,29103,1,2
28679,29104,1,2
28680,29105,1,1
28681,29106,1,2
28682,29107,1,2
28683,29108,1,2
28684,29109,1,1
28685,29110,2,2
28686,29111,1,2
28687,29112,3,2
28688,29113,2,2
28689,29114,2,2
28690,29115,1,2
28691,29116,1,1
28692,29117,2,2
28693,29118,1,2
28694,29119,1,1
28695,29120,1,2
28696,29121,1,2
28697,29122,2,2
28698,29123,1,1
28699,29124,1,2
28700,29125,1,2
28701,29126,2,2
28702,29127,2,2
28703,29128,1,1
28704,29129,1,1
28705,29130,1,1
28706,29131,2,2
28707,29132,2,2
28708,29133,1,2
28709,29134,1,2
28710,29135,1,1
28711,29136,1,2
28712,29137,1,1
28713,29138,1,2
28714,29139,1,2
28715,29140,1,1
28716,29141,1,2
28717,29142,2,2
28718,29143,3,2
28719,29144,1,1
28720,29145,1,2
28721,29146,2,2
28722,29147,3,2
28723,29148,1,1
28724,29149,1,2
28725,29150,1,2
28726,29151,1,2
28727,29152,2,2
28728,29153,3,2
28729,29154,1,1
28730,29155,1,2
28731,29156,2,2
28732,29157,1,2
28733,29158,1,2
28734,29159,2,2
28735,29160,2,2
28736,29161,1,1
28737,29162,1,2
28738,29163,1,1
28739,29164,2,2
28740,29165,2,2
28741,29166,1,2
28742,29167,2,2
28743,29168,1,2
28744,29169,1,2
28745,29170,1,2
28746,29171,2,2
28747,29172,1,2
28748,29173,1,1
28749,29174,1,1
28750,29175,2,2
28751,29176,1,2
28752,29177,2,2
28753,29178,2,2
28754,29179,1,1
29754,29891,1,8
29755,29892,1,8
29756,29893,1,8
29757,29894,1,8
29758,29895,1,8
29759,29896,1,8
29760,29897,1,8
29761,29898,30,7
29762,29899,1,8
29763,29900,1,8
29764,29901,1,8
29765,29902,1,8
29766,29903,1,8
29767,29904,1,8
29768,29905,1,8
29769,29906,30,7
29770,29907,1,8
29771,29908,1,8
29772,29909,1,8
29773,29910,1,8
29774,29911,1,8
29775,29912,1,8
29776,29913,1,8
29777,29914,30,7
29778,29915,1,8
29779,29916,1,8
29780,29917,1,8
29781,29918,1,8
29782,29919,1,8
29783,29920,1,8
29784,29921,1,8
29785,29922,30,7
29786,29923,1,8
29787,29924,1,8
29788,29925,1,8
29789,29926,1,8
29790,29927,1,8
29791,29928,1,8
29792,29929,1,8
29793,29930,30,7
29794,29931,1,8
29795,29932,1,8
29796,29933,1,8
29797,29934,1,8
29798,29935,1,8
29799,29936,1,8
29800,29937,1,8
29801,29938,30,7
29802,29939,1,8
29803,29940,1,8
29804,29941,1,8
29805,29942,1,8
29806,29943,1,8
29807,29944,1,8
29808,29945,1,8
29809,29946,30,7
29810,29947,1,9
29811,29948,1,9
29812,29949,1,9
29813,29950,1,9
29814,29951,1,9
29815,29952,1,9
29816,29953,1,9
29817,29954,1,8
29818,29955,1,8
29819,29956,1,8
29820,29957,1,8
29821,29958,1,8
29822,29959,20,7
29823,29960,1,8
29824,29961,1,8
29825,29962,1,8
29826,29963,1,8
29827,29964,1,8
29828,29965,20,7
29829,29966,1,8
29830,29967,1,8
29831,29968,1,8
29832,29969,1,8
29833,29970,1,8
29834,29971,1,8
29835,29972,1,8
29836,29973,30,7
29837,29974,1,8
29838,29975,1,8
29839,29976,1,8
29840,29977,1,8
29841,29978,1,8
29842,29979,1,8
29843,29980,1,8
29844,29981,30,7
29845,29982,1,8
29846,29983,1,8
29847,29984,1,8
29848,29985,1,8
29849,29986,1,8
29850,29987,1,8
29851,29988,1,8
29852,29989,1,8
29853,29990,1,8
29854,29991,40,7
29855,29992,1,9
29856,29993,1,9
29857,29994,1,9
29858,29995,1,9
29859,29996,1,9
29909,30046,1,8
29910,30047,1,8
29911,30048,1,8
29912,30049,1,8
29913,30050,1,8
29914,30051,1,8
29915,30052,1,8
29916,30053,30,7
29917,30054,1,8
29918,30055,1,8
29919,30056,1,8
29920,30057,1,8
29921,30058,1,8
29922,30059,1,8
29923,30060,1,8
29924,30061,30,7
29925,30062,1,8
29926,30063,1,8
29927,30064,1,8
29928,30065,1,8
29929,30066,1,8
29930,30067,1,8
29931,30068,1,8
29932,30069,30,7
29933,30070,1,8
29934,30071,1,8
29935,30072,1,8
29936,30073,1,8
29937,30074,1,8
29938,30075,1,8
29939,30076,1,8
29940,30077,30,7
29941,30078,1,8
29942,30079,1,8
29943,30080,1,8
29944,30081,1,8
29945,30082,1,8
29946,30083,1,8
29947,30084,1,8
29948,30085,30,7
29949,30086,1,8
29950,30087,1,8
29951,30088,1,8
29952,30089,1,8
29953,30090,1,8
29954,30091,1,8
29955,30092,1,8
29956,30093,30,7
29957,30094,1,8
29958,30095,1,8
29959,30096,1,8
29960,30097,1,8
29961,30098,1,8
29962,30099,1,8
29963,30100,1,8
29964,30101,30,7
29965,30102,1,8
29966,30103,1,8
29967,30104,1,8
29968,30105,1,8
29969,30106,1,8
29970,30107,1,8
29971,30108,1,8
29972,30109,30,7
29973,30110,1,8
29974,30111,1,8
29975,30112,1,8
29976,30113,1,8
29977,30114,1,8
29978,30115,1,8
29979,30116,1,8
29980,30117,30,7
29981,30118,1,8
29982,30119,1,8
29983,30120,1,8
29984,30121,1,8
29985,30122,1,8
29986,30123,1,8
29987,30124,1,8
29988,30125,30,7
29989,30126,1,8
29990,30127,1,8
29991,30128,1,8
29992,30129,1,8
29993,30130,1,8
29994,30131,1,8
29995,30132,1,8
29996,30133,30,7
29997,30134,1,8
29998,30135,1,8
29999,30136,1,8
30000,30137,1,8
30001,30138,1,8
30002,30139,1,8
30003,30140,1,8
30004,30141,30,7
30005,30142,1,8
30006,30143,1,8
30007,30144,1,8
30008,30145,1,8
30009,30146,1,8
30010,30147,1,8
30011,30148,1,8
30012,30149,30,7
30013,30150,1,9
30014,30151,1,9
30015,30152,1,9
30016,30153,1,9
30017,30154,1,9
30018,30155,1,9
30019,30156,1,9
30020,30157,1,9
30021,30158,1,9
30022,30159,1,9
30023,30160,1,9
30024,30161,1,9
30025,30162,1,9
30026,30163,1,8
30027,30164,1,8
30028,30165,1,8
30029,30166,1,8
30030,30167,1,8
30031,30168,1,8
30032,30169,1,8
30033,30170,30,7
30034,30171,1,8
30035,30172,1,8
30036,30173,1,8
30037,30174,1,8
30038,30175,1,8
30039,30176,1,8
30040,30177,1,8
30041,30178,30,7
30042,30179,1,8
30043,30180,1,8
30044,30181,1,8
30045,30182,1,8
30046,30183,1,8
30047,30184,1,8
30048,30185,30,7
30049,30186,1,9
30050,30187,1,9
30051,30188,0,9
30609,30746,1,1
30610,30747,2,2
30611,30748,1,1
30612,30749,2,2
30613,30750,1,2
30614,30751,1,2
30615,30752,1,1
30616,30753,1,1
30617,30754,1,2
30618,30755,1,2
30619,30756,1,2
30620,30757,1,2
30621,30758,1,2
30622,30759,1,2
30623,30760,1,2
30624,30761,1,1
30625,30762,1,1
30626,30763,2,2
30627,30764,1,1
30628,30765,1,2
30629,30766,1,2
30630,30767,1,2
30631,30768,1,1
30632,30769,2,2
30633,30770,1,1
30634,30771,2,2
30635,30772,1,2
30636,30773,1,1
30637,30774,1,1
30638,30775,1,2
30639,30776,1,1
30640,30777,1,1
30641,30778,1,2
30642,30779,1,2
30643,30780,2,2
30644,30781,1,2
30645,30782,2,2
30646,30783,1,2
30647,30784,1,1
30648,30785,2,2
30649,30786,1,2
30650,30787,1,2
30651,30788,1,1
30652,30789,1,2
30653,30790,1,2
30654,30791,1,2
30655,30792,1,2
30656,30793,2,2
30657,30794,1,2
30658,30795,1,2
30659,30796,1,2
30660,30797,2,2
30661,30798,1,2
30662,30799,2,2
30663,30800,1,2
30664,30801,1,2
30665,30802,1,2
30666,30803,2,2
30667,30804,1,1
30668,30805,1,2
30669,30806,1,2
30670,30807,1,2
30671,30808,2,2
30672,30809,1,1
30673,30810,1,2
30674,30811,2,2
30675,30812,1,1
30676,30813,1,2
30677,30814,2,2
30678,30815,1,2
30679,30816,1,2
30680,30817,2,2
30681,30818,1,2
30682,30819,1,2
30683,30820,1,1
30684,30821,1,2
30685,30822,1,2
30686,30823,1,2
30687,30824,1,2
30688,30825,1,2
30689,30826,1,1
30690,30827,2,2
30691,30828,1,2
30692,30829,1,2
30693,30830,1,1
30694,30831,1,2
30695,30832,1,2
30696,30833,1,2
30697,30834,1,1
30698,30835,1,1
30699,30836,1,2
30700,30837,1,2
30701,30838,1,2
30702,30839,1,1
30703,30840,1,2
30704,30841,1,2
30705,30842,1,2
30706,30843,2,2
30707,30844,1,1
30708,30845,2,2
30709,30846,1,2
30710,30847,1,2
30711,30848,1,1
30712,30849,1,2
30713,30850,1,1
30714,30851,1,2
30715,30852,2,2
30716,30853,1,2
30717,30854,1,1
30718,30855,1,2
30719,30856,2,2
30720,30857,1,1
30721,30858,2,2
30722,30859,1,1
30723,30860,1,2
30724,30861,1,1
30725,30862,1,2
30726,30863,1,2
30727,30864,1,2
30728,30865,1,1
30729,30866,1,1
30730,30867,1,2
30731,30868,1,1
30732,30869,1,2
30733,30870,1,2
30734,30871,1,2
30735,30872,1,2
30736,30873,1,1
30737,30874,2,2
30738,30875,1,1
30739,30876,1,1
30740,30877,1,2
30741,30878,1,1
30742,30879,2,2
30743,30880,2,2
30744,30881,1,1
30745,30882,1,1
30746,30883,1,1
30747,30884,1,2
30748,30885,2,2
30749,30886,1,2
30750,30887,1,2
30751,30888,2,2
30752,30889,1,1
30753,30890,1,1
30754,30891,2,2
30755,30892,1,1
30756,30893,1,2
30757,30894,1,2
30758,30895,1,1
30759,30896,2,2
30760,30897,1,1
30761,30898,1,1
30762,30899,1,2
30763,30900,1,2
30764,30901,1,1
30765,30902,1,1
30766,30903,2,2
30767,30904,1,2
30768,30905,1,1
30769,30906,1,1
30770,30907,1,1
30771,30908,2,2
30772,30909,2,2
30773,30910,2,2
30774,30911,1,1
30775,30912,2,2
30776,30913,1,1
30777,30914,1,1
30778,30915,2,2
30779,30916,2,2
30780,30917,2,2
30781,30918,1,2
30782,30919,1,2
30783,30920,1,1
30784,30921,1,1
30785,30922,1,2
30786,30923,1,1
30787,30924,1,1
30788,30925,1,1
30789,30926,1,1
30790,30927,1,2
30791,30928,1,2
30792,30929,1,1
30793,30930,1,1
30794,30931,2,2
30795,30932,1,1
30796,30933,1,2
30797,30934,2,2
30798,30935,1,2
30799,30936,1,2
30800,30937,1,1
30801,30938,1,2
30802,30939,1,1
30803,30940,1,2
30804,30941,1,2
30805,30942,1,1
30806,30943,1,2
30807,30944,1,2
30808,30945,1,1
30809,30946,1,1
30810,30947,1,1
30811,30948,1,1
30812,30949,1,1
30813,30950,1,1
32071,32208,1,1
32072,32209,2,2
32073,32210,1,1
32074,32211,2,2
32075,32212,1,2
32076,32213,1,2
32077,32214,1,1
32078,32215,1,1
32079,32216,1,2
32080,32217,1,2
32081,32218,1,2
32082,32219,1,2
32083,32220,1,2
32084,32221,1,2
32085,32222,1,2
32086,32223,1,1
32087,32224,1,1
32088,32225,2,2
32089,32226,1,1
32090,32227,1,2
32091,32228,1,2
32092,32229,1,2
32093,32230,1,1
32094,32231,2,2
32095,32232,1,1
32096,32233,2,2
32097,32234,1,2
32098,32235,1,1
32099,32236,1,1
32100,32237,1,2
32101,32238,1,1
32102,32239,1,1
32103,32240,1,2
32104,32241,1,2
32105,32242,2,2
32106,32243,1,2
32107,32244,2,2
32108,32245,1,2
32109,32246,1,1
32110,32247,2,2
32111,32248,1,2
32112,32249,1,2
32113,32250,1,1
32114,32251,1,2
32115,32252,1,2
32116,32253,1,2
32117,32254,1,2
32118,32255,2,2
32119,32256,1,2
32120,32257,1,2
32121,32258,1,2
32122,32259,2,2
32123,32260,1,2
32124,32261,2,2
32125,32262,1,2
32126,32263,1,2
32127,32264,1,2
32128,32265,2,2
32129,32266,1,1
32130,32267,1,2
32131,32268,1,2
32132,32269,1,2
32133,32270,2,2
32134,32271,1,1
32135,32272,1,2
32136,32273,2,2
32137,32274,1,1
32138,32275,1,2
32139,32276,2,2
32140,32277,1,2
32141,32278,1,2
32142,32279,2,2
32143,32280,1,2
32144,32281,1,2
32145,32282,1,1
32146,32283,1,2
32147,32284,1,2
32148,32285,1,2
32149,32286,1,2
32150,32287,1,2
32151,32288,1,1
32152,32289,2,2
32153,32290,1,2
32154,32291,1,2
32155,32292,1,1
32156,32293,1,2
32157,32294,1,2
32158,32295,1,2
32159,32296,1,1
32160,32297,1,1
32161,32298,1,2
32162,32299,1,2
32163,32300,1,2
32164,32301,1,1
32165,32302,1,2
32166,32303,1,2
32167,32304,1,2
32168,32305,2,2
32169,32306,1,1
32170,32307,2,2
32171,32308,1,2
32172,32309,1,2
32173,32310,1,1
32174,32311,1,2
32175,32312,1,1
32176,32313,1,2
32177,32314,2,2
32178,32315,1,2
32179,32316,1,1
32180,32317,1,2
32181,32318,2,2
32182,32319,1,1
32183,32320,2,2
32184,32321,1,1
32185,32322,1,2
32186,32323,1,1
32187,32324,1,2
32188,32325,1,2
32189,32326,1,2
32190,32327,1,1
32191,32328,1,1
32192,32329,1,2
32193,32330,1,1
32194,32331,1,2
32195,32332,1,2
32196,32333,1,2
32197,32334,1,2
32198,32335,1,1
32199,32336,2,2
32200,32337,1,1
32201,32338,1,1
32202,32339,1,2
32203,32340,1,1
32204,32341,2,2
32205,32342,2,2
32206,32343,1,1
32207,32344,1,1
32208,32345,1,1
32209,32346,1,2
32210,32347,2,2
32211,32348,1,2
32212,32349,1,2
32213,32350,2,2
32214,32351,1,1
32215,32352,1,1
32216,32353,2,2
32217,32354,1,1
32218,32355,1,2
32219,32356,1,2
32220,32357,1,1
32221,32358,2,2
32222,32359,1,1
32223,32360,1,1
32224,32361,1,2
32225,32362,1,2
32226,32363,1,1
32227,32364,1,1
32228,32365,2,2
32229,32366,1,2
32230,32367,1,1
32231,32368,1,1
32232,32369,1,1
32233,32370,2,2
32234,32371,2,2
32235,32372,2,2
32236,32373,1,1
32237,32374,2,2
32238,32375,1,1
32239,32376,1,1
32240,32377,2,2
32241,32378,2,2
32242,32379,2,2
32243,32380,1,2
32244,32381,1,2
32245,32382,1,1
32246,32383,1,1
32247,32384,1,2
32248,32385,1,1
32249,32386,1,1
32250,32387,1,1
32251,32388,1,1
32252,32389,1,2
32253,32390,1,2
32254,32391,1,1
32255,32392,1,1
32256,32393,2,2
32257,32394,1,1
32258,32395,1,2
32259,32396,2,2
32260,32397,1,2
32261,32398,1,2
32262,32399,1,1
32263,32400,1,2
32264,32401,1,1
32265,32402,1,2
32266,32403,1,2
32267,32404,1,1
32268,32405,1,2
32269,32406,1,2
32270,32407,1,1
32271,32408,1,1
32272,32409,1,1
32273,32410,1,1
32274,32411,1,1
32275,32412,1,1
32480,32617,1,1
32481,32618,2,2
32482,32619,1,1
32483,32620,2,2
32484,32621,1,2
32485,32622,1,2
32486,32623,1,1
32487,32624,1,1
32488,32625,1,2
32489,32626,1,2
32490,32627,1,2
32491,32628,1,2
32492,32629,1,2
32493,32630,1,2
32494,32631,1,2
32495,32632,1,1
32496,32633,1,1
32497,32634,2,2
32498,32635,1,1
32499,32636,1,2
32500,32637,1,2
32501,32638,1,2
32502,32639,1,1
32503,32640,2,2
32504,32641,1,1
32505,32642,2,2
32506,32643,1,2
32507,32644,1,1
32508,32645,1,1
32509,32646,1,2
32510,32647,1,1
32511,32648,1,1
32512,32649,1,2
32513,32650,1,2
32514,32651,2,2
32515,32652,1,2
32516,32653,2,2
32517,32654,1,2
32518,32655,1,1
32519,32656,2,2
32520,32657,1,2
32521,32658,1,2
32522,32659,1,1
32523,32660,1,2
32524,32661,1,2
32525,32662,1,2
32526,32663,1,2
32527,32664,2,2
32528,32665,1,2
32529,32666,1,2
32530,32667,1,2
32531,32668,2,2
32532,32669,1,2
32533,32670,2,2
32534,32671,1,2
32535,32672,1,1
32536,32673,1,2
32537,32674,2,2
32538,32675,1,1
32539,32676,1,2
32540,32677,1,2
32541,32678,1,2
32542,32679,2,2
32543,32680,1,1
32544,32681,1,2
32545,32682,2,2
32546,32683,1,1
32547,32684,1,2
32548,32685,2,2
32549,32686,1,2
32550,32687,1,2
32551,32688,2,2
32552,32689,1,2
32553,32690,1,2
32554,32691,1,1
32555,32692,1,2
32556,32693,1,2
32557,32694,1,2
32558,32695,1,2
32559,32696,1,2
32560,32697,1,1
32561,32698,2,2
32562,32699,1,2
32563,32700,1,2
32564,32701,1,1
32565,32702,1,2
32566,32703,1,2
32567,32704,1,2
32568,32705,1,1
32569,32706,1,1
32570,32707,1,2
32571,32708,1,2
32572,32709,1,2
32573,32710,1,2
32574,32711,1,2
32575,32712,1,2
32576,32713,2,2
32577,32714,1,1
32578,32715,2,2
32579,32716,1,2
32580,32717,1,2
32581,32718,1,1
32582,32719,1,2
32583,32720,1,1
32584,32721,1,2
32585,32722,2,2
32586,32723,1,2
32587,32724,1,1
32588,32725,1,2
32589,32726,2,2
32590,32727,1,1
32591,32728,2,2
32592,32729,1,1
32593,32730,1,2
32594,32731,1,1
32595,32732,1,2
32596,32733,1,2
32597,32734,1,2
32598,32735,1,1
32599,32736,1,1
32600,32737,1,2
32601,32738,1,1
32602,32739,1,2
32603,32740,1,2
32604,32741,1,2
32605,32742,1,2
32606,32743,1,1
32607,32744,2,2
32608,32745,1,1
32609,32746,1,1
32610,32747,1,2
32611,32748,1,1
32612,32749,2,2
32613,32750,2,2
32614,32751,1,1
32615,32752,1,1
32616,32753,1,1
32617,32754,1,2
32618,32755,2,2
32619,32756,1,2
32620,32757,1,2
32621,32758,2,2
32622,32759,1,1
32623,32760,1,1
32624,32761,2,2
32625,32762,1,1
32626,32763,1,2
32627,32764,1,2
32628,32765,1,1
32629,32766,2,2
32630,32767,1,1
32631,32768,1,1
32632,32769,1,2
32633,32770,1,2
32634,32771,1,1
32635,32772,1,1
32636,32773,2,2
32637,32774,1,2
32638,32775,1,1
32639,32776,1,1
32640,32777,1,1
32641,32778,2,2
32642,32779,2,2
32643,32780,2,2
32644,32781,1,1
32645,32782,2,2
32646,32783,1,1
32647,32784,1,1
32648,32785,2,2
32649,32786,2,2
32650,32787,2,2
32651,32788,1,2
32652,32789,1,2
32653,32790,1,1
32654,32791,1,1
32655,32792,1,2
32656,32793,1,1
32657,32794,1,1
32658,32795,1,1
32659,32796,1,1
32660,32797,1,2
32661,32798,1,2
32662,32799,1,1
32663,32800,1,1
32664,32801,2,2
32665,32802,1,1
32666,32803,1,2
32667,32804,2,2
32668,32805,1,2
32669,32806,1,2
32670,32807,1,1
32671,32808,1,2
32672,32809,1,1
32673,32810,1,2
32674,32811,1,2
32675,32812,1,1
32676,32813,1,2
32677,32814,1,2
32678,32815,1,1
32679,32816,1,1
32680,32817,1,1
32681,32818,1,1
32682,32819,1,1
32683,32820,1,1
33316,33453,1,2
33317,33454,1,2
33318,33455,2,2
33319,33456,1,1
33320,33457,1,1
33321,33458,1,1
33322,33459,1,1
33323,33460,1,1
33324,33461,1,1
33325,33462,1,1
33326,33463,1,2
33327,33464,1,1
33328,33465,1,1
33329,33466,3,2
33330,33467,1,2
33331,33468,2,2
33332,33469,3,2
33333,33470,1,1
33334,33471,1,1
33335,33472,1,1
33336,33473,2,2
33337,33474,3,2
33338,33475,3,2
33339,33476,2,2
33340,33477,1,1
33341,33478,2,2
33342,33479,2,2
33343,33480,2,2
33344,33481,3,2
33345,33482,1,1
33346,33483,3,2
33347,33484,1,2
33348,33485,3,2
33349,33486,1,1
33350,33487,1,2
33351,33488,1,1
33352,33489,1,2
33353,33490,1,1
33354,33491,1,1
33355,33492,1,2
33356,33493,3,2
33357,33494,3,2
33358,33495,3,2
33359,33496,1,2
33360,33497,1,2
33361,33498,1,1
33362,33499,1,1
33363,33500,1,1
33364,33501,1,2
33365,33502,2,2
33366,33503,2,2
33367,33504,1,2
33368,33505,2,2
33369,33506,1,1
33370,33507,2,2
33371,33508,1,1
33372,33509,1,2
33373,33510,1,2
33374,33511,1,1
33375,33512,1,2
33376,33513,2,2
33377,33514,2,2
33378,33515,2,2
33379,33516,1,1
33380,33517,2,2
33381,33518,1,2
33382,33519,2,2
33383,33520,2,2
33384,33521,2,2
33385,33522,2,2
33386,33523,1,2
33387,33524,1,2
33388,33525,1,2
33389,33526,1,2
33390,33527,2,2
33391,33528,2,2
33392,33529,1,2
33393,33530,1,2
33394,33531,1,2
33395,33532,1,2
33396,33533,1,2
33397,33534,1,2
33398,33535,1,2
33399,33536,1,1
33400,33537,1,1
33401,33538,2,2
33402,33539,1,1
33403,33540,1,1
33404,33541,2,2
33405,33542,1,2
33406,33543,1,1
33407,33544,1,2
33408,33545,1,2
33409,33546,2,2
33410,33547,1,1
33411,33548,2,2
33412,33549,1,1
33413,33550,1,1
33414,33551,1,1
33415,33552,1,1
33416,33553,1,1
33417,33554,1,1
33418,33555,2,2
33419,33556,2,2
33420,33557,2,2
33421,33558,2,2
33422,33559,3,2
33423,33560,2,2
33424,33561,1,1
33425,33562,2,2
33426,33563,2,2
33427,33564,1,1
33428,33565,1,1
33429,33566,3,2
33430,33567,1,2
33431,33568,2,2
33432,33569,2,2
33433,33570,3,2
33434,33571,1,1
33435,33572,1,1
33436,33573,1,1
33437,33574,2,2
33438,33575,1,1
33439,33576,1,1
33440,33577,1,1
33441,33578,2,2
33442,33579,1,1
33443,33580,2,2
33444,33581,2,2
33445,33582,1,1
33446,33583,2,2
33447,33584,2,2
33448,33585,1,2
33449,33586,1,2
33450,33587,1,2
33451,33588,2,2
33452,33589,1,1
33453,33590,1,1
33454,33591,2,2
33455,33592,2,2
33456,33593,3,2
33457,33594,1,2
33458,33595,1,1
33459,33596,1,1
33460,33597,3,2
33461,33598,2,2
33462,33599,1,2
33463,33600,1,1
33464,33601,2,2
33465,33602,1,2
33466,33603,1,2
33467,33604,2,2
