ID,Fidget,Index,CreatureSoundDataID
30445,179921,1,7220
30446,179996,3,7220
30447,180242,0,7222
30448,180243,1,7222
30449,180244,2,7222
30450,180245,3,7222
30451,180410,0,7223
30452,180321,0,7224
30453,180441,1,7224
30454,180440,2,7224
30455,180857,3,7224
30456,168902,0,7225
30457,180325,1,7225
30458,168471,2,7225
30459,168478,3,7225
30460,180453,0,7227
30461,181724,1,7227
30462,181725,2,7227
30463,181727,3,7227
30464,183209,0,7228
30465,181809,1,7228
30466,181810,2,7228
30467,181811,3,7228
30468,174912,0,7231
30469,180745,1,7231
30470,176621,2,7231
30471,174912,0,7232
30472,180745,1,7232
30473,176621,2,7232
30474,174912,0,7233
30475,180745,1,7233
30476,176621,2,7233
30477,174912,0,7234
30478,180748,1,7234
30479,176621,2,7234
30480,181694,0,7237
30481,181695,1,7237
30482,181696,2,7237
30483,181697,3,7237
30484,181717,0,7238
30485,181718,1,7238
30486,181715,2,7238
30487,184824,3,7238
30488,181923,0,7239
30489,174617,0,7244
30490,174618,1,7244
30491,182565,0,7256
30492,182566,1,7256
30493,182567,2,7256
30494,182568,3,7256
30495,182577,0,7257
30496,182578,1,7257
30497,182596,2,7259
30498,182608,0,7260
30499,182609,1,7260
30500,182610,2,7260
30501,182611,3,7260
30502,184513,0,7265
30503,42212,0,7267
30504,42212,0,7268
30505,182985,0,7271
30506,182986,1,7271
30507,183045,0,7276
30508,183046,1,7276
30509,183057,0,7277
30510,183058,1,7277
30511,183069,0,7278
30512,183070,1,7278
30513,183081,0,7279
30514,183082,1,7279
30515,183093,0,7280
30516,183094,1,7280
30517,183105,0,7281
30518,183106,1,7281
30519,183117,0,7282
30520,183118,1,7282
30521,183129,0,7283
30522,183130,1,7283
30523,183134,1,7284
30524,183135,3,7284
30525,182334,0,7285
30526,182336,1,7285
30527,183390,0,7287
30528,183406,0,7288
30529,183209,0,7295
30530,181809,1,7295
30531,181810,2,7295
30532,183656,0,7297
30533,183658,1,7297
30534,183659,2,7297
30535,157002,0,7305
30536,157005,1,7305
30537,163684,2,7305
30538,163685,3,7305
30539,157002,0,7306
30540,157005,1,7306
30541,163684,2,7306
30542,163685,3,7306
30543,172479,0,7308
30544,172480,1,7308
30545,172481,2,7308
30546,172482,3,7308
30547,182334,0,7317
30548,182336,1,7317
30549,176556,0,7318
30550,176557,1,7318
30551,184544,2,7318
30552,184545,3,7318
30553,184546,0,7319
30554,184547,1,7319
30555,184549,2,7319
30556,184559,0,7320
30557,184560,1,7320
30558,184570,0,7321
30559,184571,1,7321
30560,184583,0,7322
30561,184585,1,7322
30562,184595,0,7323
30563,184596,1,7323
30564,184597,2,7323
30565,184598,3,7323
30566,184763,0,7326
30567,184764,1,7326
30568,184761,2,7326
30569,184775,0,7327
30570,184776,1,7327
30571,184777,2,7327
30572,184821,3,7327
30573,184789,0,7328
30574,184790,1,7328
30575,184821,2,7328
30576,184820,3,7328
30577,184802,0,7329
30578,184803,1,7329
30579,184824,2,7329
30580,184823,3,7329
30581,184815,0,7330
30582,184816,1,7330
30583,184813,2,7330
30584,184874,0,7331
30585,184875,1,7331
30586,184886,0,7332
30587,184887,1,7332
30588,171782,0,7333
30589,171823,1,7333
30590,185429,0,7341
30591,185430,1,7341
30592,185439,0,7342
30593,185440,1,7342
30594,185452,0,7343
30595,185453,1,7343
30596,185490,0,7345
30597,185491,1,7345
30598,185492,2,7345
30599,185493,3,7345
30600,185871,0,7346
30601,185494,1,7346
30602,185496,2,7346
30605,184815,0,7366
30606,184816,1,7366
30607,186580,0,7367
30608,186586,1,7367
30609,186581,2,7367
30610,174617,0,7368
30611,174618,1,7368
30612,171758,0,7369
30621,185429,0,7384
30622,185430,1,7384
40273,571,2,1
40274,572,3,1
40275,113553,0,5
40276,113558,1,5
40277,172422,2,5
40278,172421,3,5
40279,1128,2,25
40280,776,2,27
40281,597,2,29
40282,708,0,34
40283,708,1,34
40284,553,2,35
40285,720,2,36
40286,1121,2,37
40287,12339,0,38
40288,12339,1,38
40289,12339,2,38
40290,12339,3,38
40291,660,2,41
40292,1033,2,42
40293,1018,0,43
40294,137122,0,44
40295,556,2,44
40296,557,3,44
40297,407,0,45
40298,408,1,45
40299,1033,2,48
40300,452,0,62
40301,421,1,63
40302,725,0,65
40303,730,3,65
40304,2093,2,71
40305,2093,2,72
40306,391,0,73
40307,1018,2,73
40308,591,1,75
40309,1135,2,77
40310,1011,2,78
40311,11818,0,79
40312,11819,0,80
40313,648,0,82
40314,648,2,82
40315,113874,0,83
40316,471,2,84
40317,764,2,85
40318,765,3,85
40319,714,2,90
40320,720,2,91
40321,720,2,92
40322,1033,2,116
40323,1033,2,117
40324,1033,2,118
40325,1033,2,119
40326,1033,2,120
40327,1033,2,121
40328,1392,3,135
40329,571,2,136
40330,572,3,136
40331,10083,0,145
40332,1416,3,164
40333,643,0,196
40334,643,1,196
40335,648,2,196
40336,77308,0,197
40337,3606,0,203
40338,3425,0,206
40339,3485,0,388
40340,6161,1,391
40341,3608,0,428
40342,772,0,668
40343,4414,0,688
40344,1416,3,1128
40345,648,0,1248
40346,3430,0,1288
40347,3430,1,1288
40348,3606,0,1428
40349,7143,0,1530
40350,771,0,1588
40351,771,1,1588
40352,16003,2,1728
40353,16004,3,1728
40354,391,0,1828
40355,391,1,1828
40356,1018,2,1828
40357,643,0,1829
40358,643,1,1829
40359,3425,0,1830
40360,3425,1,1830
40361,4414,0,1832
40362,4414,1,1832
40363,704,0,1833
40364,704,1,1833
40365,729,0,1834
40366,729,1,1834
40367,725,0,1868
40368,725,0,1869
40369,725,1,1869
40370,1027,0,1908
40371,11817,0,1928
40372,11816,0,1948
40373,15961,0,2112
40374,15961,1,2112
40375,8674,0,2115
40376,17328,2,2122
40377,17328,3,2122
40378,166499,0,2147
40379,166499,1,2147
40380,166499,2,2147
40381,166499,3,2147
40382,452,0,2169
40383,571,2,2172
40384,572,3,2172
40385,708,0,2178
40386,708,1,2178
40387,9913,0,2188
40388,17471,0,2196
40389,17471,1,2196
40390,17471,2,2196
40391,17471,3,2196
40392,9918,0,2207
40393,25525,0,2208
40394,9913,0,2229
40395,9913,1,2229
40396,24156,0,2235
40397,25153,0,2236
40398,25153,0,2237
40399,764,2,2238
40400,765,3,2238
40401,24157,0,2254
40402,9913,0,2255
40403,9913,1,2255
40404,9363,0,2257
40405,9363,1,2257
40406,9363,2,2257
40407,9363,3,2257
40408,12339,0,2293
40409,12339,0,2294
40410,166499,0,2300
40411,166499,1,2300
40412,166499,2,2300
40413,166499,3,2300
40414,3606,0,2316
40415,3606,0,2327
40416,3606,1,2327
40417,11581,0,2332
40418,11581,1,2332
40419,11581,0,2333
40420,11581,1,2333
40421,5826,0,2341
40422,648,0,2346
40423,35298,0,2391
40424,35299,1,2391
40425,35300,2,2391
40426,17470,0,2399
40427,17470,1,2399
40428,17470,2,2399
40429,17470,3,2399
40430,11751,0,2450
40431,4554,0,2451
40432,4554,1,2451
40433,15149,0,2461
40434,11883,0,2484
40435,11883,1,2484
40436,11883,0,2489
40437,11883,1,2489
40438,113874,0,2499
40439,17479,0,2500
40440,13752,0,2516
40441,13753,1,2516
40442,16004,1,2522
40443,16004,3,2522
40444,16004,1,2523
40445,16004,3,2523
40446,12198,0,2542
40447,12199,1,2542
40448,12195,2,2566
40449,1018,2,2578
40450,25153,0,2614
40451,725,0,2618
40452,15976,0,2644
40453,15976,1,2644
40454,15976,2,2644
40455,15976,3,2644
40456,3606,0,2648
40457,3606,1,2648
40458,12962,0,2656
40459,46921,0,2660
40461,13747,0,2666
40462,13747,0,2667
40463,17472,0,2684
40464,17472,1,2684
40465,17472,2,2684
40466,17472,3,2684
40467,3606,0,2703
40468,3606,1,2703
40469,29476,0,2729
40470,46921,0,2733
40471,46921,0,2769
40472,46921,0,2770
40473,13752,0,2779
40474,13747,0,2784
40475,13747,0,2785
40476,648,0,2886
40477,17472,2,2892
40478,13753,0,2893
40479,15917,0,2925
40480,15917,1,2925
40481,101768,0,2942
40482,648,0,2948
40483,25529,0,2949
40484,13752,0,2961
40485,13753,1,2961
40486,15937,0,2997
40487,15934,0,2998
40488,15935,1,2998
40489,16491,3,2998
40490,15937,0,3002
40491,15937,0,3003
40492,648,0,3004
40493,120366,0,3022
40494,725,0,3031
40495,6161,1,3040
40496,21448,0,3058
40497,21449,1,3058
40498,22454,2,3058
40499,22583,3,3058
40500,22449,0,3061
40501,22450,1,3061
40502,22447,2,3061
40503,17641,0,3068
40504,17641,1,3068
40505,17641,2,3068
40506,17641,3,3068
40507,16483,1,3069
40508,16484,3,3069
40509,16489,1,3070
40510,17333,0,3099
40511,17333,1,3099
40512,17333,3,3099
40513,17640,0,3100
40514,17640,1,3100
40515,17640,2,3100
40516,17640,3,3100
40517,17479,0,3101
40518,17479,1,3101
40519,17479,2,3101
40520,17479,3,3101
40521,771,0,3102
40522,17639,2,3103
40523,17774,0,3107
40524,17775,1,3107
40525,17775,2,3107
40526,17775,3,3107
40527,17777,0,3108
40528,17778,1,3108
40529,17777,2,3108
40530,17778,3,3108
40531,18139,0,3115
40532,18135,1,3115
40533,22900,0,3141
40534,139612,2,3142
40535,24158,0,3143
40536,19841,2,3183
40537,15976,0,3316
40538,15976,1,3316
40539,15976,2,3316
40540,15976,3,3316
40541,715,0,3319
40542,15917,0,3320
40543,15917,1,3320
40544,23563,0,3321
40545,776,2,3345
40546,553,2,3346
40547,49507,0,3349
40548,471,2,3350
40549,13747,0,3418
40550,15917,0,3430
40551,15917,1,3430
40552,19841,0,3466
40553,19841,2,3466
40554,40400,3,3466
40555,24465,2,3845
40556,25525,0,3903
40557,433,0,3909
40558,433,2,3909
40559,25360,0,3917
40560,17472,0,3958
40561,17472,3,3958
40562,17479,0,3964
40563,6694,0,3990
40564,6694,1,3990
40565,34828,1,4005
40566,27669,1,4006
40567,26623,0,4043
40568,26623,2,4043
40569,26631,2,4044
40570,6694,0,4045
40571,6694,1,4045
40572,1018,2,4045
40573,17328,2,4046
40574,17328,3,4046
40575,28157,1,4078
40576,26836,0,4079
40577,26852,0,4082
40578,27070,0,4086
40579,17471,0,4087
40580,17471,1,4087
40581,17471,2,4087
40582,17471,3,4087
40583,26958,0,4093
40584,26985,1,4097
40585,32725,0,4099
40586,27077,0,4100
40587,32059,0,4101
40588,27077,0,4102
40589,27118,0,4104
40590,27182,0,4107
40591,34822,1,4119
40592,28153,0,4129
40593,28158,0,4130
40594,28507,1,4141
40595,28508,2,4141
40596,28600,0,4144
40597,28632,0,4146
40598,31068,1,4152
40599,2093,2,4155
40600,28911,1,4163
40601,29223,1,4167
40602,29224,2,4167
40603,26958,0,4196
40604,27077,0,4238
40605,32332,1,4250
40606,32332,1,4251
40607,27182,0,4255
40608,32740,0,4256
40609,32815,0,4259
40610,32784,0,4260
40611,32796,1,4261
40612,32807,1,4262
40613,16004,1,4275
40614,16004,3,4275
40615,33155,0,4277
40616,26623,0,4298
40617,26623,2,4298
40618,33558,0,4299
40619,33557,1,4299
40620,34167,0,4324
40621,34166,1,4324
40622,34165,2,4324
40623,31068,0,4346
40624,31068,1,4346
40625,31068,2,4346
40626,31068,3,4346
40627,34796,0,4351
40628,34835,0,4354
40629,35146,0,4378
40630,35146,1,4378
40631,35146,2,4378
40632,35146,3,4378
40633,35166,0,4380
40634,35165,1,4380
40635,35176,0,4381
40636,35177,1,4381
40637,35230,0,4383
40638,35231,1,4383
40639,35232,2,4383
40640,35233,3,4383
40641,35243,1,4384
40642,35244,2,4384
40643,35245,3,4384
40644,35298,0,4386
40645,35299,1,4386
40646,35300,2,4386
40647,27182,0,4406
40648,36142,0,4407
40649,36146,1,4407
40650,36131,0,4408
40651,36136,1,4408
40652,36147,0,4409
40653,36362,1,4409
40654,36164,1,4410
40655,36184,1,4411
40656,36192,1,4412
40657,36246,0,4420
40658,36249,1,4420
40659,36248,2,4420
40660,36247,3,4420
40661,36295,3,4421
40662,36431,0,4427
40663,36444,1,4427
40664,36461,0,4428
40665,36459,1,4428
40666,36295,3,4429
40667,36551,3,4430
40668,36591,0,4434
40669,36639,3,4436
40670,36662,0,4438
40671,36667,1,4438
40672,36672,0,4439
40673,36676,1,4439
40674,35243,1,4445
40675,35244,2,4445
40676,35245,3,4445
40677,36904,1,4448
40678,36970,3,4450
40679,37108,0,4452
40680,3369,0,4460
40681,37230,1,4467
40682,553,2,4474
40683,556,2,4477
40684,557,3,4477
40685,391,0,4478
40686,1018,2,4478
40687,37622,0,4485
40688,37598,1,4487
40689,37598,2,4487
40690,37599,0,4488
40691,13752,0,4491
40692,13753,1,4491
40693,3608,0,4493
40694,37734,0,4495
40695,37734,0,4496
40696,38253,0,4504
40697,39330,0,4506
40698,39330,1,4506
40699,26836,0,4509
40700,38351,0,4514
40701,38691,0,4528
40702,38691,1,4528
40703,38691,2,4528
40704,38691,3,4528
40705,38698,0,4529
40706,36295,3,4531
40707,39042,1,4538
40708,13752,0,4542
40709,13753,1,4542
40710,27118,0,4547
40711,28911,1,4548
40712,32725,0,4549
40713,39734,1,4550
40714,32725,0,4552
40715,27118,0,4555
40716,26836,0,4556
40717,26958,0,4557
40718,27118,0,4558
40719,13752,0,4561
40720,13753,1,4561
40721,36662,0,4564
40722,36667,1,4564
40723,36164,1,4565
40724,36904,1,4566
40725,36192,1,4567
40726,40063,1,4574
40727,40064,2,4574
40728,40065,3,4574
40729,49565,0,4576
40730,49566,1,4576
40731,40346,0,4580
40732,40345,1,4580
40733,40317,2,4580
40734,40349,3,4580
40735,40363,1,4582
40736,40519,0,4588
40737,40519,2,4588
40738,49090,0,4596
40739,41170,2,4612
40740,40363,1,4614
40741,41537,0,4619
40742,41581,0,4622
40743,41593,1,4623
40744,48447,0,4625
40745,48449,1,4625
40746,42212,0,4654
40747,42372,1,4670
40748,42462,1,4674
40749,42612,1,4680
40750,42612,2,4680
40751,42623,2,4681
40752,40519,0,4682
40753,40519,2,4682
40754,176329,0,4684
40755,42462,1,4686
40756,42702,1,4687
40757,48507,0,4688
40758,36295,3,4695
40759,26836,0,4702
40760,43189,0,4707
40761,43189,1,4707
40762,43372,2,4716
40763,48472,0,4732
40764,48433,1,4732
40765,43813,1,4733
40766,45122,2,4774
40767,45157,0,4777
40768,45158,2,4777
40769,47008,1,4846
40770,48158,1,4853
40771,49090,0,4855
40772,36295,3,4862
40773,38351,0,4874
40774,43372,2,4885
40775,48126,1,4887
40776,42702,1,4893
40777,48274,1,4894
40778,48351,2,4899
40779,48436,0,4901
40780,48433,1,4901
40781,48447,0,4902
40782,48450,1,4902
40783,48462,0,4903
40784,48459,1,4903
40785,48462,0,4906
40786,48459,1,4906
40787,48447,0,4907
40788,48450,1,4907
40789,48403,0,4908
40790,48406,1,4908
40791,48507,0,4909
40792,42744,0,4910
40793,48527,0,4911
40794,42462,1,4916
40795,42702,1,4917
40796,48837,1,4924
40797,40363,1,4928
40798,40961,0,4932
40799,47319,0,4933
40800,3425,0,4934
40801,704,0,4935
40802,704,1,4935
40803,28911,1,4937
40804,21448,0,4939
40805,21449,1,4939
40806,22454,2,4939
40807,22583,3,4939
40808,391,0,4942
40809,1018,1,4942
40810,49727,2,4956
40811,49802,0,4958
40812,1121,2,4959
40813,49816,0,4960
40814,49817,1,4960
40815,49838,0,4962
40816,25360,1,4964
40817,42744,0,4965
40818,51131,0,4967
40819,51108,2,4967
40820,50030,3,4968
40821,45158,0,4969
40822,40519,2,4969
40823,13576,2,4970
40824,51052,0,4984
40825,51200,0,4991
40826,32725,0,4993
40827,27049,1,4993
40828,47551,0,4994
40829,36295,3,4999
40830,49565,0,5001
40831,49566,1,5001
40832,51368,0,5005
40833,51440,0,5006
40834,51464,0,5008
40835,51131,0,5009
40836,51108,2,5009
40837,51502,0,5010
40838,51503,2,5010
40839,53237,0,5024
40840,43372,2,5025
40841,56845,0,5090
40842,56690,3,5092
40843,56729,1,5093
40844,57216,0,5137
40845,85119,0,5143
40846,68064,3,5148
40847,34167,0,5198
40848,34166,1,5198
40849,34165,2,5198
40850,130177,3,5199
40851,32332,1,5213
40852,16004,1,5227
40853,16004,3,5227
40854,17472,2,5228
40855,70673,0,5232
40856,73057,0,5233
40857,49565,0,5238
40858,49566,1,5238
40859,71485,0,5251
40860,7096,2,5255
40861,71703,2,5258
40862,72440,0,5274
40863,72446,0,5275
40864,72466,0,5276
40865,72780,1,5296
40866,172422,2,5307
40867,172421,3,5307
40868,73019,0,5310
40869,51108,2,5310
40870,76827,1,5312
40871,120208,0,5313
40872,49565,0,5316
40873,49566,1,5316
40874,73562,0,5347
40875,74157,2,5380
40876,17472,2,5394
40877,74579,1,5408
40878,75362,2,5450
40879,75561,1,5468
40880,75628,1,5470
40881,75683,3,5473
40882,74471,0,5498
40883,74471,1,5498
40884,74471,2,5498
40885,74471,3,5498
40886,73057,0,5507
40887,76709,0,5517
40888,77308,0,5518
40889,76738,0,5520
40890,40065,3,5528
40891,40065,3,5529
40892,49565,0,5534
40893,49566,1,5534
40894,76954,2,5536
40895,76978,0,5538
40896,76998,0,5542
40897,77195,0,5545
40898,77313,0,5559
40899,77794,0,5563
40900,36246,0,5566
40901,36249,1,5566
40902,36248,2,5566
40903,36247,3,5566
40904,36249,1,5571
40905,36248,2,5571
40906,36247,3,5571
40907,79416,1,5593
40908,79589,3,5603
40909,79631,0,5604
40910,79700,0,5607
40911,79713,0,5608
40912,79715,1,5608
40913,79714,2,5608
40914,79716,3,5608
40915,39042,1,5609
40916,79780,1,5611
40917,71485,0,5612
40918,39042,1,5613
40919,79908,0,5623
40920,79916,0,5625
40921,76738,0,5626
40922,80030,0,5628
40923,80032,1,5628
40924,51200,0,5629
40925,85088,0,5632
40926,80084,0,5633
40927,80104,0,5635
40928,80121,0,5636
40929,80138,0,5638
40930,85093,0,5642
40931,80173,1,5642
40932,80242,0,5648
40933,80242,1,5648
40934,80290,0,5650
40935,76325,0,5657
40936,81305,3,5657
40937,81991,0,5661
40938,83807,0,5686
40939,80290,0,5712
40940,51200,0,5713
40941,80173,0,5716
40942,80173,1,5716
40943,85088,0,5719
40944,80173,0,5720
40945,80173,1,5720
40946,85269,0,5723
40947,85269,2,5723
40948,51368,0,5724
40949,85471,1,5728
40950,40833,0,5729
40951,85534,0,5730
40952,86942,1,5730
40953,85521,2,5730
40954,87240,3,5730
40955,85686,0,5736
40956,85686,1,5736
40957,85550,2,5736
40958,85769,0,5741
40959,85896,0,5744
40960,89416,0,5783
40961,89707,0,5809
40962,90004,2,5823
40963,90685,0,5836
40964,90858,0,5837
40965,90880,0,5838
40966,90999,0,5841
40967,90998,1,5841
40968,91016,0,5846
40969,115191,0,5847
40970,91132,0,5851
40971,93245,0,5852
40972,92924,0,5856
40973,93119,0,5859
40974,49566,1,5859
40975,102537,0,5861
40976,93276,0,5863
40977,93277,1,5863
40978,93349,2,5866
40979,93350,3,5866
40980,93349,2,5868
40981,93350,3,5868
40982,104251,0,5871
40983,77195,0,5875
40984,94514,0,5877
40985,94529,1,5877
40986,94578,0,5879
40987,94579,1,5879
40988,118054,2,5879
40989,94993,0,5881
40990,94992,1,5881
40991,95016,0,5883
40992,95152,0,5887
40993,95153,1,5887
40994,103354,0,5914
40995,118086,3,5914
40996,95971,0,5921
40997,95970,1,5921
40998,95988,0,5923
40999,95985,1,5923
41000,98277,0,5931
41001,98325,3,5932
41002,99357,0,5933
41003,93356,1,5945
41004,104315,0,5946
41005,93356,1,5947
41008,101730,1,5964
41009,101768,0,5966
41010,114449,0,5975
41011,103003,0,5976
41012,105740,1,5988
41013,105739,2,5988
41014,105738,3,5988
41015,103498,0,5989
41016,103354,0,5992
41017,103791,1,5992
41018,103869,2,5995
41019,98325,3,5995
41020,103939,0,5996
41021,103876,2,5996
41022,103923,0,5998
41023,105231,0,6004
41024,105231,0,6006
41025,105231,0,6007
41026,114778,0,6008
41027,105651,0,6009
41028,139705,0,6012
41029,105740,1,6012
41030,105739,2,6012
41031,105738,3,6012
41032,106627,2,6018
41033,106629,0,6019
41034,107483,0,6023
41035,107447,1,6023
41036,107484,2,6023
41037,2093,2,6038
41038,38351,0,6039
41039,108584,0,6044
41040,708,0,6046
41041,708,1,6046
41042,110064,1,6069
41043,103923,0,6070
41044,110115,0,6074
41045,110115,0,6075
41046,110486,0,6080
41047,110489,1,6080
41048,110488,2,6080
41049,110547,0,6084
41050,110548,1,6084
41051,111064,0,6096
41052,111065,1,6096
41053,111251,0,6101
41054,111252,1,6101
41055,112971,0,6123
41056,112835,1,6123
41057,113102,2,6123
41058,113127,3,6123
41059,113478,0,6140
41060,36147,0,6226
41061,36362,1,6226
41062,113503,0,6227
41063,79916,0,6243
41064,114018,0,6247
41065,114019,1,6247
41066,114020,2,6247
41067,114487,0,6257
41068,114778,0,6260
41069,114996,0,6263
41070,115002,1,6263
41071,115130,0,6272
41072,115392,0,6289
41073,115353,1,6289
41074,115669,0,6299
41075,115670,1,6299
41076,115670,2,6299
41077,3369,0,6301
41078,116095,0,6313
41079,101768,0,6314
41080,116263,0,6319
41081,116334,1,6320
41082,35243,1,6322
41083,35244,2,6322
41084,116568,3,6322
41085,116750,0,6325
41086,73576,0,6326
41087,73575,1,6326
41088,73574,2,6326
41089,147276,3,6326
41090,105740,1,6332
41091,105739,2,6332
41092,105738,3,6332
41093,16004,1,6335
41094,16004,3,6335
41095,38351,0,6336
41096,38351,0,6338
41097,26958,0,6339
41098,25153,0,6340
41099,114778,0,6346
41100,98325,3,6346
41101,42212,0,6349
41102,116263,0,6353
41103,120777,0,6360
41104,121116,2,6361
41105,121116,2,6362
41106,43372,2,6379
41107,123192,0,6380
41108,123186,1,6380
41109,1392,3,6380
41110,123281,0,6381
41111,123282,1,6381
41112,1392,3,6381
41113,1392,3,6382
41114,103256,0,6384
41115,103253,1,6384
41116,103252,2,6384
41117,103254,3,6384
41118,123293,0,6395
41119,123294,1,6395
41120,1392,3,6395
41121,103256,0,6396
41122,123304,1,6396
41123,103252,2,6396
41124,123305,3,6396
41125,40363,1,6404
41126,124276,0,6408
41127,51440,0,6414
41128,51440,0,6415
41129,43372,2,6416
41130,167083,0,6418
41131,167085,2,6418
41132,167086,3,6418
41133,16004,1,6421
41134,16004,3,6421
41135,125456,0,6422
41136,125458,1,6422
41137,125456,2,6422
41138,125458,3,6422
41139,125904,0,6428
41140,125905,1,6428
41141,137858,0,6429
41142,92924,0,6436
41143,129042,3,6468
41144,128958,0,6478
41145,120366,0,6484
41146,129022,0,6485
41147,129023,0,6487
41148,129036,1,6487
41149,129047,2,6487
41150,572,3,6487
41151,129026,0,6488
41152,148695,0,6507
41153,148699,1,6507
41154,129494,0,6512
41155,129453,0,6513
41156,129451,1,6513
41157,129570,2,6513
41158,129567,3,6513
41159,129026,0,6514
41160,103354,0,6515
41161,129605,1,6515
41162,129608,2,6515
41163,118086,3,6515
41164,27669,1,6518
41165,130047,3,6522
41166,130241,0,6538
41167,130298,1,6538
41168,130301,0,6540
41169,130263,1,6540
41170,130302,0,6543
41171,130303,1,6543
41172,130305,2,6543
41173,130277,0,6544
41174,130281,1,6544
41175,127936,0,6545
41176,127934,1,6545
41177,127932,2,6545
41178,127935,3,6545
41179,130177,3,6546
41180,130450,0,6547
41181,130993,0,6550
41182,130994,1,6550
41183,135778,0,6556
41184,131307,1,6556
41185,131304,0,6557
41186,131307,1,6557
41187,130177,3,6560
41188,134735,0,6579
41189,134441,1,6579
41190,134735,0,6580
41191,134455,0,6581
41192,134553,1,6581
41193,134622,0,6585
41194,134566,1,6585
41195,134861,0,6596
41196,134863,1,6596
41197,16004,1,6600
41198,16003,2,6600
41199,16004,3,6600
41200,135224,0,6606
41201,136021,0,6630
41202,136024,0,6631
41203,136505,0,6648
41204,136504,1,6648
41205,116263,0,6653
41206,136987,0,6662
41207,136988,1,6662
41208,136989,2,6662
41209,136990,3,6662
41210,120208,0,6670
41211,137703,0,6671
41212,137704,1,6671
41213,139008,0,6672
41214,139009,1,6672
41215,138505,2,6672
41216,139439,1,6679
41217,139440,2,6679
41218,139449,0,6681
41219,16004,1,6681
41220,139449,2,6681
41221,16004,3,6681
41222,139517,0,6682
41223,139519,1,6682
41224,139520,2,6682
41225,139518,3,6682
41226,139524,0,6683
41227,139523,1,6683
41228,139522,2,6683
41229,139581,3,6683
41230,112971,0,6684
41231,112835,1,6684
41232,113102,2,6684
41233,113127,3,6684
41234,139700,0,6685
41235,139701,1,6685
41236,139702,2,6685
41237,103003,0,6686
41238,140543,0,6691
41239,140550,0,6692
41240,140551,1,6692
41241,140552,2,6692
41242,140553,3,6692
41243,71485,0,6693
41244,142177,0,6698
41245,142178,1,6698
41246,142278,2,6698
41247,140615,0,6701
41248,140618,1,6701
41249,140616,2,6701
41250,140617,3,6701
41251,148271,0,6721
41252,148270,1,6721
41253,148271,0,6726
41254,148270,1,6726
41255,173200,3,6728
41256,140629,0,6730
41257,140631,1,6730
41258,140628,2,6730
41259,140627,3,6730
41260,146246,0,6743
41261,146244,1,6743
41262,146243,2,6743
41263,146916,0,6748
41264,146908,2,6748
41265,94578,0,6755
41266,94579,1,6755
41267,118054,2,6755
41268,147854,0,6762
41269,147855,1,6762
41270,147856,2,6762
41271,147857,3,6762
41272,147945,0,6764
41273,147946,1,6764
41274,147947,2,6764
41275,146964,0,6765
41276,148703,1,6765
41277,174563,0,6766
41278,174563,0,6767
41279,149259,0,6768
41280,153574,0,6771
41281,174559,0,6778
41282,157062,0,6787
41283,162190,1,6787
41284,162189,2,6787
41285,160039,3,6787
41286,157062,0,6788
41287,162190,1,6788
41288,162189,2,6788
41289,160039,3,6788
41290,154827,0,6796
41291,155010,0,6801
41292,17472,0,6802
41293,17472,1,6802
41294,17472,2,6802
41295,155018,3,6802
41296,174070,3,6805
41297,174070,3,6806
41298,160041,0,6808
41299,160040,1,6808
41300,176415,2,6808
41301,155968,1,6816
41302,156206,1,6820
41303,71485,0,6824
41304,71485,0,6825
41305,156244,0,6826
41306,156306,0,6828
41307,156314,0,6829
41308,154827,0,6831
41309,156795,0,6833
41310,156906,0,6835
41311,156889,1,6836
41312,174559,0,6840
41313,157408,0,6841
41314,157409,1,6841
41315,158025,0,6851
41316,158026,1,6851
41317,157002,0,6853
41318,157005,1,6853
41319,163684,2,6853
41320,163685,3,6853
41321,158899,0,6856
41322,158899,1,6856
41323,171762,2,6856
41324,171820,3,6856
41325,158493,0,6860
41326,158530,0,6863
41327,168997,0,6875
41328,171758,0,6880
41329,160182,0,6887
41330,159793,1,6887
41331,159794,2,6887
41332,159795,3,6887
41333,159858,0,6888
41334,165229,1,6888
41335,165230,2,6888
41336,165231,3,6888
41337,160034,1,6891
41338,168625,0,6910
41339,174912,0,6917
41340,176621,2,6917
41341,162159,0,6918
41342,176539,1,6918
41343,142175,0,6919
41344,142177,1,6919
41345,142178,2,6919
41346,142278,3,6919
41347,157062,0,6929
41348,162190,1,6929
41349,162189,2,6929
41350,160039,3,6929
41351,157002,0,6931
41352,157005,1,6931
41353,163684,2,6931
41354,163685,3,6931
41355,163717,0,6936
41356,164106,0,6940
41357,164108,1,6940
41358,164107,2,6940
41359,164109,3,6940
41360,174563,0,6949
41361,174563,0,6953
41362,176329,0,6961
41363,166077,0,6964
41364,157002,0,6969
41365,157005,1,6969
41366,163684,2,6969
41367,163685,3,6969
41368,157002,0,6970
41369,157005,1,6970
41370,163684,2,6970
41371,163685,3,6970
41372,157002,0,6972
41373,157005,1,6972
41374,163684,2,6972
41375,163685,3,6972
41376,157002,0,6973
41377,157005,1,6973
41378,163684,2,6973
41379,163685,3,6973
41380,175850,0,6975
41381,73576,0,6977
41382,73575,1,6977
41383,73574,2,6977
41384,147276,3,6977
41385,167031,0,6988
41386,167035,1,6988
41387,167033,2,6988
41388,167032,3,6988
41389,167046,0,6989
41390,167047,1,6989
41391,167049,2,6989
