ID,EpicF[0],EpicF[1],SuperiorF[0],SuperiorF[1],GoodF[0],GoodF[1],Epic[0],Epic[1],Superior[0],Superior[1],Good[0],Good[1]
282,4309.837,3447.8696,4309.837,3447.8696,4309.837,3447.8696,4309,3447,4309,3447,4309,3447
283,4352.9355,3482.3484,4352.9355,3482.3484,4352.9355,3482.3484,4352,3482,4352,3482,4352,3482
284,4396.465,3517.1719,4396.465,3517.1719,4396.465,3517.1719,4396,3517,4396,3517,4396,3517
285,4440.429,3552.3435,4440.429,3552.3435,4440.429,3552.3435,4440,3552,4440,3552,4440,3552
286,4484.8335,3587.867,4484.8335,3587.867,4484.8335,3587.867,4484,3587,4484,3587,4484,3587
287,4529.682,3623.7456,4529.682,3623.7456,4529.682,3623.7456,4529,3623,4529,3623,4529,3623
288,4574.979,3659.9832,4574.979,3659.9832,4574.979,3659.9832,4574,3659,4574,3659,4574,3659
289,4620.7285,3696.583,4620.7285,3696.583,4620.7285,3696.583,4620,3696,4620,3696,4620,3696
290,4666.936,3733.5488,4666.936,3733.5488,4666.936,3733.5488,4666,3733,4666,3733,4666,3733
291,4713.6055,3770.8843,4713.6055,3770.8843,4713.6055,3770.8843,4713,3770,4713,3770,4713,3770
292,4760.741,3808.593,4760.741,3808.593,4760.741,3808.593,4760,3808,4760,3808,4760,3808
293,4808.3486,3846.679,4808.3486,3846.679,4808.3486,3846.679,4808,3846,4808,3846,4808,3846
294,4856.432,3885.1458,4856.432,3885.1458,4856.432,3885.1458,4856,3885,4856,3885,4856,3885
295,4904.9966,3923.9973,4904.9966,3923.9973,4904.9966,3923.9973,4904,3923,4904,3923,4904,3923
296,4954.0464,3963.2373,4954.0464,3963.2373,4954.0464,3963.2373,4954,3963,4954,3963,4954,3963
297,5003.587,4002.8696,5003.587,4002.8696,5003.587,4002.8696,5003,4002,5003,4002,5003,4002
298,5053.623,4042.8982,5053.623,4042.8982,5053.623,4042.8982,5053,4042,5053,4042,5053,4042
299,5104.159,4083.3274,5104.159,4083.3274,5104.159,4083.3274,5104,4083,5104,4083,5104,4083
300,5155.2007,4124.1606,5155.2007,4124.1606,5155.2007,4124.1606,5155,4124,5155,4124,5155,4124
301,5206.753,4165.4023,5206.753,4165.4023,5206.753,4165.4023,5206,4165,5206,4165,5206,4165
302,5258.8203,4207.056,5258.8203,4207.056,5258.8203,4207.056,5258,4207,5258,4207,5258,4207
303,5311.408,4249.127,5311.408,4249.127,5311.408,4249.127,5311,4249,5311,4249,5311,4249
304,5364.5225,4291.618,5364.5225,4291.618,5364.5225,4291.618,5364,4291,5364,4291,5364,4291
305,5418.168,4334.534,5418.168,4334.534,5418.168,4334.534,5418,4334,5418,4334,5418,4334
306,5472.3496,4377.8794,5472.3496,4377.8794,5472.3496,4377.8794,5472,4377,5472,4377,5472,4377
307,5527.0728,4421.658,5527.0728,4421.658,5527.0728,4421.658,5527,4421,5527,4421,5527,4421
308,5582.3438,4465.875,5582.3438,4465.875,5582.3438,4465.875,5582,4465,5582,4465,5582,4465
309,5638.167,4510.5337,5638.167,4510.5337,5638.167,4510.5337,5638,4510,5638,4510,5638,4510
310,5694.549,4555.639,5694.549,4555.639,5694.549,4555.639,5694,4555,5694,4555,5694,4555
311,5751.494,4601.1953,5751.494,4601.1953,5751.494,4601.1953,5751,4601,5751,4601,5751,4601
312,5809.0093,4647.2075,5809.0093,4647.2075,5809.0093,4647.2075,5809,4647,5809,4647,5809,4647
313,5867.099,4693.679,5867.099,4693.679,5867.099,4693.679,5867,4693,5867,4693,5867,4693
314,5925.7705,4740.616,5925.7705,4740.616,5925.7705,4740.616,5925,4740,5925,4740,5925,4740
315,5985.028,4788.0225,5985.028,4788.0225,5985.028,4788.0225,5985,4788,5985,4788,5985,4788
316,6044.8784,4835.903,6044.8784,4835.903,6044.8784,4835.903,6044,4835,6044,4835,6044,4835
317,6105.327,4884.2617,6105.327,4884.2617,6105.327,4884.2617,6105,4884,6105,4884,6105,4884
318,6166.3804,4933.104,6166.3804,4933.104,6166.3804,4933.104,6166,4933,6166,4933,6166,4933
319,6228.044,4982.435,6228.044,4982.435,6228.044,4982.435,6228,4982,6228,4982,6228,4982
320,6290.3247,5032.26,6290.3247,5032.26,6290.3247,5032.26,6290,5032,6290,5032,6290,5032
321,6353.228,5082.582,6353.228,5082.582,6353.228,5082.582,6353,5082,6353,5082,6353,5082
322,6416.7603,5133.408,6416.7603,5133.408,6416.7603,5133.408,6416,5133,6416,5133,6416,5133
323,6480.9277,5184.742,6480.9277,5184.742,6480.9277,5184.742,6480,5184,6480,5184,6480,5184
324,6545.737,5236.5894,6545.737,5236.5894,6545.737,5236.5894,6545,5236,6545,5236,6545,5236
325,6611.1943,5288.9556,6611.1943,5288.9556,6611.1943,5288.9556,6611,5288,6611,5288,6611,5288
326,6677.306,5341.845,6677.306,5341.845,6677.306,5341.845,6677,5341,6677,5341,6677,5341
327,6744.079,5395.2637,6744.079,5395.2637,6744.079,5395.2637,6744,5395,6744,5395,6744,5395
328,6811.52,5449.2163,6811.52,5449.2163,6811.52,5449.2163,6811,5449,6811,5449,6811,5449
329,6879.6353,5503.7085,6879.6353,5503.7085,6879.6353,5503.7085,6879,5503,6879,5503,6879,5503
330,6948.4316,5558.745,6948.4316,5558.745,6948.4316,5558.745,6948,5558,6948,5558,6948,5558
331,7017.916,5614.333,7017.916,5614.333,7017.916,5614.333,7017,5614,7017,5614,7017,5614
332,7088.095,5670.476,7088.095,5670.476,7088.095,5670.476,7088,5670,7088,5670,7088,5670
333,7158.976,5727.1807,7158.976,5727.1807,7158.976,5727.1807,7158,5727,7158,5727,7158,5727
334,7230.566,5784.4526,7230.566,5784.4526,7230.566,5784.4526,7230,5784,7230,5784,7230,5784
335,7302.8716,5842.2974,7302.8716,5842.2974,7302.8716,5842.2974,7302,5842,7302,5842,7302,5842
336,7375.9004,5900.72,7375.9004,5900.72,7375.9004,5900.72,7375,5900,7375,5900,7375,5900
337,7449.659,5959.7275,7449.659,5959.7275,7449.659,5959.7275,7449,5959,7449,5959,7449,5959
338,7524.156,6019.3247,7524.156,6019.3247,7524.156,6019.3247,7524,6019,7524,6019,7524,6019
339,7599.3975,6079.518,7599.3975,6079.518,7599.3975,6079.518,7599,6079,7599,6079,7599,6079
340,7675.3916,6140.313,7675.3916,6140.313,7675.3916,6140.313,7675,6140,7675,6140,7675,6140
341,7752.1455,6201.7163,7752.1455,6201.7163,7752.1455,6201.7163,7752,6201,7752,6201,7752,6201
342,7829.6665,6263.7334,7829.6665,6263.7334,7829.6665,6263.7334,7829,6263,7829,6263,7829,6263
343,7907.9634,6326.3706,7907.9634,6326.3706,7907.9634,6326.3706,7907,6326,7907,6326,7907,6326
344,7987.043,6389.6343,7987.043,6389.6343,7987.043,6389.6343,7987,6389,7987,6389,7987,6389
345,8066.9136,6453.531,8066.9136,6453.531,8066.9136,6453.531,8066,6453,8066,6453,8066,6453
346,8147.5825,6518.066,8147.5825,6518.066,8147.5825,6518.066,8147,6518,8147,6518,8147,6518
347,8229.059,6583.2466,8229.059,6583.2466,8229.059,6583.2466,8229,6583,8229,6583,8229,6583
348,8311.349,6649.079,8311.349,6649.079,8311.349,6649.079,8311,6649,8311,6649,8311,6649
349,8394.463,6715.57,8394.463,6715.57,8394.463,6715.57,8394,6715,8394,6715,8394,6715
350,8478.407,6782.7256,8478.407,6782.7256,8478.407,6782.7256,8478,6782,8478,6782,8478,6782
351,8563.191,6850.5527,8563.191,6850.5527,8563.191,6850.5527,8563,6850,8563,6850,8563,6850
352,8648.823,6919.0586,8648.823,6919.0586,8648.823,6919.0586,8648,6919,8648,6919,8648,6919
353,8735.312,6988.249,8735.312,6988.249,8735.312,6988.249,8735,6988,8735,6988,8735,6988
354,8822.664,7058.1313,8822.664,7058.1313,8822.664,7058.1313,8822,7058,8822,7058,8822,7058
355,8910.891,7128.713,8910.891,7128.713,8910.891,7128.713,8910,7128,8910,7128,8910,7128
356,9000,7200,9000,7200,9000,7200,9000,7200,9000,7200,9000,7200
357,9090,7272,9090,7272,9090,7272,9090,7272,9090,7272,9090,7272
358,9180.9,7344.72,9180.9,7344.72,9180.9,7344.72,9180,7344,9180,7344,9180,7344
359,9272.709,7418.167,9272.709,7418.167,9272.709,7418.167,9272,7418,9272,7418,9272,7418
360,9365.437,7492.3486,9365.437,7492.3486,9365.437,7492.3486,9365,7492,9365,7492,9365,7492
361,9459.091,7567.2725,9459.091,7567.2725,9459.091,7567.2725,9459,7567,9459,7567,9459,7567
362,9553.682,7642.9453,9553.682,7642.9453,9553.682,7642.9453,9553,7642,9553,7642,9553,7642
363,9649.218,7719.3745,9649.218,7719.3745,9649.218,7719.3745,9649,7719,9649,7719,9649,7719
364,9745.71,7796.5684,9745.71,7796.5684,9745.71,7796.5684,9745,7796,9745,7796,9745,7796
365,9843.167,7874.534,9843.167,7874.534,9843.167,7874.534,9843,7874,9843,7874,9843,7874
366,9941.6,7953.2793,9941.6,7953.2793,9941.6,7953.2793,9941,7953,9941,7953,9941,7953
367,10041.015,8032.812,10041.015,8032.812,10041.015,8032.812,10041,8032,10041,8032,10041,8032
368,10141.425,8113.14,10141.425,8113.14,10141.425,8113.14,10141,8113,10141,8113,10141,8113
369,10242.84,8194.271,10242.84,8194.271,10242.84,8194.271,10242,8194,10242,8194,10242,8194
370,10345.268,8276.214,10345.268,8276.214,10345.268,8276.214,10345,8276,10345,8276,10345,8276
371,10448.721,8358.977,10448.721,8358.977,10448.721,8358.977,10448,8358,10448,8358,10448,8358
372,10553.208,8442.566,10553.208,8442.566,10553.208,8442.566,10553,8442,10553,8442,10553,8442
373,10658.74,8526.992,10658.74,8526.992,10658.74,8526.992,10658,8526,10658,8526,10658,8526
374,10765.327,8612.262,10765.327,8612.262,10765.327,8612.262,10765,8612,10765,8612,10765,8612
375,10872.98,8698.385,10872.98,8698.385,10872.98,8698.385,10872,8698,10872,8698,10872,8698
376,10981.71,8785.368,10981.71,8785.368,10981.71,8785.368,10981,8785,10981,8785,10981,8785
377,11091.527,8873.222,11091.527,8873.222,11091.527,8873.222,11091,8873,11091,8873,11091,8873
378,11202.442,8961.954,11202.442,8961.954,11202.442,8961.954,11202,8961,11202,8961,11202,8961
379,11314.467,9051.574,11314.467,9051.574,11314.467,9051.574,11314,9051,11314,9051,11314,9051
380,11427.612,9142.09,11427.612,9142.09,11427.612,9142.09,11427,9142,11427,9142,11427,9142
381,11541.888,9233.511,11541.888,9233.511,11541.888,9233.511,11541,9233,11541,9233,11541,9233
382,11657.307,9325.846,11657.307,9325.846,11657.307,9325.846,11657,9325,11657,9325,11657,9325
383,11773.88,9419.104,11773.88,9419.104,11773.88,9419.104,11773,9419,11773,9419,11773,9419
384,11891.619,9513.295,11891.619,9513.295,11891.619,9513.295,11891,9513,11891,9513,11891,9513
385,12010.535,9608.428,12010.535,9608.428,12010.535,9608.428,12010,9608,12010,9608,12010,9608
386,12130.641,9704.512,12130.641,9704.512,12130.641,9704.512,12130,9704,12130,9704,12130,9704
387,12251.946,9801.558,12251.946,9801.558,12251.946,9801.558,12251,9801,12251,9801,12251,9801
388,12374.466,9899.573,12374.466,9899.573,12374.466,9899.573,12374,9899,12374,9899,12374,9899
389,12498.211,9998.568,12498.211,9998.568,12498.211,9998.568,12498,9998,12498,9998,12498,9998
390,12623.193,10098.555,12623.193,10098.555,12623.193,10098.555,12623,10098,12623,10098,12623,10098
391,12749.425,10199.54,12749.425,10199.54,12749.425,10199.54,12749,10199,12749,10199,12749,10199
392,12876.919,10301.535,12876.919,10301.535,12876.919,10301.535,12876,10301,12876,10301,12876,10301
393,13005.688,10404.551,13005.688,10404.551,13005.688,10404.551,13005,10404,13005,10404,13005,10404
394,13135.745,10508.596,13135.745,10508.596,13135.745,10508.596,13135,10508,13135,10508,13135,10508
395,13267.103,10613.682,13267.103,10613.682,13267.103,10613.682,13267,10613,13267,10613,13267,10613
396,13399.773,10719.819,13399.773,10719.819,13399.773,10719.819,13399,10719,13399,10719,13399,10719
397,13533.771,10827.017,13533.771,10827.017,13533.771,10827.017,13533,10827,13533,10827,13533,10827
398,13669.109,10935.287,13669.109,10935.287,13669.109,10935.287,13669,10935,13669,10935,13669,10935
399,13805.8,11044.64,13805.8,11044.64,13805.8,11044.64,13805,11044,13805,11044,13805,11044
400,13943.858,11155.087,13943.858,11155.087,13943.858,11155.087,13943,11155,13943,11155,13943,11155
401,14083.297,11266.638,14083.297,11266.638,14083.297,11266.638,14083,11266,14083,11266,14083,11266
402,14224.13,11379.304,14224.13,11379.304,14224.13,11379.304,14224,11379,14224,11379,14224,11379
403,14366.371,11493.097,14366.371,11493.097,14366.371,11493.097,14366,11493,14366,11493,14366,11493
404,14510.035,11608.027,14510.035,11608.027,14510.035,11608.027,14510,11608,14510,11608,14510,11608
405,14655.135,11724.108,14655.135,11724.108,14655.135,11724.108,14655,11724,14655,11724,14655,11724
406,14801.687,11841.349,14801.687,11841.349,14801.687,11841.349,14801,11841,14801,11841,14801,11841
407,14949.703,11959.763,14949.703,11959.763,14949.703,11959.763,14949,11959,14949,11959,14949,11959
408,15099.2,12079.36,15099.2,12079.36,15099.2,12079.36,15099,12079,15099,12079,15099,12079
409,15250.192,12200.154,15250.192,12200.154,15250.192,12200.154,15250,12200,15250,12200,15250,12200
410,15402.694,12322.155,15402.694,12322.155,15402.694,12322.155,15402,12322,15402,12322,15402,12322
411,15556.721,12445.377,15556.721,12445.377,15556.721,12445.377,15556,12445,15556,12445,15556,12445
412,15712.288,12569.831,15712.288,12569.831,15712.288,12569.831,15712,12569,15712,12569,15712,12569
413,15869.411,12695.529,15869.411,12695.529,15869.411,12695.529,15869,12695,15869,12695,15869,12695
414,16028.105,12822.484,16028.105,12822.484,16028.105,12822.484,16028,12822,16028,12822,16028,12822
415,16188.387,12950.709,16188.387,12950.709,16188.387,12950.709,16188,12950,16188,12950,16188,12950
416,16350.271,13080.216,16350.271,13080.216,16350.271,13080.216,16350,13080,16350,13080,16350,13080
417,16513.773,13211.019,16513.773,13211.019,16513.773,13211.019,16513,13211,16513,13211,16513,13211
418,16678.91,13343.129,16678.91,13343.129,16678.91,13343.129,16678,13343,16678,13343,16678,13343
419,16845.7,13476.56,16845.7,13476.56,16845.7,13476.56,16845,13476,16845,13476,16845,13476
420,17014.156,13611.325,17014.156,13611.325,17014.156,13611.325,17014,13611,17014,13611,17014,13611
421,17184.299,13747.438,17184.299,13747.438,17184.299,13747.438,17184,13747,17184,13747,17184,13747
422,17356.14,13884.913,17356.14,13884.913,17356.14,13884.913,17356,13884,17356,13884,17356,13884
423,17529.703,14023.763,17529.703,14023.763,17529.703,14023.763,17529,14023,17529,14023,17529,14023
424,17705,14164,17705,14164,17705,14164,17704,14163,17704,14163,17704,14163
425,17882.05,14305.64,17882.05,14305.64,17882.05,14305.64,17882,14305,17882,14305,17882,14305
426,18060.871,14448.696,18060.871,14448.696,18060.871,14448.696,18060,14448,18060,14448,18060,14448
427,18241.479,14593.184,18241.479,14593.184,18241.479,14593.184,18241,14593,18241,14593,18241,14593
428,18423.895,14739.115,18423.895,14739.115,18423.895,14739.115,18423,14739,18423,14739,18423,14739
429,18608.133,14886.506,18608.133,14886.506,18608.133,14886.506,18608,14886,18608,14886,18608,14886
430,18794.215,15035.371,18794.215,15035.371,18794.215,15035.371,18794,15035,18794,15035,18794,15035
431,18982.156,15185.725,18982.156,15185.725,18982.156,15185.725,18982,15185,18982,15185,18982,15185
432,19171.979,15337.582,19171.979,15337.582,19171.979,15337.582,19171,15337,19171,15337,19171,15337
433,19363.697,15490.958,19363.697,15490.958,19363.697,15490.958,19363,15490,19363,15490,19363,15490
434,19557.334,15645.867,19557.334,15645.867,19557.334,15645.867,19557,15645,19557,15645,19557,15645
435,19752.908,15802.326,19752.908,15802.326,19752.908,15802.326,19752,15802,19752,15802,19752,15802
436,19950.438,15960.35,19950.438,15960.35,19950.438,15960.35,19950,15960,19950,15960,19950,15960
437,20149.941,16119.953,20149.941,16119.953,20149.941,16119.953,20149,16119,20149,16119,20149,16119
438,20351.441,16281.152,20351.441,16281.152,20351.441,16281.152,20351,16281,20351,16281,20351,16281
439,20554.955,16443.965,20554.955,16443.965,20554.955,16443.965,20554,16443,20554,16443,20554,16443
440,20760.504,16608.404,20760.504,16608.404,20760.504,16608.404,20760,16608,20760,16608,20760,16608
441,20968.11,16774.488,20968.11,16774.488,20968.11,16774.488,20968,16774,20968,16774,20968,16774
442,21177.791,16942.232,21177.791,16942.232,21177.791,16942.232,21177,16942,21177,16942,21177,16942
443,21389.568,17111.654,21389.568,17111.654,21389.568,17111.654,21389,17111,21389,17111,21389,17111
444,21603.465,17282.771,21603.465,17282.771,21603.465,17282.771,21603,17282,21603,17282,21603,17282
445,21819.5,17455.6,21819.5,17455.6,21819.5,17455.6,21819,17455,21819,17455,21819,17455
446,22037.693,17630.154,22037.693,17630.154,22037.693,17630.154,22037,17630,22037,17630,22037,17630
447,22258.07,17806.457,22258.07,17806.457,22258.07,17806.457,22258,17806,22258,17806,22258,17806
448,22480.652,17984.521,22480.652,17984.521,22480.652,17984.521,22480,17984,22480,17984,22480,17984
449,22705.459,18164.367,22705.459,18164.367,22705.459,18164.367,22705,18164,22705,18164,22705,18164
450,22932.514,18346.01,22932.514,18346.01,22932.514,18346.01,22932,18346,22932,18346,22932,18346
451,23161.838,18529.47,23161.838,18529.47,23161.838,18529.47,23161,18529,23161,18529,23161,18529
452,23393.457,18714.766,23393.457,18714.766,23393.457,18714.766,23393,18714,23393,18714,23393,18714
453,23627.39,18901.912,23627.39,18901.912,23627.39,18901.912,23627,18901,23627,18901,23627,18901
454,23863.664,19090.932,23863.664,19090.932,23863.664,19090.932,23863,19090,23863,19090,23863,19090
455,24102.3,19281.842,24102.3,19281.842,24102.3,19281.842,24102,19281,24102,19281,24102,19281
456,24343.324,19474.66,24343.324,19474.66,24343.324,19474.66,24343,19474,24343,19474,24343,19474
457,24586.758,19669.406,24586.758,19669.406,24586.758,19669.406,24586,19669,24586,19669,24586,19669
458,24832.625,19866.1,24832.625,19866.1,24832.625,19866.1,24832,19866,24832,19866,24832,19866
459,25080.951,20064.762,25080.951,20064.762,25080.951,20064.762,25080,20064,25080,20064,25080,20064
460,25331.762,20265.408,25331.762,20265.408,25331.762,20265.408,25331,20265,25331,20265,25331,20265
461,25585.078,20468.062,25585.078,20468.062,25585.078,20468.062,25585,20468,25585,20468,25585,20468
462,25840.93,20672.744,25840.93,20672.744,25840.93,20672.744,25840,20672,25840,20672,25840,20672
463,26099.338,20879.47,26099.338,20879.47,26099.338,20879.47,26099,20879,26099,20879,26099,20879
464,26360.332,21088.266,26360.332,21088.266,26360.332,21088.266,26360,21088,26360,21088,26360,21088
465,26623.936,21299.148,26623.936,21299.148,26623.936,21299.148,26623,21299,26623,21299,26623,21299
466,26890.176,21512.14,26890.176,21512.14,26890.176,21512.14,26890,21512,26890,21512,26890,21512
467,27159.076,21727.262,27159.076,21727.262,27159.076,21727.262,27159,21727,27159,21727,27159,21727
468,27430.668,21944.533,27430.668,21944.533,27430.668,21944.533,27430,21944,27430,21944,27430,21944
469,27704.975,22163.979,27704.975,22163.979,27704.975,22163.979,27704,22163,27704,22163,27704,22163
470,27982.023,22385.62,27982.023,22385.62,27982.023,22385.62,27982,22385,27982,22385,27982,22385
471,28261.844,22609.475,28261.844,22609.475,28261.844,22609.475,28261,22609,28261,22609,28261,22609
472,28544.463,22835.57,28544.463,22835.57,28544.463,22835.57,28544,22835,28544,22835,28544,22835
473,28829.906,23063.926,28829.906,23063.926,28829.906,23063.926,28829,23063,28829,23063,28829,23063
474,29118.207,23294.564,29118.207,23294.564,29118.207,23294.564,29118,23294,29118,23294,29118,23294
475,29409.389,23527.51,29409.389,23527.51,29409.389,23527.51,29409,23527,29409,23527,29409,23527
476,29703.482,23762.785,29703.482,23762.785,29703.482,23762.785,29703,23762,29703,23762,29703,23762
477,30000.518,24000.414,30000.518,24000.414,30000.518,24000.414,30000,24000,30000,24000,30000,24000
478,30300.521,24240.418,30300.521,24240.418,30300.521,24240.418,30300,24240,30300,24240,30300,24240
479,30603.527,24482.822,30603.527,24482.822,30603.527,24482.822,30603,24482,30603,24482,30603,24482
480,30909.562,24727.65,30909.562,24727.65,30909.562,24727.65,30909,24727,30909,24727,30909,24727
481,31218.658,24974.926,31218.658,24974.926,31218.658,24974.926,31218,24974,31218,24974,31218,24974
482,31530.846,25224.676,31530.846,25224.676,31530.846,25224.676,31530,25224,31530,25224,31530,25224
483,31846.152,25476.922,31846.152,25476.922,31846.152,25476.922,31846,25476,31846,25476,31846,25476
484,32164.615,25731.691,32164.615,25731.691,32164.615,25731.691,32164,25731,32164,25731,32164,25731
485,32486.262,25989.008,32486.262,25989.008,32486.262,25989.008,32486,25989,32486,25989,32486,25989
486,32811.125,26248.898,32811.125,26248.898,32811.125,26248.898,32811,26248,32811,26248,32811,26248
487,33139.234,26511.389,33139.234,26511.389,33139.234,26511.389,33139,26511,33139,26511,33139,26511
488,33470.63,26776.502,33470.63,26776.502,33470.63,26776.502,33470,26776,33470,26776,33470,26776
489,33805.332,27044.268,33805.332,27044.268,33805.332,27044.268,33805,27044,33805,27044,33805,27044
490,34143.387,27314.709,34143.387,27314.709,34143.387,27314.709,34143,27314,34143,27314,34143,27314
491,34484.82,27587.855,34484.82,27587.855,34484.82,27587.855,34484,27587,34484,27587,34484,27587
492,34829.668,27863.734,34829.668,27863.734,34829.668,27863.734,34829,27863,34829,27863,34829,27863
493,35177.965,28142.373,35177.965,28142.373,35177.965,28142.373,35177,28142,35177,28142,35177,28142
494,35529.746,28423.797,35529.746,28423.797,35529.746,28423.797,35529,28423,35529,28423,35529,28423
495,35885.043,28708.033,35885.043,28708.033,35885.043,28708.033,35885,28708,35885,28708,35885,28708
496,36243.895,28995.115,36243.895,28995.115,36243.895,28995.115,36243,28995,36243,28995,36243,28995
497,36606.332,29285.066,36606.332,29285.066,36606.332,29285.066,36606,29285,36606,29285,36606,29285
498,36972.395,29577.916,36972.395,29577.916,36972.395,29577.916,36972,29577,36972,29577,36972,29577
499,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
500,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
501,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
502,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
503,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
504,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
505,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
506,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
507,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
508,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
509,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
510,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
511,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
512,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
513,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
514,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
515,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
516,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
517,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
518,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
519,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
520,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
521,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
522,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
523,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
524,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
525,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
526,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
527,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
528,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
529,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
530,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
531,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
532,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
533,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
534,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
535,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
536,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
537,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
538,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
539,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
540,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
541,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
542,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
543,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
544,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
545,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
546,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
547,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
548,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
549,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
550,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
551,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
552,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
553,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
554,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
555,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
