ID,TraitNodeID,RequiredPointsInThisNode,Flags
5032,28265,5,0
5033,28264,10,0
5034,28263,15,0
5035,28262,20,0
5036,28261,25,0
5037,28260,30,0
5038,28259,35,0
5039,28258,40,0
5040,28257,0,0
5041,28256,5,0
5042,28255,10,0
5043,28254,15,0
5044,28253,20,0
5045,28252,25,0
5046,28251,30,0
5047,28250,35,0
5048,28249,40,0
5049,28309,0,0
5050,28308,5,0
5051,28307,10,0
5052,28306,15,0
5053,28305,20,0
5054,28304,25,0
5055,28303,30,0
5056,28302,35,0
5057,28301,40,0
5058,28300,45,0
5059,28299,50,0
5060,28359,0,0
5061,28358,5,0
5062,28357,10,1
5063,28356,15,0
5064,28355,20,1
5065,28354,25,0
5066,28353,30,0
5067,28352,0,0
5068,28351,5,0
5069,28350,10,1
5070,28349,15,0
5071,28348,20,1
5072,28347,25,0
5073,28346,30,0
5074,28345,0,0
5075,28344,5,0
5076,28343,10,0
5077,28342,15,0
5078,28341,20,0
5079,28340,25,0
5080,28339,30,0
5081,28338,0,0
5082,28337,5,0
5083,28336,10,0
5084,28335,15,0
5085,28334,20,0
5086,28333,25,0
5087,28332,30,0
5088,28331,0,0
5089,28330,5,0
5090,28329,10,1
5091,28328,15,0
5092,28327,20,1
5093,28326,25,0
5094,28325,30,0
5095,28324,0,0
5096,28323,5,0
5097,28322,10,0
5098,28321,15,0
5099,28320,20,0
5100,28319,25,0
5101,28318,30,0
5102,28317,0,0
5103,28316,5,0
5104,28315,10,0
5105,28314,15,0
5106,28313,20,0
5107,28312,25,0
5108,28311,30,0
5109,28427,0,0
5110,28426,5,0
5111,28425,10,1
5112,28424,15,0
5113,28423,20,1
5114,28422,25,0
5115,28421,30,0
5116,28420,0,0
5117,28419,5,0
5118,28418,10,1
5119,28417,15,0
5120,28416,20,1
5121,28415,25,1
5122,28414,30,1
5123,28413,0,0
5124,28412,5,0
5125,28411,10,0
5126,28410,15,0
5127,28409,20,0
5128,28408,0,0
5129,28407,5,0
5130,28406,10,0
5131,28405,15,0
5132,28404,20,0
5133,28403,0,0
5134,28402,5,0
5135,28401,10,0
5136,28400,15,0
5137,28399,20,0
5138,28398,0,0
5139,28397,5,0
5140,28396,10,0
5141,28395,15,0
5142,28394,20,0
5143,28393,0,0
5144,28392,5,0
5145,28391,10,1
5146,28390,15,0
5147,28389,20,1
5148,28388,25,1
5149,28387,30,1
5150,28386,0,0
5151,28385,5,0
5152,28384,10,0
5153,28383,15,0
5154,28382,20,0
5155,28381,0,0
5156,28380,5,0
5157,28379,10,0
5158,28378,15,0
5159,28377,20,0
5160,28376,0,0
5161,28375,5,0
5162,28374,10,0
5163,28373,15,0
5164,28372,20,0
5165,28371,0,0
5166,28370,5,0
5167,28369,10,0
5168,28368,15,0
5169,28367,20,0
5170,28469,0,0
5171,28468,5,1
5172,28467,10,0
5173,28466,15,1
5174,28465,20,0
5175,28464,25,1
5176,28463,30,1
5177,28462,0,0
5178,28461,5,0
5179,28460,10,0
5180,28459,15,0
5181,28458,20,0
5182,28457,25,0
5183,28456,30,0
5184,28455,0,0
5185,28454,5,0
5186,28453,10,0
5187,28452,15,0
5188,28451,20,0
5189,28450,25,0
5190,28449,30,0
5191,28448,0,0
5192,28447,5,0
5193,28446,10,0
5194,28445,15,0
5195,28444,20,0
5196,28443,0,0
5197,28442,5,0
5198,28441,10,0
5199,28440,15,0
5200,28439,20,0
5201,28535,0,0
5202,28534,5,0
5203,28533,10,1
5204,28532,15,0
5205,28531,20,1
5206,28530,25,0
5207,28529,30,0
5208,28528,0,0
5209,28527,5,0
5210,28526,10,1
5211,28525,15,0
5212,28524,20,1
5213,28523,25,1
5214,28522,30,1
5215,28521,0,0
5216,28520,5,0
5217,28519,10,0
5218,28518,15,0
5219,28517,20,0
5220,28516,0,0
5221,28515,5,0
5222,28514,10,0
5223,28513,15,0
5224,28512,20,0
5225,28511,0,0
5226,28510,5,0
5227,28509,10,0
5228,28508,15,0
5229,28507,20,0
5230,28506,0,0
5231,28505,5,0
5232,28504,10,0
5233,28503,15,0
5234,28502,20,0
5235,28501,0,0
5236,28500,5,0
5237,28499,10,1
5238,28498,15,0
5239,28497,20,1
5240,28496,25,1
5241,28495,30,1
5242,28494,0,0
5243,28493,5,0
5244,28492,10,0
5245,28491,15,0
5246,28490,20,0
5247,28489,0,0
5248,28488,5,0
5249,28487,10,0
5250,28486,15,0
5251,28485,20,0
5252,28484,0,0
5253,28483,5,0
5254,28482,10,0
5255,28481,15,0
5256,28480,20,0
5257,28479,0,0
5258,28478,5,0
5259,28477,10,0
5260,28476,15,0
5261,28475,20,0
5262,28572,0,0
5263,28571,5,0
5264,28570,10,1
5265,28569,15,0
5266,28568,20,1
5267,28567,25,0
5268,28566,30,1
5269,28565,35,0
5270,28564,0,0
5271,28563,5,0
5272,28562,10,0
5273,28561,15,0
5274,28560,20,0
5275,28559,25,0
5276,28558,0,0
5277,28557,5,0
5278,28556,10,0
5279,28555,15,0
5280,28554,20,0
5281,28553,25,0
5282,28552,0,0
5283,28551,5,0
5284,28550,10,0
5285,28549,15,0
5286,28548,20,0
5287,28547,25,0
5288,28606,0,0
5289,28605,5,0
5290,28604,10,1
5291,28603,15,0
5292,28602,20,1
5293,28601,25,0
5294,28600,30,1
5295,28599,0,0
5296,28598,5,0
5297,28597,10,0
5298,28596,15,0
5299,28595,20,0
5300,28594,25,0
5301,28593,0,0
5302,28592,5,0
5303,28591,10,0
5304,28590,15,0
5305,28589,20,0
5306,28588,25,0
5307,28587,30,0
5308,28586,0,0
5309,28585,5,0
5310,28584,10,0
5311,28583,15,0
5312,28582,20,0
5313,28581,25,0
5314,28580,30,0
5315,28579,35,0
5316,28578,40,0
5317,28577,45,0
5318,28655,0,0
5319,28654,5,0
5320,28653,10,1
5321,28652,15,0
5322,28651,20,1
5323,28650,25,0
5324,28649,30,1
5325,28648,35,0
5326,28647,40,1
5327,28646,0,0
5328,28645,5,0
5329,28644,10,0
5330,28643,15,0
5331,28642,20,0
5332,28641,25,0
5333,28640,30,0
5334,28639,35,0
5335,28638,40,0
5336,28637,0,0
5337,28636,5,0
5338,28635,10,0
5339,28634,15,0
5340,28633,20,0
5341,28632,25,0
5342,28631,30,0
5343,28630,35,0
5344,28629,40,0
5345,28628,0,0
5346,28627,5,0
5347,28626,10,0
5348,28625,15,0
5349,28624,20,0
5350,28623,25,0
5351,28622,30,0
5352,28621,35,0
5353,28620,40,0
5354,28619,0,0
5355,28618,5,0
5356,28617,10,0
5357,28616,15,0
5358,28615,20,0
5359,28614,25,0
5360,28613,30,0
5361,28612,35,0
5362,28611,40,0
5363,28671,0,0
5364,28670,5,0
5365,28669,10,0
5366,28668,15,0
5367,28667,20,0
5368,28666,25,0
5369,28665,30,0
5370,28664,35,0
5371,28663,40,0
5372,28662,45,0
5373,28661,50,0
5374,28721,0,0
5375,28720,5,0
5376,28719,10,1
5377,28718,15,0
5378,28717,20,1
5379,28716,25,0
5380,28715,30,0
5381,28714,0,0
5382,28713,5,0
5383,28712,10,1
5384,28711,15,0
5385,28710,20,1
5386,28709,25,0
5387,28708,30,0
5388,28707,0,0
5389,28706,5,0
5390,28705,10,0
5391,28704,15,0
5392,28703,20,0
5393,28702,25,0
5394,28701,30,0
5395,28700,0,0
5396,28699,5,0
5397,28698,10,0
5398,28697,15,0
5399,28696,20,0
5400,28695,25,0
5401,28694,30,0
5402,28693,0,0
5403,28692,5,0
5404,28691,10,1
5405,28690,15,0
5406,28689,20,1
5407,28688,25,0
5408,28687,30,0
5409,28686,0,0
5410,28685,5,0
5411,28684,10,0
5412,28683,15,0
5413,28682,20,0
5414,28681,25,0
5415,28680,30,0
5416,28679,0,0
5417,28678,5,0
5418,28677,10,0
5419,28676,15,0
5420,28675,20,0
5421,28674,25,0
5422,28673,30,0
5469,30196,0,0
5470,30195,5,0
5471,30194,10,1
5472,30193,15,0
5473,30192,20,1
5474,30191,25,0
5475,30190,30,1
5476,30189,35,0
5477,30188,0,0
5478,30187,5,0
5479,30186,10,0
5480,30185,15,0
5481,30184,20,0
5482,30183,25,0
5483,30182,0,0
5484,30181,5,0
5485,30180,10,0
5486,30179,15,0
5487,30178,20,0
5488,30177,25,0
5489,30176,0,0
5490,30175,5,0
5491,30174,10,0
5492,30173,15,0
5493,30172,20,0
5494,30171,25,0
5495,31142,0,0
5496,31141,5,0
5497,31140,10,1
5498,31139,15,0
5499,31138,20,1
5500,31137,25,0
5501,31136,30,1
5502,31135,35,0
5503,31134,0,0
5504,31133,5,0
5505,31132,10,0
5506,31131,15,0
5507,31130,20,0
5508,31129,25,0
5509,31128,0,0
5510,31127,5,0
5511,31126,10,0
5512,31125,15,0
5513,31124,20,0
5514,31123,25,0
5515,31122,0,0
5516,31121,5,0
5517,31120,10,0
5518,31119,15,0
5519,31118,20,0
5520,31117,25,0
5521,31179,0,0
5522,31178,5,1
5523,31177,10,0
5524,31176,15,1
5525,31175,20,0
5526,31174,25,1
5527,31173,30,1
5528,31172,0,0
5529,31171,5,0
5530,31170,10,0
5531,31169,15,0
5532,31168,20,0
5533,31167,25,0
5534,31166,30,0
5535,31165,0,0
5536,31164,5,0
5537,31163,10,0
5538,31162,15,0
5539,31161,20,0
5540,31160,25,0
5541,31159,30,0
5542,31158,0,0
5543,31157,5,0
5544,31156,10,0
5545,31155,15,0
5546,31154,20,0
5547,31153,25,0
5548,31152,0,0
5549,31151,5,0
5550,31150,10,0
5551,31149,15,0
5552,31148,20,0
5553,31147,25,0
5554,32540,5,0
5555,32539,10,1
5556,32538,15,0
5557,32537,20,1
5558,32536,25,0
5559,32535,30,1
5560,32534,35,0
5561,32533,40,1
5562,32532,0,0
5563,32531,5,0
5564,32530,10,0
5565,32529,15,0
5566,32528,20,0
5567,32527,25,0
5568,32526,30,0
5569,32525,0,0
5570,32524,5,0
5571,32523,10,0
5572,32522,15,0
5573,32521,20,0
5574,32520,25,0
5575,32519,30,0
5576,32518,0,0
5577,32517,5,0
5578,32516,10,0
5579,32515,15,0
5580,32514,20,0
5581,32513,0,0
5582,32512,5,0
5583,32511,10,0
5584,32510,15,0
5585,32509,20,0
5586,32953,5,0
5587,32952,10,1
5588,32951,15,0
5589,32950,20,1
5590,32949,25,0
5591,32948,30,1
5592,32947,35,0
5593,32946,40,1
5594,32945,0,0
5595,32944,5,0
5596,32943,10,0
5597,32942,15,0
5598,32941,20,0
5599,32940,25,0
5600,32939,30,0
5601,32938,0,0
5602,32937,5,0
5603,32936,10,0
5604,32935,15,0
5605,32934,20,0
5606,32933,25,0
5607,32932,30,0
5608,32931,0,0
5609,32930,5,0
5610,32929,10,0
5611,32928,15,0
5612,32927,20,0
5613,32926,0,0
5614,32925,5,0
5615,32924,10,0
5616,32923,15,0
5617,32922,20,0
5618,33612,0,0
5619,33611,5,0
5620,33610,10,1
5621,33609,15,0
5622,33608,20,1
5623,33607,25,0
5624,33606,30,1
5625,33605,0,0
5626,33604,5,0
5627,33603,10,1
5628,33602,15,0
5629,33601,20,1
5630,33600,25,0
5631,33599,30,0
5632,33598,0,0
5633,33597,5,0
5634,33596,10,0
5635,33595,15,0
5636,33594,20,0
5637,33593,0,0
5638,33592,5,0
5639,33591,10,0
5640,33590,15,0
5641,33589,20,0
5642,33588,0,1
5643,33587,5,0
5644,33586,10,1
5645,33585,15,0
5646,33584,20,1
5647,33583,25,0
5648,33582,30,1
5649,33581,35,0
5650,33580,40,0
5651,33579,0,0
5652,33578,5,0
5653,33577,10,0
5654,33576,15,0
5655,33575,20,0
5656,33574,25,0
5657,33573,30,0
5658,33572,0,0
5659,33571,5,0
5660,33570,10,0
5661,33569,15,0
5662,33568,20,0
5663,33567,25,0
5664,33566,30,0
5665,33565,0,0
5666,33564,5,0
5667,33563,10,0
5668,33562,15,0
5669,33561,20,0
5670,33560,25,0
5671,33559,30,0
5672,33558,0,0
5673,33557,5,0
5674,33556,10,0
5675,33555,15,0
5676,33554,20,0
5677,33553,25,0
5678,33552,30,0
5679,33551,0,0
5680,33550,5,1
5681,33549,10,1
5682,33548,15,1
5683,33547,20,1
5684,33546,0,0
5685,33545,5,0
5686,33544,10,0
5687,33543,0,0
5688,33542,5,0
5689,33541,10,0
5690,33540,0,0
5691,33539,5,0
5692,33538,10,0
5693,33537,0,0
5694,33536,5,0
5695,33535,10,0
5696,33675,5,0
5697,33674,10,1
5698,33673,15,0
5699,33672,20,1
5700,33671,25,0
5701,33670,30,0
5702,33669,0,0
5703,33668,5,0
5704,33667,10,1
5705,33666,15,0
5706,33665,20,1
5707,33664,25,0
5708,33663,30,0
5709,33662,0,0
5710,33661,5,0
5711,33660,10,0
5712,33659,15,0
5713,33658,20,0
5714,33657,0,0
5715,33656,5,0
5716,33655,10,0
5717,33654,15,0
5718,33653,20,0
5719,33652,25,0
5720,33651,30,0
5721,33650,0,0
5722,33649,5,0
5723,33648,10,1
5724,33647,15,0
5725,33646,20,1
5726,33645,25,0
5727,33644,30,1
5728,33643,0,0
5729,33642,5,0
5730,33641,10,0
5731,33640,15,0
5732,33639,20,0
5733,33638,25,0
5734,33637,30,0
5735,33636,0,0
5736,33635,5,0
5737,33634,10,0
5738,33633,15,0
5739,33632,20,0
5740,33631,0,0
5741,33630,5,0
5742,33629,10,0
5743,33628,15,0
5744,33627,20,0
5745,33764,0,0
5746,33763,5,0
5747,33762,10,1
5748,33761,15,0
5749,33760,20,1
5750,33759,25,0
5751,33758,30,1
5752,33757,0,0
5753,33756,5,0
5754,33755,10,1
5755,33754,15,0
5756,33753,20,1
5757,33752,25,0
5758,33751,30,0
5759,33750,0,0
5760,33749,5,0
5761,33748,10,0
5762,33747,15,0
5763,33746,20,0
5764,33745,0,0
5765,33744,5,0
5766,33743,10,0
5767,33742,15,0
5768,33741,20,0
5769,33740,0,1
5770,33739,5,0
5771,33738,10,1
5772,33737,15,0
5773,33736,20,1
5774,33735,25,0
5775,33734,30,1
5776,33733,35,0
5777,33732,40,0
5778,33731,0,0
5779,33730,5,0
5780,33729,10,0
5781,33728,15,0
5782,33727,20,0
5783,33726,25,0
5784,33725,30,0
5785,33724,0,0
5786,33723,5,0
5787,33722,10,0
5788,33721,15,0
5789,33720,20,0
5790,33719,25,0
5791,33718,30,0
5792,33717,0,0
5793,33716,5,0
5794,33715,10,0
5795,33714,15,0
5796,33713,20,0
5797,33712,25,0
5798,33711,30,0
5799,33710,0,0
5800,33709,5,0
5801,33708,10,0
5802,33707,15,0
5803,33706,20,0
5804,33705,25,0
5805,33704,30,0
5806,33703,0,1
5807,33702,5,1
5808,33701,10,1
5809,33700,15,1
5810,33699,20,1
5811,33698,0,0
5812,33697,5,0
5813,33696,10,0
5814,33695,0,0
5815,33694,5,0
5816,33693,10,0
5817,33692,0,0
5818,33691,5,0
5819,33690,10,0
5820,33689,0,0
5821,33688,5,0
5822,33687,10,0
5823,33686,0,0
5824,33685,5,0
5825,33684,10,0
5826,33860,0,0
5827,33859,5,0
5828,33858,10,1
5829,33857,15,0
5830,33856,20,1
5831,33855,25,0
5832,33854,30,1
5833,33853,0,0
5834,33852,5,0
5835,33851,10,1
5836,33850,15,0
5837,33849,20,1
5838,33848,25,0
5839,33847,30,0
5840,33846,0,0
5841,33845,5,0
5842,33844,10,0
5843,33843,15,0
5844,33842,20,0
5845,33841,0,0
5846,33840,5,0
5847,33839,10,0
5848,33838,15,0
5849,33837,20,0
5850,33836,0,1
5851,33835,5,0
5852,33834,10,1
5853,33833,15,0
5854,33832,20,1
5855,33831,25,0
5856,33830,30,1
5857,33829,35,0
5858,33828,40,0
5859,33827,0,0
5860,33826,5,0
5861,33825,10,0
5862,33824,15,0
5863,33823,20,0
5864,33822,25,0
5865,33821,30,0
5866,33820,0,0
5867,33819,5,0
5868,33818,10,0
5869,33817,15,0
5870,33816,20,0
5871,33815,25,0
5872,33814,30,0
5873,33813,0,0
5874,33812,5,0
5875,33811,10,0
5876,33810,15,0
5877,33809,20,0
5878,33808,25,0
5879,33807,30,0
5880,33806,0,0
5881,33805,5,0
5882,33804,10,0
5883,33803,15,0
5884,33802,20,0
5885,33801,25,0
5886,33800,30,0
5887,33799,0,1
5888,33798,5,1
5889,33797,10,1
5890,33796,15,1
5891,33795,20,1
5892,33794,0,0
5893,33793,5,0
5894,33792,10,0
5895,33791,0,0
5896,33790,5,0
5897,33789,10,0
5898,33788,0,0
5899,33787,5,0
5900,33786,10,0
5901,33785,0,0
5902,33784,5,0
5903,33783,10,0
5904,33782,0,0
5905,33781,5,0
5906,33780,10,0
5907,33956,0,0
5908,33955,5,0
5909,33954,10,1
5910,33953,15,0
5911,33952,20,1
5912,33951,25,0
5913,33950,30,1
5914,33949,0,0
5915,33948,5,0
5916,33947,10,1
5917,33946,15,0
5918,33945,20,1
5919,33944,25,0
5920,33943,30,0
5921,33942,0,0
5922,33941,5,0
5923,33940,10,0
5924,33939,15,0
5925,33938,20,0
5926,33937,0,0
5927,33936,5,0
5928,33935,10,0
5929,33934,15,0
5930,33933,20,0
5931,33932,0,1
5932,33931,5,0
5933,33930,10,1
5934,33929,15,0
5935,33928,20,1
5936,33927,25,0
5937,33926,30,1
5938,33925,35,0
5939,33924,40,0
5940,33923,0,0
5941,33922,5,0
5942,33921,10,0
5943,33920,15,0
5944,33919,20,0
5945,33918,25,0
5946,33917,30,0
5947,33916,0,0
5948,33915,5,0
5949,33914,10,0
5950,33913,15,0
5951,33912,20,0
5952,33911,25,0
5953,33910,30,0
5954,33909,0,0
5955,33908,5,0
5956,33907,10,0
5957,33906,15,0
5958,33905,20,0
5959,33904,25,0
5960,33903,30,0
5961,33902,0,0
5962,33901,5,0
5963,33900,10,0
5964,33899,15,0
5965,33898,20,0
5966,33897,25,0
5967,33896,30,0
5968,33895,0,1
5969,33894,5,1
5970,33893,10,1
5971,33892,15,1
5972,33891,20,1
5973,33890,0,0
5974,33889,5,0
5975,33888,10,0
5976,33887,0,0
5977,33886,5,0
5978,33885,10,0
5979,33884,0,0
5980,33883,5,0
5981,33882,10,0
5982,33881,0,0
5983,33880,5,0
5984,33879,10,0
5985,33878,0,0
5986,33877,5,0
5987,33876,10,0
5988,34686,0,0
5989,34685,5,0
5990,34684,10,1
5991,34683,15,0
5992,34682,20,0
5993,34681,25,1
5994,34680,30,0
5995,34679,35,0
5996,34678,40,0
5997,34677,0,0
5998,34676,5,0
5999,34675,10,0
6000,34674,15,0
6001,34673,20,0
6002,34672,25,0
6003,34671,30,0
6004,34670,35,0
6005,34669,40,0
6006,34668,0,0
6007,34667,5,0
6008,34666,10,0
6009,34665,15,0
6010,34664,20,0
6011,34663,25,0
6012,34662,30,0
6013,34661,35,0
6014,34660,40,0
6015,34725,0,0
6016,34724,5,0
6017,34723,10,1
6018,34722,15,0
6019,34721,20,0
6020,34720,25,1
6021,34719,30,0
6022,34718,35,1
6023,34717,40,0
6024,34716,0,0
6025,34715,5,0
6026,34714,10,0
6027,34713,15,0
6028,34712,20,0
6029,34711,25,0
6030,34710,30,0
6031,34709,35,0
6032,34708,40,0
6033,34707,0,0
6034,34706,5,0
6035,34705,10,0
6036,34704,15,0
6037,34703,20,0
6038,34702,25,0
6039,34701,30,0
6040,34700,35,0
6041,34699,40,0
6042,34698,0,0
6043,34697,5,0
6044,34696,10,0
6045,34695,15,0
6046,34694,20,0
6047,34693,25,0
6048,34692,30,0
6049,34691,35,0
6050,34690,40,0
6051,34756,0,0
6052,34755,5,0
6053,34754,10,1
6054,34753,15,0
6055,34752,20,0
6056,34751,25,1
6057,34750,30,0
6058,34749,35,0
6059,34748,40,0
6060,34747,0,0
6061,34746,5,0
6062,34745,10,0
6063,34744,15,0
6064,34743,20,0
6065,34742,25,0
6066,34741,30,0
6067,34740,35,0
6068,34739,40,0
6069,34738,0,0
6070,34737,5,0
6071,34736,10,0
6072,34735,15,0
6073,34734,20,0
6074,34733,25,0
6075,34732,30,0
6076,34731,35,0
6077,34730,40,0
6078,34792,0,0
6079,34791,5,0
6080,34790,10,1
6081,34789,15,0
6082,34788,20,1
6083,34787,25,0
6084,34786,30,1
6085,34785,35,0
6086,34784,40,1
6087,34783,0,0
6088,34782,5,0
6089,34781,10,0
6090,34780,15,0
6091,34779,20,0
6092,34778,25,0
6093,34777,30,0
6094,34776,0,0
6095,34775,5,0
6096,34774,10,0
6097,34773,15,0
6098,34772,20,0
6099,34771,25,0
6100,34770,30,0
6101,34769,0,0
6102,34768,5,0
6103,34767,10,0
6104,34766,15,0
6105,34765,20,0
6106,34764,0,0
6107,34763,5,0
6108,34762,10,0
6109,34761,15,0
6110,34760,20,0
6111,34830,0,0
6112,34829,5,0
6113,34828,10,1
6114,34827,15,0
6115,34826,20,1
6116,34825,25,0
6117,34824,30,1
6118,34823,35,0
6119,34822,40,1
6120,34821,0,0
6121,34820,5,0
6122,34819,10,0
6123,34818,15,0
6124,34817,20,0
6125,34816,25,0
6126,34815,30,0
6127,34814,0,0
6128,34813,5,0
6129,34812,10,0
6130,34811,15,0
6131,34810,20,0
6132,34809,25,0
6133,34808,30,0
6134,34807,0,0
6135,34806,5,0
6136,34805,10,0
6137,34804,15,0
6138,34803,20,0
6139,34802,0,0
6140,34801,5,0
6141,34800,10,0
6142,34799,15,0
6143,34798,20,0
6144,34885,0,0
6145,34884,5,0
6146,34883,10,1
6147,34882,15,0
6148,34881,20,1
6149,34880,25,0
6150,34879,30,0
6151,34878,0,0
6152,34877,5,0
6153,34876,10,1
6154,34875,15,0
6155,34874,20,1
6156,34873,25,0
6157,34872,30,0
6158,34871,0,0
6159,34870,5,0
6160,34869,10,0
6161,34868,15,0
6162,34867,20,0
6163,34866,0,0
6164,34865,5,0
6165,34864,10,0
6166,34863,15,0
6167,34862,20,0
6168,34861,25,0
6169,34860,30,0
6170,34859,0,0
6171,34858,5,0
6172,34857,10,1
6173,34856,15,0
6174,34855,20,1
6175,34854,25,0
6176,34853,30,1
6177,34852,0,0
6178,34851,5,0
6179,34850,10,0
6180,34849,15,0
6181,34848,20,0
6182,34847,25,0
6183,34846,30,0
6184,34845,0,0
6185,34844,5,0
6186,34843,10,0
6187,34842,15,0
6188,34841,20,0
6189,34840,0,0
6190,34839,5,0
6191,34838,10,0
6192,34837,15,0
6193,34836,20,0
6254,39017,0,0
6255,39016,5,1
6256,39015,10,0
6257,39014,15,1
6258,39013,20,0
6259,39012,25,0
6260,39011,30,1
6261,39010,35,0
6262,39009,40,0
6263,39008,0,0
6264,39007,5,0
6265,39006,10,0
6266,39005,15,0
6267,39004,20,0
6268,39003,25,0
6269,39002,30,0
6270,39001,0,0
6271,39000,5,0
6272,38999,10,0
6273,38998,15,0
6274,38997,20,0
6275,38996,25,0
6276,38995,30,0
6277,38994,0,0
6278,38993,5,0
6279,38992,10,0
6280,38991,15,0
6281,38990,20,0
6282,38989,25,0
6283,38988,30,0
6284,39052,0,0
6285,39051,5,1
6286,39050,10,0
6287,39049,15,1
6288,39048,20,0
6289,39047,25,0
6290,39046,30,1
6291,39045,35,0
6292,39044,40,0
6293,39043,0,0
6294,39042,5,0
6295,39041,10,0
6296,39040,15,0
6297,39039,20,0
6298,39038,25,0
6299,39037,30,0
6300,39036,35,0
6301,39035,0,0
6302,39034,5,0
6303,39033,10,0
6304,39032,15,0
6305,39031,20,0
6306,39030,25,0
6307,39029,30,0
6308,39028,0,0
6309,39027,5,0
6310,39026,10,0
6311,39025,15,0
6312,39024,20,0
6313,39023,25,0
6314,39022,30,0
6315,39080,0,0
6316,39079,5,0
6317,39078,10,1
6318,39077,15,0
6319,39076,20,0
6320,39075,25,1
6321,39074,30,0
6322,39073,35,0
6323,39072,40,0
6324,39071,0,0
6325,39070,5,0
6326,39069,10,0
6327,39068,15,0
6328,39067,20,0
6329,39066,25,0
6330,39065,30,0
6331,39064,35,0
6332,39063,0,0
6333,39062,5,0
6334,39061,10,0
6335,39060,15,0
6336,39059,20,0
6337,39058,25,0
6338,39057,30,0
6339,39117,0,0
6340,39116,5,0
6341,39115,10,1
6342,39114,15,0
6343,39113,20,0
6344,39112,25,1
6345,39111,30,0
6346,39110,35,0
6347,39109,40,0
6348,39108,0,0
6349,39107,5,0
6350,39106,10,0
6351,39105,15,0
6352,39104,20,0
6353,39103,25,0
6354,39102,30,0
6355,39101,0,0
6356,39100,5,0
6357,39099,10,0
6358,39098,15,0
6359,39097,20,0
6360,39096,25,0
6361,39095,30,0
6362,39094,35,0
6363,39093,40,0
6364,39092,0,0
6365,39091,5,0
6366,39090,10,0
6367,39089,15,0
6368,39088,20,0
6369,39087,25,0
6370,39086,30,0
6371,39085,35,0
6372,39084,40,0
6373,39493,0,0
6374,39492,5,1
6375,39491,10,0
6376,39490,15,1
6377,39489,20,0
6378,39488,25,0
6379,39487,30,1
6380,39486,35,0
6381,39485,40,0
6382,39484,0,0
6383,39483,5,0
6384,39482,10,0
6385,39481,15,0
6386,39480,20,0
6387,39479,25,0
6388,39478,30,0
6389,39477,0,0
6390,39476,5,0
6391,39475,10,0
6392,39474,15,0
6393,39473,20,0
6394,39472,25,0
6395,39471,30,0
6396,39470,0,0
6397,39469,5,0
6398,39468,10,0
6399,39467,15,0
6400,39466,20,0
6401,39465,25,0
6402,39464,30,0
6403,39870,0,0
6404,39869,5,1
6405,39868,10,0
6406,39867,15,1
6407,39866,20,0
6408,39865,25,0
6409,39864,30,1
6410,39863,35,0
6411,39862,40,0
6412,39861,0,0
6413,39860,5,0
6414,39859,10,0
6415,39858,15,0
6416,39857,20,0
6417,39856,25,0
6418,39855,30,0
6419,39854,35,0
6420,39853,0,0
6421,39852,5,0
6422,39851,10,0
6423,39850,15,0
6424,39849,20,0
6425,39848,25,0
6426,39847,30,0
6427,39846,0,0
6428,39845,5,0
6429,39844,10,0
6430,39843,15,0
6431,39842,20,0
6432,39841,25,0
6433,39840,30,0
6434,39898,0,0
6435,39897,5,0
6436,39896,10,1
6437,39895,15,0
6438,39894,20,0
6439,39893,25,1
6440,39892,30,0
6441,39891,35,0
6442,39890,40,0
6443,39889,0,0
6444,39888,5,0
6445,39887,10,0
6446,39886,15,0
6447,39885,20,0
6448,39884,25,0
6449,39883,30,0
6450,39882,35,0
6451,39881,0,0
6452,39880,5,0
6453,39879,10,0
6454,39878,15,0
6455,39877,20,0
6456,39876,25,0
6457,39875,30,0
6458,39934,5,1
6459,39933,10,0
6460,39932,15,1
6461,39931,20,0
6462,39930,25,0
6463,39929,30,1
6464,39928,35,0
6465,39927,40,0
6466,39926,0,0
6467,39925,5,0
6468,39924,10,0
6469,39923,15,0
6470,39922,20,0
6471,39921,25,0
6472,39920,30,0
6473,39919,0,0
6474,39918,5,0
6475,39917,10,0
6476,39916,15,0
6477,39915,20,0
6478,39914,25,0
6479,39913,30,0
6480,39912,35,0
6481,39911,40,0
6482,39910,0,0
6483,39909,5,0
6484,39908,10,0
6485,39907,15,0
6486,39906,20,0
6487,39905,25,0
6488,39904,30,0
6489,39903,35,0
6490,39902,40,0
6491,39969,5,0
6492,39968,10,1
6493,39967,15,0
6494,39966,20,1
6495,39965,25,0
6496,39964,30,0
6497,39963,0,0
6498,39962,5,0
6499,39961,10,0
6500,39960,15,0
6501,39959,20,0
6502,39958,25,0
6503,39957,30,0
6504,39956,35,0
6505,39955,40,0
6506,39954,45,0
6507,39953,50,0
6508,39952,0,0
6509,39951,5,0
6510,39950,10,0
6511,39949,15,0
6512,39948,20,0
6513,39947,25,0
6514,39946,30,0
6515,39945,0,0
6516,39944,5,0
6517,39943,10,0
6518,39942,15,0
6519,39941,20,0
6520,39940,25,0
6521,39939,30,0
6522,40004,5,0
6523,40003,10,1
6524,40002,15,0
6525,40001,20,1
6526,40000,25,0
6527,39999,30,0
6528,39998,0,0
6529,39997,5,0
6530,39996,10,0
6531,39995,15,0
6532,39994,20,0
6533,39993,25,0
6534,39992,30,0
