ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF[0],EpicF[1],EpicF[2],EpicF[3],EpicF[4],SuperiorF[0],SuperiorF[1],SuperiorF[2],SuperiorF[3],SuperiorF[4],GoodF[0],GoodF[1],GoodF[2],GoodF[3],GoodF[4],Epic[0],Epic[1],Epic[2],Epic[3],Epic[4],Superior[0],Superior[1],Superior[2],Superior[3],Superior[4],Good[0],Good[1],Good[2],Good[3],Good[4]
364,174.90073,519.2413,174,519,559.11194,419.33395,314.50046,279.55597,279.55597,559.11194,419.33395,314.50046,279.55597,279.55597,559.11194,419.33395,314.50046,279.55597,279.55597,559,419,314,279,279,559,419,314,279,279,559,419,314,279,279
365,176.99207,529.008,176,529,564.34576,423.25934,317.44452,282.17288,282.17288,564.34576,423.25934,317.44452,282.17288,282.17288,564.34576,423.25934,317.44452,282.17288,282.17288,564,423,317,282,282,564,423,317,282,282,564,423,317,282,282
366,179.11154,538.95844,179,538,569.6286,427.22147,320.4161,284.8143,284.8143,569.6286,427.22147,320.4161,284.8143,284.8143,569.6286,427.22147,320.4161,284.8143,284.8143,569,427,320,284,284,569,427,320,284,284,569,427,320,284,284
367,181.25955,549.09607,181,549,574.96094,431.2207,323.41553,287.48047,287.48047,574.96094,431.2207,323.41553,287.48047,287.48047,574.96094,431.2207,323.41553,287.48047,287.48047,574,431,323,287,287,574,431,323,287,287,574,431,323,287,287
368,183.43654,559.4244,183,559,580.34314,435.25735,326.44302,290.17157,290.17157,580.34314,435.25735,326.44302,290.17157,290.17157,580.34314,435.25735,326.44302,290.17157,290.17157,580,435,326,290,290,580,435,326,290,290,580,435,326,290,290
369,185.64294,569.94696,185,569,585.77576,439.3318,329.49884,292.88788,292.88788,585.77576,439.3318,329.49884,292.88788,292.88788,585.77576,439.3318,329.49884,292.88788,292.88788,585,439,329,292,292,585,439,329,292,292,585,439,329,292,292
370,187.8792,580.6674,187,580,591.25916,443.4444,332.58328,295.62958,295.62958,591.25916,443.4444,332.58328,295.62958,295.62958,591.25916,443.4444,332.58328,295.62958,295.62958,591,443,332,295,295,591,443,332,295,295,591,443,332,295,295
371,190.14577,591.5896,190,591,596.79395,447.59546,335.6966,298.39697,298.39697,596.79395,447.59546,335.6966,298.39697,298.39697,596.79395,447.59546,335.6966,298.39697,298.39697,596,447,335,298,298,596,447,335,298,298,596,447,335,298,298
372,192.4431,602.71716,192,602,602.38055,451.78543,338.83905,301.19028,301.19028,602.38055,451.78543,338.83905,301.19028,301.19028,602.38055,451.78543,338.83905,301.19028,301.19028,602,451,338,301,301,602,451,338,301,301,602,451,338,301,301
373,194.77167,614.0541,194,614,608.0195,456.0146,342.01093,304.00974,304.00974,608.0195,456.0146,342.01093,304.00974,304.00974,608.0195,456.0146,342.01093,304.00974,304.00974,608,456,342,304,304,608,456,342,304,304,608,456,342,304,304
374,197.13194,625.6042,197,625,613.7111,460.28333,345.2125,306.85556,306.85556,613.7111,460.28333,345.2125,306.85556,306.85556,613.7111,460.28333,345.2125,306.85556,306.85556,613,460,345,306,306,613,460,345,306,306,613,460,345,306,306
375,199.52443,637.3716,199,637,619.45605,464.59204,348.44403,309.72803,309.72803,619.45605,464.59204,348.44403,309.72803,309.72803,619.45605,464.59204,348.44403,309.72803,309.72803,619,464,348,309,309,619,464,348,309,309,619,464,348,309,309
376,201.9496,649.3603,201,649,625.2548,468.9411,351.70584,312.6274,312.6274,625.2548,468.9411,351.70584,312.6274,312.6274,625.2548,468.9411,351.70584,312.6274,312.6274,625,468,351,312,312,625,468,351,312,312,625,468,351,312,312
377,204.40794,661.5745,204,661,631.1078,473.33087,354.99814,315.5539,315.5539,631.1078,473.33087,354.99814,315.5539,315.5539,631.1078,473.33087,354.99814,315.5539,315.5539,631,473,354,315,315,631,473,354,315,315,631,473,354,315,315
378,206.9,674.01855,206,674,637.0156,477.76172,358.3213,318.5078,318.5078,637.0156,477.76172,358.3213,318.5078,318.5078,637.0156,477.76172,358.3213,318.5078,318.5078,637,477,358,318,318,637,477,358,318,318,637,477,358,318,318
379,209.42625,686.6966,209,686,642.9787,482.23404,361.67554,321.48935,321.48935,642.9787,482.23404,361.67554,321.48935,321.48935,642.9787,482.23404,361.67554,321.48935,321.48935,642,482,361,321,321,642,482,361,321,321,642,482,361,321,321
380,211.98724,699.6131,211,699,648.9977,486.74823,365.0612,324.49884,324.49884,648.9977,486.74823,365.0612,324.49884,324.49884,648.9977,486.74823,365.0612,324.49884,324.49884,648,486,365,324,324,648,486,365,324,324,648,486,365,324,324
381,214.58351,712.7726,214,712,655.07294,491.3047,368.47852,327.53647,327.53647,655.07294,491.3047,368.47852,327.53647,327.53647,655.07294,491.3047,368.47852,327.53647,327.53647,655,491,368,327,327,655,491,368,327,327,655,491,368,327,327
382,217.21559,726.17957,217,726,661.2051,495.9038,371.92786,330.60254,330.60254,661.2051,495.9038,371.92786,330.60254,330.60254,661.2051,495.9038,371.92786,330.60254,330.60254,661,495,371,330,330,661,495,371,330,330,661,495,371,330,330
383,219.88403,739.83875,219,739,667.3946,500.54596,375.40945,333.6973,333.6973,667.3946,500.54596,375.40945,333.6973,333.6973,667.3946,500.54596,375.40945,333.6973,333.6973,667,500,375,333,333,667,500,375,333,333,667,500,375,333,333
384,222.5894,753.7548,222,753,673.6421,505.23157,378.92368,336.82104,336.82104,673.6421,505.23157,378.92368,336.82104,336.82104,673.6421,505.23157,378.92368,336.82104,336.82104,673,505,378,336,336,673,505,378,336,336,673,505,378,336,336
385,225.33226,767.9327,225,767,679.94806,509.96106,382.4708,339.97403,339.97403,679.94806,509.96106,382.4708,339.97403,339.97403,679.94806,509.96106,382.4708,339.97403,339.97403,679,509,382,339,339,679,509,382,339,339,679,509,382,339,339
386,228.11319,782.3772,228,782,686.31305,514.7348,386.0511,343.15652,343.15652,686.31305,514.7348,386.0511,343.15652,343.15652,686.31305,514.7348,386.0511,343.15652,343.15652,686,514,386,343,343,686,514,386,343,343,686,514,386,343,343
387,230.9328,797.09344,230,797,692.7376,519.5532,389.66492,346.3688,346.3688,692.7376,519.5532,389.66492,346.3688,346.3688,692.7376,519.5532,389.66492,346.3688,346.3688,692,519,389,346,346,692,519,389,346,346,692,519,389,346,346
388,233.79166,812.0865,233,812,699.22235,524.41675,393.3126,349.61118,349.61118,699.22235,524.41675,393.3126,349.61118,349.61118,699.22235,524.41675,393.3126,349.61118,349.61118,699,524,393,349,349,699,524,393,349,349,699,524,393,349,349
389,236.6904,827.3616,236,827,705.76776,529.32587,396.9944,352.88388,352.88388,705.76776,529.32587,396.9944,352.88388,352.88388,705.76776,529.32587,396.9944,352.88388,352.88388,705,529,396,352,352,705,529,396,352,352,705,529,396,352,352
390,239.62964,842.92395,239,842,712.37445,534.2809,400.71063,356.18723,356.18723,712.37445,534.2809,400.71063,356.18723,356.18723,712.37445,534.2809,400.71063,356.18723,356.18723,712,534,400,356,356,712,534,400,356,356,712,534,400,356,356
391,242.61,858.779,242,858,719.043,539.2823,404.4617,359.5215,359.5215,719.043,539.2823,404.4617,359.5215,359.5215,719.043,539.2823,404.4617,359.5215,359.5215,719,539,404,359,359,719,539,404,359,359,719,539,404,359,359
392,245.63213,874.9323,245,874,725.774,544.3305,408.24786,362.887,362.887,725.774,544.3305,408.24786,362.887,362.887,725.774,544.3305,408.24786,362.887,362.887,725,544,408,362,362,725,544,408,362,362,725,544,408,362,362
393,248.69666,891.3895,248,891,732.56793,549.42596,412.0695,366.28397,366.28397,732.56793,549.42596,412.0695,366.28397,366.28397,732.56793,549.42596,412.0695,366.28397,366.28397,732,549,412,366,366,732,549,412,366,366,732,549,412,366,366
394,251.80428,908.1562,251,908,739.42554,554.56915,415.92685,369.71277,369.71277,739.42554,554.56915,415.92685,369.71277,369.71277,739.42554,554.56915,415.92685,369.71277,369.71277,739,554,415,369,369,739,554,415,369,369,739,554,415,369,369
395,254.95566,925.2383,254,925,746.3473,559.7605,419.82034,373.17365,373.17365,746.3473,559.7605,419.82034,373.17365,373.17365,746.3473,559.7605,419.82034,373.17365,373.17365,746,559,419,373,373,746,559,419,373,373,746,559,419,373,373
396,258.15146,942.6417,258,942,753.33386,565.0004,423.7503,376.66693,376.66693,753.33386,565.0004,423.7503,376.66693,376.66693,753.33386,565.0004,423.7503,376.66693,376.66693,753,565,423,376,376,753,565,423,376,376,753,565,423,376,376
397,261.39243,960.37244,261,960,760.3858,570.28937,427.71704,380.1929,380.1929,760.3858,570.28937,427.71704,380.1929,380.1929,760.3858,570.28937,427.71704,380.1929,380.1929,760,570,427,380,380,760,570,427,380,380,760,570,427,380,380
398,264.67923,978.4367,264,978,767.5038,575.62787,431.7209,383.7519,383.7519,767.5038,575.62787,431.7209,383.7519,383.7519,767.5038,575.62787,431.7209,383.7519,383.7519,767,575,431,383,383,767,575,431,383,383,767,575,431,383,383
399,268.01257,996.84076,268,996,774.6884,581.0163,435.76224,387.3442,387.3442,774.6884,581.0163,435.76224,387.3442,387.3442,774.6884,581.0163,435.76224,387.3442,387.3442,774,581,435,387,387,774,581,435,387,387,774,581,435,387,387
400,271.39325,1015.591,271,1015,781.94025,586.4552,439.8414,390.97012,390.97012,781.94025,586.4552,439.8414,390.97012,390.97012,781.94025,586.4552,439.8414,390.97012,390.97012,781,586,439,390,390,781,586,439,390,390,781,586,439,390,390
401,274.82193,1034.6938,274,1034,789.26,591.945,443.95877,394.63,394.63,789.26,591.945,443.95877,394.63,394.63,789.26,591.945,443.95877,394.63,394.63,789,591,443,394,394,789,591,443,394,394,789,591,443,394,394
402,278.29944,1054.1561,278,1054,796.6483,597.4862,448.11465,398.32416,398.32416,796.6483,597.4862,448.11465,398.32416,398.32416,796.6483,597.4862,448.11465,398.32416,398.32416,796,597,448,398,398,796,597,448,398,398,796,597,448,398,398
403,281.82654,1073.9844,281,1073,804.1057,603.0793,452.30948,402.05286,402.05286,804.1057,603.0793,452.30948,402.05286,402.05286,804.1057,603.0793,452.30948,402.05286,402.05286,804,603,452,402,402,804,603,452,402,402,804,603,452,402,402
404,285.40396,1094.1857,285,1094,811.63293,608.72473,456.54355,405.81647,405.81647,811.63293,608.72473,456.54355,405.81647,405.81647,811.63293,608.72473,456.54355,405.81647,405.81647,811,608,456,405,405,811,608,456,405,405,811,608,456,405,405
405,289.03256,1114.7668,289,1114,819.23065,614.423,460.81723,409.61533,409.61533,819.23065,614.423,460.81723,409.61533,409.61533,819.23065,614.423,460.81723,409.61533,409.61533,819,614,460,409,409,819,614,460,409,409,819,614,460,409,409
406,292.71313,1135.7352,292,1135,826.8995,620.1746,465.13095,413.44974,413.44974,826.8995,620.1746,465.13095,413.44974,413.44974,826.8995,620.1746,465.13095,413.44974,413.44974,826,620,465,413,413,826,620,465,413,413,826,620,465,413,413
407,296.44647,1157.098,296,1157,834.6401,625.98004,469.48505,417.32004,417.32004,834.6401,625.98004,469.48505,417.32004,417.32004,834.6401,625.98004,469.48505,417.32004,417.32004,834,625,469,417,417,834,625,469,417,417,834,625,469,417,417
408,300.23346,1178.8627,300,1178,842.4532,631.83984,473.8799,421.2266,421.2266,842.4532,631.83984,473.8799,421.2266,421.2266,842.4532,631.83984,473.8799,421.2266,421.2266,842,631,473,421,421,842,631,473,421,421,842,631,473,421,421
409,304.07492,1201.0366,304,1201,850.33936,637.7545,478.3159,425.16968,425.16968,850.33936,637.7545,478.3159,425.16968,425.16968,850.33936,637.7545,478.3159,425.16968,425.16968,850,637,478,425,425,850,637,478,425,425,850,637,478,425,425
410,307.97174,1223.6277,307,1223,858.2994,643.72455,482.7934,429.1497,429.1497,858.2994,643.72455,482.7934,429.1497,429.1497,858.2994,643.72455,482.7934,429.1497,429.1497,858,643,482,429,429,858,643,482,429,429,858,643,482,429,429
411,311.9248,1246.6437,311,1246,866.3339,649.7504,487.31284,433.16696,433.16696,866.3339,649.7504,487.31284,433.16696,433.16696,866.3339,649.7504,487.31284,433.16696,433.16696,866,649,487,433,433,866,649,487,433,433,866,649,487,433,433
412,315.935,1270.0925,315,1270,874.4437,655.83276,491.87457,437.22186,437.22186,874.4437,655.83276,491.87457,437.22186,437.22186,874.4437,655.83276,491.87457,437.22186,437.22186,874,655,491,437,437,874,655,491,437,437,874,655,491,437,437
413,320.00323,1293.9825,320,1293,882.6294,661.97205,496.47903,441.3147,441.3147,882.6294,661.97205,496.47903,441.3147,441.3147,882.6294,661.97205,496.47903,441.3147,441.3147,882,661,496,441,441,882,661,496,441,441,882,661,496,441,441
414,324.13043,1318.3219,324,1318,890.89166,668.16876,501.12656,445.44583,445.44583,890.89166,668.16876,501.12656,445.44583,445.44583,890.89166,668.16876,501.12656,445.44583,445.44583,890,668,501,445,445,890,668,501,445,445,890,668,501,445,445
415,328.31757,1343.119,328,1343,899.2313,674.42346,505.81763,449.61566,449.61566,899.2313,674.42346,505.81763,449.61566,449.61566,899.2313,674.42346,505.81763,449.61566,449.61566,899,674,505,449,449,899,674,505,449,449,899,674,505,449,449
416,332.56558,1368.3827,332,1368,907.64905,680.73676,510.55258,453.82452,453.82452,907.64905,680.73676,510.55258,453.82452,453.82452,907.64905,680.73676,510.55258,453.82452,453.82452,907,680,510,453,453,907,680,510,453,453,907,680,510,453,453
417,336.87546,1394.1215,336,1394,916.1455,687.10913,515.33185,458.07275,458.07275,916.1455,687.10913,515.33185,458.07275,458.07275,916.1455,687.10913,515.33185,458.07275,458.07275,916,687,515,458,458,916,687,515,458,458,916,687,515,458,458
418,341.2482,1420.3444,341,1420,924.72156,693.5412,520.1559,462.36078,462.36078,924.72156,693.5412,520.1559,462.36078,462.36078,924.72156,693.5412,520.1559,462.36078,462.36078,924,693,520,462,462,924,693,520,462,462,924,693,520,462,462
419,345.68478,1447.0605,345,1447,933.37787,700.03345,525.0251,466.68893,466.68893,933.37787,700.03345,525.0251,466.68893,466.68893,933.37787,700.03345,525.0251,466.68893,466.68893,933,700,525,466,466,933,700,525,466,466,933,700,525,466,466
420,350.18628,1474.2792,350,1474,942.11523,706.5864,529.9398,471.05762,471.05762,942.11523,706.5864,529.9398,471.05762,471.05762,942.11523,706.5864,529.9398,471.05762,471.05762,942,706,529,471,471,942,706,529,471,471,942,706,529,471,471
421,354.75372,1502.0099,354,1502,950.9344,713.2008,534.9006,475.4672,475.4672,950.9344,713.2008,534.9006,475.4672,475.4672,950.9344,713.2008,534.9006,475.4672,475.4672,950,713,534,475,475,950,713,534,475,475,950,713,534,475,475
422,359.38818,1530.2621,359,1530,959.8361,719.8771,539.9078,479.91806,479.91806,959.8361,719.8771,539.9078,479.91806,479.91806,959.8361,719.8771,539.9078,479.91806,479.91806,959,719,539,479,479,959,719,539,479,479,959,719,539,479,479
423,364.0907,1559.0458,364,1559,968.8211,726.61584,544.9619,484.41055,484.41055,968.8211,726.61584,544.9619,484.41055,484.41055,968.8211,726.61584,544.9619,484.41055,484.41055,968,726,544,484,484,968,726,544,484,484,968,726,544,484,484
424,368.86243,1588.3708,368,1588,977.89026,733.4177,550.0633,488.94513,488.94513,977.89026,733.4177,550.0633,488.94513,488.94513,977.89026,733.4177,550.0633,488.94513,488.94513,977,733,550,488,488,977,733,550,488,488,977,733,550,488,488
425,373.70447,1618.2476,373,1618,987.0443,740.2832,555.2124,493.52216,493.52216,987.0443,740.2832,555.2124,493.52216,493.52216,987.0443,740.2832,555.2124,493.52216,493.52216,987,740,555,493,493,987,740,555,493,493,987,740,555,493,493
426,378.61798,1648.6863,378,1648,996.28406,747.213,560.4098,498.14203,498.14203,996.28406,747.213,560.4098,498.14203,498.14203,996.28406,747.213,560.4098,498.14203,498.14203,996,747,560,498,498,996,747,560,498,498,996,747,560,498,498
427,383.6041,1679.6974,383,1679,1005.6102,754.2077,565.65576,502.8051,502.8051,1005.6102,754.2077,565.65576,502.8051,502.8051,1005.6102,754.2077,565.65576,502.8051,502.8051,1005,754,565,502,502,1005,754,565,502,502,1005,754,565,502,502
428,388.664,1711.292,388,1711,1015.0238,761.2678,570.95087,507.5119,507.5119,1015.0238,761.2678,570.95087,507.5119,507.5119,1015.0238,761.2678,570.95087,507.5119,507.5119,1015,761,570,507,507,1015,761,570,507,507,1015,761,570,507,507
429,393.7989,1743.4807,393,1743,1024.5254,768.39404,576.29553,512.2627,512.2627,1024.5254,768.39404,576.29553,512.2627,512.2627,1024.5254,768.39404,576.29553,512.2627,512.2627,1024,768,576,512,512,1024,768,576,512,512,1024,768,576,512,512
430,399.01004,1776.275,399,1776,1034.116,775.58704,581.69025,517.058,517.058,1034.116,775.58704,581.69025,517.058,517.058,1034.116,775.58704,581.69025,517.058,517.058,1034,775,581,517,517,1034,775,581,517,517,1034,775,581,517,517
431,404.2986,1809.686,404,1809,1043.7964,782.8473,587.13544,521.8982,521.8982,1043.7964,782.8473,587.13544,521.8982,521.8982,1043.7964,782.8473,587.13544,521.8982,521.8982,1043,782,587,521,521,1043,782,587,521,521,1043,782,587,521,521
432,409.66592,1843.7256,409,1843,1053.5674,790.17554,592.63165,526.7837,526.7837,1053.5674,790.17554,592.63165,526.7837,526.7837,1053.5674,790.17554,592.63165,526.7837,526.7837,1053,790,592,526,526,1053,790,592,526,526,1053,790,592,526,526
433,415.11325,1878.4054,415,1878,1063.4298,797.5723,598.17926,531.7149,531.7149,1063.4298,797.5723,598.17926,531.7149,531.7149,1063.4298,797.5723,598.17926,531.7149,531.7149,1063,797,598,531,531,1063,797,598,531,531,1063,797,598,531,531
434,420.6419,1913.7375,420,1913,1073.3845,805.03845,603.7788,536.69226,536.69226,1073.3845,805.03845,603.7788,536.69226,536.69226,1073.3845,805.03845,603.7788,536.69226,536.69226,1073,805,603,536,536,1073,805,603,536,536,1073,805,603,536,536
435,426.2532,1949.7343,426,1949,1083.4325,812.5744,609.4308,541.71625,541.71625,1083.4325,812.5744,609.4308,541.71625,541.71625,1083.4325,812.5744,609.4308,541.71625,541.71625,1083,812,609,541,541,1083,812,609,541,541,1083,812,609,541,541
436,431.94852,1986.4081,431,1986,1093.5746,820.1809,615.1357,546.7873,546.7873,1093.5746,820.1809,615.1357,546.7873,546.7873,1093.5746,820.1809,615.1357,546.7873,546.7873,1093,820,615,546,546,1093,820,615,546,546,1093,820,615,546,546
437,437.72922,2023.7717,437,2023,1103.8115,827.85864,620.894,551.90576,551.90576,1103.8115,827.85864,620.894,551.90576,551.90576,1103.8115,827.85864,620.894,551.90576,551.90576,1103,827,620,551,551,1103,827,620,551,551,1103,827,620,551,551
438,443.5967,2061.8381,443,2061,1114.1443,835.6082,626.7062,557.07214,557.07214,1114.1443,835.6082,626.7062,557.07214,557.07214,1114.1443,835.6082,626.7062,557.07214,557.07214,1114,835,626,557,557,1114,835,626,557,557,1114,835,626,557,557
439,449.5524,2100.6206,449,2100,1124.5739,843.43036,632.57275,562.2869,562.2869,1124.5739,843.43036,632.57275,562.2869,562.2869,1124.5739,843.43036,632.57275,562.2869,562.2869,1124,843,632,562,562,1124,843,632,562,562,1124,843,632,562,562
440,455.59778,2140.1323,455,2140,1135.101,851.3257,638.49426,567.5505,567.5505,1135.101,851.3257,638.49426,567.5505,567.5505,1135.101,851.3257,638.49426,567.5505,567.5505,1135,851,638,567,567,1135,851,638,567,567,1135,851,638,567,567
441,461.73428,2180.3875,461,2180,1145.7267,859.295,644.47125,572.86334,572.86334,1145.7267,859.295,644.47125,572.86334,572.86334,1145.7267,859.295,644.47125,572.86334,572.86334,1145,859,644,572,572,1145,859,644,572,572,1145,859,644,572,572
442,467.96347,2221.4,467,2221,1156.4518,867.33887,650.50415,578.2259,578.2259,1156.4518,867.33887,650.50415,578.2259,578.2259,1156.4518,867.33887,650.50415,578.2259,578.2259,1156,867,650,578,578,1156,867,650,578,578,1156,867,650,578,578
443,474.2868,2263.1836,474,2263,1167.2773,875.458,656.5935,583.6387,583.6387,1167.2773,875.458,656.5935,583.6387,583.6387,1167.2773,875.458,656.5935,583.6387,583.6387,1167,875,656,583,583,1167,875,656,583,583,1167,875,656,583,583
444,480.7059,2305.7532,480,2305,1178.2042,883.6532,662.73987,589.1021,589.1021,1178.2042,883.6532,662.73987,589.1021,589.1021,1178.2042,883.6532,662.73987,589.1021,589.1021,1178,883,662,589,589,1178,883,662,589,589,1178,883,662,589,589
445,487.2223,2349.1235,487,2349,1189.2334,891.92505,668.9438,594.6167,594.6167,1189.2334,891.92505,668.9438,594.6167,594.6167,1189.2334,891.92505,668.9438,594.6167,594.6167,1189,891,668,594,594,1189,891,668,594,594,1189,891,668,594,594
446,493.83762,2393.3098,493,2393,1200.3658,900.27435,675.20575,600.1829,600.1829,1200.3658,900.27435,675.20575,600.1829,600.1829,1200.3658,900.27435,675.20575,600.1829,600.1829,1200,900,675,600,600,1200,900,675,600,600,1200,900,675,600,600
447,500.55353,2438.3271,500,2438,1211.6024,908.70184,681.52637,605.8012,605.8012,1211.6024,908.70184,681.52637,605.8012,605.8012,1211.6024,908.70184,681.52637,605.8012,605.8012,1211,908,681,605,605,1211,908,681,605,605,1211,908,681,605,605
448,507.37164,2484.1912,507,2484,1222.9443,917.2082,687.9061,611.47217,611.47217,1222.9443,917.2082,687.9061,611.47217,611.47217,1222.9443,917.2082,687.9061,611.47217,611.47217,1222,917,687,611,611,1222,917,687,611,611,1222,917,687,611,611
449,514.2937,2530.918,514,2530,1234.3922,925.7942,694.34564,617.1961,617.1961,1234.3922,925.7942,694.34564,617.1961,617.1961,1234.3922,925.7942,694.34564,617.1961,617.1961,1234,925,694,617,617,1234,925,694,617,617,1234,925,694,617,617
450,521.3215,2578.5234,521,2578,1245.9474,934.4606,700.8454,622.9737,622.9737,1245.9474,934.4606,700.8454,622.9737,622.9737,1245.9474,934.4606,700.8454,622.9737,622.9737,1245,934,700,622,622,1245,934,700,622,622,1245,934,700,622,622
451,528.4566,2627.0247,528,2627,1257.6107,943.20807,707.40607,628.80536,628.80536,1257.6107,943.20807,707.40607,628.80536,628.80536,1257.6107,943.20807,707.40607,628.80536,628.80536,1257,943,707,628,628,1257,943,707,628,628,1257,943,707,628,628
452,535.701,2676.438,535,2676,1269.3833,952.0374,714.0281,634.69165,634.69165,1269.3833,952.0374,714.0281,634.69165,634.69165,1269.3833,952.0374,714.0281,634.69165,634.69165,1269,952,714,634,634,1269,952,714,634,634,1269,952,714,634,634
453,543.0564,2726.7808,543,2726,1281.266,960.94946,720.7121,640.633,640.633,1281.266,960.94946,720.7121,640.633,640.633,1281.266,960.94946,720.7121,640.633,640.633,1281,960,720,640,640,1281,960,720,640,640,1281,960,720,640,640
454,550.52466,2778.0706,550,2778,1293.2599,969.9449,727.4587,646.62994,646.62994,1293.2599,969.9449,727.4587,646.62994,646.62994,1293.2599,969.9449,727.4587,646.62994,646.62994,1293,969,727,646,646,1293,969,727,646,646,1293,969,727,646,646
455,558.1077,2830.3252,558,2830,1305.3661,979.0246,734.26843,652.68304,652.68304,1305.3661,979.0246,734.26843,652.68304,652.68304,1305.3661,979.0246,734.26843,652.68304,652.68304,1305,979,734,652,652,1305,979,734,652,652,1305,979,734,652,652
456,565.80743,2883.5625,565,2883,1317.5857,988.1892,741.1419,658.79285,658.79285,1317.5857,988.1892,741.1419,658.79285,658.79285,1317.5857,988.1892,741.1419,658.79285,658.79285,1317,988,741,658,658,1317,988,741,658,658,1317,988,741,658,658
457,573.6258,2937.8013,573,2937,1329.9196,997.4397,748.0798,664.9598,664.9598,1329.9196,997.4397,748.0798,664.9598,664.9598,1329.9196,997.4397,748.0798,664.9598,664.9598,1329,997,748,664,664,1329,997,748,664,664,1329,997,748,664,664
458,581.56476,2993.0603,581,2993,1342.3689,1006.7767,755.0825,671.18445,671.18445,1342.3689,1006.7767,755.0825,671.18445,671.18445,1342.3689,1006.7767,755.0825,671.18445,671.18445,1342,1006,755,671,671,1342,1006,755,671,671,1342,1006,755,671,671
459,589.6264,3049.3586,589,3049,1354.9348,1016.2012,762.1509,677.4674,677.4674,1354.9348,1016.2012,762.1509,677.4674,677.4674,1354.9348,1016.2012,762.1509,677.4674,677.4674,1354,1016,762,677,677,1354,1016,762,677,677,1354,1016,762,677,677
460,597.81274,3106.716,597,3106,1367.6184,1025.7139,769.28534,683.8092,683.8092,1367.6184,1025.7139,769.28534,683.8092,683.8092,1367.6184,1025.7139,769.28534,683.8092,683.8092,1367,1025,769,683,683,1367,1025,769,683,683,1367,1025,769,683,683
461,606.12585,3165.152,606,3165,1380.4207,1035.3156,776.48663,690.2103,690.2103,1380.4207,1035.3156,776.48663,690.2103,690.2103,1380.4207,1035.3156,776.48663,690.2103,690.2103,1380,1035,776,690,690,1380,1035,776,690,690,1380,1035,776,690,690
462,614.56793,3224.6875,614,3224,1393.3428,1045.0071,783.7554,696.6714,696.6714,1393.3428,1045.0071,783.7554,696.6714,696.6714,1393.3428,1045.0071,783.7554,696.6714,696.6714,1393,1045,783,696,696,1393,1045,783,696,696,1393,1045,783,696,696
463,623.14105,3285.3428,623,3285,1406.3859,1054.7894,791.0921,703.19293,703.19293,1406.3859,1054.7894,791.0921,703.19293,703.19293,1406.3859,1054.7894,791.0921,703.19293,703.19293,1406,1054,791,703,703,1406,1054,791,703,703,1406,1054,791,703,703
464,631.8475,3347.139,631,3347,1419.5511,1064.6633,798.4975,709.7756,709.7756,1419.5511,1064.6633,798.4975,709.7756,709.7756,1419.5511,1064.6633,798.4975,709.7756,709.7756,1419,1064,798,709,709,1419,1064,798,709,709,1419,1064,798,709,709
465,640.6895,3410.0974,640,3410,1432.8395,1074.6296,805.9722,716.41974,716.41974,1432.8395,1074.6296,805.9722,716.41974,716.41974,1432.8395,1074.6296,805.9722,716.41974,716.41974,1432,1074,805,716,716,1432,1074,805,716,716,1432,1074,805,716,716
466,649.6693,3474.24,649,3474,1446.2523,1084.6892,813.51697,723.12616,723.12616,1446.2523,1084.6892,813.51697,723.12616,723.12616,1446.2523,1084.6892,813.51697,723.12616,723.12616,1446,1084,813,723,723,1446,1084,813,723,723,1446,1084,813,723,723
467,658.7893,3539.5894,658,3539,1459.7908,1094.843,821.13226,729.8954,729.8954,1459.7908,1094.843,821.13226,729.8954,729.8954,1459.7908,1094.843,821.13226,729.8954,729.8954,1459,1094,821,729,729,1459,1094,821,729,729,1459,1094,821,729,729
468,668.05176,3606.1677,668,3606,1473.4558,1105.0919,828.8189,736.7279,736.7279,1473.4558,1105.0919,828.8189,736.7279,736.7279,1473.4558,1105.0919,828.8189,736.7279,736.7279,1473,1105,828,736,736,1473,1105,828,736,736,1473,1105,828,736,736
469,677.4592,3673.9983,677,3673,1487.2489,1115.4366,836.5775,743.62445,743.62445,1487.2489,1115.4366,836.5775,743.62445,743.62445,1487.2489,1115.4366,836.5775,743.62445,743.62445,1487,1115,836,743,743,1487,1115,836,743,743,1487,1115,836,743,743
470,687.01404,3743.105,687,3743,1501.171,1125.8783,844.4087,750.5855,750.5855,1501.171,1125.8783,844.4087,750.5855,750.5855,1501.171,1125.8783,844.4087,750.5855,750.5855,1501,1125,844,750,750,1501,1125,844,750,750,1501,1125,844,750,750
471,696.71875,3813.5115,696,3813,1515.2235,1136.4176,852.31323,757.61176,757.61176,1515.2235,1136.4176,852.31323,757.61176,757.61176,1515.2235,1136.4176,852.31323,757.61176,757.61176,1515,1136,852,757,757,1515,1136,852,757,757,1515,1136,852,757,757
472,706.57587,3885.2422,706,3885,1529.4075,1147.0557,860.2917,764.70374,764.70374,1529.4075,1147.0557,860.2917,764.70374,764.70374,1529.4075,1147.0557,860.2917,764.70374,764.70374,1529,1147,860,764,764,1529,1147,860,764,764,1529,1147,860,764,764
473,716.58795,3958.3223,716,3958,1543.7242,1157.7932,868.3449,771.8621,771.8621,1543.7242,1157.7932,868.3449,771.8621,771.8621,1543.7242,1157.7932,868.3449,771.8621,771.8621,1543,1157,868,771,771,1543,1157,868,771,771,1543,1157,868,771,771
