ID,TraitNodeGroupID,TraitNodeID,Index
30993,2134,17253,7
30994,2134,17222,6
30995,2134,17335,5
30996,2134,17251,4
30997,2134,17249,3
30998,2134,17341,2
30999,2134,17330,1
31000,2135,17376,2
31001,2135,17377,1
31002,2136,17311,64
31003,2136,17295,61
31004,2136,17314,60
31005,2136,17322,59
31006,2136,17306,58
31007,2136,17308,57
31008,2136,17296,56
31009,2136,17313,55
31010,2136,17298,54
31011,2136,17300,52
31012,2136,17302,50
31013,2136,17290,49
31014,2136,17310,48
31015,2136,17319,47
31016,2136,17294,44
31017,2136,17301,43
31018,2136,17317,42
31019,2136,17323,41
31020,2136,17309,40
31021,2136,17292,35
31022,2136,17304,34
31023,2136,17297,33
31024,2136,17312,32
31025,2136,17291,31
31026,2136,17315,30
31027,2136,17325,29
31028,2136,17305,28
31029,2136,17307,27
31030,2136,17320,26
31031,2136,17303,25
31032,2136,17299,24
31033,2136,17316,21
31034,2136,17293,19
31035,2136,17318,18
31036,2136,17289,17
31037,2136,17321,16
31038,2136,17324,6
31039,2136,17326,4
31040,2137,17208,41
31041,2137,17269,40
31042,2137,17261,39
31043,2137,17257,38
31044,2137,17275,37
31045,2137,17267,36
31046,2137,17271,35
31047,2137,17258,34
31048,2137,17282,33
31049,2137,17279,32
31050,2137,17272,31
31051,2137,17286,30
31052,2137,17265,29
31053,2137,17274,27
31054,2137,17268,26
31055,2137,17256,25
31056,2137,17270,24
31057,2137,17263,23
31058,2137,17284,21
31059,2137,17276,19
31060,2137,17281,18
31061,2137,17287,17
31062,2137,17285,16
31063,2137,17283,15
31064,2137,17280,14
31065,2137,17266,13
31066,2137,17255,12
31067,2137,17259,11
31068,2137,17277,10
31069,2137,17264,9
31070,2137,17262,8
31071,2137,17254,7
31072,2137,17260,5
31073,2137,17273,4
31074,2137,17278,3
31075,2137,17288,2
31076,2138,17392,12
31077,2138,17366,11
31078,2138,17384,10
31079,2138,17393,9
31080,2138,17367,8
31081,2138,17385,7
31082,2138,17359,6
31083,2138,17360,5
31084,2138,17361,4
31085,2138,17391,3
31086,2138,17365,2
31087,2138,17386,1
31088,2138,17387,0
31089,2138,17368,0
31090,2138,17364,0
31091,2138,17383,0
31092,2138,17215,0
31093,2138,17388,0
31094,2138,17390,0
31095,2138,17363,0
31096,2138,17214,0
31097,2138,17389,0
31098,2138,17370,0
31099,2138,17369,0
31100,2138,17362,0
31101,2138,17382,0
31102,2138,17212,0
31103,2138,17216,0
31104,2139,17374,2
31105,2139,17379,1
31106,2140,17361,11
31107,2140,17365,10
31108,2140,17367,9
31109,2140,17384,7
31110,2140,17391,1
31111,2140,17393,0
31112,2140,17359,0
31113,2140,17386,0
31114,2140,17392,0
31115,2140,17360,0
31116,2140,17366,0
31117,2140,17385,0
31118,2141,17208,88
31119,2141,17325,145
31120,2141,17301,144
31121,2141,17322,143
31122,2141,17307,142
31123,2141,17312,141
31124,2141,17294,140
31125,2141,17299,139
31126,2141,17321,138
31127,2141,17309,137
31128,2141,17316,136
31129,2141,17291,135
31130,2141,17303,134
31131,2141,17311,133
31132,2141,17310,132
31133,2141,17315,131
31134,2141,17314,130
31135,2141,17313,129
31136,2141,17298,128
31137,2141,17324,127
31138,2141,17296,126
31139,2141,17302,125
31140,2141,17305,124
31141,2141,17290,123
31142,2141,17300,122
31143,2141,17323,121
31144,2141,17292,120
31145,2141,17297,119
31146,2141,17289,118
31147,2141,17319,117
31148,2141,17326,116
31149,2141,17295,115
31150,2141,17306,114
31151,2141,17293,113
31152,2141,17308,112
31153,2141,17318,111
31154,2141,17320,110
31155,2141,17304,109
31156,2141,17317,108
31157,2141,17347,107
31158,2141,17229,106
31159,2141,17219,105
31160,2141,17352,104
31161,2141,17348,103
31162,2141,17354,102
31163,2141,17228,101
31164,2141,17237,100
31165,2141,17220,99
31166,2141,17221,98
31167,2141,17233,97
31168,2141,17358,96
31169,2141,17345,95
31170,2141,17349,94
31171,2141,17226,93
31172,2141,17235,92
31173,2141,17351,91
31174,2141,17231,90
31175,2141,17236,89
31176,2141,17230,88
31177,2141,17224,87
31178,2141,17234,86
31179,2141,17356,85
31180,2141,17232,84
31181,2141,17238,83
31182,2141,17355,82
31183,2141,17353,81
31184,2141,17346,80
31185,2141,17239,79
31186,2141,17225,78
31187,2141,17357,77
31188,2141,17227,76
31189,2141,17350,75
31190,2141,17242,74
31191,2141,17252,73
31192,2141,17240,72
31193,2141,17340,71
31194,2141,17247,70
31195,2141,17339,69
31196,2141,17223,68
31197,2141,17341,67
31198,2141,17328,66
31199,2141,17246,65
31200,2141,17332,64
31201,2141,17338,63
31202,2141,17250,62
31203,2141,17342,61
31204,2141,17334,60
31205,2141,17248,59
31206,2141,17222,58
31207,2141,17244,57
31208,2141,17336,56
31209,2141,17249,55
31210,2141,17331,54
31211,2141,17343,53
31212,2141,17330,52
31213,2141,17327,51
31214,2141,17344,50
31215,2141,17337,49
31216,2141,17251,48
31217,2141,17333,47
31218,2141,17335,46
31219,2141,17245,45
31220,2141,17243,44
31221,2141,17241,43
31222,2141,17253,42
31223,2141,17329,41
31224,2141,17269,40
31225,2141,17287,39
31226,2141,17257,38
31227,2141,17275,37
31228,2141,17267,36
31229,2141,17271,34
31230,2141,17258,33
31231,2141,17279,32
31232,2141,17272,31
31233,2141,17286,30
31234,2141,17265,29
31235,2141,17274,27
31236,2141,17268,26
31237,2141,17256,25
31238,2141,17270,24
31239,2141,17263,23
31240,2141,17284,21
31241,2141,17276,19
31242,2141,17261,17
31243,2141,17281,17
31244,2141,17285,16
31245,2141,17283,15
31246,2141,17280,14
31247,2141,17266,13
31248,2141,17255,12
31249,2141,17259,11
31250,2141,17277,10
31251,2141,17264,9
31252,2141,17262,8
31253,2141,17254,7
31254,2141,17260,5
31255,2141,17273,4
31256,2141,17278,3
31257,2141,17288,2
32258,2246,17954,44
32259,2246,17952,43
32260,2246,17953,42
32261,2246,17975,41
32262,2246,17976,40
32263,2246,17973,39
32264,2246,17970,38
32265,2246,17971,36
32266,2246,17972,35
32267,2246,17966,34
32268,2246,17990,33
32269,2246,17993,32
32270,2246,17989,30
32271,2246,17979,28
32272,2246,17978,27
32273,2246,17996,22
32274,2246,17967,20
32275,2246,18008,19
32276,2246,17994,9
32277,2246,17992,0
32278,2246,17968,0
32279,2246,17988,0
32280,2246,17974,0
32281,2246,17965,0
32282,2246,17991,0
32283,2246,18009,0
32284,2246,17987,0
32285,2247,17984,4
32286,2247,17982,2
32287,2248,17986,70
32288,2248,17985,69
32289,2248,17959,68
32290,2248,17960,67
32291,2248,17961,66
32292,2248,18055,65
32293,2248,18029,59
32294,2248,18056,51
32295,2248,18031,50
32296,2248,18036,49
32297,2248,18054,48
32298,2248,18057,43
32299,2248,18030,42
32300,2248,18062,41
32301,2248,18028,40
32302,2248,18051,39
32303,2248,18059,38
32304,2248,18060,37
32305,2248,18032,36
32306,2248,18061,35
32307,2248,18063,32
32308,2248,18034,30
32309,2248,18037,29
32310,2248,18052,27
32311,2248,18066,26
32312,2248,18035,25
32313,2248,18038,19
32314,2248,18033,16
32315,2248,18050,15
32316,2248,18053,14
32317,2248,18064,13
32318,2248,18049,11
32319,2248,18065,8
32320,2248,18027,7
32321,2248,18058,5
32322,2248,18067,3
32323,2249,17969,146
32324,2249,17955,145
32325,2249,17956,144
32326,2249,17986,143
32327,2249,17985,142
32328,2249,17959,141
32329,2249,17960,140
32330,2249,17961,139
32331,2249,18012,137
32332,2249,18015,136
32333,2249,18014,135
32334,2249,18043,134
32335,2249,18055,129
32336,2249,18050,128
32337,2249,18029,126
32338,2249,18017,70
32339,2249,18018,69
32340,2249,18073,68
32341,2249,18045,67
32342,2249,18048,66
32343,2249,18077,65
32344,2249,18069,64
32345,2249,18020,63
32346,2249,18040,62
32347,2249,18068,61
32348,2249,18026,60
32349,2249,18074,59
32350,2249,18019,58
32351,2249,18075,56
32352,2249,18021,55
32353,2249,18016,54
32354,2249,18076,53
32355,2249,18025,52
32356,2249,18023,51
32357,2249,18022,50
32358,2249,18078,49
32359,2249,18010,48
32360,2249,18072,47
32361,2249,18047,46
32362,2249,18044,45
32363,2249,18071,44
32364,2249,18013,43
32365,2249,18041,42
32366,2249,18070,41
32367,2249,18011,40
32368,2249,18046,39
32369,2249,18039,38
32370,2249,18042,37
32371,2249,18024,36
32372,2249,18065,35
32373,2249,18053,34
32374,2249,18030,32
32375,2249,18034,29
32376,2249,18057,28
32377,2249,18058,27
32378,2249,18059,26
32379,2249,18033,25
32380,2249,18049,24
32381,2249,18066,23
32382,2249,18036,22
32383,2249,18031,21
32384,2249,18056,20
32385,2249,18062,19
32386,2249,18035,18
32387,2249,18038,17
32388,2249,18052,16
32389,2249,18060,14
32390,2249,18064,13
32391,2249,18063,12
32392,2249,18067,10
32393,2249,18027,9
32394,2249,18032,8
32395,2249,18061,6
32396,2249,18051,5
32397,2249,18028,4
32398,2249,18054,3
32399,2249,18037,1
32400,2250,18028,39
32401,2250,18053,38
32402,2250,17959,37
32403,2250,18024,36
32404,2250,18015,35
32405,2250,18014,34
32406,2250,18017,32
32407,2250,18055,31
32408,2250,18029,30
32409,2250,18019,26
32410,2250,18078,25
32411,2250,18077,24
32412,2250,18018,23
32413,2250,18022,22
32414,2250,18020,21
32415,2250,18023,19
32416,2250,18010,18
32417,2250,18021,17
32418,2250,18011,16
32419,2250,18016,14
32420,2250,18041,13
32421,2250,18054,12
32422,2250,18037,11
32423,2250,18033,10
32424,2250,18036,9
32425,2250,18032,7
32426,2250,18035,4
32427,2250,17962,0
32428,2251,17954,19
32429,2251,17952,18
32430,2251,17953,17
32431,2251,17974,16
32432,2251,17990,14
32433,2251,17993,13
32434,2251,17989,12
32435,2251,17973,9
32436,2251,17975,4
32437,2251,17971,3
32438,2251,17966,0
32439,2251,17970,0
32440,2251,17972,0
32441,2252,17969,46
32442,2252,17955,45
32443,2252,17956,44
32444,2252,18012,43
32445,2252,18015,42
32446,2252,18014,41
32447,2252,18043,40
32448,2252,18017,35
32449,2252,18071,34
32450,2252,18039,33
32451,2252,18076,32
32452,2252,18042,31
32453,2252,18011,30
32454,2252,18068,29
32455,2252,18070,28
32456,2252,18045,27
32457,2252,18026,26
32458,2252,18023,25
32459,2252,18016,24
32460,2252,18073,23
32461,2252,18072,22
32462,2252,18025,21
32463,2252,18022,20
32464,2252,18024,19
32465,2252,18074,18
32466,2252,18046,17
32467,2252,18020,16
32468,2252,18075,15
32469,2252,18048,14
32470,2252,18077,13
32471,2252,18021,12
32472,2252,18078,11
32473,2252,18019,10
32474,2252,18047,9
32475,2252,18069,8
32476,2252,18010,7
32477,2252,18040,6
32478,2252,18041,5
32479,2252,18018,4
32480,2252,18013,3
32481,2252,18044,1
32482,2253,17984,3
32483,2253,18000,2
32484,2254,17999,4
32485,2254,18000,3
32486,2255,17969,78
32487,2255,18044,77
32488,2255,17955,76
32489,2255,17986,75
32490,2255,17959,74
32491,2255,17960,73
32492,2255,17961,72
32493,2255,18064,71
32494,2255,18012,70
32495,2255,18015,69
32496,2255,18014,68
32497,2255,18043,67
32498,2255,18055,62
32499,2255,18051,61
32500,2255,18059,60
32501,2255,18042,58
32502,2255,18018,57
32503,2255,18041,56
32504,2255,18022,55
32505,2255,18023,54
32506,2255,18077,53
32507,2255,18025,52
32508,2255,18020,51
32509,2255,18016,50
32510,2255,18021,49
32511,2255,18078,48
32512,2255,18010,47
32513,2255,18011,46
32514,2255,18019,45
32515,2255,18028,44
32516,2255,18029,43
32517,2255,18053,41
32518,2255,18034,40
32519,2255,18054,38
32520,2255,18037,36
32521,2255,18032,34
32522,2255,18033,32
32523,2255,18036,30
32524,2255,18035,29
32525,2255,18024,26
32526,2255,18017,25
32527,2255,18040,24
32528,2255,18075,23
32529,2255,18045,21
32530,2255,18013,20
32531,2255,18074,18
32532,2255,18076,16
32533,2255,18026,15
32534,2255,18039,14
32535,2255,18057,12
32536,2255,18056,11
32537,2255,18058,10
32538,2255,18031,9
32539,2255,18052,4
32540,2255,18030,3
32541,2255,18038,2
32542,2255,18063,1
32543,2256,17954,91
32544,2256,17952,90
32545,2256,17953,89
32546,2256,17957,88
32547,2256,17958,87
32548,2256,17968,86
32549,2256,17988,85
32550,2256,17966,83
32551,2256,17977,82
32552,2256,17993,79
32553,2256,17989,78
32554,2256,17996,77
32555,2256,17990,76
32556,2256,17982,72
32557,2256,17999,71
32558,2256,17998,69
32559,2256,17976,62
32560,2256,17995,61
32561,2256,17964,60
32562,2256,18009,58
32563,2256,17973,55
32564,2256,17979,53
32565,2256,17994,49
32566,2256,17997,48
32567,2256,17984,47
32568,2256,17965,46
32569,2256,17970,45
32570,2256,18007,43
32571,2256,17967,42
32572,2256,17983,41
32573,2256,17971,39
32574,2256,18008,36
32575,2256,18001,33
32576,2256,17987,32
32577,2256,17992,31
32578,2256,17975,29
32579,2256,17980,27
32580,2256,17963,26
32581,2256,17991,24
32582,2256,18002,23
32583,2256,17978,21
32584,2256,18004,20
32585,2256,18003,18
32586,2256,18005,17
32587,2256,18000,16
32588,2256,17974,15
32589,2256,17972,14
32590,2256,18006,11
32591,2256,17981,9
32964,2269,18244,38
32965,2269,18245,37
32966,2269,18246,36
32967,2269,18247,35
32968,2269,18248,34
32969,2269,18249,33
32970,2269,18250,32
32971,2269,18251,31
32972,2269,18252,30
32973,2269,18253,29
32974,2269,18254,28
32975,2269,18255,27
32976,2269,18256,26
32977,2269,18257,25
32978,2269,18258,24
32979,2269,18259,23
32980,2269,18260,22
32981,2269,18261,21
32982,2269,18262,20
32983,2269,18263,19
32984,2269,18264,18
32985,2269,18265,17
32986,2269,18266,16
32987,2269,18267,15
32988,2269,18268,14
32989,2269,18269,13
32990,2269,18270,12
32991,2269,18271,11
32992,2269,18272,10
32993,2269,18273,9
32994,2269,18274,8
32995,2269,18275,7
32996,2269,18276,6
32997,2269,18277,5
32998,2269,18278,4
32999,2269,18279,3
33000,2269,18280,2
33001,2269,18281,1
33002,2270,18284,44
33003,2270,18282,43
33004,2270,18283,42
33005,2270,18305,41
33006,2270,18306,40
33007,2270,18303,39
33008,2270,18300,38
33009,2270,18301,36
33010,2270,18302,35
33011,2270,18296,34
33012,2270,18320,33
33013,2270,18323,32
33014,2270,18319,30
33015,2270,18309,28
33016,2270,18308,27
33017,2270,18326,22
33018,2270,18297,20
33019,2270,18338,19
33020,2270,18324,9
33021,2270,18322,0
33022,2270,18298,0
33023,2270,18318,0
33024,2270,18304,0
33025,2270,18295,0
33026,2270,18321,0
33027,2270,18339,0
33028,2270,18317,0
33029,2271,18314,4
33030,2271,18312,2
33031,2272,18316,70
33032,2272,18315,69
33033,2272,18289,68
33034,2272,18290,67
33035,2272,18291,66
33036,2272,18385,65
33037,2272,18359,59
33038,2272,18386,51
33039,2272,18361,50
33040,2272,18366,49
33041,2272,18384,48
33042,2272,18387,43
33043,2272,18360,42
33044,2272,18392,41
33045,2272,18358,40
33046,2272,18381,39
33047,2272,18389,38
33048,2272,18390,37
33049,2272,18362,36
33050,2272,18391,35
33051,2272,18393,32
33052,2272,18364,30
33053,2272,18367,29
33054,2272,18382,27
33055,2272,18396,26
33056,2272,18365,25
33057,2272,18368,19
33058,2272,18363,16
33059,2272,18380,15
33060,2272,18383,14
33061,2272,18394,13
33062,2272,18379,11
33063,2272,18395,8
33064,2272,18357,7
33065,2272,18388,5
33066,2272,18397,3
33067,2273,18299,146
33068,2273,18285,145
33069,2273,18286,144
33070,2273,18316,143
33071,2273,18315,142
33072,2273,18289,141
33073,2273,18290,140
33074,2273,18291,139
33075,2273,18342,137
33076,2273,18345,136
33077,2273,18344,135
33078,2273,18373,134
33079,2273,18385,129
33080,2273,18380,128
33081,2273,18359,126
33082,2273,18347,70
33083,2273,18348,69
33084,2273,18403,68
33085,2273,18375,67
33086,2273,18378,66
33087,2273,18407,65
33088,2273,18399,64
33089,2273,18350,63
33090,2273,18370,62
33091,2273,18398,61
33092,2273,18356,60
33093,2273,18404,59
33094,2273,18349,58
33095,2273,18405,56
33096,2273,18351,55
33097,2273,18346,54
33098,2273,18406,53
33099,2273,18355,52
33100,2273,18353,51
33101,2273,18352,50
33102,2273,18408,49
33103,2273,18340,48
33104,2273,18402,47
33105,2273,18377,46
33106,2273,18374,45
33107,2273,18401,44
33108,2273,18343,43
33109,2273,18371,42
33110,2273,18400,41
33111,2273,18341,40
33112,2273,18376,39
33113,2273,18369,38
33114,2273,18372,37
33115,2273,18354,36
33116,2273,18395,35
33117,2273,18383,34
33118,2273,18360,32
33119,2273,18364,29
33120,2273,18387,28
33121,2273,18388,27
33122,2273,18389,26
33123,2273,18363,25
33124,2273,18379,24
33125,2273,18396,23
33126,2273,18366,22
33127,2273,18361,21
33128,2273,18386,20
33129,2273,18392,19
33130,2273,18365,18
33131,2273,18368,17
33132,2273,18382,16
33133,2273,18390,14
33134,2273,18394,13
33135,2273,18393,12
33136,2273,18397,10
33137,2273,18357,9
33138,2273,18362,8
33139,2273,18391,6
33140,2273,18381,5
33141,2273,18358,4
33142,2273,18384,3
33143,2273,18367,1
33144,2274,18358,39
33145,2274,18383,38
33146,2274,18289,37
33147,2274,18354,36
33148,2274,18345,35
33149,2274,18344,34
33150,2274,18347,32
33151,2274,18385,31
33152,2274,18359,30
33153,2274,18349,26
33154,2274,18408,25
33155,2274,18407,24
33156,2274,18348,23
33157,2274,18352,22
33158,2274,18350,21
33159,2274,18353,19
33160,2274,18340,18
33161,2274,18351,17
33162,2274,18341,16
33163,2274,18346,14
33164,2274,18371,13
33165,2274,18384,12
33166,2274,18367,11
33167,2274,18363,10
33168,2274,18366,9
33169,2274,18362,7
33170,2274,18365,4
33171,2274,18292,0
33172,2275,18284,19
33173,2275,18282,18
33174,2275,18283,17
33175,2275,18304,16
33176,2275,18320,14
33177,2275,18323,13
33178,2275,18319,12
33179,2275,18303,9
33180,2275,18305,4
33181,2275,18301,3
33182,2275,18296,0
33183,2275,18300,0
33184,2275,18302,0
33185,2276,18299,46
33186,2276,18285,45
33187,2276,18286,44
33188,2276,18342,43
33189,2276,18345,42
33190,2276,18344,41
33191,2276,18373,40
33192,2276,18347,35
33193,2276,18401,34
33194,2276,18369,33
33195,2276,18406,32
33196,2276,18372,31
33197,2276,18341,30
33198,2276,18398,29
33199,2276,18400,28
33200,2276,18375,27
33201,2276,18356,26
33202,2276,18353,25
33203,2276,18346,24
33204,2276,18403,23
33205,2276,18402,22
33206,2276,18355,21
33207,2276,18352,20
33208,2276,18354,19
33209,2276,18404,18
33210,2276,18376,17
33211,2276,18350,16
33212,2276,18405,15
33213,2276,18378,14
33214,2276,18407,13
33215,2276,18351,12
33216,2276,18408,11
33217,2276,18349,10
33218,2276,18377,9
33219,2276,18399,8
33220,2276,18340,7
33221,2276,18370,6
33222,2276,18371,5
33223,2276,18348,4
33224,2276,18343,3
33225,2276,18374,1
33226,2277,18314,3
33227,2277,18330,2
33228,2278,18329,4
33229,2278,18330,3
33230,2279,18299,78
33231,2279,18374,77
33232,2279,18285,76
33233,2279,18316,75
33234,2279,18289,74
33235,2279,18290,73
33236,2279,18291,72
33237,2279,18394,71
33238,2279,18342,70
33239,2279,18345,69
33240,2279,18344,68
33241,2279,18373,67
33242,2279,18385,62
33243,2279,18381,61
33244,2279,18389,60
33245,2279,18372,58
33246,2279,18348,57
33247,2279,18371,56
33248,2279,18352,55
33249,2279,18353,54
33250,2279,18407,53
33251,2279,18355,52
33252,2279,18350,51
33253,2279,18346,50
33254,2279,18351,49
33255,2279,18408,48
33256,2279,18340,47
33257,2279,18341,46
33258,2279,18349,45
33259,2279,18358,44
33260,2279,18359,43
33261,2279,18383,41
33262,2279,18364,40
33263,2279,18384,38
33264,2279,18367,36
33265,2279,18362,34
33266,2279,18363,32
33267,2279,18366,30
33268,2279,18365,29
33269,2279,18354,26
33270,2279,18347,25
33271,2279,18370,24
33272,2279,18405,23
33273,2279,18375,21
33274,2279,18343,20
33275,2279,18404,18
33276,2279,18406,16
33277,2279,18356,15
33278,2279,18369,14
33279,2279,18387,12
33280,2279,18386,11
33281,2279,18388,10
33282,2279,18361,9
33283,2279,18382,4
33284,2279,18360,3
33285,2279,18368,2
33286,2279,18393,1
33287,2280,18284,91
33288,2280,18282,90
33289,2280,18283,89
33290,2280,18287,88
33291,2280,18288,87
33292,2280,18298,86
33293,2280,18318,85
33294,2280,18296,83
33295,2280,18307,82
33296,2280,18323,79
33297,2280,18319,78
33298,2280,18326,77
33299,2280,18320,76
33300,2280,18312,72
33301,2280,18329,71
33302,2280,18328,69
33303,2280,18306,62
33304,2280,18325,61
33305,2280,18294,60
33306,2280,18339,58
33307,2280,18303,55
33308,2280,18309,53
33309,2280,18324,49
33310,2280,18327,48
33311,2280,18314,47
33312,2280,18295,46
33313,2280,18300,45
33314,2280,18337,43
33315,2280,18297,42
33316,2280,18313,41
33317,2280,18301,39
33318,2280,18338,36
33319,2280,18331,33
33320,2280,18317,32
33321,2280,18322,31
33322,2280,18305,29
33323,2280,18310,27
33324,2280,18293,26
33325,2280,18321,24
33326,2280,18332,23
33327,2280,18308,21
33328,2280,18334,20
33329,2280,18333,18
33330,2280,18335,17
33331,2280,18330,16
33332,2280,18304,15
33333,2280,18302,14
33334,2280,18336,11
33335,2280,18311,9
33719,2293,18577,38
33720,2293,18578,37
33721,2293,18579,36
33722,2293,18580,35
33723,2293,18581,34
33724,2293,18582,33
33725,2293,18583,32
33726,2293,18584,31
33727,2293,18585,30
33728,2293,18586,29
33729,2293,18587,28
33730,2293,18588,27
33731,2293,18589,26
33732,2293,18590,25
33733,2293,18591,24
33734,2293,18592,23
33735,2293,18593,22
33736,2293,18594,21
33737,2293,18595,20
33738,2293,18596,19
33739,2293,18597,18
33740,2293,18598,17
33741,2293,18599,16
33742,2293,18600,15
33743,2293,18601,14
33744,2293,18602,13
33745,2293,18603,12
33746,2293,18604,11
33747,2293,18605,10
33748,2293,18606,9
33749,2293,18607,8
33750,2293,18608,7
33751,2293,18609,6
33752,2293,18610,5
33753,2293,18611,4
33754,2293,18612,3
33755,2293,18613,2
33756,2293,18614,1
33757,2294,18617,44
33758,2294,18615,43
33759,2294,18616,42
33760,2294,18637,41
33761,2294,18638,40
33762,2294,18635,39
33763,2294,18632,38
33764,2294,18633,36
33765,2294,18634,35
33766,2294,18628,34
33767,2294,18652,33
33768,2294,18655,32
33769,2294,18651,30
33770,2294,18641,28
33771,2294,18640,27
33772,2294,18658,22
33773,2294,18629,20
33774,2294,18670,19
33775,2294,18656,9
33776,2294,18654,0
33777,2294,18630,0
33778,2294,18650,0
33779,2294,18636,0
33780,2294,18627,0
33781,2294,18653,0
33782,2294,18671,0
33783,2294,18649,0
33784,2295,18646,4
33785,2295,18644,2
33786,2296,18648,70
33787,2296,18647,69
33788,2296,18622,68
33789,2296,18623,67
33790,2296,18624,66
33791,2296,18720,65
33792,2296,18721,60
33793,2296,18692,59
33794,2296,18690,58
33795,2296,18714,54
33796,2296,18719,52
33797,2296,18722,51
33798,2296,18694,50
33799,2296,18699,49
33800,2296,18718,48
33801,2296,18723,43
33802,2296,18693,42
33803,2296,18728,41
33804,2296,18691,40
33805,2296,18715,39
33806,2296,18725,38
33807,2296,18726,37
33808,2296,18695,36
33809,2296,18727,35
33810,2296,18729,32
33811,2296,18697,30
33812,2296,18700,29
33813,2296,18716,27
33814,2296,18732,26
33815,2296,18698,25
33816,2296,18701,19
33817,2296,18696,16
33818,2296,18713,15
33819,2296,18717,14
33820,2296,18730,13
33821,2296,18712,11
33822,2296,18731,8
33823,2296,18689,7
33824,2296,18724,5
33825,2296,18733,3
33826,2297,18631,146
33827,2297,18618,145
33828,2297,18619,144
33829,2297,18648,143
33830,2297,18647,142
33831,2297,18622,141
33832,2297,18623,140
33833,2297,18624,139
33834,2297,18690,138
33835,2297,18674,137
33836,2297,18677,136
33837,2297,18676,135
33838,2297,18706,134
33839,2297,18720,129
33840,2297,18713,128
33841,2297,18714,127
33842,2297,18692,126
33843,2297,18719,125
33844,2297,18721,123
33845,2297,18679,70
33846,2297,18680,69
33847,2297,18739,68
33848,2297,18708,67
33849,2297,18711,66
33850,2297,18743,65
33851,2297,18735,64
33852,2297,18682,63
33853,2297,18703,62
33854,2297,18734,61
33855,2297,18688,60
33856,2297,18740,59
33857,2297,18681,58
33858,2297,18741,56
33859,2297,18683,55
33860,2297,18678,54
33861,2297,18742,53
33862,2297,18687,52
33863,2297,18685,51
33864,2297,18684,50
33865,2297,18744,49
33866,2297,18672,48
33867,2297,18738,47
33868,2297,18710,46
33869,2297,18707,45
33870,2297,18737,44
33871,2297,18675,43
33872,2297,18704,42
33873,2297,18736,41
33874,2297,18673,40
33875,2297,18709,39
33876,2297,18702,38
33877,2297,18705,37
33878,2297,18686,36
33879,2297,18731,35
33880,2297,18717,34
33881,2297,18693,32
33882,2297,18697,29
33883,2297,18723,28
33884,2297,18724,27
33885,2297,18725,26
33886,2297,18696,25
33887,2297,18712,24
33888,2297,18732,23
33889,2297,18699,22
33890,2297,18694,21
33891,2297,18722,20
33892,2297,18728,19
33893,2297,18698,18
33894,2297,18701,17
33895,2297,18716,16
33896,2297,18726,14
33897,2297,18730,13
33898,2297,18729,12
33899,2297,18733,10
33900,2297,18689,9
33901,2297,18695,8
33902,2297,18727,6
33903,2297,18715,5
33904,2297,18691,4
33905,2297,18718,3
33906,2297,18700,1
33907,2298,18691,39
33908,2298,18717,38
33909,2298,18622,37
33910,2298,18686,36
33911,2298,18677,35
33912,2298,18676,34
33913,2298,18679,32
33914,2298,18720,31
33915,2298,18692,30
33916,2298,18721,28
33917,2298,18719,27
33918,2298,18681,26
33919,2298,18744,25
33920,2298,18743,24
33921,2298,18680,23
33922,2298,18684,22
33923,2298,18682,21
33924,2298,18685,19
33925,2298,18672,18
33926,2298,18683,17
33927,2298,18673,16
33928,2298,18678,14
33929,2298,18704,13
33930,2298,18718,12
33931,2298,18700,11
33932,2298,18696,10
33933,2298,18699,9
33934,2298,18695,7
33935,2298,18698,4
33936,2299,18617,19
33937,2299,18615,18
33938,2299,18616,17
33939,2299,18636,16
33940,2299,18652,14
33941,2299,18655,13
33942,2299,18651,12
33943,2299,18635,9
33944,2299,18637,4
33945,2299,18633,3
33946,2299,18628,0
33947,2299,18632,0
33948,2299,18634,0
33949,2300,18631,46
33950,2300,18618,45
33951,2300,18619,44
33952,2300,18674,43
33953,2300,18677,42
33954,2300,18676,41
33955,2300,18706,40
33956,2300,18679,35
33957,2300,18737,34
33958,2300,18702,33
33959,2300,18742,32
33960,2300,18705,31
33961,2300,18673,30
33962,2300,18734,29
33963,2300,18736,28
33964,2300,18708,27
33965,2300,18688,26
33966,2300,18685,25
33967,2300,18678,24
33968,2300,18739,23
33969,2300,18738,22
33970,2300,18687,21
33971,2300,18684,20
33972,2300,18686,19
33973,2300,18740,18
33974,2300,18709,17
33975,2300,18682,16
33976,2300,18741,15
33977,2300,18711,14
33978,2300,18743,13
33979,2300,18683,12
33980,2300,18744,11
33981,2300,18681,10
33982,2300,18710,9
33983,2300,18735,8
33984,2300,18672,7
33985,2300,18703,6
33986,2300,18704,5
33987,2300,18680,4
33988,2300,18675,3
33989,2300,18707,1
33990,2301,18646,3
33991,2301,18662,2
33992,2302,18661,4
33993,2302,18662,3
33994,2303,18631,78
33995,2303,18707,77
33996,2303,18618,76
33997,2303,18648,75
33998,2303,18622,74
33999,2303,18623,73
34000,2303,18624,72
34001,2303,18730,71
34002,2303,18674,70
34003,2303,18677,69
34004,2303,18676,68
34005,2303,18706,67
34006,2303,18720,62
34007,2303,18715,61
34008,2303,18725,60
34009,2303,18705,58
34010,2303,18680,57
34011,2303,18704,56
34012,2303,18684,55
34013,2303,18685,54
34014,2303,18743,53
34015,2303,18687,52
34016,2303,18682,51
34017,2303,18678,50
