ID,TraitCondID,TraitNodeID
7651,8956,28236
7652,8957,28237
7653,8958,28238
7654,8959,28239
7655,8960,28240
7656,8961,28241
7657,8962,28242
7658,8963,28243
7659,8964,28244
7660,8965,28249
7661,8966,28250
7662,8967,28251
7663,8968,28252
7664,8969,28253
7665,8970,28254
7666,8971,28255
7667,8972,28256
7668,8973,28257
7669,8974,28258
7670,8975,28259
7671,8976,28260
7672,8977,28261
7673,8978,28262
7674,8979,28263
7675,8980,28264
7676,8981,28265
7677,8982,28266
7678,8983,28267
7679,8984,28268
7680,8985,28269
7681,8986,28270
7682,8987,28271
7683,8988,28272
7684,8989,28273
7685,8990,28274
7686,8991,28275
7687,8992,28276
7688,8993,28277
7689,8994,28278
7690,8995,28279
7691,8996,28280
7692,8997,28281
7693,8998,28282
7694,8999,28283
7695,9000,28284
7696,9001,28285
7697,9002,28286
7698,9003,28287
7699,9004,28288
7700,9005,28289
7701,9006,28290
7702,9007,28291
7703,9008,28292
7704,9009,28293
7705,9010,28299
7706,9011,28300
7707,9012,28301
7708,9013,28302
7709,9014,28303
7710,9015,28304
7711,9016,28305
7712,9017,28306
7713,9018,28307
7714,9019,28308
7715,9020,28309
7716,9021,28311
7717,9022,28312
7718,9023,28313
7719,9024,28314
7720,9025,28315
7721,9026,28316
7722,9027,28317
7723,9028,28318
7724,9029,28319
7725,9030,28320
7726,9031,28321
7727,9032,28322
7728,9033,28323
7729,9034,28324
7730,9035,28325
7731,9036,28326
7732,9037,28327
7733,9038,28328
7734,9039,28329
7735,9040,28330
7736,9041,28331
7737,9042,28332
7738,9043,28333
7739,9044,28334
7740,9045,28335
7741,9046,28336
7742,9047,28337
7743,9048,28338
7744,9049,28339
7745,9050,28340
7746,9051,28341
7747,9052,28342
7748,9053,28343
7749,9054,28344
7750,9055,28345
7751,9056,28346
7752,9057,28347
7753,9058,28348
7754,9059,28349
7755,9060,28350
7756,9061,28351
7757,9062,28352
7758,9063,28353
7759,9064,28354
7760,9065,28355
7761,9066,28356
7762,9067,28357
7763,9068,28358
7764,9069,28359
7765,9070,28367
7766,9071,28368
7767,9072,28369
7768,9073,28370
7769,9074,28371
7770,9075,28372
7771,9076,28373
7772,9077,28374
7773,9078,28375
7774,9079,28376
7775,9080,28377
7776,9081,28378
7777,9082,28379
7778,9083,28380
7779,9084,28381
7780,9085,28382
7781,9086,28383
7782,9087,28384
7783,9088,28385
7784,9089,28386
7785,9090,28387
7786,9091,28388
7787,9092,28389
7788,9093,28390
7789,9094,28391
7790,9095,28392
7791,9096,28393
7792,9097,28394
7793,9098,28395
7794,9099,28396
7795,9100,28397
7796,9101,28398
7797,9102,28399
7798,9103,28400
7799,9104,28401
7800,9105,28402
7801,9106,28403
7802,9107,28404
7803,9108,28405
7804,9109,28406
7805,9110,28407
7806,9111,28408
7807,9112,28409
7808,9113,28410
7809,9114,28411
7810,9115,28412
7811,9116,28413
7812,9117,28414
7813,9118,28415
7814,9119,28416
7815,9120,28417
7816,9121,28418
7817,9122,28419
7818,9123,28420
7819,9124,28421
7820,9125,28422
7821,9126,28423
7822,9127,28424
7823,9128,28425
7824,9129,28426
7825,9130,28427
7826,9131,28439
7827,9132,28440
7828,9133,28441
7829,9134,28442
7830,9135,28443
7831,9136,28444
7832,9137,28445
7833,9138,28446
7834,9139,28447
7835,9140,28448
7836,9141,28449
7837,9142,28450
7838,9143,28451
7839,9144,28452
7840,9145,28453
7841,9146,28454
7842,9147,28455
7843,9148,28456
7844,9149,28457
7845,9150,28458
7846,9151,28459
7847,9152,28460
7848,9153,28461
7849,9154,28462
7850,9155,28463
7851,9156,28464
7852,9157,28465
7853,9158,28466
7854,9159,28467
7855,9160,28468
7856,9161,28469
7857,9162,28475
7858,9163,28476
7859,9164,28477
7860,9165,28478
7861,9166,28479
7862,9167,28480
7863,9168,28481
7864,9169,28482
7865,9170,28483
7866,9171,28484
7867,9172,28485
7868,9173,28486
7869,9174,28487
7870,9175,28488
7871,9176,28489
7872,9177,28490
7873,9178,28491
7874,9179,28492
7875,9180,28493
7876,9181,28494
7877,9182,28495
7878,9183,28496
7879,9184,28497
7880,9185,28498
7881,9186,28499
7882,9187,28500
7883,9188,28501
7884,9189,28502
7885,9190,28503
7886,9191,28504
7887,9192,28505
7888,9193,28506
7889,9194,28507
7890,9195,28508
7891,9196,28509
7892,9197,28510
7893,9198,28511
7894,9199,28512
7895,9200,28513
7896,9201,28514
7897,9202,28515
7898,9203,28516
7899,9204,28517
7900,9205,28518
7901,9206,28519
7902,9207,28520
7903,9208,28521
7904,9209,28522
7905,9210,28523
7906,9211,28524
7907,9212,28525
7908,9213,28526
7909,9214,28527
7910,9215,28528
7911,9216,28529
7912,9217,28530
7913,9218,28531
7914,9219,28532
7915,9220,28533
7916,9221,28534
7917,9222,28535
7918,9223,28547
7919,9224,28548
7920,9225,28549
7921,9226,28550
7922,9227,28551
7923,9228,28552
7924,9229,28553
7925,9230,28554
7926,9231,28555
7927,9232,28556
7928,9233,28557
7929,9234,28558
7930,9235,28559
7931,9236,28560
7932,9237,28561
7933,9238,28562
7934,9239,28563
7935,9240,28564
7936,9241,28565
7937,9242,28566
7938,9243,28567
7939,9244,28568
7940,9245,28569
7941,9246,28570
7942,9247,28571
7943,9248,28572
7944,9249,28577
7945,9250,28578
7946,9251,28579
7947,9252,28580
7948,9253,28581
7949,9254,28582
7950,9255,28583
7951,9256,28584
7952,9257,28585
7953,9258,28586
7954,9259,28587
7955,9260,28588
7956,9261,28589
7957,9262,28590
7958,9263,28591
7959,9264,28592
7960,9265,28593
7961,9266,28594
7962,9267,28595
7963,9268,28596
7964,9269,28597
7965,9270,28598
7966,9271,28599
7967,9272,28600
7968,9273,28601
7969,9274,28602
7970,9275,28603
7971,9276,28604
7972,9277,28605
7973,9278,28606
7974,9279,28611
7975,9280,28612
7976,9281,28613
7977,9282,28614
7978,9283,28615
7979,9284,28616
7980,9285,28617
7981,9286,28618
7982,9287,28619
7983,9288,28620
7984,9289,28621
7985,9290,28622
7986,9291,28623
7987,9292,28624
7988,9293,28625
7989,9294,28626
7990,9295,28627
7991,9296,28628
7992,9297,28629
7993,9298,28630
7994,9299,28631
7995,9300,28632
7996,9301,28633
7997,9302,28634
7998,9303,28635
7999,9304,28636
8000,9305,28637
8001,9306,28638
8002,9307,28639
8003,9308,28640
8004,9309,28641
8005,9310,28642
8006,9311,28643
8007,9312,28644
8008,9313,28645
8009,9314,28646
8010,9315,28647
8011,9316,28648
8012,9317,28649
8013,9318,28650
8014,9319,28651
8015,9320,28652
8016,9321,28653
8017,9322,28654
8018,9323,28655
8019,9324,28661
8020,9325,28662
8021,9326,28663
8022,9327,28664
8023,9328,28665
8024,9329,28666
8025,9330,28667
8026,9331,28668
8027,9332,28669
8028,9333,28670
8029,9334,28671
8030,9335,28673
8031,9336,28674
8032,9337,28675
8033,9338,28676
8034,9339,28677
8035,9340,28678
8036,9341,28679
8037,9342,28680
8038,9343,28681
8039,9344,28682
8040,9345,28683
8041,9346,28684
8042,9347,28685
8043,9348,28686
8044,9349,28687
8045,9350,28688
8046,9351,28689
8047,9352,28690
8048,9353,28691
8049,9354,28692
8050,9355,28693
8051,9356,28694
8052,9357,28695
8053,9358,28696
8054,9359,28697
8055,9360,28698
8056,9361,28699
8057,9362,28700
8058,9363,28701
8059,9364,28702
8060,9365,28703
8061,9366,28704
8062,9367,28705
8063,9368,28706
8064,9369,28707
8065,9370,28708
8066,9371,28709
8067,9372,28710
8068,9373,28711
8069,9374,28712
8070,9375,28713
8071,9376,28714
8072,9377,28715
8073,9378,28716
8074,9379,28717
8075,9380,28718
8076,9381,28719
8077,9382,28720
8078,9383,28721
8086,9404,28988
8087,9398,29025
8088,9409,29025
8089,9399,29027
8090,9410,29027
8091,9400,29029
8092,9403,29029
8145,9478,29261
8146,9479,29262
8147,9480,29263
8148,9481,29264
8149,9482,29265
8150,9483,29266
8151,9484,29267
8152,9485,29268
8153,9486,29269
8154,9487,29270
8155,9488,29271
8156,9489,29272
8157,9490,29273
8158,9491,29274
8159,9492,29275
8160,9493,29276
8161,9494,29277
8162,9495,29278
8163,9496,29279
8164,9497,29280
8165,9498,29281
8166,9499,29282
8167,9500,29283
8168,9501,29284
8169,9502,29285
8170,9503,29286
8171,9504,29287
8172,9505,29288
8173,9506,29289
8174,9507,29290
8175,9508,29291
8176,9509,29292
8177,9510,29293
8178,9511,29294
8179,9512,29295
8180,9513,29296
8181,9514,29297
8182,9515,29298
8183,9516,29299
8184,9517,29300
8185,9518,29301
8186,9519,29302
8187,9520,29303
8188,9521,29304
8189,9522,29305
8190,9523,29306
8191,9524,29307
8192,9525,29308
8193,9526,29309
8194,9527,29310
8195,9528,29311
8196,9529,29312
8246,9606,29802
8247,9615,29803
8248,9607,29810
8301,9682,29999
8302,9683,30000
8303,9684,30001
8304,9685,30002
8305,9686,30003
8306,9687,30004
8307,9688,30005
8308,9689,30006
8309,9690,30007
8310,9691,30008
8311,9692,30009
8312,9693,30010
8313,9694,30011
8314,9695,30012
8315,9696,30013
8316,9697,30014
8317,9698,30015
8318,9699,30016
8319,9700,30017
8320,9701,30018
8321,9702,30019
8322,9703,30020
8323,9704,30021
8324,9705,30022
8325,9706,30023
8326,9707,30024
8327,9708,30025
8328,9709,30026
8329,9710,30027
8330,9711,30028
8331,9712,30029
8332,9713,30030
8333,9714,30031
8334,9715,30032
8335,9716,30033
8336,9717,30034
8337,9718,30035
8338,9719,30036
8339,9720,30037
8340,9721,30038
8341,9722,30039
8342,9723,30040
8343,9724,30041
8344,9725,30042
8345,9726,30043
8346,9727,30044
8347,9728,30045
8348,9729,30046
8349,9730,30047
8350,9731,30048
8351,9732,30049
8352,9733,30050
8353,9748,30171
8354,9749,30172
8355,9750,30173
8356,9751,30174
8357,9752,30175
8358,9753,30176
8359,9754,30177
8360,9755,30178
8361,9756,30179
8362,9757,30180
8363,9758,30181
8364,9759,30182
8365,9760,30183
8366,9761,30184
8367,9762,30185
8368,9763,30186
8369,9764,30187
8370,9765,30188
8371,9766,30189
8372,9767,30190
8373,9768,30191
8374,9769,30192
8375,9770,30193
8376,9771,30194
8377,9772,30195
8378,9773,30196
8382,9806,30754
8383,9815,30755
8384,9807,30762
8388,9832,31094
8389,9841,31095
8390,9833,31102
8391,9842,31117
8392,9843,31118
8393,9844,31119
8394,9845,31120
8395,9846,31121
8396,9847,31122
8397,9848,31123
8398,9849,31124
8399,9850,31125
8400,9851,31126
8401,9852,31127
8402,9853,31128
8403,9854,31129
8404,9855,31130
8405,9856,31131
8406,9857,31132
8407,9858,31133
8408,9859,31134
8409,9860,31135
8410,9861,31136
8411,9862,31137
8412,9863,31138
8413,9864,31139
8414,9865,31140
8415,9866,31141
8416,9867,31142
8417,9868,31147
8418,9869,31148
8419,9870,31149
8420,9871,31150
8421,9872,31151
8422,9873,31152
8423,9874,31153
8424,9875,31154
8425,9876,31155
8426,9877,31156
8427,9878,31157
8428,9879,31158
8429,9880,31159
8430,9881,31160
8431,9882,31161
8432,9883,31162
8433,9884,31163
8434,9885,31164
8435,9886,31165
8436,9887,31166
8437,9888,31167
8438,9889,31168
8439,9890,31169
8440,9891,31170
8441,9892,31171
8442,9893,31172
8443,9894,31173
8444,9895,31174
8445,9896,31175
8446,9897,31176
8447,9898,31177
8448,9899,31178
8449,9900,31179
8456,9941,31687
8457,9944,31689
8458,9946,31690
8459,9947,31691
8460,9948,31692
8461,9945,31768
8465,9976,32146
8466,9984,32147
8467,9977,32154
8471,10002,32486
8472,10010,32487
8473,10003,32494
8474,10011,32509
8475,10012,32510
8476,10013,32511
8477,10014,32512
8478,10015,32513
8479,10016,32514
8480,10017,32515
8481,10018,32516
8482,10019,32517
8483,10020,32518
8484,10021,32519
8485,10022,32520
8486,10023,32521
8487,10024,32522
8488,10025,32523
8489,10026,32524
8490,10027,32525
8491,10028,32526
8492,10029,32527
8493,10030,32528
8494,10031,32529
8495,10032,32530
8496,10033,32531
8497,10034,32532
8498,10035,32533
8499,10036,32534
8500,10037,32535
8501,10038,32536
8502,10039,32537
8503,10040,32538
8504,10041,32539
8505,10042,32540
8510,10063,32770
8511,10072,32770
8512,10080,32770
8513,10074,32772
8514,10083,32922
8515,10084,32923
8516,10085,32924
8517,10086,32925
8518,10087,32926
8519,10088,32927
8520,10089,32928
8521,10090,32929
8522,10091,32930
8523,10092,32931
8524,10093,32932
8525,10094,32933
8526,10095,32934
8527,10096,32935
8528,10097,32936
8529,10098,32937
8530,10099,32938
8531,10100,32939
8532,10101,32940
8533,10102,32941
8534,10103,32942
8535,10104,32943
8536,10105,32944
8537,10106,32945
8538,10107,32946
8539,10108,32947
8540,10109,32948
8541,10110,32949
8542,10111,32950
8543,10112,32951
8544,10113,32952
8545,10114,32953
8549,10132,33274
8550,10140,33275
8551,10133,33282
8552,10157,33535
8553,10158,33536
8554,10159,33537
8555,10160,33538
8556,10161,33539
8557,10162,33540
8558,10163,33541
8559,10164,33542
8560,10165,33543
8561,10166,33544
8562,10167,33545
8563,10168,33546
8564,10169,33547
8565,10170,33548
8566,10171,33549
8567,10172,33550
8568,10173,33551
8569,10174,33552
8570,10175,33553
8571,10176,33554
8572,10177,33555
8573,10178,33556
8574,10179,33557
8575,10180,33558
8576,10181,33559
8577,10182,33560
8578,10183,33561
8579,10184,33562
8580,10185,33563
8581,10186,33564
8582,10187,33565
8583,10188,33566
8584,10189,33567
8585,10190,33568
8586,10191,33569
8587,10192,33570
8588,10193,33571
8589,10194,33572
8590,10195,33573
8591,10196,33574
8592,10197,33575
8593,10198,33576
8594,10199,33577
8595,10200,33578
8596,10201,33579
8597,10202,33580
8598,10203,33581
8599,10204,33582
8600,10205,33583
8601,10206,33584
8602,10207,33585
8603,10208,33586
8604,10209,33587
8605,10210,33588
8606,10211,33589
8607,10212,33590
8608,10213,33591
8609,10214,33592
8610,10215,33593
8611,10216,33594
8612,10217,33595
8613,10218,33596
8614,10219,33597
8615,10220,33598
8616,10221,33599
8617,10222,33600
8618,10223,33601
8619,10224,33602
8620,10225,33603
8621,10226,33604
8622,10227,33605
8623,10228,33606
8624,10229,33607
8625,10230,33608
8626,10231,33609
8627,10232,33610
8628,10233,33611
8629,10234,33612
8630,10235,33627
8631,10236,33628
8632,10237,33629
8633,10238,33630
8634,10239,33631
8635,10240,33632
8636,10241,33633
8637,10242,33634
8638,10243,33635
8639,10244,33636
8640,10245,33637
8641,10246,33638
8642,10247,33639
8643,10248,33640
8644,10249,33641
8645,10250,33642
8646,10251,33643
8647,10252,33644
8648,10253,33645
8649,10254,33646
8650,10255,33647
8651,10256,33648
8652,10257,33649
8653,10258,33650
8654,10259,33651
8655,10260,33652
8656,10261,33653
8657,10262,33654
8658,10263,33655
8659,10264,33656
8660,10265,33657
8661,10266,33658
8662,10267,33659
8663,10268,33660
8664,10269,33661
8665,10270,33662
8666,10271,33663
8667,10272,33664
8668,10273,33665
8669,10274,33666
8670,10275,33667
8671,10276,33668
8672,10277,33669
8673,10278,33670
8674,10279,33671
8675,10280,33672
8676,10281,33673
8677,10282,33674
8678,10283,33675
8679,10284,33684
8680,10285,33685
8681,10286,33686
8682,10287,33687
8683,10288,33688
8684,10289,33689
8685,10290,33690
8686,10291,33691
8687,10292,33692
8688,10293,33693
8689,10294,33694
8690,10295,33695
8691,10296,33696
8692,10297,33697
8693,10298,33698
8694,10299,33699
8695,10300,33700
8696,10301,33701
8697,10302,33702
8698,10303,33703
8699,10304,33704
8700,10305,33705
8701,10306,33706
8702,10307,33707
8703,10308,33708
8704,10309,33709
8705,10310,33710
8706,10311,33711
8707,10312,33712
8708,10313,33713
8709,10314,33714
8710,10315,33715
8711,10316,33716
8712,10317,33717
8713,10318,33718
8714,10319,33719
8715,10320,33720
8716,10321,33721
8717,10322,33722
8718,10323,33723
8719,10324,33724
8720,10325,33725
8721,10326,33726
8722,10327,33727
8723,10328,33728
8724,10329,33729
8725,10330,33730
8726,10331,33731
8727,10332,33732
8728,10333,33733
8729,10334,33734
8730,10335,33735
8731,10336,33736
8732,10337,33737
8733,10338,33738
8734,10339,33739
8735,10340,33740
8736,10341,33741
8737,10342,33742
8738,10343,33743
8739,10344,33744
8740,10345,33745
8741,10346,33746
8742,10347,33747
8743,10348,33748
8744,10349,33749
8745,10350,33750
8746,10351,33751
8747,10352,33752
8748,10353,33753
8749,10354,33754
8750,10355,33755
8751,10356,33756
8752,10357,33757
8753,10358,33758
8754,10359,33759
8755,10360,33760
8756,10361,33761
8757,10362,33762
8758,10363,33763
8759,10364,33764
8760,10365,33780
8761,10366,33781
8762,10367,33782
8763,10368,33783
8764,10369,33784
8765,10370,33785
8766,10371,33786
8767,10372,33787
8768,10373,33788
8769,10374,33789
8770,10375,33790
8771,10376,33791
8772,10377,33792
8773,10378,33793
8774,10379,33794
8775,10380,33795
8776,10381,33796
8777,10382,33797
8778,10383,33798
8779,10384,33799
8780,10385,33800
8781,10386,33801
8782,10387,33802
8783,10388,33803
8784,10389,33804
8785,10390,33805
8786,10391,33806
8787,10392,33807
8788,10393,33808
8789,10394,33809
8790,10395,33810
8791,10396,33811
8792,10397,33812
8793,10398,33813
8794,10399,33814
8795,10400,33815
8796,10401,33816
8797,10402,33817
8798,10403,33818
8799,10404,33819
8800,10405,33820
8801,10406,33821
8802,10407,33822
8803,10408,33823
8804,10409,33824
8805,10410,33825
8806,10411,33826
8807,10412,33827
8808,10413,33828
8809,10414,33829
8810,10415,33830
8811,10416,33831
8812,10417,33832
8813,10418,33833
8814,10419,33834
8815,10420,33835
8816,10421,33836
8817,10422,33837
8818,10423,33838
8819,10424,33839
8820,10425,33840
8821,10426,33841
8822,10427,33842
8823,10428,33843
8824,10429,33844
8825,10430,33845
8826,10431,33846
8827,10432,33847
8828,10433,33848
8829,10434,33849
8830,10435,33850
8831,10436,33851
8832,10437,33852
8833,10438,33853
8834,10439,33854
8835,10440,33855
8836,10441,33856
8837,10442,33857
8838,10443,33858
8839,10444,33859
8840,10445,33860
8841,10446,33876
8842,10447,33877
8843,10448,33878
8844,10449,33879
8845,10450,33880
8846,10451,33881
8847,10452,33882
8848,10453,33883
8849,10454,33884
8850,10455,33885
8851,10456,33886
8852,10457,33887
8853,10458,33888
8854,10459,33889
8855,10460,33890
8856,10461,33891
8857,10462,33892
8858,10463,33893
8859,10464,33894
8860,10465,33895
8861,10466,33896
8862,10467,33897
8863,10468,33898
8864,10469,33899
8865,10470,33900
8866,10471,33901
8867,10472,33902
8868,10473,33903
8869,10474,33904
8870,10475,33905
8871,10476,33906
8872,10477,33907
8873,10478,33908
8874,10479,33909
8875,10480,33910
8876,10481,33911
8877,10482,33912
8878,10483,33913
8879,10484,33914
8880,10485,33915
8881,10486,33916
8882,10487,33917
8883,10488,33918
8884,10489,33919
8885,10490,33920
8886,10491,33921
8887,10492,33922
8888,10493,33923
8889,10494,33924
8890,10495,33925
8891,10496,33926
8892,10497,33927
8893,10498,33928
8894,10499,33929
8895,10500,33930
8896,10501,33931
8897,10502,33932
8898,10503,33933
8899,10504,33934
8900,10505,33935
8901,10506,33936
8902,10507,33937
8903,10508,33938
8904,10509,33939
8905,10510,33940
8906,10511,33941
8907,10512,33942
8908,10513,33943
8909,10514,33944
8910,10515,33945
8911,10516,33946
8912,10517,33947
8913,10518,33948
8914,10519,33949
8915,10520,33950
8916,10521,33951
8917,10522,33952
8918,10523,33953
8919,10524,33954
8920,10525,33955
8921,10526,33956
8925,10545,34182
8926,10544,34184
8927,10543,34186
8931,10567,34526
8932,10566,34528
8933,10565,34530
8934,10571,34660
8935,10572,34661
8936,10573,34662
8937,10574,34663
8938,10575,34664
8939,10576,34665
8940,10577,34666
8941,10578,34667
8942,10579,34668
8943,10580,34669
8944,10581,34670
8945,10582,34671
8946,10583,34672
8947,10584,34673
8948,10585,34674
8949,10586,34675
8950,10587,34676
8951,10588,34677
8952,10589,34678
8953,10590,34679
8954,10591,34680
8955,10592,34681
8956,10593,34682
8957,10594,34683
8958,10595,34684
8959,10596,34685
8960,10597,34686
8961,10598,34690
8962,10599,34691
8963,10600,34692
8964,10601,34693
8965,10602,34694
8966,10603,34695
8967,10604,34696
8968,10605,34697
8969,10606,34698
8970,10607,34699
8971,10608,34700
8972,10609,34701
8973,10610,34702
8974,10611,34703
8975,10612,34704
8976,10613,34705
8977,10614,34706
8978,10615,34707
8979,10616,34708
8980,10617,34709
8981,10618,34710
8982,10619,34711
8983,10620,34712
8984,10621,34713
8985,10622,34714
8986,10623,34715
8987,10624,34716
8988,10625,34717
8989,10626,34718
8990,10627,34719
8991,10628,34720
8992,10629,34721
8993,10630,34722
8994,10631,34723
8995,10632,34724
8996,10633,34725
8997,10634,34730
8998,10635,34731
8999,10636,34732
9000,10637,34733
9001,10638,34734
9002,10639,34735
9003,10640,34736
9004,10641,34737
9005,10642,34738
9006,10643,34739
9007,10644,34740
9008,10645,34741
9009,10646,34742
9010,10647,34743
9011,10648,34744
9012,10649,34745
9013,10650,34746
9014,10651,34747
9015,10652,34748
9016,10653,34749
9017,10654,34750
9018,10655,34751
9019,10656,34752
9020,10657,34753
9021,10658,34754
9022,10659,34755
9023,10660,34756
9024,10661,34760
9025,10662,34761
9026,10663,34762
9027,10664,34763
9028,10665,34764
9029,10666,34765
9030,10667,34766
9031,10668,34767
9032,10669,34768
9033,10670,34769
9034,10671,34770
9035,10672,34771
9036,10673,34772
9037,10674,34773
9038,10675,34774
9039,10676,34775
9040,10677,34776
9041,10678,34777
9042,10679,34778
9043,10680,34779
9044,10681,34780
9045,10682,34781
9046,10683,34782
9047,10684,34783
9048,10685,34784
9049,10686,34785
9050,10687,34786
9051,10688,34787
9052,10689,34788
9053,10690,34789
9054,10691,34790
9055,10692,34791
9056,10693,34792
9057,10694,34798
9058,10695,34799
9059,10696,34800
9060,10697,34801
9061,10698,34802
9062,10699,34803
9063,10700,34804
9064,10701,34805
9065,10702,34806
9066,10703,34807
9067,10704,34808
9068,10705,34809
9069,10706,34810
9070,10707,34811
9071,10708,34812
9072,10709,34813
9073,10710,34814
9074,10711,34815
9075,10712,34816
9076,10713,34817
9077,10714,34818
9078,10715,34819
9079,10716,34820
9080,10717,34821
9081,10718,34822
9082,10719,34823
9083,10720,34824
9084,10721,34825
9085,10722,34826
9086,10723,34827
9087,10724,34828
9088,10725,34829
9089,10726,34830
9090,10727,34836
9091,10728,34837
9092,10729,34838
9093,10730,34839
9094,10731,34840
9095,10732,34841
9096,10733,34842
9097,10734,34843
9098,10735,34844
9099,10736,34845
9100,10737,34846
9101,10738,34847
9102,10739,34848
9103,10740,34849
9104,10741,34850
9105,10742,34851
9106,10743,34852
9107,10744,34853
9108,10745,34854
9109,10746,34855
9110,10747,34856
9111,10748,34857
9112,10749,34858
9113,10750,34859
9114,10751,34860
9115,10752,34861
9116,10753,34862
9117,10754,34863
9118,10755,34864
9119,10756,34865
9120,10757,34866
9121,10758,34867
9122,10759,34868
9123,10760,34869
9124,10761,34870
9125,10762,34871
9126,10763,34872
9127,10764,34873
9128,10765,34874
9129,10766,34875
9130,10767,34876
9131,10768,34877
9132,10769,34878
9133,10770,34879
9134,10771,34880
9135,10772,34881
9136,10773,34882
9137,10774,34883
9138,10775,34884
9139,10776,34885
9143,10795,35105
9144,10794,35107
9145,10793,35109
9149,10816,35553
9150,10824,35554
9151,10817,35561
9415,11188,36309
9416,11196,36310
9417,11189,36317
9577,11412,36755
9578,11420,36756
9579,11413,36763
10308,12347,37418
10309,12345,37419
10310,12346,37420
10311,12348,37421
10312,12349,37422
10313,12350,37423
10314,12351,37424
10315,12352,37425
10316,12353,37426
10317,12354,37427
10318,12355,37428
10319,12356,37429
10320,12357,37430
10321,12358,37431
10322,12359,37432
10323,12360,37433
10324,12361,37434
10325,12362,37435
10326,12363,37436
10327,12364,37437
10328,12365,37438
10329,12366,37439
10330,12367,37440
10331,12368,37441
10332,12369,37442
10333,12370,37443
10334,12371,37444
10335,12372,37445
10336,12373,37446
10337,12374,37447
10338,12375,37448
10339,12376,37449
10340,12377,37450
10341,12378,37451
10342,12379,37452
10343,12380,37453
10344,12381,37454
10345,12382,37455
10346,12383,37456
10347,12384,37457
10348,12385,37458
10349,12386,37459
10350,12387,37460
10351,12388,37461
10352,12389,37462
10353,12390,37463
10354,12391,37464
10355,12392,37465
10356,12393,37466
10357,12394,37467
10358,12395,37468
10359,12396,37469
10412,12479,37762
10413,12477,37763
10414,12478,37764
10415,12480,37765
10416,12481,37766
10417,12482,37767
10418,12483,37768
10419,12484,37769
10420,12485,37770
10421,12486,37771
10422,12487,37772
10423,12488,37773
10424,12489,37774
10425,12490,37775
10426,12491,37776
10427,12492,37777
10428,12493,37778
10429,12494,37779
10430,12495,37780
10431,12496,37781
10432,12497,37782
10433,12498,37783
10434,12499,37784
10435,12500,37785
10436,12501,37786
10437,12502,37787
10438,12503,37788
10439,12504,37789
10440,12505,37790
10441,12506,37791
10442,12507,37792
10443,12508,37793
10444,12509,37794
10445,12510,37795
10446,12511,37796
10447,12512,37797
10448,12513,37798
10449,12514,37799
10450,12515,37800
10451,12516,37801
10452,12517,37802
10453,12518,37803
10454,12519,37804
10455,12520,37805
10456,12521,37806
10457,12522,37807
10458,12523,37808
10459,12524,37809
10460,12525,37810
10461,12526,37811
10462,12527,37812
10463,12528,37813
10470,12563,38095
10471,12566,38097
10472,12568,38098
10473,12569,38099
10474,12570,38100
10475,12567,38176
10479,12599,38445
10480,12598,38447
10481,12597,38449
10485,12623,38790
10486,12622,38792
10487,12621,38794
10548,12687,38988
10549,12688,38989
10550,12689,38990
10551,12690,38991
10552,12691,38992
10553,12692,38993
10554,12693,38994
10555,12694,38995
10556,12695,38996
10557,12696,38997
10558,12697,38998
10559,12698,38999
10560,12699,39000
10561,12700,39001
10562,12701,39002
10563,12702,39003
10564,12703,39004
10565,12704,39005
10566,12705,39006
10567,12706,39007
10568,12707,39008
10569,12708,39009
10570,12709,39010
10571,12710,39011
10572,12711,39012
10573,12712,39013
10574,12713,39014
10575,12714,39015
10576,12715,39016
10577,12716,39017
10578,12717,39022
10579,12718,39023
10580,12719,39024
10581,12720,39025
10582,12721,39026
10583,12722,39027
10584,12723,39028
10585,12724,39029
10586,12725,39030
10587,12726,39031
10588,12727,39032
10589,12728,39033
10590,12729,39034
10591,12730,39035
10592,12731,39036
10593,12732,39037
10594,12733,39038
10595,12734,39039
10596,12735,39040
10597,12736,39041
10598,12737,39042
10599,12738,39043
10600,12739,39044
10601,12740,39045
10602,12741,39046
10603,12742,39047
10604,12743,39048
10605,12744,39049
10606,12745,39050
10607,12746,39051
10608,12747,39052
10609,12748,39057
10610,12749,39058
10611,12750,39059
10612,12751,39060
10613,12752,39061
10614,12753,39062
10615,12754,39063
10616,12755,39064
10617,12756,39065
10618,12757,39066
10619,12758,39067
10620,12759,39068
10621,12760,39069
10622,12761,39070
10623,12762,39071
10624,12763,39072
10625,12764,39073
10626,12765,39074
10627,12766,39075
10628,12767,39076
10629,12768,39077
10630,12769,39078
10631,12770,39079
10632,12771,39080
10633,12772,39084
10634,12773,39085
10635,12774,39086
10636,12775,39087
10637,12776,39088
10638,12777,39089
10639,12778,39090
10640,12779,39091
10641,12780,39092
10642,12781,39093
10643,12782,39094
10644,12783,39095
10645,12784,39096
10646,12785,39097
10647,12786,39098
10648,12787,39099
10649,12788,39100
10650,12789,39101
10651,12790,39102
10652,12791,39103
10653,12792,39104
10654,12793,39105
10655,12794,39106
10656,12795,39107
10657,12796,39108
10658,12797,39109
10659,12798,39110
10660,12799,39111
10661,12800,39112
10662,12801,39113
10663,12802,39114
10664,12803,39115
10665,12804,39116
10666,12805,39117
10670,12822,39309
10671,12820,39349
10672,12821,39351
10673,12828,39464
10674,12829,39465
10675,12830,39466
10676,12831,39467
10677,12832,39468
