ID,VisualStyle,LeftTraitNodeID,RightTraitNodeID,Type
16289,1,22716,22714,0
16290,1,22716,22715,0
16514,1,22922,22942,2
16515,1,22912,22911,2
16516,1,22922,22929,2
16517,1,22911,22936,2
16518,1,22941,22922,2
16519,1,22913,22905,2
16520,1,22936,22905,2
16521,1,22929,22937,2
16522,1,22942,22937,2
16523,1,22940,22913,2
16524,1,22911,22913,2
16525,1,22921,22907,2
16526,1,22913,22908,2
16527,1,22914,22921,2
16528,1,22928,22921,2
16529,1,22908,22935,2
16530,1,22932,22935,2
16531,1,22921,22925,2
16532,1,22936,22934,2
16533,1,22907,22919,2
16534,1,22918,22915,2
16535,1,22908,22916,2
16536,1,22934,22916,2
16537,1,22919,22923,2
16538,1,22915,22906,2
16539,1,22916,22914,2
16540,1,22915,22917,2
16541,1,22939,22941,2
16542,1,22914,22941,2
16543,1,22928,22918,2
16544,1,22924,22918,2
16545,1,22906,22920,2
16546,1,22917,22920,2
16547,1,22909,22924,2
16548,1,22935,22928,2
16549,1,22913,22938,2
16550,1,22933,22938,2
16551,1,22932,22909,2
16552,1,22916,22926,2
16553,1,22935,22926,2
16554,1,22909,22931,2
16555,1,22935,22931,2
16556,1,22933,22932,2
16557,1,22930,22939,2
16558,1,22911,22910,2
16559,1,22940,22933,2
16560,1,22934,22930,2
16561,1,22912,22940,2
16562,1,22930,22927,2
16563,1,22916,22927,2
16564,1,23067,23068,2
16565,1,23069,23002,2
16566,1,23003,23000,2
16567,1,22994,22951,2
16568,1,22992,22993,2
16569,1,22994,22995,2
16570,1,22986,22987,2
16571,1,22973,22972,2
16572,1,22984,22985,2
16573,1,22980,22963,2
16574,1,22964,22965,2
16575,1,22966,22967,2
16576,1,22968,22967,2
16577,1,22959,22958,2
16578,1,22956,22955,2
16579,1,22986,22954,2
16580,1,22956,22954,2
16581,1,22988,22989,2
16582,1,22978,22975,2
16583,1,22978,22977,2
16584,1,22976,22974,2
16585,1,22963,22962,2
16586,1,22971,22968,2
16587,1,22970,22969,2
16588,1,23064,22946,2
16589,1,23002,23001,2
16590,1,23008,23007,2
16591,1,23061,23053,2
16592,1,23071,23005,2
16593,1,23003,23072,2
16594,1,23071,23072,2
16595,1,23062,22997,2
16596,1,23071,22997,2
16597,1,23060,23070,2
16598,1,23069,23070,2
16599,1,23058,23059,2
16600,1,23060,23061,2
16601,1,23065,22947,2
16602,1,23013,23012,2
16603,1,23080,23081,2
16604,1,23082,23081,2
16605,1,23078,22945,2
16606,1,23077,23078,2
16607,1,23086,23085,2
16608,1,23084,23083,2
16609,1,23082,23010,2
16610,1,23042,23043,2
16611,1,23052,23018,2
16612,1,23052,23042,2
16613,1,23041,23042,2
16614,1,23021,23022,2
16615,1,23051,23020,2
16616,1,23027,23025,2
16617,1,23027,23024,2
16618,1,23026,23027,2
16619,1,23028,23027,2
16620,1,23031,23029,2
16621,1,23031,23030,2
16622,1,23049,23050,2
16623,1,23048,23049,2
16624,1,23046,23037,2
16625,1,23038,23036,2
16626,1,23048,23034,2
16627,1,23046,23047,2
16628,1,23046,23045,2
16629,1,23074,23014,2
16630,1,23076,23016,2
16631,1,23015,23016,2
16632,1,23091,22944,2
16633,1,23091,23086,2
16634,1,23087,23086,2
16635,1,23089,23088,2
16636,1,23089,23090,2
16637,1,22943,23092,2
16638,1,23091,23092,2
16639,1,23073,23074,2
16640,1,23079,23009,2
16641,1,23075,23009,2
16642,1,23056,23055,2
16643,1,23057,23058,2
16644,1,23064,23063,2
16645,1,23064,23065,2
16646,1,23066,23067,2
16647,1,23068,23069,2
16648,1,23002,23003,2
16649,1,22995,22952,2
16650,1,22951,22952,2
16651,1,22993,22960,2
16652,1,22966,22960,2
16653,1,22986,22992,2
16654,1,22965,22992,2
16655,1,22991,22992,2
16656,1,22993,22994,2
16657,1,22987,22950,2
16658,1,22985,22986,2
16659,1,22985,22973,2
16660,1,22976,22973,2
16661,1,22982,22949,2
16662,1,22981,22982,2
16663,1,22983,22982,2
16664,1,22983,22984,2
16665,1,22979,22980,2
16666,1,22981,22980,2
16667,1,22963,22964,2
16668,1,22965,22966,2
16669,1,22967,22959,2
16670,1,22954,22953,2
16671,1,22976,22956,2
16672,1,22954,22988,2
16673,1,22987,22988,2
16674,1,22989,22990,2
16675,1,22975,22976,2
16676,1,22977,22976,2
16677,1,23018,23019,2
16678,1,22962,22961,2
16679,1,22971,22957,2
16680,1,22970,22971,2
16681,1,22980,22970,2
16682,1,23068,22948,2
16683,1,23016,23011,2
16684,1,23062,22999,2
16685,1,23005,23004,2
16686,1,23072,22996,2
16687,1,22997,22998,2
16688,1,23070,23071,2
16689,1,23059,23054,2
16690,1,23059,23060,2
16691,1,23061,23062,2
16692,1,23015,23013,2
16693,1,23081,23006,2
16694,1,23079,23080,2
16695,1,23086,23077,2
16696,1,23092,23077,2
16697,1,23084,23079,2
16698,1,23078,23079,2
16699,1,23085,23084,2
16700,1,23083,23082,2
16701,1,23038,23032,2
16702,1,23042,23039,2
16703,1,23040,23041,2
16704,1,23040,23052,2
16705,1,23051,23052,2
16706,1,23020,23021,2
16707,1,23035,23033,2
16708,1,23027,23023,2
16709,1,23029,23028,2
16710,1,23029,23026,2
16711,1,23051,23026,2
16712,1,23038,23031,2
16713,1,23030,23051,2
16714,1,23033,23051,2
16715,1,23050,23051,2
16716,1,23049,23017,2
16717,1,23049,23040,2
16718,1,23037,23038,2
16719,1,23034,23035,2
16720,1,23036,23035,2
16721,1,23047,23048,2
16722,1,23045,23044,2
16723,1,23014,23015,2
16724,1,23075,23076,2
16725,1,23088,23091,2
16726,1,23090,23091,2
16727,1,23088,23087,2
16728,1,23090,22943,2
16729,1,23092,23073,2
16730,1,23074,23075,2
16731,1,23078,23075,2
16732,1,23009,23008,2
16733,1,23067,23056,2
16734,1,23058,23056,2
16735,1,23065,23057,2
16736,1,23065,23066,2
16797,1,23723,23721,0
16798,1,23723,23722,0
16799,1,23727,23723,0
16800,1,23726,23724,0
16801,1,23726,23725,0
16802,1,23727,23726,0
16803,1,23765,23761,0
16804,1,23765,23762,0
16805,1,23765,23763,0
16806,1,23765,23764,0
16812,1,23903,23900,0
16813,1,23903,23901,0
16814,1,23903,23902,0
16815,1,23912,23903,0
16816,1,23907,23904,0
16817,1,23907,23905,0
16818,1,23907,23906,0
16819,1,23912,23907,0
16820,1,23911,23908,0
16821,1,23911,23909,0
16822,1,23911,23910,0
16823,1,23912,23911,0
16824,1,23935,23933,0
16825,1,23935,23934,0
17383,1,24568,24405,2
17384,1,24405,24555,2
17385,1,24405,24554,2
17386,1,24552,24405,2
17387,1,24406,24555,2
17388,1,24406,24554,2
17389,1,24552,24406,2
17390,1,24568,24406,2
17391,1,24413,24430,2
17392,1,24412,24430,2
17393,1,24414,24430,2
17394,1,24432,24429,2
17395,1,24431,24427,2
17396,1,24419,24426,2
17397,1,24433,24426,2
17398,1,24526,24527,2
17399,1,24450,24451,2
17400,1,24502,24523,2
17401,1,24522,24523,2
17402,1,24520,24521,2
17403,1,24469,24470,2
17404,1,24533,24539,2
17405,1,24538,24539,2
17406,1,24540,24539,2
17407,1,24554,24446,2
17408,1,24412,24410,2
17409,1,24422,24410,2
17410,1,24430,24424,2
17411,1,24444,24423,2
17412,1,24419,24421,2
17413,1,24418,24420,2
17414,1,24441,24419,2
17415,1,24439,24419,2
17416,1,24417,24418,2
17417,1,24408,24417,2
17418,1,24463,24457,2
17419,1,24461,24457,2
17420,1,24495,24490,2
17421,1,24521,24522,2
17422,1,24521,24502,2
17423,1,24470,24471,2
17424,1,24532,24533,2
17425,1,24552,24554,2
17426,1,24548,24554,2
17427,1,24553,24554,2
17428,1,24551,24550,2
17429,1,24413,24416,2
17430,1,24440,24415,2
17431,1,24423,24414,2
17432,1,24423,24413,2
17433,1,24418,24413,2
17434,1,24423,24412,2
17435,1,24425,24412,2
17436,1,24407,24411,2
17437,1,24409,24425,2
17438,1,24427,24425,2
17439,1,24444,24425,2
17440,1,24427,24409,2
17441,1,24447,24448,2
17442,1,24526,24501,2
17443,1,24500,24501,2
17444,1,24514,24515,2
17445,1,24522,24515,2
17446,1,24516,24515,2
17447,1,24502,24503,2
17448,1,24484,24468,2
17449,1,24471,24468,2
17450,1,24541,24532,2
17451,1,24553,24555,2
17452,1,24554,24555,2
17453,1,24556,24555,2
17454,1,24548,24549,2
17455,1,24550,24549,2
17456,1,24409,24422,2
17457,1,24435,24422,2
17458,1,24425,24422,2
17459,1,24431,24408,2
17460,1,24433,24407,2
17461,1,24505,24447,2
17462,1,24500,24497,2
17463,1,24498,24497,2
17464,1,24515,24507,2
17465,1,24508,24507,2
17466,1,24484,24485,2
17467,1,24483,24484,2
17468,1,24559,24531,2
17469,1,24541,24531,2
17470,1,24567,24556,2
17471,1,24551,24548,2
17472,1,24435,24428,2
17473,1,24459,24458,2
17474,1,24525,24500,2
17475,1,24499,24500,2
17476,1,24511,24506,2
17477,1,24507,24506,2
17478,1,24477,24486,2
17479,1,24468,24486,2
17480,1,24485,24486,2
17481,1,24482,24483,2
17482,1,24558,24541,2
17483,1,24542,24541,2
17484,1,24445,24557,2
17485,1,24565,24557,2
17486,1,24556,24557,2
17487,1,24420,24432,2
17488,1,24413,24432,2
17489,1,24460,24459,2
17490,1,24503,24499,2
17491,1,24524,24499,2
17492,1,24504,24505,2
17493,1,24506,24505,2
17494,1,24476,24487,2
17495,1,24486,24487,2
17496,1,24481,24482,2
17497,1,24543,24540,2
17498,1,24542,24540,2
17499,1,24541,24540,2
17500,1,24562,24558,2
17501,1,24445,24558,2
17502,1,24557,24558,2
17503,1,24551,24552,2
17504,1,24439,24433,2
17505,1,24415,24433,2
17506,1,24478,24473,2
17507,1,24499,24498,2
17508,1,24510,24504,2
17509,1,24511,24504,2
17510,1,24466,24460,2
17511,1,24487,24460,2
17512,1,24529,24528,2
17513,1,24558,24559,2
17514,1,24561,24559,2
17515,1,24552,24553,2
17516,1,24568,24553,2
17517,1,24420,24434,2
17518,1,24432,24434,2
17519,1,24473,24474,2
17520,1,24505,24491,2
17521,1,24495,24491,2
17522,1,24508,24511,2
17523,1,24510,24511,2
17524,1,24460,24461,2
17525,1,24466,24461,2
17526,1,24462,24461,2
17527,1,24481,24480,2
17528,1,24544,24529,2
17529,1,24530,24529,2
17530,1,24559,24536,2
17531,1,24569,24568,2
17532,1,24409,24435,2
17533,1,24474,24453,2
17534,1,24494,24495,2
17535,1,24506,24495,2
17536,1,24509,24510,2
17537,1,24464,24462,2
17538,1,24466,24462,2
17539,1,24480,24479,2
17540,1,24545,24530,2
17541,1,24536,24534,2
17542,1,24561,24534,2
17543,1,24570,24567,2
17544,1,24566,24567,2
17545,1,24568,24567,2
17546,1,24443,24436,2
17547,1,24454,24452,2
17548,1,24453,24452,2
17549,1,24495,24496,2
17550,1,24526,24496,2
17551,1,24517,24509,2
17552,1,24462,24463,2
17553,1,24464,24463,2
17554,1,24479,24478,2
17555,1,24547,24537,2
17556,1,24574,24560,2
17557,1,24569,24566,2
17558,1,24436,24437,2
17559,1,24452,24456,2
17560,1,24455,24456,2
17561,1,24494,24526,2
17562,1,24525,24526,2
17563,1,24516,24508,2
17564,1,24509,24508,2
17565,1,24465,24464,2
17566,1,24484,24477,2
17567,1,24478,24477,2
17568,1,24554,24547,2
17569,1,24549,24547,2
17570,1,24548,24547,2
17571,1,24560,24561,2
17572,1,24562,24561,2
17573,1,24419,24438,2
17574,1,24443,24438,2
17575,1,24564,24445,2
17576,1,24475,24455,2
17577,1,24454,24455,2
17578,1,24488,24455,2
17579,1,24515,24492,2
17580,1,24517,24516,2
17581,1,24472,24465,2
17582,1,24477,24476,2
17583,1,24547,24546,2
17584,1,24563,24562,2
17585,1,24569,24570,2
17586,1,24571,24570,2
17587,1,24430,24439,2
17588,1,24410,24439,2
17589,1,24564,24565,2
17590,1,24570,24565,2
17591,1,24567,24565,2
17592,1,24489,24449,2
17593,1,24492,24494,2
17594,1,24507,24494,2
17595,1,24493,24494,2
17596,1,24518,24517,2
17597,1,24465,24466,2
17598,1,24467,24466,2
17599,1,24474,24475,2
17600,1,24476,24475,2
17601,1,24546,24545,2
17602,1,24572,24563,2
17603,1,24574,24563,2
17604,1,24564,24563,2
17605,1,24422,24440,2
17606,1,24428,24440,2
17607,1,24513,24514,2
17608,1,24487,24489,2
17609,1,24460,24489,2
17610,1,24488,24489,2
17611,1,24523,24493,2
17612,1,24515,24493,2
17613,1,24519,24518,2
17614,1,24472,24467,2
17615,1,24468,24467,2
17616,1,24453,24454,2
17617,1,24475,24454,2
17618,1,24543,24544,2
17619,1,24545,24544,2
17620,1,24571,24564,2
17621,1,24570,24564,2
17622,1,24572,24564,2
17623,1,24430,24441,2
17624,1,24421,24442,2
17625,1,24519,24512,2
17626,1,24475,24488,2
17627,1,24487,24488,2
17628,1,24493,24525,2
17629,1,24524,24525,2
17630,1,24471,24472,2
17631,1,24534,24535,2
17632,1,24536,24535,2
17633,1,24555,24543,2
17634,1,24542,24543,2
17635,1,24571,24572,2
17636,1,24573,24572,2
17637,1,24434,24443,2
17638,1,24429,24443,2
17639,1,24441,24443,2
17640,1,24512,24513,2
17641,1,24488,24450,2
17642,1,24503,24524,2
17643,1,24523,24524,2
17644,1,24519,24520,2
17645,1,24481,24469,2
17646,1,24540,24538,2
17647,1,24544,24538,2
17648,1,24557,24542,2
17649,1,24555,24542,2
17650,1,24572,24574,2
17651,1,24573,24574,2
17652,1,24408,24444,2
17653,1,24427,24444,2
18467,1,25248,25085,2
18468,1,25085,25235,2
18469,1,25085,25234,2
18470,1,25232,25085,2
18471,1,25086,25235,2
18472,1,25086,25234,2
18473,1,25232,25086,2
18474,1,25248,25086,2
18475,1,25093,25110,2
18476,1,25092,25110,2
18477,1,25094,25110,2
18478,1,25112,25109,2
18479,1,25111,25107,2
18480,1,25099,25106,2
18481,1,25113,25106,2
18482,1,25206,25207,2
18483,1,25130,25131,2
18484,1,25182,25203,2
18485,1,25202,25203,2
18486,1,25200,25201,2
18487,1,25149,25150,2
18488,1,25213,25219,2
18489,1,25218,25219,2
18490,1,25220,25219,2
18491,1,25234,25126,2
18492,1,25092,25090,2
18493,1,25102,25090,2
18494,1,25110,25104,2
18495,1,25124,25103,2
18496,1,25099,25101,2
18497,1,25098,25100,2
18498,1,25121,25099,2
18499,1,25119,25099,2
18500,1,25097,25098,2
18501,1,25088,25097,2
18502,1,25143,25137,2
18503,1,25141,25137,2
18504,1,25175,25170,2
18505,1,25201,25202,2
18506,1,25201,25182,2
18507,1,25150,25151,2
18508,1,25212,25213,2
18509,1,25232,25234,2
18510,1,25228,25234,2
18511,1,25233,25234,2
18512,1,25231,25230,2
18513,1,25093,25096,2
18514,1,25120,25095,2
18515,1,25103,25094,2
18516,1,25103,25093,2
18517,1,25098,25093,2
18518,1,25103,25092,2
18519,1,25105,25092,2
18520,1,25087,25091,2
18521,1,25089,25105,2
18522,1,25107,25105,2
18523,1,25124,25105,2
18524,1,25107,25089,2
18525,1,25127,25128,2
18526,1,25206,25181,2
18527,1,25180,25181,2
18528,1,25194,25195,2
18529,1,25202,25195,2
18530,1,25196,25195,2
18531,1,25182,25183,2
18532,1,25164,25148,2
18533,1,25151,25148,2
18534,1,25221,25212,2
18535,1,25233,25235,2
18536,1,25234,25235,2
18537,1,25236,25235,2
18538,1,25228,25229,2
18539,1,25230,25229,2
18540,1,25089,25102,2
18541,1,25115,25102,2
18542,1,25105,25102,2
18543,1,25111,25088,2
18544,1,25113,25087,2
18545,1,25185,25127,2
18546,1,25180,25177,2
18547,1,25178,25177,2
18548,1,25195,25187,2
18549,1,25188,25187,2
18550,1,25164,25165,2
18551,1,25163,25164,2
18552,1,25239,25211,2
18553,1,25221,25211,2
18554,1,25247,25236,2
18555,1,25231,25228,2
18556,1,25115,25108,2
18557,1,25139,25138,2
18558,1,25205,25180,2
18559,1,25179,25180,2
18560,1,25191,25186,2
18561,1,25187,25186,2
18562,1,25157,25166,2
18563,1,25148,25166,2
18564,1,25165,25166,2
18565,1,25162,25163,2
18566,1,25238,25221,2
18567,1,25222,25221,2
18568,1,25125,25237,2
18569,1,25245,25237,2
18570,1,25236,25237,2
18571,1,25100,25112,2
18572,1,25093,25112,2
18573,1,25140,25139,2
18574,1,25183,25179,2
18575,1,25204,25179,2
18576,1,25184,25185,2
18577,1,25186,25185,2
18578,1,25156,25167,2
18579,1,25166,25167,2
18580,1,25161,25162,2
18581,1,25223,25220,2
18582,1,25222,25220,2
18583,1,25221,25220,2
18584,1,25242,25238,2
18585,1,25125,25238,2
18586,1,25237,25238,2
18587,1,25231,25232,2
18588,1,25119,25113,2
18589,1,25095,25113,2
18590,1,25158,25153,2
18591,1,25179,25178,2
18592,1,25190,25184,2
18593,1,25191,25184,2
18594,1,25146,25140,2
18595,1,25167,25140,2
18596,1,25209,25208,2
18597,1,25238,25239,2
18598,1,25241,25239,2
18599,1,25232,25233,2
18600,1,25248,25233,2
18601,1,25100,25114,2
18602,1,25112,25114,2
18603,1,25153,25154,2
18604,1,25185,25171,2
18605,1,25175,25171,2
18606,1,25188,25191,2
18607,1,25190,25191,2
18608,1,25140,25141,2
18609,1,25146,25141,2
18610,1,25142,25141,2
18611,1,25161,25160,2
18612,1,25224,25209,2
18613,1,25210,25209,2
18614,1,25239,25216,2
18615,1,25249,25248,2
18616,1,25089,25115,2
18617,1,25154,25133,2
18618,1,25174,25175,2
18619,1,25186,25175,2
18620,1,25189,25190,2
18621,1,25144,25142,2
18622,1,25146,25142,2
18623,1,25160,25159,2
18624,1,25225,25210,2
18625,1,25216,25214,2
18626,1,25241,25214,2
18627,1,25250,25247,2
18628,1,25246,25247,2
18629,1,25248,25247,2
18630,1,25123,25116,2
18631,1,25134,25132,2
18632,1,25133,25132,2
18633,1,25175,25176,2
18634,1,25206,25176,2
18635,1,25197,25189,2
18636,1,25142,25143,2
18637,1,25144,25143,2
18638,1,25159,25158,2
18639,1,25227,25217,2
18640,1,25254,25240,2
18641,1,25249,25246,2
18642,1,25116,25117,2
18643,1,25132,25136,2
18644,1,25135,25136,2
18645,1,25174,25206,2
18646,1,25205,25206,2
18647,1,25196,25188,2
18648,1,25189,25188,2
18649,1,25145,25144,2
18650,1,25164,25157,2
18651,1,25158,25157,2
18652,1,25234,25227,2
18653,1,25229,25227,2
18654,1,25228,25227,2
18655,1,25240,25241,2
18656,1,25242,25241,2
18657,1,25099,25118,2
18658,1,25123,25118,2
18659,1,25244,25125,2
18660,1,25155,25135,2
18661,1,25134,25135,2
18662,1,25168,25135,2
18663,1,25195,25172,2
18664,1,25197,25196,2
18665,1,25152,25145,2
18666,1,25157,25156,2
18667,1,25227,25226,2
18668,1,25243,25242,2
18669,1,25249,25250,2
18670,1,25251,25250,2
18671,1,25110,25119,2
18672,1,25090,25119,2
18673,1,25244,25245,2
18674,1,25250,25245,2
18675,1,25247,25245,2
18676,1,25169,25129,2
18677,1,25172,25174,2
18678,1,25187,25174,2
18679,1,25173,25174,2
18680,1,25198,25197,2
18681,1,25145,25146,2
18682,1,25147,25146,2
18683,1,25154,25155,2
18684,1,25156,25155,2
18685,1,25226,25225,2
18686,1,25252,25243,2
18687,1,25254,25243,2
18688,1,25244,25243,2
18689,1,25102,25120,2
18690,1,25108,25120,2
18691,1,25193,25194,2
18692,1,25167,25169,2
18693,1,25140,25169,2
18694,1,25168,25169,2
18695,1,25203,25173,2
18696,1,25195,25173,2
18697,1,25199,25198,2
18698,1,25152,25147,2
18699,1,25148,25147,2
18700,1,25133,25134,2
18701,1,25155,25134,2
18702,1,25223,25224,2
18703,1,25225,25224,2
18704,1,25251,25244,2
18705,1,25250,25244,2
18706,1,25252,25244,2
18707,1,25110,25121,2
18708,1,25101,25122,2
18709,1,25199,25192,2
18710,1,25155,25168,2
18711,1,25167,25168,2
18712,1,25173,25205,2
18713,1,25204,25205,2
18714,1,25151,25152,2
18715,1,25214,25215,2
18716,1,25216,25215,2
18717,1,25235,25223,2
18718,1,25222,25223,2
18719,1,25251,25252,2
18720,1,25253,25252,2
18721,1,25114,25123,2
18722,1,25109,25123,2
18723,1,25121,25123,2
18724,1,25192,25193,2
18725,1,25168,25130,2
18726,1,25183,25204,2
18727,1,25203,25204,2
18728,1,25199,25200,2
18729,1,25161,25149,2
18730,1,25220,25218,2
18731,1,25224,25218,2
18732,1,25237,25222,2
18733,1,25235,25222,2
18734,1,25252,25254,2
18735,1,25253,25254,2
18736,1,25088,25124,2
18737,1,25107,25124,2
19009,1,25504,25507,2
19010,1,25505,25504,2
19011,1,25506,25504,2
19012,1,25497,25504,2
19013,1,25505,25487,2
19014,1,25491,25505,2
19015,1,25488,25505,2
19016,1,25488,25506,2
19017,1,25488,25497,2
19018,1,25503,25488,2
19019,1,25588,25425,2
19020,1,25425,25575,2
19021,1,25425,25574,2
19022,1,25572,25425,2
19023,1,25426,25575,2
19024,1,25426,25574,2
19025,1,25572,25426,2
19026,1,25588,25426,2
19027,1,25433,25450,2
19028,1,25432,25450,2
19029,1,25434,25450,2
19030,1,25452,25449,2
19031,1,25451,25447,2
19032,1,25439,25446,2
19033,1,25453,25446,2
19034,1,25546,25547,2
19035,1,25470,25471,2
19036,1,25522,25543,2
19037,1,25542,25543,2
19038,1,25540,25541,2
19039,1,25489,25490,2
19040,1,25553,25559,2
19041,1,25558,25559,2
19042,1,25560,25559,2
19043,1,25574,25466,2
19044,1,25432,25430,2
19045,1,25442,25430,2
19046,1,25450,25444,2
19047,1,25464,25443,2
19048,1,25439,25441,2
19049,1,25438,25440,2
19050,1,25461,25439,2
19051,1,25459,25439,2
19052,1,25437,25438,2
19053,1,25428,25437,2
19054,1,25483,25477,2
19055,1,25481,25477,2
19056,1,25515,25510,2
19057,1,25541,25542,2
19058,1,25541,25522,2
19059,1,25490,25491,2
19060,1,25552,25553,2
19061,1,25572,25574,2
19062,1,25568,25574,2
19063,1,25573,25574,2
19064,1,25571,25570,2
19065,1,25433,25436,2
19066,1,25460,25435,2
19067,1,25443,25434,2
19068,1,25443,25433,2
19069,1,25438,25433,2
19070,1,25443,25432,2
19071,1,25445,25432,2
19072,1,25427,25431,2
19073,1,25429,25445,2
19074,1,25447,25445,2
19075,1,25464,25445,2
19076,1,25447,25429,2
19077,1,25467,25468,2
19078,1,25546,25521,2
19079,1,25520,25521,2
19080,1,25534,25535,2
19081,1,25542,25535,2
19082,1,25536,25535,2
19083,1,25522,25523,2
19084,1,25561,25552,2
19085,1,25573,25575,2
19086,1,25574,25575,2
19087,1,25576,25575,2
19088,1,25568,25569,2
19089,1,25570,25569,2
19090,1,25429,25442,2
19091,1,25455,25442,2
19092,1,25445,25442,2
19093,1,25451,25428,2
19094,1,25453,25427,2
19095,1,25525,25467,2
19096,1,25520,25517,2
19097,1,25518,25517,2
19098,1,25535,25527,2
19099,1,25528,25527,2
19100,1,25579,25551,2
19101,1,25561,25551,2
19102,1,25587,25576,2
19103,1,25571,25568,2
19104,1,25455,25448,2
19105,1,25479,25478,2
19106,1,25545,25520,2
19107,1,25519,25520,2
19108,1,25531,25526,2
19109,1,25527,25526,2
19110,1,25502,25503,2
19111,1,25578,25561,2
19112,1,25562,25561,2
19113,1,25465,25577,2
19114,1,25585,25577,2
19115,1,25576,25577,2
19116,1,25440,25452,2
19117,1,25433,25452,2
19118,1,25480,25479,2
19119,1,25523,25519,2
19120,1,25544,25519,2
19121,1,25524,25525,2
19122,1,25526,25525,2
19123,1,25496,25507,2
19124,1,25501,25502,2
19125,1,25563,25560,2
19126,1,25562,25560,2
19127,1,25561,25560,2
19128,1,25582,25578,2
19129,1,25465,25578,2
19130,1,25577,25578,2
19131,1,25571,25572,2
19132,1,25459,25453,2
19133,1,25435,25453,2
19134,1,25498,25493,2
19135,1,25519,25518,2
19136,1,25530,25524,2
19137,1,25531,25524,2
19138,1,25486,25480,2
19139,1,25507,25480,2
19140,1,25549,25548,2
19141,1,25578,25579,2
19142,1,25581,25579,2
19143,1,25572,25573,2
19144,1,25588,25573,2
19145,1,25440,25454,2
19146,1,25452,25454,2
19147,1,25493,25494,2
19148,1,25525,25511,2
19149,1,25515,25511,2
19150,1,25528,25531,2
19151,1,25530,25531,2
19152,1,25480,25481,2
19153,1,25486,25481,2
19154,1,25482,25481,2
19155,1,25501,25500,2
19156,1,25564,25549,2
19157,1,25550,25549,2
19158,1,25579,25556,2
19159,1,25589,25588,2
19160,1,25429,25455,2
19161,1,25494,25473,2
19162,1,25514,25515,2
19163,1,25526,25515,2
19164,1,25529,25530,2
19165,1,25484,25482,2
19166,1,25486,25482,2
19167,1,25500,25499,2
19168,1,25565,25550,2
19169,1,25556,25554,2
19170,1,25581,25554,2
19171,1,25590,25587,2
19172,1,25586,25587,2
19173,1,25588,25587,2
19174,1,25463,25456,2
19175,1,25474,25472,2
19176,1,25473,25472,2
19177,1,25515,25516,2
19178,1,25546,25516,2
19179,1,25537,25529,2
19180,1,25482,25483,2
19181,1,25484,25483,2
19182,1,25499,25498,2
19183,1,25567,25557,2
19184,1,25594,25580,2
19185,1,25589,25586,2
19186,1,25456,25457,2
19187,1,25472,25476,2
19188,1,25475,25476,2
19189,1,25514,25546,2
19190,1,25545,25546,2
19191,1,25536,25528,2
19192,1,25529,25528,2
19193,1,25485,25484,2
19194,1,25498,25497,2
19195,1,25574,25567,2
19196,1,25569,25567,2
19197,1,25568,25567,2
19198,1,25580,25581,2
19199,1,25582,25581,2
19200,1,25439,25458,2
19201,1,25463,25458,2
19202,1,25584,25465,2
19203,1,25495,25475,2
19204,1,25474,25475,2
19205,1,25508,25475,2
19206,1,25535,25512,2
19207,1,25537,25536,2
19208,1,25492,25485,2
19209,1,25497,25496,2
19210,1,25567,25566,2
19211,1,25583,25582,2
19212,1,25589,25590,2
19213,1,25591,25590,2
19214,1,25450,25459,2
19215,1,25430,25459,2
19216,1,25584,25585,2
19217,1,25590,25585,2
19218,1,25587,25585,2
19219,1,25509,25469,2
19220,1,25512,25514,2
19221,1,25527,25514,2
19222,1,25513,25514,2
19223,1,25538,25537,2
19224,1,25485,25486,2
19225,1,25487,25486,2
19226,1,25494,25495,2
19227,1,25496,25495,2
19228,1,25566,25565,2
19229,1,25592,25583,2
19230,1,25594,25583,2
19231,1,25584,25583,2
19232,1,25442,25460,2
19233,1,25448,25460,2
19234,1,25533,25534,2
19235,1,25507,25509,2
19236,1,25480,25509,2
19237,1,25508,25509,2
19238,1,25543,25513,2
19239,1,25535,25513,2
19240,1,25539,25538,2
19241,1,25492,25487,2
19242,1,25473,25474,2
19243,1,25495,25474,2
19244,1,25563,25564,2
19245,1,25565,25564,2
19246,1,25591,25584,2
19247,1,25590,25584,2
19248,1,25592,25584,2
19249,1,25450,25461,2
19250,1,25441,25462,2
19251,1,25539,25532,2
19252,1,25495,25508,2
19253,1,25507,25508,2
19254,1,25513,25545,2
19255,1,25544,25545,2
19256,1,25491,25492,2
19257,1,25554,25555,2
19258,1,25556,25555,2
19259,1,25575,25563,2
19260,1,25562,25563,2
19261,1,25591,25592,2
19262,1,25593,25592,2
19263,1,25454,25463,2
19264,1,25449,25463,2
19265,1,25461,25463,2
19266,1,25532,25533,2
19267,1,25508,25470,2
19268,1,25523,25544,2
19269,1,25543,25544,2
19270,1,25539,25540,2
19271,1,25501,25489,2
19272,1,25560,25558,2
19273,1,25564,25558,2
19274,1,25577,25562,2
19275,1,25575,25562,2
19276,1,25592,25594,2
19277,1,25593,25594,2
19278,1,25428,25464,2
19279,1,25447,25464,2
20248,1,26221,26234,2
20249,1,26242,26221,2
20250,1,26224,26221,2
20251,1,26241,26234,2
20252,1,26234,26231,2
20253,1,26249,26234,2
20254,1,26244,26231,2
20255,1,26231,26235,2
20256,1,26232,26231,2
20257,1,26228,26249,2
20258,1,26268,26222,2
20259,1,26246,26268,2
