ID,TraitNodeID,TraitNodeEntryID,Index
21669,19508,24528,0
21670,19509,24530,0
21671,19510,24531,0
21672,19511,24532,0
21673,19512,24533,0
21674,19513,24534,0
21675,19514,24535,0
21676,19515,24536,0
21677,19516,24537,0
21678,19517,24538,0
21679,19518,24540,0
21680,19519,24541,0
21681,19520,24542,0
21682,19521,24543,0
21683,19522,24544,0
21684,19523,24546,0
21685,19524,24547,0
21686,19525,24548,0
21687,19526,24549,0
21688,19527,24550,0
21689,19528,24551,0
21690,19529,24552,0
21691,19530,24553,0
21692,19531,24554,0
21693,19532,24555,0
21694,19533,24556,0
21695,19534,24513,1
21696,19534,24558,0
21697,19535,24521,1
21698,19535,24559,0
21699,19536,24529,1
21700,19536,24560,0
21701,19537,24539,1
21702,19537,24561,0
21703,19538,24545,1
21704,19538,24562,0
21705,19539,24557,1
21706,19539,24563,0
21707,19540,24564,0
21708,19541,24565,0
21709,19542,24566,0
21710,19543,24567,0
21711,19544,24568,0
21712,19545,24569,0
21713,19546,24570,0
21714,19547,24572,0
21715,19548,24573,0
21716,19549,24574,0
21717,19550,24575,0
21718,19551,24576,0
21719,19552,24577,0
21720,19553,24578,0
21721,19554,24580,0
21722,19555,24581,0
21723,19556,24582,0
21724,19557,24583,0
21725,19558,24584,0
21726,19559,24585,0
21727,19560,24586,0
21728,19561,24588,0
21729,19562,24589,0
21730,19563,24590,0
21731,19564,24591,0
21732,19565,24592,0
21733,19566,24593,0
21734,19567,24594,0
21735,19568,24596,0
21736,19569,24597,0
21737,19570,24598,0
21738,19571,24599,0
21739,19572,24600,0
21740,19573,24601,0
21741,19574,24602,0
21742,19575,24604,0
21743,19576,24605,0
21744,19577,24606,0
21745,19578,24607,0
21746,19579,24608,0
21747,19580,24609,0
21748,19581,24610,0
21749,19582,24612,0
21750,19583,24613,0
21751,19584,24614,0
21752,19585,24615,0
21753,19586,24616,0
21754,19587,24617,0
21755,19588,24618,0
21756,19589,24620,0
21757,19590,24621,0
21758,19591,24622,0
21759,19592,24623,0
21760,19593,24624,0
21761,19594,24625,0
21762,19595,24626,0
21763,19596,24628,0
21764,19597,24629,0
21765,19598,24630,0
21766,19599,24631,0
21767,19600,24632,0
21768,19601,24633,0
21769,19602,24634,0
21770,19603,24636,0
21771,19604,24637,0
21772,19605,24638,0
21773,19606,24639,0
21774,19607,24640,0
21775,19608,24641,0
21776,19609,24642,0
21777,19610,24644,0
21778,19611,24645,0
21779,19612,24646,0
21780,19613,24647,0
21781,19614,24648,0
21782,19615,24649,0
21783,19616,24650,0
21784,19617,24652,0
21785,19618,24653,0
21786,19619,24654,0
21787,19620,24655,0
21788,19621,24656,0
21789,19622,24657,0
21790,19623,24658,0
21791,19624,24660,0
21792,19625,24661,0
21793,19626,24662,0
21794,19627,24663,0
21795,19628,24664,0
21796,19629,24665,0
21797,19630,24666,0
21798,19631,24571,1
21799,19631,24668,0
21800,19632,24579,1
21801,19632,24669,0
21802,19633,24587,1
21803,19633,24670,0
21804,19634,24595,1
21805,19634,24671,0
21806,19635,24603,1
21807,19635,24672,0
21808,19636,24611,1
21809,19636,24673,0
21810,19637,24619,1
21811,19637,24674,0
21812,19638,24627,1
21813,19638,24675,0
21814,19639,24643,1
21815,19639,24676,0
21816,19640,24635,1
21817,19640,24677,0
21818,19641,24651,1
21819,19641,24678,0
21820,19642,24659,1
21821,19642,24679,0
21822,19643,24667,1
21823,19643,24680,0
21824,19644,24681,0
21825,19645,24682,0
21826,19646,24683,0
21827,19647,24684,0
21828,19648,24685,0
21829,19649,24686,0
21830,19650,24687,0
21831,19651,24689,0
21832,19652,24690,0
21833,19653,24691,0
21834,19654,24692,0
21835,19655,24693,0
21836,19656,24694,0
21837,19657,24695,0
21838,19658,24697,0
21839,19659,24698,0
21840,19660,24699,0
21841,19661,24700,0
21842,19662,24701,0
21843,19663,24702,0
21844,19664,24703,0
21845,19665,24688,1
21846,19665,24705,0
21847,19666,24696,1
21848,19666,24706,0
21849,19667,24704,1
21850,19667,24707,0
21851,19668,24708,0
21852,19669,24709,0
21853,19670,24710,0
21854,19671,24711,0
21855,19672,24712,0
21856,19673,24714,0
21857,19674,24715,0
21858,19675,24716,0
21859,19676,24717,0
21860,19677,24718,0
21861,19678,24720,0
21862,19679,24721,0
21863,19680,24722,0
21864,19681,24723,0
21865,19682,24724,0
21866,19683,24726,0
21867,19684,24727,0
21868,19685,24728,0
21869,19686,24729,0
21870,19687,24730,0
21871,19688,24732,0
21872,19689,24733,0
21873,19690,24734,0
21874,19691,24735,0
21875,19692,24736,0
21876,19693,24737,0
21877,19694,24738,0
21878,19695,24740,0
21879,19696,24741,0
21880,19697,24742,0
21881,19698,24743,0
21882,19699,24744,0
21883,19700,24746,0
21884,19701,24747,0
21885,19702,24748,0
21886,19703,24749,0
21887,19704,24750,0
21888,19705,24752,0
21889,19706,24753,0
21890,19707,24754,0
21891,19708,24755,0
21892,19709,24756,0
21893,19710,24758,0
21894,19711,24759,0
21895,19712,24760,0
21896,19713,24761,0
21897,19714,24762,0
21898,19715,24764,0
21899,19716,24765,0
21900,19717,24766,0
21901,19718,24767,0
21902,19719,24768,0
21903,19720,24769,0
21904,19721,24770,0
21905,19722,24772,0
21906,19723,24773,0
21907,19724,24774,0
21908,19725,24775,0
21909,19726,24776,0
21910,19727,24777,0
21911,19728,24778,0
21912,19729,24713,1
21913,19729,24780,0
21914,19730,24719,1
21915,19730,24781,0
21916,19731,24725,1
21917,19731,24782,0
21918,19732,24731,1
21919,19732,24783,0
21920,19733,24739,1
21921,19733,24784,0
21922,19734,24745,1
21923,19734,24785,0
21924,19735,24751,1
21925,19735,24786,0
21926,19736,24757,1
21927,19736,24787,0
21928,19737,24763,1
21929,19737,24788,0
21930,19738,24771,1
21931,19738,24789,0
21932,19739,24779,1
21933,19739,24790,0
21934,19740,24791,0
21935,19741,24792,0
21936,19742,24793,0
21937,19743,24794,0
21938,19744,24795,0
21939,19745,24797,0
21940,19746,24798,0
21941,19747,24799,0
21942,19748,24800,0
21943,19749,24801,0
21944,19750,24803,0
21945,19751,24804,0
21946,19752,24805,0
21947,19753,24806,0
21948,19754,24807,0
21949,19755,24809,0
21950,19756,24810,0
21951,19757,24811,0
21952,19758,24812,0
21953,19759,24813,0
21954,19760,24815,0
21955,19761,24816,0
21956,19762,24817,0
21957,19763,24818,0
21958,19764,24819,0
21959,19765,24820,0
21960,19766,24821,0
21961,19767,24823,0
21962,19768,24824,0
21963,19769,24825,0
21964,19770,24826,0
21965,19771,24827,0
21966,19772,24829,0
21967,19773,24830,0
21968,19774,24831,0
21969,19775,24832,0
21970,19776,24833,0
21971,19777,24835,0
21972,19778,24836,0
21973,19779,24837,0
21974,19780,24838,0
21975,19781,24839,0
21976,19782,24841,0
21977,19783,24842,0
21978,19784,24843,0
21979,19785,24844,0
21980,19786,24845,0
21981,19787,24847,0
21982,19788,24848,0
21983,19789,24849,0
21984,19790,24850,0
21985,19791,24851,0
21986,19792,24852,0
21987,19793,24853,0
21988,19794,24855,0
21989,19795,24856,0
21990,19796,24857,0
21991,19797,24858,0
21992,19798,24859,0
21993,19799,24860,0
21994,19800,24861,0
21995,19801,24796,1
21996,19801,24863,0
21997,19802,24802,1
21998,19802,24864,0
21999,19803,24808,1
22000,19803,24865,0
22001,19804,24814,1
22002,19804,24866,0
22003,19805,24822,1
22004,19805,24867,0
22005,19806,24828,1
22006,19806,24868,0
22007,19807,24834,1
22008,19807,24869,0
22009,19808,24840,1
22010,19808,24870,0
22011,19809,24846,1
22012,19809,24871,0
22013,19810,24854,1
22014,19810,24872,0
22015,19811,24862,1
22016,19811,24873,0
22066,19855,24923,0
22067,19856,24924,0
22068,19857,24925,0
22069,19858,24926,0
22070,19859,24927,0
22071,19860,24928,0
22072,19861,24929,0
22073,19862,24931,0
22074,19863,24932,0
22075,19864,24933,0
22076,19865,24934,0
22077,19866,24935,0
22078,19867,24936,0
22079,19868,24937,0
22080,19869,24939,0
22081,19870,24940,0
22082,19871,24941,0
22083,19872,24942,0
22084,19873,24943,0
22085,19874,24944,0
22086,19875,24945,0
22087,19876,24947,0
22088,19877,24948,0
22089,19878,24949,0
22090,19879,24950,0
22091,19880,24951,0
22092,19881,24952,0
22093,19882,24953,0
22094,19883,24955,0
22095,19884,24956,0
22096,19885,24957,0
22097,19886,24958,0
22098,19887,24959,0
22099,19888,24960,0
22100,19889,24961,0
22101,19890,24963,0
22102,19891,24964,0
22103,19892,24965,0
22104,19893,24966,0
22105,19894,24967,0
22106,19895,24968,0
22107,19896,24969,0
22108,19897,24971,0
22109,19898,24972,0
22110,19899,24973,0
22111,19900,24974,0
22112,19901,24975,0
22113,19902,24976,0
22114,19903,24977,0
22115,19904,24979,0
22116,19905,24980,0
22117,19906,24981,0
22118,19907,24982,0
22119,19908,24983,0
22120,19909,24984,0
22121,19910,24985,0
22122,19911,24987,0
22123,19912,24988,0
22124,19913,24989,0
22125,19914,24990,0
22126,19915,24991,0
22127,19916,24992,0
22128,19917,24993,0
22129,19918,24995,0
22130,19919,24996,0
22131,19920,24997,0
22132,19921,24998,0
22133,19922,24999,0
22134,19923,25000,0
22135,19924,25001,0
22136,19925,25003,0
22137,19926,25004,0
22138,19927,25005,0
22139,19928,25006,0
22140,19929,25007,0
22141,19930,25008,0
22142,19931,25009,0
22143,19932,25011,0
22144,19933,25012,0
22145,19934,25013,0
22146,19935,25014,0
22147,19936,25015,0
22148,19937,25016,0
22149,19938,25017,0
22150,19939,25019,0
22151,19940,25020,0
22152,19941,25021,0
22153,19942,25022,0
22154,19943,25023,0
22155,19944,25024,0
22156,19945,25025,0
22157,19946,24930,1
22158,19946,25027,0
22159,19947,24938,1
22160,19947,25028,0
22161,19948,24946,1
22162,19948,25029,0
22163,19949,24954,1
22164,19949,25030,0
22165,19950,24962,1
22166,19950,25031,0
22167,19951,24970,1
22168,19951,25032,0
22169,19952,24978,1
22170,19952,25033,0
22171,19953,24986,1
22172,19953,25034,0
22173,19954,25002,1
22174,19954,25035,0
22175,19955,24994,1
22176,19955,25036,0
22177,19956,25010,1
22178,19956,25037,0
22179,19957,25018,1
22180,19957,25038,0
22181,19958,25026,1
22182,19958,25039,0
22232,20002,25089,0
22233,20003,25090,0
22234,20004,25091,0
22235,20005,25092,0
22236,20006,25093,0
22237,20007,25094,0
22238,20008,25095,0
22239,20009,25097,0
22240,20010,25098,0
22241,20011,25099,0
22242,20012,25100,0
22243,20013,25101,0
22244,20014,25102,0
22245,20015,25103,0
22246,20016,25105,0
22247,20017,25106,0
22248,20018,25107,0
22249,20019,25108,0
22250,20020,25109,0
22251,20021,25110,0
22252,20022,25111,0
22253,20023,25113,0
22254,20024,25114,0
22255,20025,25115,0
22256,20026,25116,0
22257,20027,25117,0
22258,20028,25118,0
22259,20029,25119,0
22260,20030,25121,0
22261,20031,25122,0
22262,20032,25123,0
22263,20033,25124,0
22264,20034,25125,0
22265,20035,25126,0
22266,20036,25127,0
22267,20037,25129,0
22268,20038,25130,0
22269,20039,25131,0
22270,20040,25132,0
22271,20041,25133,0
22272,20042,25134,0
22273,20043,25135,0
22274,20044,25137,0
22275,20045,25138,0
22276,20046,25139,0
22277,20047,25140,0
22278,20048,25141,0
22279,20049,25142,0
22280,20050,25143,0
22281,20051,25145,0
22282,20052,25146,0
22283,20053,25147,0
22284,20054,25148,0
22285,20055,25149,0
22286,20056,25150,0
22287,20057,25151,0
22288,20058,25153,0
22289,20059,25154,0
22290,20060,25155,0
22291,20061,25156,0
22292,20062,25157,0
22293,20063,25158,0
22294,20064,25159,0
22295,20065,25161,0
22296,20066,25162,0
22297,20067,25163,0
22298,20068,25164,0
22299,20069,25165,0
22300,20070,25166,0
22301,20071,25167,0
22302,20072,25169,0
22303,20073,25170,0
22304,20074,25171,0
22305,20075,25172,0
22306,20076,25173,0
22307,20077,25174,0
22308,20078,25175,0
22309,20079,25177,0
22310,20080,25178,0
22311,20081,25179,0
22312,20082,25180,0
22313,20083,25181,0
22314,20084,25182,0
22315,20085,25183,0
22316,20086,25185,0
22317,20087,25186,0
22318,20088,25187,0
22319,20089,25188,0
22320,20090,25189,0
22321,20091,25190,0
22322,20092,25191,0
22323,20093,25096,1
22324,20093,25193,0
22325,20094,25104,1
22326,20094,25194,0
22327,20095,25112,1
22328,20095,25195,0
22329,20096,25120,1
22330,20096,25196,0
22331,20097,25128,1
22332,20097,25197,0
22333,20098,25136,1
22334,20098,25198,0
22335,20099,25144,1
22336,20099,25199,0
22337,20100,25152,1
22338,20100,25200,0
22339,20101,25168,1
22340,20101,25201,0
22341,20102,25160,1
22342,20102,25202,0
22343,20103,25176,1
22344,20103,25203,0
22345,20104,25184,1
22346,20104,25204,0
22347,20105,25192,1
22348,20105,25205,0
23551,21123,26408,0
23552,21124,26409,0
23553,21125,26410,0
23554,21125,26411,1
23555,21125,26412,2
23556,21126,26413,0
23557,21127,26414,0
23558,21128,26415,0
23559,21129,26416,0
23560,21130,26417,0
23561,21131,26418,0
23562,21132,26419,0
23563,21132,26420,1
23564,21132,26421,2
23565,21133,26422,0
23566,21134,26423,0
23567,21135,26424,0
23568,21136,26425,0
23569,21137,26426,0
23570,21137,26427,1
23571,21137,26428,2
23572,21138,26429,0
23573,21138,26430,1
23574,21138,26431,2
23575,21139,26432,0
23576,21140,26433,0
23577,21141,26434,0
23578,21142,26435,0
23579,21143,26436,0
23580,21144,26437,0
23581,21144,26438,1
23582,21144,26439,2
23583,21145,26440,0
23584,21146,26441,0
23585,21147,26442,0
23586,21148,26443,0
23587,21149,26444,0
23588,21150,26445,0
23589,21151,26446,0
23590,21152,26447,0
23591,21153,26448,0
23592,21153,26449,1
23593,21153,26450,2
23594,21154,26451,0
23595,21155,26452,0
23596,21156,26453,0
23597,21157,26454,0
23598,21158,26455,0
23599,21159,26456,0
23600,21160,26457,0
23601,21160,26458,1
23602,21160,26459,2
23603,21161,26460,0
23604,21162,26461,0
23605,21163,26462,0
23606,21164,26463,0
23607,21165,26464,0
23608,21166,26465,0
23609,21167,26466,0
23610,21168,26467,0
23611,21168,26468,1
23612,21169,26469,0
23613,21170,26470,0
23614,21171,26471,0
23615,21172,26472,0
23616,21173,26473,0
23617,21174,26474,0
23618,21175,26475,0
23619,21176,26476,0
23620,21176,26477,1
23621,21177,26478,0
23622,21178,26479,0
23623,21179,26480,0
23624,21180,26481,0
23625,21181,26482,0
23626,21182,26483,0
23627,21183,26484,0
23628,21183,26485,1
23629,21184,26486,0
23630,21185,26487,0
23631,21185,26488,1
23632,21186,26489,0
23633,21187,26490,0
23634,21188,26491,0
23635,21189,26492,0
23636,21190,26493,0
23637,21191,26494,0
23638,21192,26495,0
23639,21193,26496,0
23640,21194,26497,0
23641,21195,26498,0
23642,21196,26499,0
23643,21196,26500,1
23644,21197,26501,0
23645,21198,26502,0
23646,21198,26503,1
23647,21199,26504,0
23648,21200,26505,0
23649,21201,26506,0
23650,21202,26507,0
23651,21202,26508,1
23652,21203,26509,0
23653,21204,26510,0
23654,21204,26511,1
23655,21205,26512,0
23656,21206,26513,0
23657,21206,26514,1
23658,21207,26515,0
23659,21207,26516,1
23660,21208,26517,0
23661,21209,26518,0
23662,21210,26519,0
23663,21211,26520,0
23664,21212,26521,0
23665,21213,26522,0
23666,21214,26523,0
23667,21215,26524,0
23668,21216,26525,0
23669,21216,26526,1
23670,21217,26527,0
23671,21218,26528,0
23672,21219,26529,0
23673,21220,26530,0
23674,21220,26531,1
23675,21221,26532,0
23676,21222,26533,0
23677,21222,26534,1
23678,21223,26535,0
23679,21224,26536,0
23680,21225,26537,0
23681,21226,26538,0
23682,21227,26539,0
23683,21228,26540,0
23684,21229,26541,0
23685,21230,26542,0
23686,21230,26543,1
23687,21231,26544,0
23688,21232,26545,0
23689,21233,26546,0
23690,21233,26547,1
23691,21234,26548,0
23692,21234,26549,1
23693,21235,26550,0
23694,21236,26551,0
23695,21237,26552,0
23696,21238,26553,0
23697,21238,26554,1
23698,21239,26555,0
23699,21240,26556,0
23700,21241,26557,0
23701,21241,26558,1
23702,21242,26559,0
23703,21243,26560,0
23704,21243,26561,1
23705,21244,26562,0
23706,21245,26563,0
23707,21246,26564,0
23708,21246,26565,1
23709,21247,26566,0
23710,21247,26567,1
23711,21248,26568,0
23712,21249,26569,0
23713,21250,26570,0
23714,21251,26571,0
23715,21252,26572,0
23716,21252,26573,1
23717,21253,26574,0
23718,21254,26575,0
23719,21255,26576,0
23720,21256,26577,0
23721,21257,26578,0
23722,21258,26579,0
23723,21258,26580,1
23724,21259,26581,0
23725,21260,26582,0
23726,21261,26583,0
23727,21262,26584,0
23728,21262,26585,1
23729,21263,26586,0
23730,21264,26587,0
23731,21264,26588,1
23732,21265,26589,0
23733,21265,26590,1
23734,21266,26591,0
23735,21266,26592,1
23736,21267,26593,0
23737,21268,26594,0
23738,21269,26595,0
23739,21270,26596,0
23740,21271,26597,0
23741,21272,26598,0
23742,21273,26599,0
23743,21273,26600,1
23744,21274,26601,0
23745,21275,26602,0
23746,21276,26603,0
23747,21277,26604,0
23748,21278,26605,0
23749,21279,26606,0
23750,21280,26607,0
23751,21281,26608,0
23752,21282,26609,0
23753,21283,26610,0
23754,21284,26611,0
23755,21284,26612,1
23756,21285,26613,0
23757,21285,26614,1
23758,21286,26615,0
23759,21287,26616,0
23760,21287,26617,1
23761,21288,26618,0
23762,21289,26619,0
23763,21290,26620,0
24277,21711,27134,0
24278,21712,27135,0
24279,21713,27136,0
24280,21714,27137,0
24281,21715,27138,0
24282,21716,27139,0
24283,21717,27140,0
24284,21718,27141,0
24285,21719,27142,0
24286,21720,27143,0
24287,21721,27144,0
24288,21722,27145,0
24289,21723,27146,0
24290,21724,27147,0
24291,21725,27148,0
24292,21726,27149,0
24293,21727,27150,0
24294,21728,27151,0
24295,21728,27152,1
24296,21729,27153,0
24297,21730,27154,0
24298,21731,27155,0
24299,21732,27156,0
24300,21733,27157,0
24301,21734,27158,0
24302,21735,27159,0
24303,21736,27160,0
24304,21736,27161,1
24305,21737,27162,0
24306,21738,27163,0
24307,21739,27164,0
24308,21740,27165,0
24309,21741,27166,0
24310,21742,27167,0
24311,21743,27168,0
24312,21743,27169,1
24313,21744,27170,0
24314,21745,27171,0
24315,21745,27172,1
24316,21746,27173,0
24317,21747,27174,0
24318,21748,27175,0
24319,21749,27176,0
24320,21750,27177,0
24321,21751,27178,0
24322,21752,27179,0
24323,21753,27180,0
24324,21754,27181,0
24325,21755,27182,0
24326,21756,27183,0
24327,21756,27184,1
24328,21757,27185,0
24329,21758,27186,0
24330,21758,27187,1
24331,21759,27188,0
24332,21760,27189,0
24333,21761,27190,0
24334,21762,27191,0
24335,21762,27192,1
24336,21763,27193,0
24337,21764,27194,0
24338,21764,27195,1
24339,21765,27196,0
24340,21766,27197,0
24341,21766,27198,1
24342,21767,27199,0
24343,21767,27200,1
24344,21768,27201,0
24345,21769,27202,0
24346,21770,27203,0
24347,21771,27204,0
24348,21772,27205,0
24349,21773,27206,0
24350,21774,27207,0
24351,21775,27208,0
24352,21776,27209,0
24353,21776,27210,1
24354,21777,27211,0
24355,21778,27212,0
24356,21779,27213,0
24357,21780,27214,0
24358,21780,27215,1
24359,21781,27216,0
24360,21782,27217,0
24361,21782,27218,1
24362,21783,27219,0
24363,21784,27220,0
24364,21785,27221,0
24365,21786,27222,0
24366,21787,27223,0
24367,21788,27224,0
24368,21789,27225,0
24369,21790,27226,0
24370,21790,27227,1
24371,21791,27228,0
24372,21792,27229,0
24373,21793,27230,0
24374,21793,27231,1
24375,21794,27232,0
24376,21794,27233,1
24377,21795,27234,0
24378,21796,27235,0
24379,21797,27236,0
24380,21798,27237,0
24381,21798,27238,1
24382,21799,27239,0
24383,21800,27240,0
24384,21801,27241,0
24385,21801,27242,1
24386,21802,27243,0
24387,21803,27244,0
24388,21803,27245,1
24389,21804,27246,0
24390,21805,27247,0
24391,21806,27248,0
24392,21806,27249,1
24393,21807,27250,0
24394,21807,27251,1
24395,21808,27252,0
24396,21809,27253,0
24397,21810,27254,0
24398,21811,27255,0
24399,21812,27256,0
24400,21812,27257,1
24401,21813,27258,0
24402,21814,27259,0
24403,21815,27260,0
24404,21816,27261,0
24405,21817,27262,0
24406,21818,27263,0
24407,21818,27264,1
24408,21819,27265,0
24409,21820,27266,0
24410,21821,27267,0
24411,21822,27268,0
24412,21822,27269,1
24413,21823,27270,0
24414,21824,27271,0
24415,21824,27272,1
24416,21825,27273,0
24417,21825,27274,1
24418,21826,27275,0
24419,21826,27276,1
24420,21827,27277,0
24421,21828,27278,0
24422,21829,27279,0
24423,21830,27280,0
24424,21831,27281,0
24425,21832,27282,0
24426,21833,27283,0
24427,21833,27284,1
24428,21834,27285,0
24429,21835,27286,0
24430,21836,27287,0
24431,21837,27288,0
24432,21838,27289,0
24433,21839,27290,0
24434,21840,27291,0
24435,21841,27292,0
24436,21842,27293,0
24437,21843,27294,0
24438,21844,27295,0
24439,21844,27296,1
24440,21845,27297,0
24441,21845,27298,1
24442,21846,27299,0
24443,21847,27300,0
24444,21847,27301,1
24445,21848,27302,0
24446,21849,27303,0
24447,21850,27304,0
24856,22187,27713,0
24857,22188,27714,0
24858,22189,27715,0
24859,22190,27716,0
24860,22191,27717,0
24861,22192,27718,0
24862,22193,27719,0
24863,22194,27720,0
24864,22194,27721,1
24865,22195,27722,0
24866,22196,27723,0
24867,22196,27724,1
24868,22197,27725,0
24869,22198,27726,0
24870,22199,27727,0
24871,22200,27728,0
24872,22201,27729,0
24873,22202,27730,0
24874,22202,27731,1
24875,22203,27732,0
24876,22204,27733,0
24877,22205,27734,0
24878,22206,27735,0
24879,22207,27736,0
24880,22208,27737,0
24881,22209,27738,0
24882,22210,27739,0
24883,22211,27740,0
24884,22212,27741,0
24885,22213,27742,0
24886,22214,27743,0
24887,22215,27744,0
24888,22215,27745,1
24889,22216,27746,0
24890,22217,27747,0
24891,22218,27748,0
24892,22219,27749,0
24893,22220,27750,0
24894,22221,27751,0
24895,22222,27752,0
24896,22222,27753,1
24897,22223,27754,0
24898,22224,27755,0
24899,22225,27756,0
24900,22226,27757,0
24901,22226,27758,1
24902,22227,27759,0
24903,22228,27760,0
24904,22228,27761,1
24905,22229,27762,0
24906,22230,27763,0
24907,22231,27764,0
24908,22232,27765,0
24909,22233,27766,0
24910,22234,27767,0
24911,22234,27768,1
24912,22235,27769,0
24913,22236,27770,0
24914,22236,27771,1
24915,22237,27772,0
24916,22238,27773,0
24917,22239,27774,0
24918,22240,27775,0
24919,22240,27776,1
24920,22241,27777,0
24921,22242,27778,0
24922,22242,27779,1
24923,22243,27780,0
24924,22244,27781,0
24925,22245,27782,0
24926,22246,27783,0
24927,22247,27784,0
24928,22248,27785,0
24929,22249,27786,0
24930,22250,27787,0
24931,22250,27788,1
24932,22251,27789,0
24933,22252,27790,0
24934,22253,27791,0
24935,22254,27792,0
24936,22255,27793,0
24937,22256,27794,0
24938,22256,27795,1
24939,22257,27796,0
24940,22258,27797,0
24941,22259,27798,0
24942,22259,27799,1
24943,22260,27800,0
24944,22261,27801,0
24945,22262,27802,0
24946,22263,27803,0
24947,22263,27804,1
24948,22264,27805,0
24949,22264,27806,1
24950,22265,27807,0
24951,22266,27808,0
24952,22267,27809,0
24953,22268,27810,0
24954,22269,27811,0
24955,22270,27812,0
24956,22270,27813,1
24957,22271,27814,0
24958,22272,27815,0
24959,22273,27816,0
24960,22274,27817,0
24961,22275,27818,0
24962,22276,27819,0
24963,22277,27820,0
24964,22277,27821,1
24965,22278,27822,0
24966,22279,27823,0
24967,22280,27824,0
24968,22281,27825,0
24969,22282,27826,0
24970,22283,27827,0
24971,22283,27828,1
24972,22284,27829,0
24973,22284,27830,1
24974,22285,27831,0
24975,22286,27832,0
24976,22286,27833,1
24977,22287,27834,0
24978,22288,27835,0
24979,22289,27836,0
24980,22289,27837,1
24981,22290,27838,0
24982,22290,27839,1
24983,22291,27840,0
24984,22292,27841,0
24985,22293,27842,0
24986,22294,27843,0
24987,22295,27844,0
24988,22296,27845,0
24989,22297,27846,0
24990,22298,27847,0
24991,22299,27848,0
24992,22300,27849,0
24993,22301,27850,0
24994,22302,27851,0
24995,22303,27852,0
24996,22303,27853,1
24997,22304,27854,0
24998,22305,27855,0
24999,22305,27856,1
25000,22306,27857,0
25001,22307,27858,0
25002,22308,27859,0
25003,22308,27860,1
25004,22309,27861,0
25005,22310,27862,0
25006,22311,27863,0
25007,22312,27864,0
25008,22313,27865,0
25009,22313,27866,1
25010,22314,27867,0
25011,22315,27868,0
25012,22316,27869,0
25013,22317,27870,0
25014,22318,27871,0
25015,22319,27872,0
25016,22319,27873,1
25017,22320,27874,0
25018,22321,27875,0
25019,22322,27876,0
25020,22323,27877,0
25021,22324,27878,0
25022,22325,27879,0
25023,22325,27880,1
25024,22326,27881,0
25025,22327,27882,0
25026,22328,27883,0
25027,22329,27884,0
25028,22330,27885,0
25029,22331,27886,0
25030,22332,27887,0
25031,22333,27888,0
25032,22333,27889,1
25033,22334,27890,0
25034,22335,27891,0
25035,22335,27892,1
25036,22336,27893,0
25037,22336,27894,1
25038,22337,27895,0
25039,22337,27896,1
25040,22338,27897,0
25041,22339,27898,0
25042,22340,27899,0
25043,22341,27900,0
25044,22342,27901,0
25045,22342,27902,1
25046,22343,27903,0
25047,22344,27904,0
25048,22345,27905,0
25049,22346,27906,0
25050,22346,27907,1
25051,22347,27908,0
25052,22348,27909,0
25053,22348,27910,1
25054,22349,27911,0
25055,22350,27912,0
25056,22351,27913,0
25057,22352,27914,0
25058,22353,27915,0
25059,22354,27916,0
25109,22398,27966,0
25110,22399,27967,0
25111,22400,27968,0
25112,22401,27969,0
25113,22402,27970,0
25114,22403,27972,0
25115,22404,27973,0
25116,22405,27974,0
25117,22406,27975,0
25118,22407,27976,0
25119,22408,27978,0
25120,22409,27979,0
25121,22410,27980,0
25122,22411,27981,0
25123,22412,27982,0
25124,22413,27983,0
25125,22414,27985,0
25126,22415,27986,0
25127,22416,27987,0
25128,22417,27988,0
25129,22418,27989,0
25130,22419,27990,0
25131,22420,27991,0
25132,22421,27993,0
25133,22422,27994,0
25134,22423,27995,0
25135,22424,27996,0
25136,22425,27997,0
25137,22426,27998,0
25138,22427,27999,0
25139,22428,28001,0
25140,22429,28002,0
25141,22430,28003,0
25142,22431,28004,0
25143,22432,28005,0
25144,22433,28006,0
25145,22434,28007,0
25146,22435,27971,1
25147,22435,28009,0
25148,22436,27977,1
25149,22436,28010,0
25150,22437,27984,1
25151,22437,28011,0
25152,22438,27992,1
25153,22438,28012,0
25154,22439,28000,1
25155,22439,28013,0
25156,22440,28008,1
25157,22440,28014,0
25158,22441,28015,0
25159,22442,28016,0
25160,22443,28017,0
25161,22444,28018,0
25162,22445,28019,0
25163,22446,28021,0
25164,22447,28022,0
25165,22448,28023,0
25166,22449,28024,0
25167,22450,28025,0
25168,22451,28027,0
25169,22452,28028,0
25170,22453,28029,0
25171,22454,28030,0
25172,22455,28031,0
25173,22456,28032,0
25174,22457,28034,0
25175,22458,28035,0
25176,22459,28036,0
25177,22460,28037,0
25178,22461,28038,0
25179,22462,28039,0
25180,22463,28040,0
25181,22464,28042,0
25182,22465,28043,0
25183,22466,28044,0
25184,22467,28045,0
25185,22468,28046,0
25186,22469,28047,0
25187,22470,28048,0
25188,22471,28050,0
25189,22472,28051,0
25190,22473,28052,0
25191,22474,28053,0
25192,22475,28054,0
25193,22476,28055,0
25194,22477,28056,0
25195,22478,28020,1
25196,22478,28058,0
25197,22479,28026,1
25198,22479,28059,0
25199,22480,28033,1
25200,22480,28060,0
25201,22481,28041,1
25202,22481,28061,0
25203,22482,28049,1
25204,22482,28062,0
25205,22483,28057,1
25206,22483,28063,0
25207,22484,28064,0
25208,22485,28065,0
