OverrideName_lang,OverrideSubtext_lang,OverrideDescription_lang,ID,SpellID,OverrideIcon,OverridesSpellID
,,+$ev1 $en1 when making shields.,25531,0,0,0
,,Learn to use special Finishing Reagents that improve crafting quality on shield plans.,25532,0,0,0
,,+$ev1 $en1 when making shields.,25533,0,0,0
,,Learn to craft a $@spellname367622.,25534,367622,0,0
,,+$ev1 $en1 when making shields.,25535,0,0,0
,,+$ev1 $en1 when making shields.,25536,0,0,0
Shields,,"Become an expert at making shields, gaining +1 Skill per point in this Specialization.",25537,0,3736878,0
,,Learn to use Tyrivite and Draconium Repair Hammers to freely repair plate leg armor.,25538,0,0,0
,,+$ev1 $en1 when making leg armor.,25539,0,0,0
,,Learn to use special Finishing Reagents that improve crafting quality on leg armor plans.,25540,0,0,0
,,+$ev1 $en1 when making leg armor.,25541,0,0,0
,,Learn to craft a $@spellname367604.,25542,367604,0,0
,,+$ev1 $en1 when making leg armor.,25543,0,0,0
,,+$ev1 $en1 when making leg armor.,25544,0,0,0
Greaves,,"Become an expert at making plate  leg armor, gaining +1 Skill per point in this Specialization.",25545,0,3070806,0
,,Learn to use Tyrivite and Draconium Repair Hammers to freely repair plate chest armor.,25546,0,0,0
,,+$ev1 $en1 when making chest armor.,25547,0,0,0
,,Learn to use special Finishing Reagents that improve crafting quality on chest armor plans.,25548,0,0,0
,,+$ev1 $en1 when making chest armor.,25549,0,0,0
,,Learn to craft a $@spellname367608.,25550,367608,0,0
,,+$ev1 $en1 when making chest armor.,25551,0,0,0
,,+$ev1 $en1 when making chest armor.,25552,0,0,0
Breastplates,,"Become an expert at making plate chest armor, gaining +1 Skill per point in this Specialization.",25553,0,463456,0
,,- Learn the final sub-specialization.|n- Learn to use Quenching Fluid Finishing Reagents on large plate armor plans.,25554,0,0,0
,,"+$ev1 $en1 when making armor for chests and legs, plus shields.",25555,0,0,0
,,Learn a sub-specialization of your choice.,25556,0,0,0
,,"+$ev1 $en1 when making armor for chests and legs, plus shields.",25557,0,0,0
,,Learn a sub-specialization of your choice.,25558,0,0,0
,,"+$ev1 $en1 when making armor for chests and legs, plus shields.",25559,0,0,0
,,Learn to use Optional Reagents to specify the secondary stats on many large plate armor plans.,25560,0,0,0
Large Plate Armor,,"Improve at making the largest armor pieces, including those for the chest and legs, as well as shields, gaining +1 Crafting Skill per point in this Specialization.",25561,0,4624389,0
,,- Learn the final sub-specialization.|n- Armor Crafting is $ev1% faster.|n- +$ev2 $en2 and +$ev3 $en3 when making plate armor.,25562,0,0,0
,,+$ev1 $en1 when making plate armor.,25563,0,0,0
,,Learn a sub-specialization of your choice.,25564,0,0,0
,,+$ev1 $en1 when making plate armor.,25565,0,0,0
,,Learn a sub-specialization of your choice.,25566,0,0,0
,,+$ev1 $en1 when making plate armor.,25567,0,0,0
,,Learn to use Optional Reagents to upgrade item level on most armor plans.,25568,0,0,0
Armorsmithing,,"Improve at making plate armor, gaining +1 Crafting Skill per point in this Specialization.",25569,0,4624381,0
Gauntlets,,,25570,0,3070804,0
Vambraces,,,25571,0,3070802,0
Belts,,,25572,0,463453,0
Fine Armor,,,25573,0,4624385,0
Sabatons,,,25574,0,3070801,0
Pauldrons,,,25575,0,463468,0
Helms,,,25576,0,463458,0
Sculpted Armor,,,25577,0,4624391,0
Greaves,,,25578,0,3070806,0
Shields,,,25579,0,3736878,0
Breastplates,,,25580,0,463456,0
Large Plate Armor,,,25581,0,4624389,0
Armorsmithing,,"Specialize in crafting plate armor, increasing your ability to craft at a higher quality. In addition, learn new plans and ways to customize the armor you craft!",25582,0,4624381,0
,,,26833,546,0,0
,,,26834,58875,0,0
,,,26835,333974,0,0
,,,26836,334195,0,0
,,,26837,210853,0,0
,,,26838,2008,0,0
,,,26839,187880,0,0
,,,26840,33757,0,0
,,,26841,2645,0,0
,,,26842,201845,0,0
,,,26843,188389,0,0
,,,26844,265046,0,0
,,,26845,974,0,0
,,,26846,260878,0,0
,,,26847,334033,0,0
,,,26848,73899,0,0
,,,26849,17364,0,0
,,,26850,188196,0,0
,,,26851,192077,0,0
,,,26852,196884,0,0
,,,26853,30884,0,0
,,,26854,114051,0,0
,,,26855,188089,0,0
,,,26856,262624,0,0
,,,26857,8004,0,0
,,,26858,51886,0,0
,,,26859,318038,0,0
,,,26860,343211,0,0
,,,26861,6196,0,0
,,,26862,197214,0,0
,,,26863,320137,0,0
,,,26864,192246,0,0
,,,26865,318044,0,0
,,,26866,192106,0,0
,,,26867,334308,0,0
,,,26868,8512,0,0
,,,26869,60103,0,0
,,,26870,32182,0,0
,,,26871,2825,0,0
,,,26872,77223,0,0
,,,26873,342240,0,0
,,,26874,201900,0,0
,,,26875,344357,0,0
,,,26876,319352,0,0
,,,26877,319930,0,0
,,,26878,187874,0,0
,,,26879,20608,0,0
,,,26880,51533,0,0
,,,26881,556,0,0
,,,26882,117014,0,0
,,,26883,262647,0,0
,,,26884,334046,0,0
,,,26885,382947,0,0
,,,26886,8143,0,0
,,,26887,77756,0,0
,,,26888,77472,0,0
,,,26889,52127,0,0
,,,26890,114052,0,0
,,,26891,378310,0,0
,,,26892,382040,0,0
,,,26893,382046,0,0
,,,26894,382191,0,0
,,,26895,381787,0,0
,,,26896,381785,0,0
,,,26897,378257,0,0
,,,26898,191634,0,0
,,,26899,381936,0,0
,,,26900,384087,0,0
,,,26901,191634,0,0
,,,26902,210689,0,0
,,,26903,378271,0,0
,,,26904,381726,0,0
,,,26905,382032,0,0
,,,26906,375982,0,0
,,,26907,382040,0,0
,,,26908,382042,0,0
,,,26909,157154,0,0
,,,26910,382045,0,0
, ,,26911,382029,0,0
,,,26912,197995,0,0
,,,26913,378270,0,0
,,,26914,382194,0,0
,,,26915,382021,0,0
,,,26916,382315,237578,0
,,,26917,207778,0,0
,,,26918,382309,0,0
,,,26919,382019,0,0
,,,26920,382020,0,0
,,,26921,16196,0,0
,,,26922,333919,0,0
,,,26923,16191,0,0
,,,26924,207399,0,0
,,,26925,198838,0,0
,,,26926,200072,0,0
,,,26927,16166,0,0
,,,26928,378211,0,0
,,,26929,280614,0,0
,,,26930,98008,0,0
,,,26931,108280,0,0
,,,26932,73685,0,0
,,,26933,200071,0,0
,,,26934,375982,0,0
,,,26935,382039,0,0
,,,26936,382732,0,0
,,,26937,207401,0,0
,,,26938,382197,0,0
,,,26939,383009,0,0
,,,26940,378443,0,0
,,,26941,378241,0,0
,,,26942,381946,0,0
,,,26943,383222,0,0
,,,26944,200076,0,0
,,,26945,73920,0,0
,,,26946,61295,0,0
,,,26947,5394,0,0
,,,26948,51564,0,0
,,,26949,382030,0,0
,,,26950,157153,0,0
,,,26951,382482,0,0
,,,26952,333919,0,0
,,,26953,381707,0,0
,,,26954,191861,0,0
,,,26955,114050,0,0
,,,26956,378270,0,0
,,,26957,381782,0,0
,,,26958,192222,0,0
,,,26959,117013,0,0
,,,26960,381932,0,0
,,,26961,192249,0,0
,,,26962,382027,0,0
,,,26963,381784,0,0
,,,26964,378266,0,0
,,,26965,378255,0,0
,,,26966,198067,0,0
,,,26967,381764,0,0
,,,26968,378211,0,0
,,,26969,77756,0,0
,,,26970,16166,0,0
,,,26971,320125,0,0
,,,26972,273221,0,0
,,,26973,382197,0,0
,,,26974,378193,0,0
,,,26975,60188,0,0
,,,26976,8042,0,0
,,,26977,61882,0,0
,,,26978,378776,0,0
,,,26979,381743,0,0
,,,26980,378241,0,0
,,,26981,210714,0,0
,,,26982,382086,0,0
,,,26983,381776,0,0
,,,26984,381708,0,0
,,,26985,117014,0,0
,,,26986,378268,0,0
,,,26987,108281,0,0
,,,26988,383013,0,0
,,,26989,383019,0,0
,,,26990,383017,0,0
,,,26991,305483,0,0
,,,26992,378779,0,0
,,,26993,51490,0,0
,,,26994,378081,0,0
,,,26995,381674,0,0
,,,26996,382201,134920,0
,,,26997,383012,0,0
,,,26998,383011,0,0
,,,26999,108285,0,0
,,,27000,381678,0,0
,,,27001,381689,0,0
,,,27002,381655,0,0
,,,27003,382215,0,0
,,,27004,192063,0,0
,,,27005,58875,0,0
,,,27006,382033,0,0
,,,27007,108287,0,0
,,,27008,30884,0,0
,,,27009,378079,0,0
,,,27010,204268,0,0
,,,27011,51514,0,0
,,,27012,378773,0,0
,,,27013,370,0,0
,,,27014,381819,0,0
,,,27015,265046,0,0
,,,27016,51485,0,0
,,,27017,192077,0,0
,,,27018,381650,0,0
,,,27019,5394,0,0
,,,27020,378094,0,0
,,,27021,381930,0,0
,,,27022,383010,0,0
,,,27023,381867,0,0
,,,27024,378077,0,0
,,,27025,192088,0,0
,,,27026,79206,0,0
,,,27027,382886,0,0
,,,27028,198103,0,0
,,,27029,974,0,0
,,,27030,1064,0,0
,,,27031,187880,0,0
,,,27032,382888,0,0
,,,27033,381666,0,0
,,,27034,188443,0,0
,,,27035,196840,0,0
,,,27036,383016,0,0
,,,27037,51886,0,0
,,,27038,378075,0,0
,,,27039,260878,0,0
,1 min cooldown,,27040,192058,0,0
,,,27041,381647,0,0
,,,27042,377933,0,0
,,,27043,108271,0,0
,,,27044,57994,0,0
,,,27045,51505,0,0
,,,27559,375982,0,0
,,,27560,384355,0,0
,,,27561,384359,0,0
,,,27562,384405,0,0
,,,27563,8512,0,0
,,,27564,382042,0,0
,,,27565,384444,0,0
,,,27566,342240,0,0
,,,27567,33757,0,0
,,,27568,384411,0,0
,,,27569,382947,0,0
,,,27570,8143,0,0
,,,27571,77756,0,0
,,,27572,77472,0,0
,,,27573,52127,0,0
,,,27574,114052,0,0
,,,27575,378310,0,0
,,,27576,382040,0,0
,,,27577,382046,0,0
,,,27578,382191,0,0
,,,27579,381787,0,0
,,,27580,381785,0,0
,,,27581,378257,0,0
,,,27582,191634,0,0
,,,27583,381936,0,0
,,,27584,384087,0,0
,,,27585,191634,0,0
,,,27586,210689,0,0
,,,27587,378271,0,0
,,,27588,381726,0,0
,,,27589,382032,0,0
,,,27590,375982,0,0
,,,27591,382040,0,0
,,,27592,382042,0,0
,,,27593,157154,0,0
,,,27594,382045,0,0
, ,,27595,382029,0,0
,,,27596,197995,0,0
,,,27597,378270,0,0
,,,27598,382194,0,0
,,,27599,382021,0,0
,,,27600,382315,237578,0
,,,27601,207778,0,0
,,,27602,382309,0,0
,,,27603,382019,0,0
,,,27604,382020,0,0
,,,27605,16196,0,0
,,,27606,333919,0,0
,,,27607,16191,0,0
,,,27608,207399,0,0
,,,27609,198838,0,0
,,,27610,200072,0,0
,,,27611,16166,0,0
,,,27612,378211,0,0
,,,27613,280614,0,0
,,,27614,98008,0,0
,,,27615,108280,0,0
,,,27616,73685,0,0
,,,27617,200071,0,0
,,,27618,375982,0,0
,,,27619,382039,0,0
,,,27620,382732,0,0
,,,27621,207401,0,0
,,,27622,382197,0,0
,,,27623,383009,0,0
,,,27624,378443,0,0
,,,27625,378241,0,0
,,,27626,381946,0,0
,,,27627,383222,0,0
,,,27628,200076,0,0
,,,27629,73920,0,0
,,,27630,61295,0,0
,,,27631,5394,0,0
,,,27632,51564,0,0
,,,27633,382030,0,0
,,,27634,157153,0,0
,,,27635,382482,0,0
,,,27636,333919,0,0
,,,27637,381707,0,0
,,,27638,191861,0,0
,,,27639,114050,0,0
,,,27640,378270,0,0
,,,27641,381782,0,0
,,,27642,192222,0,0
,,,27643,117013,0,0
,,,27644,381932,0,0
,,,27645,192249,0,0
,,,27646,382027,0,0
,,,27647,381784,0,0
,,,27648,378266,0,0
,,,27649,378255,0,0
,,,27650,198067,0,0
,,,27651,381764,0,0
,,,27652,378211,0,0
,,,27653,77756,0,0
,,,27654,16166,0,0
,,,27655,320125,0,0
,,,27656,273221,0,0
,,,27657,382197,0,0
,,,27658,378193,0,0
,,,27659,60188,0,0
,,,27660,8042,0,0
,,,27661,61882,0,0
,,,27662,378776,0,0
,,,27663,381743,0,0
,,,27664,378241,0,0
,,,27665,210714,0,0
,,,27666,382086,0,0
,,,27667,381776,0,0
,,,27668,381708,0,0
,,,27669,117014,0,0
,,,27670,378268,0,0
,,,27671,108281,0,0
,,,27672,383013,0,0
,,,27673,383019,0,0
,,,27674,383017,0,0
,,,27675,305483,0,0
,,,27676,378779,0,0
,,,27677,51490,0,0
,,,27678,378081,0,0
,,,27679,381674,0,0
,,,27680,382201,134920,0
,,,27681,383012,0,0
,,,27682,383011,0,0
,,,27683,108285,0,0
,,,27684,381678,0,0
,,,27685,381689,0,0
,,,27686,381655,0,0
,,,27687,382215,0,0
,,,27688,192063,0,0
,,,27689,58875,0,0
,,,27690,382033,0,0
,,,27691,108287,0,0
,,,27692,30884,0,0
,,,27693,378079,0,0
,,,27694,204268,0,0
,,,27695,51514,0,0
,,,27696,378773,0,0
,,,27697,370,0,0
,,,27698,381819,0,0
,,,27699,265046,0,0
,,,27700,51485,0,0
,,,27701,192077,0,0
,,,27702,381650,0,0
,,,27703,5394,0,0
,,,27704,378094,0,0
,,,27705,381930,0,0
,,,27706,383010,0,0
,,,27707,381867,0,0
,,,27708,378077,0,0
,,,27709,192088,0,0
,,,27710,79206,0,0
,,,27711,382886,0,0
,,,27712,198103,0,0
,,,27713,974,0,0
,,,27714,1064,0,0
,,,27715,187880,0,0
,,,27716,382888,0,0
,,,27717,381666,0,0
,,,27718,188443,0,0
,,,27719,196840,0,0
,,,27720,383016,0,0
,,,27721,51886,0,0
,,,27722,378075,0,0
,,,27723,260878,0,0
,1 min cooldown,,27724,192058,0,0
,,,27725,381647,0,0
,,,27726,377933,0,0
,,,27727,108271,0,0
,,,27728,57994,0,0
,,,27729,51505,0,0
,,,28138,384411,0,0
,,,28139,33757,0,0
,,,28140,334033,0,0
,,Stormstrike has a 25% chance to deal damage again at 40% strength. This effect can chain off of itself.,28141,344357,0,0
,,,28142,384444,0,0
,,,28143,8512,0,0
,,,28144,197214,0,0
,,,28145,384149,0,0
,,,28146,384146,0,0
,,,28147,384359,0,0
,,,28148,382197,0,0
,,Your Healing Surge is 30% more effective on yourself.,28149,337974,0,0
,,,28150,262647,0,0
,,,28151,338318,0,0
,,,28152,51533,0,0
,,,28153,384352,0,0
,,,28154,384447,0,0
,,,28155,333974,0,0
,,,28156,334195,0,0
,,,28157,384143,0,0
Chain Lightning Rank 2,,,28158,334308,0,0
,,,28159,196884,0,0
,,,28160,384450,0,0
,,,28161,60103,0,0
,,,28162,384355,0,0
,,,28163,319930,451166,0
,,,28164,187874,0,0
,,,28165,17364,0,0
,,Your special attacks have a 5% chance to reset the cooldown fo Stormstrike,28166,201845,132314,0
,,,28167,114051,0,0
,,,28168,117014,0,0
,,,28169,335895,0,0
,,,28170,272992,0,0
,,,28171,384405,0,0
,,,28172,382042,0,0
,,"Stormstrike Damage is increased by 8/15%, and stormstrike now generates 1 stack of Maelstrom Weapon",28173,210853,0,0
,,,28174,201900,0,0
,,,28175,342240,0,0
,,,28176,384363,0,0
,,,28177,198434,0,0
,,,28178,262624,0,0
,,,28179,375982,0,0
,,,28180,383303,0,0
,,,28181,382947,0,0
,,,28182,378079,0,0
,,,28183,204268,0,0
,,,28184,382191,0,0
,,,28185,382040,0,0
,,,28186,382046,0,0
,,,28187,381726,0,0
,,,28188,382040,0,0
,,,28189,382042,0,0
,,,28190,384087,0,0
,,,28191,381936,0,0
,,,28192,117014,0,8042
,,,28193,378268,0,0
,,,28194,378271,0,0
,,,28195,191634,0,0
,,,28196,210689,0,0
,,,28197,378310,0,0
,,,28198,381787,0,0
,,,28199,381785,0,0
,,,28200,114050,0,0
,,,28201,378270,0,0
,,,28202,381782,0,0
,,,28203,192222,0,0
,,,28204,117013,0,0
,,,28205,381932,0,0
,,,28206,192249,0,0
,,,28207,382027,0,0
,,,28208,381784,0,0
,,,28209,378266,0,0
,,,28210,16166,0,0
,,,28211,198067,0,0
,,,28212,381764,0,0
,,,28213,378211,0,0
,,,28214,77756,0,0
,,,28215,378255,0,0
,,,28216,378257,0,0
,,,28217,191634,0,0
,,,28218,381708,0,0
,,,28219,382086,0,0
,,,28220,381776,0,0
,,,28221,210714,0,0
,,,28222,378241,0,0
,,,28223,378776,0,0
,,,28224,381743,0,0
,,,28225,61882,0,0
,,,28226,8042,0,0
,,,28227,60188,0,0
,,,28228,382197,0,0
,,,28229,378193,0,0
,,,28230,320125,0,0
,,,28231,273221,0,0
,,,28232,333919,0,0
,,,28233,381707,0,0
,,,28234,191861,0,0
,,,28235,375982,0,0
,,,28236,382032,0,0
,,,28237,157154,0,0
,,,28238,382045,0,0
,,,28239,207778,0,0
,,,28240,16196,0,0
,,,28241,16191,0,0
,,,28242,333919,0,0
,,,28243,382309,0,0
,,,28244,382019,0,0
,,,28245,197995,0,0
,,,28246,378270,0,0
,,,28247,382315,237578,0
,,,28248,382021,0,0
,,,28249,382194,0,0
, ,,28250,382029,0,0
,,,28251,382030,0,0
,,,28252,157153,0,5394
,,,28253,382482,0,0
,,,28254,382039,0,0
,,,28255,382732,0,0
,,,28256,375982,0,0
,,,28257,73685,0,0
,,,28258,200071,0,0
,,,28259,108280,0,0
,,,28260,381946,0,0
,,,28261,378443,0,0
,,,28262,378241,0,0
,,,28263,382197,0,0
,,,28264,383009,0,0
,,,28265,207401,0,0
,,,28266,77472,0,0
,,,28267,52127,0,0
,,,28268,77756,0,0
,,,28269,98008,0,0
,,,28270,383222,0,0
,,,28271,200076,0,0
,,,28272,73920,0,0
,,,28273,61295,0,0
,,,28274,5394,0,0
,,,28275,51564,0,0
,,,28276,280614,0,0
,,,28277,16166,0,0
,,,28278,378211,0,0
,,,28279,200072,0,0
,,,28280,207399,0,0
,,,28281,198838,0,0
,,,28282,382020,0,0
,,,28283,114052,0,0
,,,28284,383012,0,0
,,,28285,383011,0,0
,,,28286,108285,0,0
,,,28287,381678,0,0
,,,28288,378081,0,0
,,,28289,51490,0,0
,,,28290,305483,0,0
,,,28291,378779,0,0
,,,28292,381930,0,0
,,,28293,108281,0,0
,,,28294,378094,0,0
,,,28295,381689,0,0
,,,28296,383013,0,0
,,,28297,383019,0,0
,,,28298,383017,0,0
,,,28299,382201,134920,0
,,,28300,381674,0,0
,,,28301,30884,0,0
,,,28302,108287,0,0
,,,28303,382033,0,0
,,,28304,192063,0,0
,,,28305,58875,0,0
,,,28306,382215,0,0
,,,28307,381655,0,0
,,,28308,381666,0,0
,,,28309,382888,0,0
,,,28310,187880,0,0
,,,28311,188443,0,0
,,,28312,196840,0,0
,,,28313,383016,0,0
,,,28314,51886,0,0
,,,28315,51514,0,0
,,,28316,378773,0,0
,,,28317,370,0,0
,,,28318,381819,0,0
,,,28319,265046,0,0
,,,28320,51485,0,0
,,,28321,192077,0,0
,,,28322,381650,0,0
,,,28323,5394,0,0
,,,28324,383010,0,0
,,,28325,381867,0,0
,,,28326,378077,0,0
,,,28327,192088,0,0
,,,28328,79206,0,0
,,,28329,382886,0,0
,,,28330,8143,0,0
,,,28331,381647,0,0
,,,28332,377933,0,0
,1 min cooldown,,28333,192058,0,0
,,,28334,378075,0,0
,,,28335,260878,0,0
,,,28336,108271,0,0
,,,28337,57994,0,0
,,,28338,51505,0,0
,,,28339,198103,0,0
,,,28340,1064,0,0
,,,28341,974,0,0
,,Multicraft grants up to $ev1% extra when making phials.,28391,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28392,0,0,0
,,+$ev1 $en1 when making phials.,28393,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28394,0,0,0
,,+$ev1 $en1 when making phials.,28395,0,0,0
Batch Production,,"Master the art of producing phials more efficiently, gaining +$ev1 $en1 per point in this specialization.",28396,0,4624377,0
,,Learn $@spellname370747 which yields phials of a higher quality and increases your chance at discovering new recipes.,28397,370747,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28398,0,0,0
,,"[NYI]Whenever you achieve a major breakthrough, gain +10 Inspiration for 4 hours for all Alchemy crafts.",28399,0,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28400,0,0,0
,,[NYI]Gain 10% Breakthrough chance with Phial Experimentation.,28401,0,0,0
Phial Experimentation,,"[NYI]Gain a better understanding of your reagents to improve the likelihood of your experiments yielding satisfying results, gaining +1% increased chance at breakthroughs with Phial Experimentation per point in this specialization.",28402,0,4624380,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on phial related trinket recipes.,28403,0,0,0
,,Learn the final sub-specialization.,28404,0,0,0
,,+$ev1 $en1 when making phials.,28405,0,0,0
,,Learn a sub-specialization of your choice.,28406,0,0,0
,,+$ev1 $en1 when making phials.,28407,0,0,0
,,+$ev1 $en1 when making phials.,28408,0,0,0
Phial Lore,,"Delve further into the mysteries of phials and related alchemist stones, gaining +$ev1 $en1 per point in this specialization.",28409,0,134723,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on air formulated phial recipes.,28410,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28411,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28412,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28413,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28414,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28415,0,0,0
,,[NYI]Air formulated phials last 30 minutes longer.,28416,0,0,0
Air Formulated Phials,,"Improve at crafting phials with Rousing or Awakened Air as a base reagent, gaining +$ev1 $en1 per point in this specialization.",28417,0,134715,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on frost formulated phial recipes.,28418,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28419,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28420,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28421,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28422,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28423,0,0,0
,,[NYI]Frost formulated phials last 30 minutes longer.,28424,0,0,0
Frost Formulated Phials,,"Improve at crafting phials with Rousing or Awakened Frost as a base reagent, gaining +$ev1 $en1 per point in this specialization.",28425,0,134800,0
,,- Learn the final sub-specialization.|n- Learn to use Catalyst Finishing Reagents with recipes for phials related alchemist stones.,28426,0,0,0
,,+$ev1 $en1 when making phials.,28427,0,0,0
,,Learn a sub-specialization of your choice.,28428,0,0,0
,,[NYI]Reclaiming Phials grants additional Alchemical Solution.,28429,0,0,0
,,Learn a sub-specialization of your choice.,28430,0,0,0
,,+$ev1 $en1 when making phials.,28431,0,0,0
,,[NYI]Dragon Isles phials last 30 minutes longer.,28432,0,0,0
Phial Mastery,,"Improve at crafting phials and related alchemist stones, gaining +$ev1 $en1 per point in this specialization.",28433,0,1385244,0
Batch Production,,,28434,0,4624377,0
Phial Experimentation,,,28435,0,4624380,0
Phial Lore,,,28436,0,134723,0
Air Formulated Phials,,,28437,0,134715,0
Frost Formulated Phials,,,28438,0,134800,0
Phial Mastery,,"Specialize in crafting phials, increasing your ability to craft at a higher quality. In addition, learn new recipes and ways to improve the efficiency of your craft!",28439,0,1385244,0
,,Multicraft grants up to $ev1% extra when making phials.,28440,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28441,0,0,0
,,+$ev1 $en1 when making phials.,28442,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28443,0,0,0
,,+$ev1 $en1 when making phials.,28444,0,0,0
Batch Production,,"Master the art of producing phials more efficiently, gaining +$ev1 $en1 per point in this specialization.",28445,0,4624377,0
,,Learn $@spellname370747 which yields phials of a higher quality and increases your chance at discovering new recipes.,28446,370747,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28447,0,0,0
,,"[NYI]Whenever you achieve a major breakthrough, gain +10 Inspiration for 4 hours for all Alchemy crafts.",28448,0,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28449,0,0,0
,,[NYI]Gain 10% Breakthrough chance with Phial Experimentation.,28450,0,0,0
Phial Experimentation,,"[NYI]Gain a better understanding of your reagents to improve the likelihood of your experiments yielding satisfying results, gaining +1% increased chance at breakthroughs with Phial Experimentation per point in this specialization.",28451,0,4624380,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on phial related trinket recipes.,28452,0,0,0
,,Learn the final sub-specialization.,28453,0,0,0
,,+$ev1 $en1 when making phials.,28454,0,0,0
,,Learn a sub-specialization of your choice.,28455,0,0,0
,,+$ev1 $en1 when making phials.,28456,0,0,0
,,+$ev1 $en1 when making phials.,28457,0,0,0
Phial Lore,,"Delve further into the mysteries of phials and related alchemist stones, gaining +$ev1 $en1 per point in this specialization.",28458,0,134723,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on air formulated phial recipes.,28459,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28460,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28461,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28462,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28463,0,0,0
,,+$ev1 $en1 when crafting air formulated phials.,28464,0,0,0
,,[NYI]Air formulated phials last 30 minutes longer.,28465,0,0,0
Air Formulated Phials,,"Improve at crafting phials with Rousing or Awakened Air as a base reagent, gaining +$ev1 $en1 per point in this specialization.",28466,0,134715,0
,,Learn to use a special Finishing Reagent that improves Crafting Skill on frost formulated phial recipes.,28467,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28468,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28469,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28470,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28471,0,0,0
,,+$ev1 $en1 when crafting frost formulated phials.,28472,0,0,0
,,[NYI]Frost formulated phials last 30 minutes longer.,28473,0,0,0
Frost Formulated Phials,,"Improve at crafting phials with Rousing or Awakened Frost as a base reagent, gaining +$ev1 $en1 per point in this specialization.",28474,0,134800,0
,,- Learn the final sub-specialization.|n- Learn to use Catalyst Finishing Reagents with recipes for phials related alchemist stones.,28475,0,0,0
,,+$ev1 $en1 when making phials.,28476,0,0,0
,,Learn a sub-specialization of your choice.,28477,0,0,0
,,[NYI]Reclaiming Phials grants additional Alchemical Solution.,28478,0,0,0
,,Learn a sub-specialization of your choice.,28479,0,0,0
,,+$ev1 $en1 when making phials.,28480,0,0,0
,,[NYI]Dragon Isles phials last 30 minutes longer.,28481,0,0,0
Phial Mastery,,"Improve at crafting phials and related alchemist stones, gaining +$ev1 $en1 per point in this specialization.",28482,0,1385244,0
Batch Production,,,28483,0,4624377,0
Phial Experimentation,,,28484,0,4624380,0
Phial Lore,,,28485,0,134723,0
Air Formulated Phials,,,28486,0,134715,0
Frost Formulated Phials,,,28487,0,134800,0
Phial Mastery,,"Specialize in crafting phials, increasing your ability to craft at a higher quality. In addition, learn new recipes and ways to improve the efficiency of your craft!",28488,0,1385244,0
,,Multicraft grants up to $ev1% extra when making phials.,28489,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28490,0,0,0
,,+$ev1 $en1 when making phials.,28491,0,0,0
,,[NYI]+$ev1% $en1 when making phials.,28492,0,0,0
,,+$ev1 $en1 when making phials.,28493,0,0,0
Batch Production,,"Master the art of producing phials more efficiently, gaining +$ev1 $en1 per point in this specialization.",28494,0,4624377,0
,,Learn $@spellname370747 which yields phials of a higher quality and increases your chance at discovering new recipes.,28495,370747,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28496,0,0,0
,,"[NYI]Whenever you achieve a major breakthrough, gain +10 Inspiration for 4 hours for all Alchemy crafts.",28497,0,0,0
,,[NYI]Gain 5% Breakthrough chance with Phial Experimentation.,28498,0,0,0
,,[NYI]Gain 10% Breakthrough chance with Phial Experimentation.,28499,0,0,0
Phial Experimentation,,"[NYI]Gain a better understanding of your reagents to improve the likelihood of your experiments yielding satisfying results, gaining +1% increased chance at breakthroughs with Phial Experimentation per point in this specialization.",28500,0,4624380,0
