ID,ProfessionTraitID,ProfessionEffectID,Field_10_0_0_44649_003
5139,6119,6,0
5140,6121,71,0
5141,6122,38,0
5142,6123,1,0
5143,6124,6,0
5144,6125,6,0
5145,6127,71,0
5146,6128,38,0
5147,6129,1,0
5148,6130,6,0
5149,6131,6,0
5150,6133,71,0
5151,6134,38,0
5152,6135,1,0
5153,6137,8,0
5154,6139,12,0
5155,6141,8,0
5156,6142,74,0
5157,6143,1,0
5158,6144,6,0
5159,6145,6,0
5160,6147,71,0
5161,6148,38,0
5162,6149,1,0
5163,6150,6,0
5164,6151,6,0
5165,6153,71,0
5166,6154,38,0
5167,6155,1,0
5168,6156,6,0
5169,6157,6,0
5170,6159,71,0
5171,6160,38,0
5172,6161,1,0
5173,6162,6,0
5174,6163,6,0
5175,6165,71,0
5176,6166,38,0
5177,6167,1,0
5178,6168,6,0
5179,6170,6,0
5180,6172,71,0
5181,6174,32,0
5182,6174,9,1
5183,6174,13,2
5184,6175,50,0
5185,6176,89,0
5186,6177,13,0
5187,6178,90,0
5188,6179,13,0
5189,6180,90,0
5190,6181,13,0
5191,6182,91,0
5192,6183,48,0
5193,6184,92,0
5194,6185,9,0
5195,6186,93,0
5196,6187,9,0
5197,6188,93,0
5198,6189,9,0
5199,6190,94,0
5200,6191,1,0
5201,6192,29,0
5202,6193,8,0
5203,6194,28,0
5204,6195,8,0
5205,6196,96,0
5206,6197,1,0
5207,6198,29,0
5208,6199,8,0
5209,6200,28,0
5210,6201,8,0
5211,6202,96,0
5212,6203,1,0
5213,6204,41,0
5214,6205,7,0
5215,6207,11,0
5216,6209,7,0
5217,6210,32,0
5218,6210,9,1
5219,6210,13,2
5220,6211,1,0
5221,6213,8,0
5222,6215,12,0
5223,6217,8,0
5224,6218,73,0
5225,6219,1,0
5226,6220,6,0
5227,6221,6,0
5228,6223,71,0
5229,6224,38,0
5230,6225,1,0
5231,6226,6,0
5232,6227,6,0
5233,6229,71,0
5234,6230,38,0
5235,6231,1,0
5236,6232,6,0
5237,6233,6,0
5238,6235,71,0
5239,6236,38,0
5240,6237,1,0
5241,6238,6,0
5242,6239,6,0
5243,6241,71,0
5244,6242,38,0
5245,6243,1,0
5246,6245,8,0
5247,6247,12,0
5248,6249,8,0
5249,6250,73,0
5250,6251,1,0
5251,6252,6,0
5252,6253,6,0
5253,6255,71,0
5254,6256,38,0
5255,6257,1,0
5256,6258,6,0
5257,6259,6,0
5258,6261,71,0
5259,6262,38,0
5260,6263,1,0
5261,6264,6,0
5262,6265,6,0
5263,6267,71,0
5264,6268,38,0
5265,6269,1,0
5266,6270,6,0
5267,6271,6,0
5268,6273,71,0
5269,6274,38,0
5270,6275,1,0
5271,6276,7,0
5272,6277,11,0
5273,6279,7,0
5274,6281,11,0
5275,6283,73,0
5276,6283,74,1
5277,6283,32,2
5278,6284,1,0
5279,6285,6,0
5280,6286,8,0
5281,6287,71,0
5282,6288,12,0
5283,6290,100,0
5284,6291,1,0
5285,6292,6,0
5286,6293,8,0
5287,6294,71,0
5288,6295,12,0
5289,6298,1,0
5290,6299,6,0
5291,6300,8,0
5292,6301,71,0
5293,6302,12,0
5294,6305,1,0
5295,6306,11,0
5296,6307,7,0
5297,6309,11,0
5298,6312,34,0
5299,6312,115,1
5300,6313,50,0
5301,6314,11,0
5302,6315,11,0
5303,6320,1,0
5304,6321,30,0
5305,6322,7,0
5306,6323,11,0
5307,6325,11,0
5308,6326,7,0
5309,6327,8,0
5310,6327,38,1
5311,6327,39,2
5312,6328,1,0
5313,6329,30,0
5314,6330,30,0
5315,6332,39,0
5316,6335,11,0
5317,6339,1,0
5318,6340,1,0
5319,6341,7,0
5320,6343,11,0
5321,6345,54,0
5322,6346,115,0
5323,6347,67,0
5324,6348,33,0
5325,6349,1,0
5326,6350,1,0
5327,6351,6,0
5328,6353,6,0
5329,6355,6,0
5330,6356,39,0
5331,6357,6,0
5332,6359,1,0
5333,6360,1,0
5334,6361,6,0
5335,6363,6,0
5336,6365,6,0
5337,6366,39,0
5338,6367,6,0
5339,6369,1,0
5340,6370,1,0
5341,6371,6,0
5342,6373,6,0
5343,6375,6,0
5344,6376,39,0
5345,6377,6,0
5346,6379,1,0
5347,6380,1,0
5348,6381,6,0
5349,6383,6,0
5350,6385,6,0
5351,6386,39,0
5352,6387,6,0
5353,6389,1,0
5354,6390,7,0
5355,6391,6,0
5356,6392,34,0
5357,6393,6,0
5358,6394,11,0
5359,6395,6,0
5360,6396,7,0
5361,6397,6,0
5362,6398,30,0
5363,6399,6,0
5364,6400,66,0
5365,6401,1,0
5366,6402,11,0
5367,6403,7,0
5368,6405,11,0
5369,6407,7,0
5370,6408,32,0
5371,6409,1,0
5372,6410,11,0
5373,6411,67,0
5374,6413,117,0
5375,6415,41,0
5376,6416,115,0
5377,6417,1,0
5378,6418,7,0
5379,6419,6,0
5380,6420,6,0
5381,6422,8,0
5382,6423,6,0
5383,6424,38,0
5384,6425,6,0
5385,6426,7,0
5386,6427,6,0
5387,6428,8,0
5388,6430,6,0
5389,6431,6,0
5390,6432,38,0
5391,6433,6,0
5392,6434,11,0
5393,6435,67,0
5394,6437,6,0
5395,6439,11,0
5396,6440,115,0
5397,6441,6,0
5398,6442,67,0
5399,6443,6,0
5400,6444,67,0
5401,6445,11,0
5402,6446,67,0
5403,6447,6,0
5404,6448,38,0
5405,6449,1,0
5406,6450,30,0
5407,6451,6,0
5408,6452,29,0
5409,6454,6,0
5410,6455,11,0
5411,6456,39,0
5456,6509,1,0
5457,6510,7,0
5458,6511,11,0
5459,6513,7,0
5460,6515,11,0
5461,6517,73,0
5462,6517,74,1
5463,6517,32,2
5464,6518,1,0
5465,6519,6,0
5466,6520,8,0
5467,6521,71,0
5468,6522,12,0
5469,6524,100,0
5470,6525,1,0
5471,6526,6,0
5472,6527,8,0
5473,6528,71,0
5474,6529,12,0
5475,6532,1,0
5476,6533,6,0
5477,6534,8,0
5478,6535,71,0
5479,6536,12,0
5480,6539,1,0
5481,6540,7,0
5482,6541,11,0
5483,6543,7,0
5484,6545,11,0
5485,6547,73,0
5486,6547,74,1
5487,6547,32,2
5488,6548,1,0
5489,6549,6,0
5490,6550,8,0
5491,6551,71,0
5492,6552,12,0
5493,6554,38,0
5494,6554,39,1
5495,6555,1,0
5496,6556,6,0
5497,6557,8,0
5498,6558,71,0
5499,6559,12,0
5500,6561,38,0
5501,6561,39,1
5502,6562,1,0
5503,6563,6,0
5504,6564,8,0
5505,6565,71,0
5506,6566,12,0
5507,6568,38,0
5508,6568,39,1
5509,6569,1,0
5510,6570,6,0
5511,6572,6,0
5512,6574,71,0
5513,6576,32,0
5514,6576,9,1
5515,6576,13,2
5516,6577,50,0
5517,6578,89,0
5518,6579,13,0
5519,6580,90,0
5520,6581,13,0
5521,6582,90,0
5522,6583,13,0
5523,6584,91,0
5524,6585,48,0
5525,6586,92,0
5526,6587,9,0
5527,6588,93,0
5528,6589,9,0
5529,6590,93,0
5530,6591,9,0
5531,6592,94,0
5532,6593,1,0
5533,6594,29,0
5534,6595,8,0
5535,6596,28,0
5536,6597,8,0
5537,6598,96,0
5538,6599,38,0
5539,6600,1,0
5540,6601,29,0
5541,6602,8,0
5542,6603,28,0
5543,6604,8,0
5544,6605,96,0
5545,6606,39,0
5546,6607,1,0
5547,6608,87,0
5548,6610,87,0
5549,6612,88,0
5550,6614,33,0
5551,6614,12,1
5552,6614,8,2
5553,6615,33,0
5554,6615,12,1
5555,6615,8,2
5556,6616,1,0
5557,6617,89,0
5558,6618,12,0
5559,6619,90,0
5560,6620,12,0
5561,6621,90,0
5562,6622,12,0
5563,6623,91,0
5564,6624,1,0
5565,6625,92,0
5566,6626,8,0
5567,6627,93,0
5568,6628,8,0
5569,6629,93,0
5570,6630,8,0
5571,6631,94,0
5572,6632,101,0
5573,6633,11,0
5574,6634,30,0
5575,6635,12,0
5576,6636,29,0
5577,6637,33,0
5578,6637,12,1
5579,6638,2,0
5580,6639,7,0
5581,6640,30,0
5582,6641,8,0
5583,6642,30,0
5584,6643,33,0
5585,6643,96,1
5586,6244,117,0
5587,2953,117,0
5588,2985,117,0
5589,5840,117,0
5590,6212,117,0
5591,5808,117,0
5592,3057,117,0
5593,6136,117,0
5594,5912,117,0
5595,3025,117,0
5596,6104,117,0
5597,5880,117,0
5598,6644,1,0
5599,6645,87,0
5600,6647,87,0
5601,6649,88,0
5602,6651,33,0
5603,6651,12,1
5604,6651,8,2
5605,6652,33,0
5606,6652,12,1
5607,6652,8,2
5608,6653,1,0
5609,6654,89,0
5610,6655,12,0
5611,6656,90,0
5612,6657,12,0
5613,6658,90,0
5614,6659,12,0
5615,6660,91,0
5616,6661,1,0
5617,6662,92,0
5618,6663,8,0
5619,6664,93,0
5620,6665,8,0
5621,6666,93,0
5622,6667,8,0
5623,6668,94,0
5624,6669,101,0
5625,6670,11,0
5626,6671,30,0
5627,6672,12,0
5628,6673,29,0
5629,6674,33,0
5630,6674,12,1
5631,6675,2,0
5632,6676,7,0
5633,6677,30,0
5634,6678,8,0
5635,6679,30,0
5636,6680,33,0
5637,6680,96,1
5638,6681,1,0
5639,6682,41,0
5640,6683,7,0
5641,6685,11,0
5642,6687,7,0
5643,6688,33,0
5644,6688,8,1
5645,6689,101,0
5646,6690,11,0
5647,6691,11,0
5648,6693,11,0
5649,6693,30,1
5650,6695,34,0
5651,6695,11,1
5652,6696,33,0
5653,6696,12,1
5654,6697,1,0
5655,6698,7,0
5656,6699,33,0
5657,6699,7,1
5658,6700,7,0
5659,6701,33,0
5660,6701,7,1
5661,6702,29,0
5662,6702,8,1
5663,6703,101,0
5664,6705,33,0
5665,6705,11,1
5666,6706,30,0
5667,6707,33,0
5668,6707,11,1
5669,6708,34,0
5670,6708,12,1
5671,6709,1,0
5672,6711,6,0
5673,6713,6,0
5674,6715,33,0
5675,6715,8,1
5676,6717,133,0
5677,6719,1,0
5678,6721,7,0
5679,6722,134,0
5680,6723,7,0
5681,6726,38,0
5682,6727,1,0
5683,6729,7,0
5684,6730,134,0
5685,6731,7,0
5686,6734,38,0
5687,6735,1,0
5688,6737,7,0
5689,6738,134,0
5690,6739,7,0
5691,6742,38,0
5692,6743,1,0
5693,6745,7,0
5694,6746,134,0
5695,6747,7,0
5696,6750,38,0
5697,6751,1,0
5698,6757,1,0
5699,6759,11,0
5700,6760,7,0
5701,6761,1,0
5702,6763,11,0
5703,6764,7,0
5704,6765,1,0
5705,6767,11,0
5706,6768,7,0
5707,6769,1,0
5708,6771,11,0
5709,6772,7,0
5710,6773,1,0
5711,6774,41,0
5712,6776,11,0
5713,6778,7,0
5714,6779,33,0
5715,6779,9,1
5716,6779,13,2
5717,6780,101,0
5718,6781,117,0
5719,6782,7,0
5720,6784,7,0
5721,6786,33,0
5722,6786,8,1
5723,6787,34,0
5724,6787,133,1
5725,6787,9,2
5726,6788,1,0
5727,6789,6,0
5728,6790,6,0
5729,6792,8,0
5730,6793,38,0
5731,6794,1,0
5732,6795,6,0
5733,6796,6,0
5734,6797,8,0
5735,6798,8,0
5736,6798,12,1
5737,6800,38,0
5738,6801,9,0
5739,6802,2,0
5740,6803,7,0
5741,6804,7,0
5742,6806,8,0
5743,6808,33,0
5744,6808,8,1
5745,6809,133,0
5746,6810,1,0
5747,6811,6,0
5748,6812,6,0
5749,6813,8,0
5750,6814,9,0
5751,6814,13,1
5752,6815,8,0
5753,6816,38,0
5754,6817,9,0
5755,6818,1,0
5756,6819,11,0
5757,6820,11,0
5758,6820,7,1
5759,6821,12,0
5760,6821,8,1
5761,6822,33,0
5762,6822,30,1
5763,6823,34,0
5764,6823,31,1
5765,6823,38,2
5766,6824,1,0
5767,6825,11,0
5768,6826,11,0
5769,6826,7,1
5770,6827,12,0
5771,6827,8,1
5772,6828,33,0
5773,6828,30,1
5774,6829,34,0
5775,6829,31,1
5776,6829,38,2
5777,6830,1,0
5778,6831,41,0
5779,6832,7,0
5780,6834,11,0
5781,6836,7,0
5782,6837,33,0
5783,6837,8,1
5784,6838,101,0
5785,6839,11,0
5786,6840,11,0
5787,6842,11,0
5788,6842,30,1
5789,6844,34,0
5790,6844,11,1
5791,6845,33,0
5792,6845,12,1
5793,6846,1,0
5794,6847,7,0
5795,6848,33,0
5796,6848,7,1
5797,6849,7,0
5798,6850,33,0
5799,6850,7,1
5800,6851,29,0
5801,6851,8,1
5802,6852,101,0
5803,6854,33,0
5804,6854,11,1
5805,6855,30,0
5806,6856,33,0
5807,6856,11,1
5808,6857,34,0
5809,6857,12,1
5810,6858,1,0
5811,6860,6,0
5812,6862,6,0
5813,6864,33,0
5814,6864,8,1
5815,6866,133,0
5816,6868,1,0
5817,6870,7,0
5818,6871,134,0
5819,6872,7,0
5820,6875,38,0
5821,6876,1,0
5822,6878,7,0
5823,6879,134,0
5824,6880,7,0
5825,6883,38,0
5826,6884,1,0
5827,6886,7,0
5828,6887,134,0
5829,6888,7,0
5830,6891,38,0
5831,6892,1,0
5832,6894,7,0
5833,6895,134,0
5834,6896,7,0
5835,6899,38,0
5836,6900,1,0
5837,6906,1,0
5838,6908,11,0
5839,6909,7,0
5840,6910,1,0
5841,6912,11,0
5842,6913,7,0
5843,6914,1,0
5844,6916,11,0
5845,6917,7,0
5846,6918,1,0
5847,6920,11,0
5848,6921,7,0
5849,6922,1,0
5850,6924,11,0
5851,6925,7,0
5852,6926,1,0
5853,6927,41,0
5854,6928,7,0
5855,6930,11,0
5856,6932,7,0
5857,6933,33,0
5858,6933,8,1
5859,6934,101,0
5860,6935,11,0
5861,6936,11,0
5862,6938,11,0
5863,6938,30,1
5864,6940,34,0
5865,6940,11,1
5866,6941,33,0
5867,6941,12,1
5868,6942,1,0
5869,6943,7,0
5870,6944,33,0
5871,6944,7,1
5872,6945,7,0
5873,6946,33,0
5874,6946,7,1
5875,6947,29,0
5876,6947,8,1
5877,6948,101,0
5878,6950,33,0
5879,6950,11,1
5880,6951,30,0
5881,6952,33,0
5882,6952,11,1
5883,6953,34,0
5884,6953,12,1
5885,6954,1,0
5886,6956,6,0
5887,6958,6,0
5888,6960,33,0
5889,6960,8,1
5890,6962,133,0
5891,6964,1,0
5892,6966,7,0
5893,6967,134,0
5894,6968,7,0
5895,6971,38,0
5896,6972,1,0
5897,6974,7,0
5898,6975,134,0
5899,6976,7,0
5900,6979,38,0
5901,6980,1,0
5902,6982,7,0
5903,6983,134,0
5904,6984,7,0
5905,6987,38,0
5906,6988,1,0
5907,6990,7,0
5908,6991,134,0
5909,6992,7,0
5910,6995,38,0
5911,6996,1,0
5912,7002,1,0
5913,7004,11,0
5914,7005,7,0
5915,7006,1,0
5916,7008,11,0
5917,7009,7,0
5918,7010,1,0
5919,7012,11,0
5920,7013,7,0
5921,7014,1,0
5922,7016,11,0
5923,7017,7,0
5924,7018,1,0
5925,7020,11,0
5926,7021,7,0
5927,7022,1,0
5928,7023,41,0
5929,7024,7,0
5930,7026,11,0
5931,7028,7,0
5932,7029,33,0
5933,7029,8,1
5934,7030,101,0
5935,7031,11,0
5936,7032,11,0
5937,7034,11,0
5938,7034,30,1
5939,7036,34,0
5940,7036,11,1
5941,7037,33,0
5942,7037,12,1
5943,7038,1,0
5944,7039,7,0
5945,7040,33,0
5946,7040,7,1
5947,7041,7,0
5948,7042,33,0
5949,7042,7,1
5950,7043,29,0
5951,7043,8,1
5952,7044,101,0
5953,7046,33,0
5954,7046,11,1
5955,7047,30,0
5956,7048,33,0
5957,7048,11,1
5958,7049,34,0
5959,7049,12,1
5960,7050,1,0
5961,7052,6,0
5962,7054,6,0
5963,7056,33,0
5964,7056,8,1
5965,7058,133,0
5966,7060,1,0
5967,7062,7,0
5968,7063,134,0
5969,7064,7,0
5970,7067,38,0
5971,7068,1,0
5972,7070,7,0
5973,7071,134,0
5974,7072,7,0
5975,7075,38,0
5976,7076,1,0
5977,7078,7,0
5978,7079,134,0
5979,7080,7,0
5980,7083,38,0
5981,7084,1,0
5982,7086,7,0
5983,7087,134,0
5984,7088,7,0
5985,7091,38,0
5986,7092,1,0
5987,7098,1,0
5988,7100,11,0
5989,7101,7,0
5990,7102,1,0
5991,7104,11,0
5992,7105,7,0
5993,7106,1,0
5994,7108,11,0
5995,7109,7,0
5996,7110,1,0
5997,7112,11,0
5998,7113,7,0
5999,7114,1,0
6000,7116,11,0
6001,7117,7,0
6002,7118,1,0
6003,7120,15,0
6004,7122,19,0
6005,7125,23,0
6006,7126,15,0
6007,7128,1,0
6008,7130,19,0
6009,7131,6,0
6010,7132,23,0
6011,7134,15,0
6012,7135,6,0
6013,7136,19,0
6014,7137,71,0
6015,7138,1,0
6016,7140,23,0
6017,7141,6,0
6018,7142,15,0
6019,7144,19,0
6020,7145,6,0
6021,7146,23,0
6022,7147,71,0
6023,7148,46,0
6024,7150,15,0
6025,7152,19,0
6026,7155,23,0
6027,7160,15,0
6028,7162,19,0
6029,7164,23,0
6030,7166,15,0
6031,7170,19,0
6032,7172,15,0
6033,7174,19,0
6034,7176,15,0
6035,7178,49,0
6036,7180,15,0
6037,7181,19,0
6038,7182,15,0
6039,7183,24,0
6040,7184,15,0
6041,7185,19,0
6042,7186,15,0
6043,7187,26,0
6044,7188,47,0
6045,7190,15,0
6046,7192,19,0
6047,7195,15,0
6048,7196,19,0
6049,7201,23,0
6050,7205,19,0
6051,7208,49,0
6052,7210,19,0
6053,7213,20,0
6054,7215,23,0
6055,7218,1,0
6056,7220,87,0
6057,7222,87,0
6058,7224,88,0
6059,7226,33,0
6060,7226,12,1
6061,7226,8,2
6062,7227,33,0
6063,7227,12,1
6064,7227,8,2
6065,7228,1,0
6066,7229,89,0
6067,7230,12,0
6068,7231,90,0
6069,7232,12,0
6070,7233,90,0
6071,7234,12,0
6072,7235,91,0
6073,7236,1,0
6074,7237,92,0
6075,7238,8,0
6076,7239,93,0
6077,7240,8,0
6078,7241,93,0
6079,7242,8,0
6080,7243,94,0
6081,7244,101,0
6082,7245,11,0
6083,7246,30,0
6084,7247,12,0
6085,7248,29,0
6086,7249,33,0
6087,7249,12,1
6088,7250,2,0
6089,7251,7,0
6090,7252,30,0
6091,7253,8,0
6092,7254,30,0
6093,7255,33,0
6094,7255,96,1
6095,7256,1,0
6096,7257,87,0
6097,7258,87,0
6098,7260,87,0
6099,7262,88,0
6100,7264,33,0
6101,7264,12,1
6102,7264,8,2
6103,7265,33,0
6104,7265,12,1
6105,7265,8,2
6106,7266,1,0
6107,7267,89,0
6108,7268,12,0
6109,7269,90,0
6110,7270,12,0
6111,7271,90,0
6112,7272,12,0
6113,7273,91,0
6114,7274,1,0
6115,7275,92,0
6116,7276,8,0
6117,7277,93,0
6118,7278,8,0
6119,7279,93,0
6120,7280,8,0
6121,7281,94,0
6122,7282,101,0
6123,7283,11,0
6124,7284,30,0
6125,7285,12,0
6126,7286,29,0
6127,7287,33,0
6128,7287,12,1
6129,7288,2,0
6130,7289,7,0
6131,7290,30,0
6132,7291,8,0
6133,7292,30,0
6134,7293,33,0
6135,7293,96,1
6136,7294,1,0
6137,7295,41,0
6138,7296,11,0
6139,7298,11,0
6140,7300,7,0
6141,7301,33,0
6142,7301,9,1
6143,7301,13,2
6144,7302,101,0
6145,7303,117,0
6146,7304,7,0
6147,7306,7,0
6148,7308,33,0
6149,7308,8,1
6150,7309,34,0
6151,7309,133,1
6152,7309,9,2
6153,7310,1,0
6154,7311,6,0
6155,7312,6,0
6156,7314,8,0
6157,7315,38,0
6158,7316,1,0
6159,7317,6,0
6160,7318,6,0
6161,7319,8,0
6162,7320,8,0
6163,7320,12,1
6164,7322,38,0
6165,7323,9,0
6166,7324,2,0
6167,7325,117,0
6168,7326,7,0
6169,7328,8,0
6170,7330,33,0
6171,7330,8,1
6173,7332,1,0
6174,7333,6,0
6175,7334,6,0
6176,7335,8,0
6177,7336,9,0
6178,7336,13,1
6179,7337,8,0
6180,7338,38,0
6181,7339,9,0
6182,7340,1,0
6183,7341,11,0
6184,7342,11,0
6185,7342,7,1
6186,7343,12,0
6187,7343,8,1
6188,7344,33,0
6189,7344,30,1
6190,7345,34,0
6191,7345,31,1
6192,7345,38,2
6193,7346,1,0
6194,7347,11,0
6195,7348,11,0
6196,7348,7,1
6197,7349,12,0
6198,7349,8,1
6199,7350,33,0
6200,7350,30,1
6201,7351,34,0
6202,7351,31,1
6203,7351,38,2
6204,7331,39,1
6205,7331,133,2
6206,7093,133,0
6207,7097,39,0
6208,7039,133,1
6209,7043,39,2
6244,7420,1,0
6245,7421,33,0
6246,7430,50,0
6247,7431,12,0
6248,7432,6,0
6249,7433,29,0
6250,7434,66,0
6251,7435,6,0
6252,7437,29,0
6253,7437,33,1
6254,7438,1,0
6255,7441,12,0
6256,7443,29,0
6257,7444,8,0
6258,7446,1,0
6259,7449,12,0
6260,7451,29,0
6261,7454,1,0
6262,7455,33,0
6263,7457,136,0
6264,7459,12,0
6265,7460,6,0
6266,7462,8,0
6267,7464,48,0
6268,7465,7,0
6269,7466,6,0
6270,7467,41,0
6271,7468,38,0
6272,7469,138,0
6273,7470,66,0
6274,7471,65,0
6275,7472,139,0
6276,7473,48,0
6277,7475,12,0
6278,7477,38,0
6279,7479,29,0
6280,7481,44,0
6281,7483,12,0
6282,7485,6,0
6283,7487,29,0
6284,7489,1,0
6285,7493,53,0
6286,7496,12,0
6287,7499,1,0
6288,7502,6,0
6289,7503,8,0
6290,7505,12,0
6291,7506,6,0
6292,7508,68,0
6293,7516,1,0
6294,7522,8,0
6295,7525,65,0
6296,7526,50,0
6297,7527,34,0
6298,7528,6,0
6299,7529,7,0
6300,7530,11,0
6301,7531,6,0
6302,7532,30,0
6303,7534,44,0
6304,7536,67,0
6305,7538,66,0
6306,7541,65,0
6307,7542,12,0
6308,7544,6,0
6309,7545,34,0
6310,7546,30,0
6311,7547,66,0
6312,7548,11,0
6313,7549,66,0
6314,7550,34,0
6315,7551,66,0
6316,7553,65,0
6317,7554,1,0
6318,7555,33,0
6319,7564,50,0
6320,7565,12,0
6321,7566,6,0
6322,7567,29,0
6323,7568,66,0
6324,7569,6,0
6325,7571,29,0
6326,7571,33,1
6327,7572,1,0
6328,7575,12,0
6329,7577,29,0
6330,7578,8,0
6331,7580,1,0
6332,7583,12,0
6333,7585,29,0
6334,7588,1,0
6335,7589,33,0
6336,7591,136,0
6337,7593,12,0
6338,7594,6,0
6339,7596,8,0
6340,7598,48,0
6341,7599,7,0
6342,7600,6,0
6343,7601,41,0
6344,7602,38,0
6345,7603,138,0
6346,7604,66,0
6347,7605,65,0
6348,7606,139,0
6349,7607,48,0
6350,7609,12,0
6351,7611,38,0
6352,7613,29,0
6353,7615,44,0
6354,7617,12,0
6355,7619,6,0
6356,7621,29,0
6357,7623,1,0
6358,7627,53,0
6359,7630,12,0
6360,7633,1,0
6361,7636,6,0
6362,7637,8,0
6363,7639,12,0
6364,7640,6,0
6365,7642,68,0
6366,7650,1,0
6367,7655,8,0
6368,7658,65,0
6369,7659,50,0
6370,7660,34,0
6371,7661,6,0
6372,7662,7,0
6373,7663,11,0
6374,7664,6,0
6375,7665,30,0
6376,7667,44,0
6377,7669,67,0
6378,7671,66,0
6379,7674,65,0
6380,7675,12,0
6381,7677,6,0
6382,7678,34,0
6383,7679,30,0
6384,7680,66,0
6385,7681,11,0
6386,7682,66,0
6387,7683,34,0
6388,7684,66,0
6389,7686,65,0
6390,7687,1,0
6391,7688,87,0
6392,7690,88,0
6393,7692,87,0
6394,7693,33,0
6395,7693,9,1
6396,7693,13,2
6397,7706,101,0
6398,7707,89,0
6399,7708,12,0
6400,7709,90,0
6401,7710,12,0
6402,7711,90,0
6403,7712,12,0
6404,7713,91,0
6405,7714,2,0
6406,7715,92,0
6407,7716,8,0
6408,7717,93,0
6409,7718,8,0
6410,7719,93,0
6411,7720,8,0
6412,7721,94,0
6413,7722,1,0
6414,7723,87,0
6415,7725,88,0
6416,7727,87,0
6417,7728,33,0
6418,7728,9,1
6419,7728,13,2
6420,7741,101,0
6421,7742,89,0
6422,7743,12,0
6423,7744,90,0
6424,7745,12,0
6425,7746,90,0
6426,7747,12,0
6427,7748,91,0
6428,7749,2,0
6429,7750,92,0
6430,7751,8,0
6431,7752,93,0
6432,7753,8,0
6433,7754,93,0
6434,7755,8,0
6435,7756,94,0
6436,7757,1,0
6437,7758,7,0
6438,7760,32,0
6439,7762,11,0
6440,7764,39,0
6441,7765,1,0
6442,7767,12,0
6443,7768,6,0
6444,7769,32,0
6445,7770,6,0
6446,7771,12,0
6447,7773,1,0
6448,7774,29,0
6449,7775,8,0
6450,7776,28,0
6451,7777,8,0
6452,7778,52,0
6453,7779,1,0
6454,7780,13,0
6455,7781,8,0
6456,7782,6,0
6457,7783,8,0
6458,7784,6,0
6459,7785,12,0
6460,7786,116,0
6461,7787,1,0
6462,7789,7,0
6463,7790,11,0
6464,7791,33,0
6465,7792,11,0
6466,7793,7,0
6467,7795,1,0
6468,7797,8,0
6469,7800,12,0
6470,7801,8,0
6471,7803,1,0
6472,7805,30,0
6473,7806,6,0
6474,7807,30,0
6475,7809,1,0
6476,7811,8,0
6477,7814,12,0
6478,7815,8,0
6479,7817,1,0
6480,7819,30,0
6481,7820,6,0
6482,7821,30,0
6483,7823,1,0
6484,7824,71,0
6485,7826,7,0
6486,7828,11,0
6487,7830,33,0
6488,7830,8,1
6489,7830,12,2
6490,7831,1,0
6491,7832,117,0
6492,7833,6,0
6493,7835,8,0
6494,7837,6,0
6495,7839,12,0
6496,7840,116,0
6497,7841,1,0
6498,7843,71,0
6499,7844,38,0
6500,7845,1,0
6501,7848,38,0
6502,7849,1,0
6503,7850,117,0
6504,7851,8,0
6505,7853,12,0
6506,7857,12,0
6507,7859,8,0
6508,7860,116,0
6509,7861,1,0
6510,7863,71,0
6511,7864,38,0
6512,7865,1,0
6513,7867,71,0
6514,7868,38,0
6515,7869,1,0
6516,7871,71,0
6517,7872,38,0
6518,7873,1,0
6519,7875,71,0
6520,7876,38,0
6521,7877,1,0
6522,7878,117,0
6523,7879,6,0
6524,7881,8,0
6525,7883,12,0
6526,7885,6,0
6527,7886,116,0
6528,7887,1,0
6529,7889,71,0
6530,7890,38,0
6531,7891,1,0
6532,7893,71,0
6533,7894,38,0
6534,7895,1,0
6535,7897,71,0
6536,7898,38,0
6537,7899,1,0
6538,7900,71,0
6539,7902,7,0
6540,7904,11,0
6541,7906,33,0
6542,7906,8,1
6543,7906,12,2
6544,7907,1,0
6545,7908,117,0
6546,7909,6,0
6547,7911,8,0
6548,7913,6,0
6549,7915,12,0
6550,7916,116,0
6551,7917,1,0
6552,7919,71,0
6553,7920,38,0
6554,7921,1,0
6555,7924,38,0
6556,7925,1,0
6557,7926,117,0
6558,7927,8,0
6559,7929,12,0
6560,7933,12,0
6561,7935,8,0
6562,7936,116,0
6563,7937,1,0
6564,7939,71,0
6565,7940,38,0
6566,7941,1,0
6567,7943,71,0
6568,7944,38,0
6569,7945,1,0
6570,7947,71,0
6571,7948,38,0
6572,7949,1,0
6573,7951,71,0
6574,7952,38,0
6575,7953,1,0
6576,7954,117,0
6577,7955,6,0
6578,7957,8,0
6579,7959,12,0
6580,7961,6,0
6581,7962,116,0
6582,7963,1,0
6583,7965,71,0
6584,7966,38,0
6585,7967,1,0
6586,7969,71,0
6587,7970,38,0
6588,7971,1,0
6589,7973,71,0
6590,7974,38,0
6591,7975,1,0
6592,7980,8,0
6593,7983,65,0
6594,7984,50,0
6595,7985,34,0
6596,7986,6,0
6597,7987,7,0
6598,7988,11,0
6599,7989,6,0
6600,7990,30,0
6601,7992,44,0
6602,7994,67,0
6603,7996,66,0
6604,7999,65,0
6605,8000,12,0
6606,8002,6,0
6607,8003,34,0
6608,8004,30,0
6609,8005,66,0
6610,8006,11,0
6611,8007,66,0
6612,8008,34,0
6613,8009,66,0
