ID,CondType,TraitTreeID,Field_10_0_0_44649_003,Field_10_0_0_44649_004,Field_10_0_0_44649_005,SpecSetID,TraitNodeGroupID,TraitNodeID,TraitCurrencyID,SpentAmountRequired,Flags,Field_10_0_0_44649_012,FreeSharedStringID,SpendMoreSharedStringID
5292,2,239,1,0,0,0,0,19484,2,20,0,0,0,0
5293,2,239,1,0,0,0,0,19484,2,15,0,0,0,0
5294,2,239,1,0,0,0,0,19484,2,10,0,0,0,0
5295,2,239,1,0,0,0,0,19484,2,5,0,0,0,0
5296,2,239,1,0,0,0,0,19484,895,1,0,0,0,0
5297,2,239,1,0,0,0,0,19485,2,30,0,0,0,0
5298,2,239,1,0,0,0,0,19485,2,25,0,0,0,0
5299,2,239,1,0,0,0,0,19485,2,20,0,0,0,0
5300,2,239,1,0,0,0,0,19485,2,15,0,0,0,0
5301,2,239,1,0,0,0,0,19485,2,10,0,0,0,0
5302,2,239,1,0,0,0,0,19485,2,5,0,0,0,0
5303,2,239,1,0,0,0,0,19485,895,1,0,0,0,0
5304,2,239,1,0,0,0,0,19486,2,30,0,0,0,0
5305,2,239,1,0,0,0,0,19486,2,25,0,0,0,0
5306,2,239,1,0,0,0,0,19486,2,20,0,0,0,0
5307,2,239,1,0,0,0,0,19486,2,15,0,0,0,0
5308,2,239,1,0,0,0,0,19486,2,10,0,0,0,0
5309,2,239,1,0,0,0,0,19486,2,5,0,0,0,0
5310,2,239,1,0,0,0,0,19486,895,1,0,0,0,0
5311,2,239,1,0,0,0,0,19487,2,30,0,0,0,0
5312,2,239,1,0,0,0,0,19487,2,25,0,0,0,0
5313,2,239,1,0,0,0,0,19487,2,20,0,0,0,0
5314,2,239,1,0,0,0,0,19487,2,15,0,0,0,0
5315,2,239,1,0,0,0,0,19487,2,10,0,0,0,0
5316,2,239,1,0,0,0,0,19487,2,5,0,0,0,0
5317,2,239,1,0,0,0,0,19487,13,1,0,0,0,0
5318,2,240,1,0,0,0,0,19534,2,30,0,0,0,0
5319,2,240,1,0,0,0,0,19534,2,25,0,0,0,0
5320,2,240,1,0,0,0,0,19534,2,20,0,0,0,0
5321,2,240,1,0,0,0,0,19534,2,15,0,0,0,0
5322,2,240,1,0,0,0,0,19534,2,10,0,0,0,0
5323,2,240,1,0,0,0,0,19534,2,5,0,0,0,0
5324,2,240,1,0,0,0,0,19534,901,1,0,0,0,0
5325,2,240,1,0,0,0,0,19535,2,30,0,0,0,0
5326,2,240,1,0,0,0,0,19535,2,25,0,0,0,0
5327,2,240,1,0,0,0,0,19535,2,20,0,0,0,0
5328,2,240,1,0,0,0,0,19535,2,15,0,0,0,0
5329,2,240,1,0,0,0,0,19535,2,10,0,0,0,0
5330,2,240,1,0,0,0,0,19535,2,5,0,0,0,0
5331,2,240,1,0,0,0,0,19535,901,1,0,0,0,0
5332,2,240,1,0,0,0,0,19536,2,30,0,0,0,0
5333,2,240,1,0,0,0,0,19536,2,25,0,0,0,0
5334,2,240,1,0,0,0,0,19536,2,20,0,0,0,0
5335,2,240,1,0,0,0,0,19536,2,15,0,0,0,0
5336,2,240,1,0,0,0,0,19536,2,10,0,0,0,0
5337,2,240,1,0,0,0,0,19536,2,5,0,0,0,0
5338,2,240,1,0,0,0,0,19536,901,1,0,0,0,0
5339,2,240,1,0,0,0,0,19537,2,40,0,0,0,0
5340,2,240,1,0,0,0,0,19537,2,35,0,0,0,0
5341,2,240,1,0,0,0,0,19537,2,30,0,0,0,0
5342,2,240,1,0,0,0,0,19537,2,25,0,0,0,0
5343,2,240,1,0,0,0,0,19537,2,20,0,0,0,0
5344,2,240,1,0,0,0,0,19537,2,15,0,0,0,0
5345,2,240,1,0,0,0,0,19537,2,10,0,0,0,0
5346,2,240,1,0,0,0,0,19537,2,5,0,0,0,0
5347,2,240,1,0,0,0,0,19537,901,1,0,0,0,0
5348,2,240,1,0,0,0,0,19538,2,20,0,0,0,0
5349,2,240,1,0,0,0,0,19538,2,15,0,0,0,0
5350,2,240,1,0,0,0,0,19538,2,10,0,0,0,0
5351,2,240,1,0,0,0,0,19538,2,5,0,0,0,0
5352,2,240,1,0,0,0,0,19538,901,1,0,0,0,0
5353,2,240,1,0,0,0,0,19539,2,50,0,0,0,0
5354,2,240,1,0,0,0,0,19539,2,45,0,0,0,0
5355,2,240,1,0,0,0,0,19539,2,40,0,0,0,0
5356,2,240,1,0,0,0,0,19539,2,35,0,0,0,0
5357,2,240,1,0,0,0,0,19539,2,30,0,0,0,0
5358,2,240,1,0,0,0,0,19539,2,25,0,0,0,0
5359,2,240,1,0,0,0,0,19539,2,20,0,0,0,0
5360,2,240,1,0,0,0,0,19539,2,15,0,0,0,0
5361,2,240,1,0,0,0,0,19539,2,10,0,0,0,0
5362,2,240,1,0,0,0,0,19539,2,5,0,0,0,0
5363,2,240,1,0,0,0,0,19539,13,1,0,0,0,0
5364,2,241,1,0,0,0,0,19631,1,30,0,0,0,0
5365,2,241,1,0,0,0,0,19631,1,25,0,0,0,0
5366,2,241,1,0,0,0,0,19631,1,20,0,0,0,0
5367,2,241,1,0,0,0,0,19631,1,15,0,0,0,0
5368,2,241,1,0,0,0,0,19631,1,10,0,0,0,0
5369,2,241,1,0,0,0,0,19631,1,5,0,0,0,0
5370,2,241,1,0,0,0,0,19631,905,1,0,0,0,0
5371,2,241,1,0,0,0,0,19632,1,30,0,0,0,0
5372,2,241,1,0,0,0,0,19632,1,25,0,0,0,0
5373,2,241,1,0,0,0,0,19632,1,20,0,0,0,0
5374,2,241,1,0,0,0,0,19632,1,15,0,0,0,0
5375,2,241,1,0,0,0,0,19632,1,10,0,0,0,0
5376,2,241,1,0,0,0,0,19632,1,5,0,0,0,0
5377,2,241,1,0,0,0,0,19632,905,1,0,0,0,0
5378,2,241,1,0,0,0,0,19633,1,30,0,0,0,0
5379,2,241,1,0,0,0,0,19633,1,25,0,0,0,0
5380,2,241,1,0,0,0,0,19633,1,20,0,0,0,0
5381,2,241,1,0,0,0,0,19633,1,15,0,0,0,0
5382,2,241,1,0,0,0,0,19633,1,10,0,0,0,0
5383,2,241,1,0,0,0,0,19633,1,5,0,0,0,0
5384,2,241,1,0,0,0,0,19633,905,1,0,0,0,0
5385,2,241,1,0,0,0,0,19634,1,30,0,0,0,0
5386,2,241,1,0,0,0,0,19634,1,25,0,0,0,0
5387,2,241,1,0,0,0,0,19634,1,20,0,0,0,0
5388,2,241,1,0,0,0,0,19634,1,15,0,0,0,0
5389,2,241,1,0,0,0,0,19634,1,10,0,0,0,0
5390,2,241,1,0,0,0,0,19634,1,5,0,0,0,0
5391,2,241,1,0,0,0,0,19634,914,1,0,0,0,0
5392,2,241,1,0,0,0,0,19635,1,30,0,0,0,0
5393,2,241,1,0,0,0,0,19635,1,25,0,0,0,0
5394,2,241,1,0,0,0,0,19635,1,20,0,0,0,0
5395,2,241,1,0,0,0,0,19635,1,15,0,0,0,0
5396,2,241,1,0,0,0,0,19635,1,10,0,0,0,0
5397,2,241,1,0,0,0,0,19635,1,5,0,0,0,0
5398,2,241,1,0,0,0,0,19635,909,1,0,0,0,0
5399,2,241,1,0,0,0,0,19636,1,30,0,0,0,0
5400,2,241,1,0,0,0,0,19636,1,25,0,0,0,0
5401,2,241,1,0,0,0,0,19636,1,20,0,0,0,0
5402,2,241,1,0,0,0,0,19636,1,15,0,0,0,0
5403,2,241,1,0,0,0,0,19636,1,10,0,0,0,0
5404,2,241,1,0,0,0,0,19636,1,5,0,0,0,0
5405,2,241,1,0,0,0,0,19636,909,1,0,0,0,0
5406,2,241,1,0,0,0,0,19637,1,30,0,0,0,0
5407,2,241,1,0,0,0,0,19637,1,25,0,0,0,0
5408,2,241,1,0,0,0,0,19637,1,20,0,0,0,0
5409,2,241,1,0,0,0,0,19637,1,15,0,0,0,0
5410,2,241,1,0,0,0,0,19637,1,10,0,0,0,0
5411,2,241,1,0,0,0,0,19637,1,5,0,0,0,0
5412,2,241,1,0,0,0,0,19637,909,1,0,0,0,0
5413,2,241,1,0,0,0,0,19638,1,30,0,0,0,0
5414,2,241,1,0,0,0,0,19638,1,25,0,0,0,0
5415,2,241,1,0,0,0,0,19638,1,20,0,0,0,0
5416,2,241,1,0,0,0,0,19638,1,15,0,0,0,0
5417,2,241,1,0,0,0,0,19638,1,10,0,0,0,0
5418,2,241,1,0,0,0,0,19638,1,5,0,0,0,0
5419,2,241,1,0,0,0,0,19638,914,1,0,0,0,0
5420,2,241,1,0,0,0,0,19640,1,30,0,0,0,0
5421,2,241,1,0,0,0,0,19640,1,25,0,0,0,0
5422,2,241,1,0,0,0,0,19640,1,20,0,0,0,0
5423,2,241,1,0,0,0,0,19640,1,15,0,0,0,0
5424,2,241,1,0,0,0,0,19640,1,10,0,0,0,0
5425,2,241,1,0,0,0,0,19640,1,5,0,0,0,0
5426,2,241,1,0,0,0,0,19640,913,1,0,0,0,0
5427,2,241,1,0,0,0,0,19639,1,30,0,0,0,0
5428,2,241,1,0,0,0,0,19639,1,25,0,0,0,0
5429,2,241,1,0,0,0,0,19639,1,20,0,0,0,0
5430,2,241,1,0,0,0,0,19639,1,15,0,0,0,0
5431,2,241,1,0,0,0,0,19639,1,10,0,0,0,0
5432,2,241,1,0,0,0,0,19639,1,5,0,0,0,0
5433,2,241,1,0,0,0,0,19639,913,1,0,0,0,0
5434,2,241,1,0,0,0,0,19641,1,30,0,0,0,0
5435,2,241,1,0,0,0,0,19641,1,25,0,0,0,0
5436,2,241,1,0,0,0,0,19641,1,20,0,0,0,0
5437,2,241,1,0,0,0,0,19641,1,15,0,0,0,0
5438,2,241,1,0,0,0,0,19641,1,10,0,0,0,0
5439,2,241,1,0,0,0,0,19641,1,5,0,0,0,0
5440,2,241,1,0,0,0,0,19641,913,1,0,0,0,0
5441,2,241,1,0,0,0,0,19642,1,30,0,0,0,0
5442,2,241,1,0,0,0,0,19642,1,25,0,0,0,0
5443,2,241,1,0,0,0,0,19642,1,20,0,0,0,0
5444,2,241,1,0,0,0,0,19642,1,15,0,0,0,0
5445,2,241,1,0,0,0,0,19642,1,10,0,0,0,0
5446,2,241,1,0,0,0,0,19642,1,5,0,0,0,0
5447,2,241,1,0,0,0,0,19642,914,1,0,0,0,0
5448,2,241,1,0,0,0,0,19643,1,30,0,0,0,0
5449,2,241,1,0,0,0,0,19643,1,25,0,0,0,0
5450,2,241,1,0,0,0,0,19643,1,20,0,0,0,0
5451,2,241,1,0,0,0,0,19643,1,15,0,0,0,0
5452,2,241,1,0,0,0,0,19643,1,10,0,0,0,0
5453,2,241,1,0,0,0,0,19643,1,5,0,0,0,0
5454,2,241,1,0,0,0,0,19643,3,1,0,0,0,0
5455,2,242,1,0,0,0,0,19665,9,30,0,0,0,0
5456,2,242,1,0,0,0,0,19665,9,25,0,0,0,0
5457,2,242,1,0,0,0,0,19665,9,20,0,0,0,0
5458,2,242,1,0,0,0,0,19665,9,15,0,0,0,0
5459,2,242,1,0,0,0,0,19665,9,10,0,0,0,0
5460,2,242,1,0,0,0,0,19665,9,5,0,0,0,0
5461,2,242,1,0,0,0,0,19665,917,1,0,0,0,0
5462,2,242,1,0,0,0,0,19666,9,30,0,0,0,0
5463,2,242,1,0,0,0,0,19666,9,25,0,0,0,0
5464,2,242,1,0,0,0,0,19666,9,20,0,0,0,0
5465,2,242,1,0,0,0,0,19666,9,15,0,0,0,0
5466,2,242,1,0,0,0,0,19666,9,10,0,0,0,0
5467,2,242,1,0,0,0,0,19666,9,5,0,0,0,0
5468,2,242,1,0,0,0,0,19666,917,1,0,0,0,0
5469,2,242,1,0,0,0,0,19667,9,30,0,0,0,0
5470,2,242,1,0,0,0,0,19667,9,25,0,0,0,0
5471,2,242,1,0,0,0,0,19667,9,20,0,0,0,0
5472,2,242,1,0,0,0,0,19667,9,15,0,0,0,0
5473,2,242,1,0,0,0,0,19667,9,10,0,0,0,0
5474,2,242,1,0,0,0,0,19667,9,5,0,0,0,0
5475,2,242,1,0,0,0,0,19667,19,1,0,0,0,0
5476,2,243,1,0,0,0,0,19729,9,20,0,0,0,0
5477,2,243,1,0,0,0,0,19729,9,15,0,0,0,0
5478,2,243,1,0,0,0,0,19729,9,10,0,0,0,0
5479,2,243,1,0,0,0,0,19729,9,5,0,0,0,0
5480,2,243,1,0,0,0,0,19729,922,1,0,0,0,0
5481,2,243,1,0,0,0,0,19730,9,20,0,0,0,0
5482,2,243,1,0,0,0,0,19730,9,15,0,0,0,0
5483,2,243,1,0,0,0,0,19730,9,10,0,0,0,0
5484,2,243,1,0,0,0,0,19730,9,5,0,0,0,0
5485,2,243,1,0,0,0,0,19730,922,1,0,0,0,0
5486,2,243,1,0,0,0,0,19731,9,20,0,0,0,0
5487,2,243,1,0,0,0,0,19731,9,15,0,0,0,0
5488,2,243,1,0,0,0,0,19731,9,10,0,0,0,0
5489,2,243,1,0,0,0,0,19731,9,5,0,0,0,0
5490,2,243,1,0,0,0,0,19731,922,1,0,0,0,0
5491,2,243,1,0,0,0,0,19732,9,20,0,0,0,0
5492,2,243,1,0,0,0,0,19732,9,15,0,0,0,0
5493,2,243,1,0,0,0,0,19732,9,10,0,0,0,0
5494,2,243,1,0,0,0,0,19732,9,5,0,0,0,0
5495,2,243,1,0,0,0,0,19732,922,1,0,0,0,0
5496,2,243,1,0,0,0,0,19733,9,30,0,0,0,0
5497,2,243,1,0,0,0,0,19733,9,25,0,0,0,0
5498,2,243,1,0,0,0,0,19733,9,20,0,0,0,0
5499,2,243,1,0,0,0,0,19733,9,15,0,0,0,0
5500,2,243,1,0,0,0,0,19733,9,10,0,0,0,0
5501,2,243,1,0,0,0,0,19733,9,5,0,0,0,0
5502,2,243,1,0,0,0,0,19733,928,1,0,0,0,0
5503,2,243,1,0,0,0,0,19734,9,20,0,0,0,0
5504,2,243,1,0,0,0,0,19734,9,15,0,0,0,0
5505,2,243,1,0,0,0,0,19734,9,10,0,0,0,0
5506,2,243,1,0,0,0,0,19734,9,5,0,0,0,0
5507,2,243,1,0,0,0,0,19734,927,1,0,0,0,0
5508,2,243,1,0,0,0,0,19735,9,20,0,0,0,0
5509,2,243,1,0,0,0,0,19735,9,15,0,0,0,0
5510,2,243,1,0,0,0,0,19735,9,10,0,0,0,0
5511,2,243,1,0,0,0,0,19735,9,5,0,0,0,0
5512,2,243,1,0,0,0,0,19735,927,1,0,0,0,0
5513,2,243,1,0,0,0,0,19736,9,20,0,0,0,0
5514,2,243,1,0,0,0,0,19736,9,15,0,0,0,0
5515,2,243,1,0,0,0,0,19736,9,10,0,0,0,0
5516,2,243,1,0,0,0,0,19736,9,5,0,0,0,0
5517,2,243,1,0,0,0,0,19736,927,1,0,0,0,0
5518,2,243,1,0,0,0,0,19737,9,20,0,0,0,0
5519,2,243,1,0,0,0,0,19737,9,15,0,0,0,0
5520,2,243,1,0,0,0,0,19737,9,10,0,0,0,0
5521,2,243,1,0,0,0,0,19737,9,5,0,0,0,0
5522,2,243,1,0,0,0,0,19737,927,1,0,0,0,0
5523,2,243,1,0,0,0,0,19738,9,30,0,0,0,0
5524,2,243,1,0,0,0,0,19738,9,25,0,0,0,0
5525,2,243,1,0,0,0,0,19738,9,20,0,0,0,0
5526,2,243,1,0,0,0,0,19738,9,15,0,0,0,0
5527,2,243,1,0,0,0,0,19738,9,10,0,0,0,0
5528,2,243,1,0,0,0,0,19738,9,5,0,0,0,0
5529,2,243,1,0,0,0,0,19738,928,1,0,0,0,0
5530,2,243,1,0,0,0,0,19739,9,30,0,0,0,0
5531,2,243,1,0,0,0,0,19739,9,25,0,0,0,0
5532,2,243,1,0,0,0,0,19739,9,20,0,0,0,0
5533,2,243,1,0,0,0,0,19739,9,15,0,0,0,0
5534,2,243,1,0,0,0,0,19739,9,10,0,0,0,0
5535,2,243,1,0,0,0,0,19739,9,5,0,0,0,0
5536,2,243,1,0,0,0,0,19739,19,1,0,0,0,0
5537,2,244,1,0,0,0,0,19801,9,20,0,0,0,0
5538,2,244,1,0,0,0,0,19801,9,15,0,0,0,0
5539,2,244,1,0,0,0,0,19801,9,10,0,0,0,0
5540,2,244,1,0,0,0,0,19801,9,5,0,0,0,0
5541,2,244,1,0,0,0,0,19801,933,1,0,0,0,0
5542,2,244,1,0,0,0,0,19802,9,20,0,0,0,0
5543,2,244,1,0,0,0,0,19802,9,15,0,0,0,0
5544,2,244,1,0,0,0,0,19802,9,10,0,0,0,0
5545,2,244,1,0,0,0,0,19802,9,5,0,0,0,0
5546,2,244,1,0,0,0,0,19802,933,1,0,0,0,0
5547,2,244,1,0,0,0,0,19803,9,20,0,0,0,0
5548,2,244,1,0,0,0,0,19803,9,15,0,0,0,0
5549,2,244,1,0,0,0,0,19803,9,10,0,0,0,0
5550,2,244,1,0,0,0,0,19803,9,5,0,0,0,0
5551,2,244,1,0,0,0,0,19803,933,1,0,0,0,0
5552,2,244,1,0,0,0,0,19804,9,20,0,0,0,0
5553,2,244,1,0,0,0,0,19804,9,15,0,0,0,0
5554,2,244,1,0,0,0,0,19804,9,10,0,0,0,0
5555,2,244,1,0,0,0,0,19804,9,5,0,0,0,0
5556,2,244,1,0,0,0,0,19804,933,1,0,0,0,0
5557,2,244,1,0,0,0,0,19805,9,30,0,0,0,0
5558,2,244,1,0,0,0,0,19805,9,25,0,0,0,0
5559,2,244,1,0,0,0,0,19805,9,20,0,0,0,0
5560,2,244,1,0,0,0,0,19805,9,15,0,0,0,0
5561,2,244,1,0,0,0,0,19805,9,10,0,0,0,0
5562,2,244,1,0,0,0,0,19805,9,5,0,0,0,0
5563,2,244,1,0,0,0,0,19805,939,1,0,0,0,0
5564,2,244,1,0,0,0,0,19806,9,20,0,0,0,0
5565,2,244,1,0,0,0,0,19806,9,15,0,0,0,0
5566,2,244,1,0,0,0,0,19806,9,10,0,0,0,0
5567,2,244,1,0,0,0,0,19806,9,5,0,0,0,0
5568,2,244,1,0,0,0,0,19806,938,1,0,0,0,0
5569,2,244,1,0,0,0,0,19807,9,20,0,0,0,0
5570,2,244,1,0,0,0,0,19807,9,15,0,0,0,0
5571,2,244,1,0,0,0,0,19807,9,10,0,0,0,0
5572,2,244,1,0,0,0,0,19807,9,5,0,0,0,0
5573,2,244,1,0,0,0,0,19807,938,1,0,0,0,0
5574,2,244,1,0,0,0,0,19808,9,20,0,0,0,0
5575,2,244,1,0,0,0,0,19808,9,15,0,0,0,0
5576,2,244,1,0,0,0,0,19808,9,10,0,0,0,0
5577,2,244,1,0,0,0,0,19808,9,5,0,0,0,0
5578,2,244,1,0,0,0,0,19808,938,1,0,0,0,0
5579,2,244,1,0,0,0,0,19809,9,20,0,0,0,0
5580,2,244,1,0,0,0,0,19809,9,15,0,0,0,0
5581,2,244,1,0,0,0,0,19809,9,10,0,0,0,0
5582,2,244,1,0,0,0,0,19809,9,5,0,0,0,0
5583,2,244,1,0,0,0,0,19809,938,1,0,0,0,0
5584,2,244,1,0,0,0,0,19810,9,30,0,0,0,0
5585,2,244,1,0,0,0,0,19810,9,25,0,0,0,0
5586,2,244,1,0,0,0,0,19810,9,20,0,0,0,0
5587,2,244,1,0,0,0,0,19810,9,15,0,0,0,0
5588,2,244,1,0,0,0,0,19810,9,10,0,0,0,0
5589,2,244,1,0,0,0,0,19810,9,5,0,0,0,0
5590,2,244,1,0,0,0,0,19810,939,1,0,0,0,0
5591,2,244,1,0,0,0,0,19811,9,30,0,0,0,0
5592,2,244,1,0,0,0,0,19811,9,25,0,0,0,0
5593,2,244,1,0,0,0,0,19811,9,20,0,0,0,0
5594,2,244,1,0,0,0,0,19811,9,15,0,0,0,0
5595,2,244,1,0,0,0,0,19811,9,10,0,0,0,0
5596,2,244,1,0,0,0,0,19811,9,5,0,0,0,0
5597,2,244,1,0,0,0,0,19811,19,1,0,0,0,0
5635,2,246,1,0,0,0,0,19946,1,30,0,0,0,0
5636,2,246,1,0,0,0,0,19946,1,25,0,0,0,0
5637,2,246,1,0,0,0,0,19946,1,20,0,0,0,0
5638,2,246,1,0,0,0,0,19946,1,15,0,0,0,0
5639,2,246,1,0,0,0,0,19946,1,10,0,0,0,0
5640,2,246,1,0,0,0,0,19946,1,5,0,0,0,0
5641,2,246,1,0,0,0,0,19946,949,1,0,0,0,0
5642,2,246,1,0,0,0,0,19947,1,30,0,0,0,0
5643,2,246,1,0,0,0,0,19947,1,25,0,0,0,0
5644,2,246,1,0,0,0,0,19947,1,20,0,0,0,0
5645,2,246,1,0,0,0,0,19947,1,15,0,0,0,0
5646,2,246,1,0,0,0,0,19947,1,10,0,0,0,0
5647,2,246,1,0,0,0,0,19947,1,5,0,0,0,0
5648,2,246,1,0,0,0,0,19947,949,1,0,0,0,0
5649,2,246,1,0,0,0,0,19948,1,30,0,0,0,0
5650,2,246,1,0,0,0,0,19948,1,25,0,0,0,0
5651,2,246,1,0,0,0,0,19948,1,20,0,0,0,0
5652,2,246,1,0,0,0,0,19948,1,15,0,0,0,0
5653,2,246,1,0,0,0,0,19948,1,10,0,0,0,0
5654,2,246,1,0,0,0,0,19948,1,5,0,0,0,0
5655,2,246,1,0,0,0,0,19948,949,1,0,0,0,0
5656,2,246,1,0,0,0,0,19949,1,30,0,0,0,0
5657,2,246,1,0,0,0,0,19949,1,25,0,0,0,0
5658,2,246,1,0,0,0,0,19949,1,20,0,0,0,0
5659,2,246,1,0,0,0,0,19949,1,15,0,0,0,0
5660,2,246,1,0,0,0,0,19949,1,10,0,0,0,0
5661,2,246,1,0,0,0,0,19949,1,5,0,0,0,0
5662,2,246,1,0,0,0,0,19949,958,1,0,0,0,0
5663,2,246,1,0,0,0,0,19950,1,30,0,0,0,0
5664,2,246,1,0,0,0,0,19950,1,25,0,0,0,0
5665,2,246,1,0,0,0,0,19950,1,20,0,0,0,0
5666,2,246,1,0,0,0,0,19950,1,15,0,0,0,0
5667,2,246,1,0,0,0,0,19950,1,10,0,0,0,0
5668,2,246,1,0,0,0,0,19950,1,5,0,0,0,0
5669,2,246,1,0,0,0,0,19950,953,1,0,0,0,0
5670,2,246,1,0,0,0,0,19951,1,30,0,0,0,0
5671,2,246,1,0,0,0,0,19951,1,25,0,0,0,0
5672,2,246,1,0,0,0,0,19951,1,20,0,0,0,0
5673,2,246,1,0,0,0,0,19951,1,15,0,0,0,0
5674,2,246,1,0,0,0,0,19951,1,10,0,0,0,0
5675,2,246,1,0,0,0,0,19951,1,5,0,0,0,0
5676,2,246,1,0,0,0,0,19951,953,1,0,0,0,0
5677,2,246,1,0,0,0,0,19952,1,30,0,0,0,0
5678,2,246,1,0,0,0,0,19952,1,25,0,0,0,0
5679,2,246,1,0,0,0,0,19952,1,20,0,0,0,0
5680,2,246,1,0,0,0,0,19952,1,15,0,0,0,0
5681,2,246,1,0,0,0,0,19952,1,10,0,0,0,0
5682,2,246,1,0,0,0,0,19952,1,5,0,0,0,0
5683,2,246,1,0,0,0,0,19952,953,1,0,0,0,0
5684,2,246,1,0,0,0,0,19953,1,30,0,0,0,0
5685,2,246,1,0,0,0,0,19953,1,25,0,0,0,0
5686,2,246,1,0,0,0,0,19953,1,20,0,0,0,0
5687,2,246,1,0,0,0,0,19953,1,15,0,0,0,0
5688,2,246,1,0,0,0,0,19953,1,10,0,0,0,0
5689,2,246,1,0,0,0,0,19953,1,5,0,0,0,0
5690,2,246,1,0,0,0,0,19953,958,1,0,0,0,0
5691,2,246,1,0,0,0,0,19955,1,30,0,0,0,0
5692,2,246,1,0,0,0,0,19955,1,25,0,0,0,0
5693,2,246,1,0,0,0,0,19955,1,20,0,0,0,0
5694,2,246,1,0,0,0,0,19955,1,15,0,0,0,0
5695,2,246,1,0,0,0,0,19955,1,10,0,0,0,0
5696,2,246,1,0,0,0,0,19955,1,5,0,0,0,0
5697,2,246,1,0,0,0,0,19955,957,1,0,0,0,0
5698,2,246,1,0,0,0,0,19954,1,30,0,0,0,0
5699,2,246,1,0,0,0,0,19954,1,25,0,0,0,0
5700,2,246,1,0,0,0,0,19954,1,20,0,0,0,0
5701,2,246,1,0,0,0,0,19954,1,15,0,0,0,0
5702,2,246,1,0,0,0,0,19954,1,10,0,0,0,0
5703,2,246,1,0,0,0,0,19954,1,5,0,0,0,0
5704,2,246,1,0,0,0,0,19954,957,1,0,0,0,0
5705,2,246,1,0,0,0,0,19956,1,30,0,0,0,0
5706,2,246,1,0,0,0,0,19956,1,25,0,0,0,0
5707,2,246,1,0,0,0,0,19956,1,20,0,0,0,0
5708,2,246,1,0,0,0,0,19956,1,15,0,0,0,0
5709,2,246,1,0,0,0,0,19956,1,10,0,0,0,0
5710,2,246,1,0,0,0,0,19956,1,5,0,0,0,0
5711,2,246,1,0,0,0,0,19956,957,1,0,0,0,0
5712,2,246,1,0,0,0,0,19957,1,30,0,0,0,0
5713,2,246,1,0,0,0,0,19957,1,25,0,0,0,0
5714,2,246,1,0,0,0,0,19957,1,20,0,0,0,0
5715,2,246,1,0,0,0,0,19957,1,15,0,0,0,0
5716,2,246,1,0,0,0,0,19957,1,10,0,0,0,0
5717,2,246,1,0,0,0,0,19957,1,5,0,0,0,0
5718,2,246,1,0,0,0,0,19957,958,1,0,0,0,0
5719,2,246,1,0,0,0,0,19958,1,30,0,0,0,0
5720,2,246,1,0,0,0,0,19958,1,25,0,0,0,0
5721,2,246,1,0,0,0,0,19958,1,20,0,0,0,0
5722,2,246,1,0,0,0,0,19958,1,15,0,0,0,0
5723,2,246,1,0,0,0,0,19958,1,10,0,0,0,0
5724,2,246,1,0,0,0,0,19958,1,5,0,0,0,0
5725,2,246,1,0,0,0,0,19958,3,1,0,0,0,0
5763,2,248,1,0,0,0,0,20093,1,30,0,0,0,0
5764,2,248,1,0,0,0,0,20093,1,25,0,0,0,0
5765,2,248,1,0,0,0,0,20093,1,20,0,0,0,0
5766,2,248,1,0,0,0,0,20093,1,15,0,0,0,0
5767,2,248,1,0,0,0,0,20093,1,10,0,0,0,0
5768,2,248,1,0,0,0,0,20093,1,5,0,0,0,0
5769,2,248,1,0,0,0,0,20093,968,1,0,0,0,0
5770,2,248,1,0,0,0,0,20094,1,30,0,0,0,0
5771,2,248,1,0,0,0,0,20094,1,25,0,0,0,0
5772,2,248,1,0,0,0,0,20094,1,20,0,0,0,0
5773,2,248,1,0,0,0,0,20094,1,15,0,0,0,0
5774,2,248,1,0,0,0,0,20094,1,10,0,0,0,0
5775,2,248,1,0,0,0,0,20094,1,5,0,0,0,0
5776,2,248,1,0,0,0,0,20094,968,1,0,0,0,0
5777,2,248,1,0,0,0,0,20095,1,30,0,0,0,0
5778,2,248,1,0,0,0,0,20095,1,25,0,0,0,0
5779,2,248,1,0,0,0,0,20095,1,20,0,0,0,0
5780,2,248,1,0,0,0,0,20095,1,15,0,0,0,0
5781,2,248,1,0,0,0,0,20095,1,10,0,0,0,0
5782,2,248,1,0,0,0,0,20095,1,5,0,0,0,0
5783,2,248,1,0,0,0,0,20095,968,1,0,0,0,0
5784,2,248,1,0,0,0,0,20096,1,30,0,0,0,0
5785,2,248,1,0,0,0,0,20096,1,25,0,0,0,0
5786,2,248,1,0,0,0,0,20096,1,20,0,0,0,0
5787,2,248,1,0,0,0,0,20096,1,15,0,0,0,0
5788,2,248,1,0,0,0,0,20096,1,10,0,0,0,0
5789,2,248,1,0,0,0,0,20096,1,5,0,0,0,0
5790,2,248,1,0,0,0,0,20096,977,1,0,0,0,0
5791,2,248,1,0,0,0,0,20097,1,30,0,0,0,0
5792,2,248,1,0,0,0,0,20097,1,25,0,0,0,0
5793,2,248,1,0,0,0,0,20097,1,20,0,0,0,0
5794,2,248,1,0,0,0,0,20097,1,15,0,0,0,0
5795,2,248,1,0,0,0,0,20097,1,10,0,0,0,0
5796,2,248,1,0,0,0,0,20097,1,5,0,0,0,0
5797,2,248,1,0,0,0,0,20097,972,1,0,0,0,0
5798,2,248,1,0,0,0,0,20098,1,30,0,0,0,0
